"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
62,"Weapon_Vagabond","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/staff.epk",-23380,-1403125760,1,-1388445696,1,-1373896704,1,-1359347712,1,56492032,0,-1345060864,1,-1432354816,1,56492032,0,56492032,0,56492032,0,0
63,"Weapon_Seeker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/staff.epk",-9593,-1242038272,1,-1227620352,1,-1213333504,1,-1199046656,1,56492032,0,-1185021952,1,-1270743040,1,56492032,0,56492032,0,56492032,0,0
64,"Weapon_Scholar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/staff.epk",-2235,-1081999360,1,-1067450368,1,-1053032448,1,-1038614528,1,56492032,0,-1024458752,1,-1110966272,1,56492032,0,56492032,0,56492032,0,0
65,"Weapon_Redeemer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/staff.epk",-9558,-920387584,1,-905707520,1,-891158528,1,-876609536,1,56492032,0,-862322688,1,-949616640,1,56492032,0,56492032,0,56492032,0,0
66,"Weapon_Subjugator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/staff.epk",-25091,-755499008,1,-740425728,1,-725483520,1,-710541312,1,56492032,0,-695861248,1,-785514496,1,56492032,0,56492032,0,56492032,0,0
67,"Weapon_Dominator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/staff.epk",-31401,-590348288,1,-575537152,1,-560857088,1,-546177024,1,56492032,0,-531759104,1,-619839488,1,56492032,0,56492032,0,56492032,0,0
68,"Weapon_AbyssalImp","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/staff.epk",-25688,-460587008,1,-492437504,1,-460587008,1,-514588672,1,56492032,0,-449314816,1,-481558528,1,56492032,0,56492032,0,56492032,0,0
69,"Weapon_AbyssalLich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/staff.epk",-15116,-381419520,1,-413663232,1,-381419520,1,-436076544,1,56492032,0,-370016256,1,-402653184,1,56492032,0,56492032,0,56492032,0,0
70,"Weapon_Pestilence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/staff.epk",-8190,-296747008,1,-332267520,1,-296747008,1,-356777984,1,56492032,0,-284295168,1,-320208896,1,56492032,0,56492032,0,56492032,0,0
71,"Weapon_Sin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/staff.epk",-17207,-192282624,1,-179175424,1,-166199296,1,-153223168,1,56492032,0,-140509184,1,-218365952,1,56492032,0,56492032,0,56492032,0,0
72,"Weapon_Harpy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/staff.epk",11532,-69992448,1,-103022592,1,-69992448,1,-125698048,1,56492032,0,-58458112,1,-91488256,1,56492032,0,56492032,0,56492032,0,0
73,"Weapon_Kraken","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/dagger_mace_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/staff.epk",29842,10747904,2,-22675456,1,10747904,2,-45613056,1,56492032,0,22413312,2,-11010048,1,56492032,0,56492032,0,56492032,0,0
74,"Weapon_Manticore","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/staff.epk",-27559,108134400,2,120193024,2,132120576,2,144048128,2,56492032,0,155713536,2,84148224,2,56492032,0,56492032,0,56492032,0,0
75,"Weapon_Innocence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/staff.epk",-3598,227016704,2,192413696,2,227016704,2,170000384,2,56492032,0,239075328,2,204472320,2,56492032,0,56492032,0,56492032,0,0
76,"Footprint_Sin","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/sin/EPK/sin_footprints_fx.epk","","",15149,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,252444672,2,252444672,2,56492032,0,0
77,"Footprint_SinandInnocence","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/blend/innosin_trail.epk","","",3262,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,268042240,2,268042240,2,56492032,0,0
78,"Bow_Mirage_Archer","","Metadata/Effects/Spells/mirage_archer/epk/mirage_bow.epk","","","","","",-14195,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
79,"Weapon_Council","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/staff.epk",-15145,359137280,2,314441728,2,359137280,2,291504128,2,56492032,0,370802688,2,336723968,2,56492032,0,56492032,0,56492032,0,0
80,"Weapon_Conquest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/daggerwandclaw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/staff.epk",13035,441057280,2,407371776,2,441057280,2,384172032,2,56492032,0,452853760,2,418775040,2,56492032,0,56492032,0,56492032,0,0
81,"Weapon_Wasteland","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/wdc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/staff.epk",23405,522584064,2,488505344,2,522584064,2,466485248,2,56492032,0,534511616,2,500039680,2,56492032,0,56492032,0,56492032,0,0
82,"Weapon_Automaton","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/staff.epk",6386,601882624,2,569245696,2,601882624,2,548274176,2,56492032,0,613416960,2,580386816,2,56492032,0,56492032,0,56492032,0,0
83,"Footprint_Apocalypse","","","","","Metadata/Effects/Microtransactions/foot_prints/machine_man/chafx_trail.epk","","",-32618,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,627179520,2,627179520,2,56492032,0,0
84,"Weapon_BloodGuard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/staff.epk",-17831,712900608,2,663486464,2,712900608,2,639631360,2,56492032,0,725745664,2,688128000,2,56492032,0,56492032,0,56492032,0,0
85,"Weapon_FaithGuard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/staff.epk",15603,813826048,2,764411904,2,813826048,2,740556800,2,56492032,0,826671104,2,789053440,2,56492032,0,56492032,0,56492032,0,0
86,"Weapon_Forge","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/staff.epk",-24330,895483904,2,862846976,2,895483904,2,907018240,2,56492032,0,917635072,2,873988096,2,56492032,0,56492032,0,56492032,0,0
87,"Weapon_Stalker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/staff.epk",18683,987234304,2,953810944,2,987234304,2,930611200,2,56492032,0,999030784,2,965214208,2,56492032,0,56492032,0,56492032,0,0
88,"Weapon_DragonHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/staff.epk",-13658,1086193664,2,1036779520,2,1086193664,2,1012924416,2,56492032,0,1099038720,2,1061421056,2,56492032,0,56492032,0,56492032,0,0
89,"Footprint_DragonHunter","","","","","Metadata/Effects/Microtransactions/foot_prints/DragonHunter/foot_fx.epk","","",-29876,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,1114505216,2,1114505216,2,56492032,0,0
90,"Footprint_Azurite","","","","","Metadata/Effects/Microtransactions/foot_prints/azurite/azurite_foot_fx.epk","","",17110,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,1126563840,2,1126563840,2,56492032,0,0
91,"Weapon_Soulstealer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/staff.epk",12852,1198784512,2,1163395072,2,1198784512,2,1139146752,2,56492032,0,1211105280,2,1175715840,2,56492032,0,56492032,0,56492032,0,0
92,"Weapon_Crucible","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/staff.epk",-3956,1282670592,2,1248460800,2,1282670592,2,1224998912,2,56492032,0,1294598144,2,1260388352,2,56492032,0,56492032,0,56492032,0,0
93,"Weapon_Assassin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/staff.epk",-18212,1365114880,2,1331298304,2,1365114880,2,1308098560,2,56492032,0,1376911360,2,1343094784,2,56492032,0,56492032,0,56492032,0,0
94,"Weapon_Undertaker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/staff.epk",21192,1470103552,2,1416495104,2,1470103552,2,1390542848,2,56492032,0,1483997184,2,1443233792,2,56492032,0,56492032,0,56492032,0,0
95,"Weapon_Corsair","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/staff.epk",-3906,1564213248,2,1524891648,2,1564213248,2,1499463680,2,56492032,0,1577975808,2,1538260992,2,56492032,0,56492032,0,56492032,0,0
96,"Weapon_Mystic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/staff.epk",-3292,1657143296,2,1618214912,2,1657143296,2,1593049088,2,56492032,0,1670774784,2,1631453184,2,56492032,0,56492032,0,56492032,0,0
97,"Weapon_Vanguard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/staff.epk",-15155,1742733312,2,1708523520,2,1742733312,2,1685979136,2,56492032,0,1754660864,2,1720451072,2,56492032,0,56492032,0,56492032,0,0
98,"Footprint_Mystic","","","","","Metadata/Effects/Microtransactions/foot_prints/fairgraves_mystic/EPK.epk","","",-1520,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,1768292352,2,1768292352,2,56492032,0,0
99,"Weapon_Empyrean","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/staff.epk",22818,1835794432,2,1801977856,2,1835794432,2,1780219904,2,56492032,0,1847721984,2,1813512192,2,56492032,0,56492032,0,56492032,0,0
100,"Weapon_Pitfighter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/DaggerWandClaw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/oneHanded_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/staff.epk",20087,1921253376,2,1932656640,2,1932656640,2,1861484544,2,56492032,0,1943928832,2,1898184704,2,56492032,0,56492032,0,56492032,0,0
101,"Weapon_CrimsonSeraph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/staff.epk",-31505,2020605952,2,1982857216,2,2020605952,2,1958477824,2,56492032,0,2033844224,2,1995702272,2,56492032,0,56492032,0,56492032,0,0
102,"Bow_Mirage_Archer_Stygian","","Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/stygian_weapon.epk","","","","","",21447,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
