"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
33,37,3,[],"[627,582,608,788,751,764,1007,993,992,994,991,8960]","[278,866,409,1572,1566]",250,650,85,0
34,38,1,[],"[641,519,1169,1172,1178,2488,8952]",[371],250,660,85,0
35,40,1,[],"[2039,1520]","[1597,1600]",200,700,85,0
36,41,1,[],"[1511,2039]","[1617,1518]",200,600,85,0
37,42,1,[],"[1557,753,1564]","[1607,1574,1919]",200,600,85,0
38,43,3,[],"[2039,1902,1980]","[1520,1617,2041]",150,550,85,0
39,44,1,[],"[1570,1611,590]","[1915,1984]",200,600,85,0
40,45,2,[],"[1313,1244,1496]","[1271,1301,1497,1498]",200,650,85,0
41,46,1,[],[1493],"[1487,1485]",200,500,75,0
42,47,1,[],"[1493,1885]","[1487,1485]",200,550,85,0
43,48,1,[],"[2046,2048,1548,1902,2050]","[2059,2057]",200,600,85,0
44,49,2,[],"[1913,1982,2027]","[1576,1448,3030]",150,450,85,0
45,50,1,[],"[1312,1300,1245]","[1312,1306]",250,700,85,0
46,51,5,[],"[1307,1306,1376]","[1312,1245,1300,1390,1394,1397]",200,700,85,0
47,52,2,[],"[1427,1849]","[1407,1308,1390,1394,1397]",250,675,85,0
48,53,1,[],"[1623,1533,3752,2628]","[882,366,371]",200,550,85,0
49,54,2,[],"[1912,1984,641]","[432,732,633]",250,800,85,0
50,55,1,[],"[1912,1984,732]","[588,633]",200,550,85,0
51,56,1,[],"[1921,1962,1931,1966,1459,1472]","[1912,1984]",200,650,85,0
52,57,1,[],"[1921,1962,1931,1966,1459,1472]","[1550,961]",200,600,85,0
53,59,1,[],"[3765,3832,3752]","[2046,2050,3795,3777,3809]",200,800,85,0
54,60,0,[],"[3777,3795,3813,3867,3761,3855]",[],200,800,85,0
55,61,0,[],"[3890,3903,3917,3922,3941]",[],200,800,85,0
56,62,0,[],"[3890,3903,3917,3922,3941,3932]",[],200,800,85,0
57,63,1,[],"[3891,3905,3919,3926,3945]",[3936],200,800,85,0
58,64,1,[],"[4186,3981,863,4003,3987,3987]",[1559],200,800,85,0
59,65,1,[],"[3991,3974,3976,3975,4191,3972]",[4003],300,1000,85,0
60,66,1,[],"[4020,4032,4034]","[313,1229,1232]",200,800,85,0
61,67,1,[],"[4058,4062,4063]",[4153],250,875,85,0
62,68,0,[],"[560,719,4086,4111,4103,4116,4097,4399,562,722]",[],200,800,85,0
63,69,1,[],"[560,719,4086,4111,4103,4116,4097,4399,562,722]","[1852,1376]",200,800,85,0
64,70,0,[],"[560,719,4086,4111,4103,4116,4097,4399,562,722,1870]",[],200,800,85,0
65,71,0,[],"[5162,230,269,5165,5167,5169,321,323]",[],200,800,80,0
66,72,0,[],"[5243,5241,5285,5287]",[],200,800,85,0
67,74,1,[],"[4887,5243,4913,5241]","[5285,5287]",200,800,85,0
68,75,2,[],"[4913,4907,4908,5007,5009,4990]","[4857,5285,5287]",200,800,75,0
69,77,0,[],"[4907,4908,4896,5278,5007,5009]",[],200,800,85,0
70,79,0,[],"[4896,5260,5002,1356,5278]",[],200,800,85,0
71,78,1,[],"[5281,1364,5011,5015,5005,5013,4898,4900]","[5582,5584,5586]",200,800,85,0
72,76,2,[],"[5582,5584,5586,4915,4917]","[5281,5011,5015,1364,5013]",200,800,60,0
73,81,0,[],"[668,5649,5651,2989,2991,2993,2995,5657,5659,601,5653,5655,5661,5663]",[],200,800,85,0
74,80,1,[],"[5702,737,5813,645,603,647]","[5672,5674,5676]",200,800,85,0
75,82,1,[],"[5582,5584,5586,5639]",[5173],200,800,85,0
76,84,0,[],"[5197,5205,5207,5209,5222,5227,5229,5231]",[],250,800,85,0
77,85,0,[],"[3977,3978,3979,3980,454,3982]",[],250,800,85,0
78,86,0,[],"[1068,496,457,4245]",[],250,800,85,0
79,87,0,[],"[3977,3978,3979,3980]",[],250,800,85,0
80,88,0,[],"[3977,3978,3979,3980]",[],350,900,85,0
81,89,0,[],"[655,521,3862,1619,5250]",[],250,800,85,0
82,90,1,[],"[1568,619,766,5186]","[539,1208,1210,1212]",250,900,85,0
83,91,1,[],"[2031,407,780,543]",[5186],250,900,85,0
84,92,1,[],"[218,266,532,325,327]","[446,313]",200,800,85,0
85,93,2,"[1,1,2]","[80,85,89,84,88,92]","[964,965,960]",250,800,60,0
86,94,3,[],"[873,344,357,80,85,89,84,88,92,1455,1454,1448]","[877,878,350,351,361,362,1455,1454]",250,620,60,0
87,95,2,[],"[444,1454,1455,445,4789,4790]","[416,1448]",250,700,80,0
88,96,1,[],"[350,351,361,362,497,4235,4241,80,85,89,84,88,92]","[873,1520]",250,750,85,0
89,97,0,[],"[501,4235,4244,191,492,3032,4231]",[],250,800,85,0
90,98,0,[],"[4231,4238,4244,1065,534,657]",[],250,800,85,0
91,99,0,[],"[153,4811,4472,1065,4812]",[],300,900,85,0
92,101,2,[],"[548,688,3762,4791,393,690,693,696,550,553,556]","[106,107,119]",300,900,80,0
93,102,1,[],"[80,85,89,84,88,92,537,663,3762]","[118,371]",300,900,85,0
94,103,1,[],"[665,525,1179,1182,1185,964,965,1667,1669,1671]",[415],300,900,85,0
95,104,1,[],"[944,671,3653]","[584,193,590]",300,900,85,0
96,105,1,[],"[1193,1195,1197,394,943,1399]","[947,541]",300,900,85,0
97,106,0,[],"[1193,1195,1197,1888,1957,943,1399]",[],300,900,85,0
98,107,0,[],"[5362,4090,4105,1890,1959,5363]",[],300,900,85,0
99,108,1,"[2,2,1,1,1,1]","[946,369,118,3090,3092]","[107,106,3093,3095,3097,3102]",300,900,70,0
100,109,3,[],"[119,356,364,81,86,90,84,88,92,378]","[350,351,361,362,107,106]",300,900,75,0
101,110,1,[],"[938,863,2631,3103,3105,23,53]","[864,865,3106,3108,3110,3112]",400,900,75,0
102,111,1,[],"[342,3103,3105]","[121,882]",300,900,75,0
103,112,0,[],"[800,275,867,793,871]",[],300,900,85,0
104,113,1,[],"[866,821,275,800]","[931,932,933,930]",300,900,85,0
105,114,1,[],"[929,915,275,5352,804]","[800,945]",300,900,85,0
106,115,1,[],"[930,932,277,933,4205,5352,278,5355,4207,806]",[819],300,900,85,0
107,116,0,[],"[1511,1617,1521,137,3865,1522,2044,2039]",[],330,900,85,0
108,118,2,"[1,1,1]","[1199,1201,1203,1872,1873,3947,1450]","[1526,880,3033]",330,990,85,0
109,119,2,"[1,1,1]","[1872,1873,3947,1450,1913,1982,1576,3833]","[880,3033,2027]",360,990,85,0
110,120,0,[],"[5610,5612,5614,5617,3758,3760,1921,1933,1962,1968]",[],360,1080,85,0
111,121,0,[],"[1476,1478,1463,1464,1629,1460,1474,1625,1935,1937,1970,1972,4739,1633,4741]",[],400,1080,85,0
112,122,1,[],"[3846,1072,1935,1937,1070,4739,4741]","[678,680]",400,1100,85,0
113,123,0,[],"[1430,1275,1250,1410,1380,1391,1413,1315,1500,1501,1499]",[],400,1100,85,0
114,124,0,[],"[1250,1275,2674,2676,2682,1315,2716,1255,1280,1500,1501,1499]",[],400,1100,85,0
115,125,0,[],"[1250,1275,2674,2676,1255,1280,1315,1430,1410,1413,1280,1500,1501,1499]",[],400,1100,85,0
116,126,1,[],"[2039,1902,1980,318,1986,1916,1953,2046,2050,2054,1895]","[2052,523]",400,1100,85,0
117,127,1,[],"[2039,1902,1980,4022,318,4046,1986,1916,1953,4707,4706]",[523],400,1100,85,0
118,128,1,[],"[840,842,844,846,848,4046,2622,1511,1521,699,701,703,705,707,852,4065,1522]","[3863,4706,4707]",400,1100,75,0
119,129,0,[],"[1490,1487,1493,5261,5263,5265,1318,1272,1277,1247,1252]",[],400,1100,85,0
120,130,0,[],"[1493,1487,1490,5261,5263,5265,1318,1272,1277,1247,1252,1841,1845]",[],400,1100,80,0
121,131,0,[],"[1493,1487,1490,1885,5261,5263,5265,1318,1272,1277,1247,1252,1841,1845]",[],400,1100,85,0
122,132,2,[],"[1495,1489,1492,1504,1503,1502,1433,1416,1417,5270,5271,5272,1258,1283,1317,1257,1282,1320,1274,1279,1249,1254]","[2685,2686,2687,1844,1848]",400,1100,75,0
123,133,0,[],"[3834,1860,566,568,724,726,4401,3758,3760,3807,3821]","[3793,3805,3811,3819]",400,1100,100,0
124,135,1,[],"[5163,5171,321,323,231,270,272,386,4154,4156]","[5850,294,295]",400,1100,85,0
125,136,2,"[1,2,2,2]","[5189,5711,5715,1621,5714,5713,1226,5756,5752,5759]","[3864,1223,5857,5858]",400,1100,75,0
126,137,0,[],"[5189,5711,5715,1475,1462,1621,5714,673,5713,5756,5752,5759,5857,529,5858]",[],400,1100,85,0
127,138,2,[],"[4064,3763,271,272,3777,3795,3813,3867]","[388,4466,4468,4470,293]",400,1100,75,0
128,139,1,[],"[3791,3803,3817,1077,5627,5161,4250,4248,4249,502,3874]",[5755],400,1100,75,0
129,140,2,[],"[3801,3815,3789,3901,3913,3943,3924,3957,3898,3934]","[3653,5353,962]",400,1100,85,0
130,141,0,[],"[3801,3815,3789,3901,3913,3943,3924,3957,3934,722]",[],400,1100,75,0
131,142,0,[],"[1904,1906,1908,1910,2029,2033,5822,1902,675,527]",[],400,1100,75,0
132,143,0,[],"[4113,4108,4117,4098,4399]","[4087,566,568,724,726,719,722]",400,1100,100,0
133,144,0,[],"[4113,4108,4117,4399,3655,1555,1556,5824,1403,1863,1865,3657,963,5356,1990,1992]","[566,568,724,726,719,722]",400,1100,100,0
134,146,1,[],"[5641,2139,5582,5584,5586,5643]",[5176],400,1100,85,0
135,147,0,[],"[5258,5001,4909,4911,4865,5015,5281,4915,4917,5289,5291,4859]",[5013],400,1100,100,0
136,148,0,[],"[5588,5590,5592,5281,5011,5015,5013]",[],400,1100,75,0
137,149,0,[],"[4898,1364,5011,5015,5594,4158,5013,4900]",[],400,1100,75,0
138,150,0,[],"[4909,4865,5582,5584,5586,2139,4911,5176]",[],400,1100,75,0
139,151,0,[],"[4909,5582,5584,5586,2139,4911,5176]",[],400,1100,75,0
140,152,1,[],"[4888,4915,4917,5242,5214,5216,5218,5220,5233,5235,5237,5239,4859,5244,5246]","[5289,5291]",400,1100,85,0
141,153,0,[],"[668,5649,5651,2989,2991,2993,2995,5657,5659,601,5653,5655,5661,5663]",[],400,1100,85,0
142,154,1,[],"[5702,737,5813,645,603,647]","[5672,5674,5676]",400,1100,85,0
143,164,2,[],"[1493,1885]","[1487,1485]",200,550,85,0
144,156,2,[],"[1493,1885]","[1487,1485]",200,550,85,0
145,160,0,[],"[7864,7865,7866,7867,7868,7869,7870]",[],300,800,75,0
146,165,1,[],"[791,795,464]","[886,804,809,494]",300,800,85,0
147,166,1,[],"[791,795,3030]","[1046,823,475]",300,800,85,0
148,167,1,[],"[791,795]","[1046,153,819,886]",300,800,85,0
149,168,1,[],"[791,795,432]","[1533,815,817,819]",300,800,85,0
150,169,1,[],"[791,795,159]","[174,819]",300,800,85,0
151,170,1,[],"[866,313]","[791,795,821,819]",300,800,85,0
152,171,1,[],"[1472,791,795]","[823,866,819]",300,800,85,0
153,172,1,[],"[791,795,1459]","[824,866,339]",300,800,85,0
154,173,1,[],"[122,791,795]","[866,819,823,369]",300,800,85,0
155,174,1,[],"[368,866]","[215,267,791,795,819]",300,800,85,0
156,175,1,[],"[791,795,823]","[1208,1210,1212,946,866]",300,800,85,0
157,176,1,[],"[791,795,866]","[279,159,824,929]",300,800,85,0
158,177,1,[],"[866,946]","[1520,1533,366,791,795]",300,800,85,0
159,178,1,[],"[791,795,1221]","[821,823,824,278]",300,800,85,0
160,179,1,[],"[819,870]","[432,287,1520,1623]",300,800,85,0
161,180,1,[],"[791,795,821]","[866,313,811,813,1557]",300,800,85,0
162,181,1,[],"[791,795,274]","[870,1520,1902,1980,432]",300,800,85,0
163,182,1,[],"[791,795,1645,1646,1732,1733]","[946,824,1221]",300,800,85,0
164,183,1,[],"[1673,1675,1677,1750,1754,1756,815,817]","[1493,1485,1487,1885]",300,800,85,0
165,184,1,[],"[819,174,171]","[3030,799,1548]",300,800,85,0
166,185,1,[],"[866,274]","[1448,1193,1195,1197,823,791,795]",300,800,85,0
167,186,1,[],"[791,795,1915,1985]","[279,1520,2027,823]",300,800,85,0
168,187,1,[],"[274,1376]","[1849,1390,1394,1397,1407]",300,800,85,0
169,188,1,[],"[791,795,866]","[1533,2628,1645,1646,1732,1733]",300,800,85,0
170,189,1,[],"[824,1459]","[1673,1675,1677,1750,1754,1756,791,795,1472,1376]",300,800,85,0
171,190,1,[],"[791,795,821]","[866,274,159,174]",300,800,85,0
172,191,1,[],"[866,274]","[1448,1193,1195,1197,823,791,795]",300,800,85,0
173,192,1,[],"[791,795,823]","[1208,1210,1212,946,866]",300,800,85,0
174,193,0,[],"[3890,3899,3912,3922,3941,3932]",[],300,800,85,0
175,194,0,[],"[3777,3795,3813,3867,3761,3855]",[],300,800,85,0
176,195,1,[],"[579,744,293]","[1390,823]",300,800,85,0
177,196,1,[],"[821,811,813]","[866,993]",300,800,85,0
178,197,1,[],"[821,811,813]","[866,993]",300,800,85,0
179,198,1,[],"[2046,2050,795]","[274,799]",300,800,85,0
180,199,1,[],"[1394,1407,1427]","[290,4179]",300,800,85,0
181,200,1,[],"[229,267,775,815]","[1397,1447]",300,800,85,0
182,201,1,[],"[1394,1407,1427,819]","[791,795]",300,800,85,0
183,202,1,[],"[403,532,607,5186]","[3872,5258]",300,800,85,0
184,203,1,[],"[403,532,607,1667,1669,1671,2989,2991]",[5260],300,800,85,0
185,204,1,[],"[1394,1407,1427]","[824,1221]",300,800,85,0
186,205,1,[],"[1623,1533]","[905,178]",300,800,85,0
187,206,0,[],"[655,521,3862,1619,5250]",[],300,800,85,0
188,207,1,[],"[737,1912,1931,791]","[275,795]",300,800,85,0
189,208,1,[],"[882,866,993,378]","[821,120]",300,800,85,0
190,209,1,[],"[802,819,993,866,5352]","[1620,1007]",300,800,85,0
191,210,1,[],"[791,795,866]","[1533,2628,1645,1646,1732,1733]",300,800,85,0
192,211,1,[],"[902,1407,1902,1916,3846]","[4153,1849]",300,800,85,0
193,212,1,[],"[274,1376,1849,1407]","[1390,1394,1397]",300,800,85,0
194,213,2,[],"[5759,3864,287,1621,521]","[3653,732]",300,800,85,0
195,214,2,[],"[655,521,3862,5610,5612,5614,5617]","[3653,732]",300,800,85,0
196,215,1,[],"[1077,4181,279,811,813]",[4210],300,800,75,0
197,216,2,[],"[229,267,655,521,3862,5614,5617]","[3653,732]",300,800,85,0
198,217,1,[],"[229,267,775,815]","[1397,1447]",300,800,85,0
199,218,1,[],"[791,795,464,6415]","[886,804,809,494]",700,1000,85,0
200,219,1,[],"[791,795,3030,6415]","[1046,823,475]",700,1000,85,0
201,220,1,[],"[791,795,6418]","[1046,153,819,886]",700,1000,85,0
202,221,1,[],"[791,795,432,6422]","[1533,815,817,819]",700,1000,85,0
203,222,1,[],"[791,795,159,6421]","[174,819]",700,1000,85,0
204,223,1,[],"[866,313,6412]","[791,795,821,819]",700,1000,85,0
205,224,1,[],"[1472,791,795,6416]","[823,866,819]",700,1000,85,0
206,225,1,[],"[791,795,1459,6423]","[824,866,339]",700,1000,85,0
207,226,1,[],"[122,791,795,6418]","[866,819,823,369]",700,1000,85,0
208,227,1,[],"[368,866,6419]","[215,267,791,795,819]",700,1000,85,0
209,228,1,[],"[791,795,823,6417]","[1208,1210,1212,946,866]",700,1000,85,0
210,229,1,[],"[791,795,866,6413]","[279,159,824,929]",700,1000,85,0
211,230,1,[],"[866,946,6414]","[1520,1533,366,791,795]",700,1000,85,0
212,231,1,[],"[791,795,1221,6420]","[821,823,824,278]",700,1000,85,0
213,232,1,[],"[819,870,6413]","[432,287,1520,1623]",700,1000,85,0
214,233,1,[],"[791,795,821,6420]","[866,313,811,813,1557]",700,1000,85,0
215,234,1,[],"[791,795,274,6416]","[870,1520,1902,1980,432]",700,1000,85,0
216,235,1,[],"[791,795,1645,1646,1732,1733,6417]","[946,824,1221]",700,1000,85,0
217,236,1,[],"[1673,1675,1677,1750,1754,1756,815,817,6421]","[1493,1485,1487,1885]",700,1000,85,0
218,237,1,[],"[819,174,171,6421]","[3030,799,1548]",700,1000,85,0
219,238,1,[],"[866,274,6419]","[1448,1193,1195,1197,823,791,795]",700,1000,85,0
220,239,1,[],"[791,795,1915,1985,6412]","[279,1520,2027,823]",700,1000,85,0
221,240,1,[],"[274,1376,6423]","[1849,1390,1394,1397,1407]",700,1000,85,0
222,241,1,[],"[791,795,866,6422]","[1533,2628,1645,1646,1732,1733]",700,1000,85,0
223,242,1,[],"[824,1459,6421]","[1673,1675,1677,1750,1754,1756,791,795,1472,1376]",700,1000,85,0
224,243,1,[],"[791,795,821,6412]","[866,274,159,174]",700,1000,85,0
225,244,1,[],"[866,274,6415]","[1448,1193,1195,1197,823,791,795]",700,1000,85,0
226,245,1,[],"[791,795,823,6414]","[1208,1210,1212,946,866]",700,1000,85,0
227,246,0,[],"[3890,3899,3912,3922,3941,3932,6416]",[],700,1000,85,0
228,247,0,[],"[3777,3795,3813,3867,3761,3855,6417]",[],700,1000,85,0
229,248,1,[],"[579,744,293,6422]","[1390,823]",700,1000,85,0
230,249,1,[],"[821,811,813,6412]","[866,993]",700,1000,85,0
231,250,1,[],"[821,811,813,6420]","[866,993]",700,1000,85,0
232,251,1,[],"[2046,2050,795,6423]","[274,799]",700,1000,85,0
233,252,1,[],"[1394,1407,1427,6416]","[290,4179]",700,1000,85,0
234,253,1,[],"[229,267,775,815,6417]","[1397,1447]",700,1000,85,0
235,254,1,[],"[1394,1407,1427,819,6422]","[791,795]",700,1000,85,0
236,255,1,[],"[403,532,607,5186,6414]","[3872,5258]",700,1000,85,0
237,256,1,[],"[403,532,607,1667,1669,1671,2989,2991,6420]",[5260],700,1000,85,0
238,257,1,[],"[1394,1407,1427,6412]","[824,1221]",700,1000,85,0
239,258,1,[],"[1623,1533,6422]","[905,178]",700,1000,85,0
240,259,0,[],"[655,521,3862,1619,5250,6418]",[],700,1000,85,0
241,260,1,[],"[737,1912,1931,791,6415]","[275,795]",700,1000,85,0
242,261,1,[],"[882,866,993,378,6423]","[821,120]",700,1000,85,0
243,262,1,[],"[802,819,993,866,5352,6423]","[1620,1007]",700,1000,85,0
244,263,1,[],"[791,795,866,6418]","[1533,2628,1645,1646,1732,1733]",700,1000,85,0
245,264,1,[],"[902,1407,1902,1916,3846,6420]","[4153,1849]",700,1000,85,0
246,265,1,[],"[274,1376,1849,1407,6419]","[1390,1394,1397]",700,1000,85,0
247,266,2,[],"[5759,3864,287,1621,521,6414]","[3653,732]",700,1000,85,0
248,267,2,[],"[655,521,3862,5610,5612,5614,5617,6415]","[3653,732]",700,1000,85,0
249,268,1,[],"[1077,4181,279,811,813,6420]",[4210],700,1000,75,0
250,269,2,[],"[229,267,655,521,3862,5614,5617,6417]","[3653,732]",700,1000,85,0
251,270,1,[],"[229,267,775,815,6421]","[1397,1447]",700,1000,85,0
252,271,0,[],"[5162,230,269,5165,5167,5169,321,323]",[],700,1000,80,0
253,272,1,[],"[4186,3981,863,4003,3987,3987]",[1559],700,1000,85,0
254,273,0,[],"[5162,230,269,5165,5167,5169,321,323]",[],700,1000,80,0
255,457,0,[],[],[],200,650,75,0
256,459,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
257,460,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
258,461,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
259,462,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
260,463,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
261,464,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
262,465,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
263,466,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
264,467,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
265,468,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
266,469,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
267,470,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
268,471,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
269,472,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
270,473,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
271,474,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
272,475,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
273,476,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
274,477,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
275,478,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
276,479,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
277,480,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
278,481,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
279,482,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
280,483,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
281,484,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
282,485,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
283,486,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
284,487,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
285,488,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
286,489,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
287,490,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
288,491,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
289,492,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
290,493,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
291,494,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
292,495,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
293,496,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
294,497,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
295,498,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
296,499,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
297,500,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
298,501,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
299,502,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
300,503,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
301,504,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
302,505,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
303,506,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
304,507,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
305,508,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
306,509,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
307,510,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
308,511,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
309,512,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
310,513,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
311,514,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
312,515,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
