"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
35,109,"","","","","","","","","","","","",1795,3039,"","",3039,"","","","","",-1327428615,30,100,"[12329,12345]",5,3,736,1783,"","","",1795,3039,"",3039,3039,3039,3039,1795,1783,1795,1795,1795,1795,1783,1783,1783,1783,1783,1783,1783,12175,60,3039,3573,3573,3573,3039,"","","[12337,12345]",1657,30,100
36,110,"","","","","","","","","","","","",1797,3040,"","",3040,"","","","","",891153638,48,100,"[12330,12345]",5,4,810,1785,"","","",1797,3040,"",3040,3040,3040,3040,1797,1785,1797,1797,1797,1797,1785,1785,1785,1785,1785,1785,1785,12176,75,3040,3574,3574,3574,3040,"","","[12338,12345]",731,48,100
37,111,"","","","","","","","","","","","",1799,3042,"","",3042,"","","","","",128783824,68,100,"[12331,12345]",5,5,891,1787,"","","",1799,3042,"",3042,3042,3042,3042,1799,1787,1799,1799,1799,1799,1787,1787,1787,1787,1787,1787,1787,12177,0,3042,3575,3575,3575,3042,"",1,"[12339,12345]",49,68,100
38,112,"","","","","","","","","","","","",1800,3043,"","",3043,"","","","","",-452117587,0,0,"[12332,12345]",5,6,0,1788,"","","",1800,3043,"",3043,3043,3043,3043,1800,1788,1800,1800,1800,1800,1788,1788,1788,1788,1788,1788,1788,12178,0,3043,3576,3576,3576,3043,"","","[12340,12345]",0,0,0
39,113,"","","","","","","","","","","","",1812,3044,"","",3044,"","","","","",1536872438,0,0,"[12333,12345]",5,7,0,1790,"","","",1812,3044,"",3044,3044,3044,3044,1812,1790,1812,1812,1812,1812,1790,1790,1790,1790,1790,1790,1790,12179,0,3044,3577,3577,3577,3044,"","","[12341,12345]",0,0,0
40,114,"","","","","","","","","","","","","",956,"","",4688,946,4688,11801,4688,11801,-475311494,12,67,"[12328,12344]",6,2,669,"","",9521,9559,"",4688,"",4688,11801,4688,946,9559,9521,9559,9559,9559,9559,9521,9521,9521,9521,9521,9521,9521,12198,45,4688,947,947,947,11801,"","","[12336,12344]",1657,12,100
41,115,"","","","","","","","","","","","","",958,"","",4689,947,4689,11802,4689,11802,1008794806,30,100,"[12329,12344]",6,3,736,"","",9523,9561,"",4689,"",4689,11802,4689,947,9561,9523,9561,9561,9561,9561,9523,9523,9523,9523,9523,9523,9523,12199,60,4689,949,949,949,11802,"","","[12337,12344]",1657,30,100
42,116,"","","","","","","","","","","","","",960,"","",4690,948,4690,11803,4690,11803,-1179354155,48,100,"[12330,12344]",6,4,810,"","",9525,9563,"",4690,"",4690,11803,4690,948,9563,9525,9563,9563,9563,9563,9525,9525,9525,9525,9525,9525,9525,12200,75,4690,951,951,951,11803,"","","[12338,12344]",731,48,100
43,117,"","","","","","","","","","","","","",962,"","",4691,949,4691,11804,4691,11804,747230036,68,100,"[12331,12344]",6,5,891,"","",9526,9564,"",4691,"",4691,11804,4691,949,9564,9526,9564,9564,9564,9564,9526,9526,9526,9526,9526,9526,9526,12201,0,4691,953,953,953,11804,"",1,"[12339,12344]",49,68,100
44,118,"","","","","","","","","","","","","",963,"","",4692,950,4692,11805,4692,11805,-826006652,0,0,"[12332,12344]",6,6,0,"","",9527,9565,"",4692,"",4692,11805,4692,950,9565,9527,9565,9565,9565,9565,9527,9527,9527,9527,9527,9527,9527,12202,0,4692,954,954,954,11805,"","","[12340,12344]",0,0,0
45,119,"","","","","","","","","","","","","",964,"","",4693,951,4693,11806,4693,11806,-1551618851,0,0,"[12333,12344]",6,7,0,"","",9528,9566,"",4693,"",4693,11806,4693,951,9566,9528,9566,9566,9566,9566,9528,9528,9528,9528,9528,9528,9528,12203,0,4693,965,965,965,11806,"","","[12341,12344]",0,0,0
46,120,"","","","","","","","","","","","","",4500,"","",4517,4549,"","",4543,"",697488794,12,67,[12328],7,2,669,"","",19893,19904,"",4517,"",4543,4517,4517,4549,19904,19893,19904,19904,19904,19904,19893,19893,19893,19893,19893,19893,19893,12206,45,4517,4500,4500,4500,4517,"","",[12336],1657,12,100
47,121,"","","","","","","","","","","","","",4501,"","",4518,4550,"","",4544,"",-185991819,30,100,[12329],7,3,736,"","",19894,19905,"",4518,"",4544,4518,4518,4550,19905,19894,19905,19905,19905,19905,19894,19894,19894,19894,19894,19894,19894,12207,60,4518,4501,4501,4501,4518,"","",[12337],1657,30,100
48,122,"","","","","","","","","","","","","",4502,"","",4519,4551,"","",4545,"",2034631909,48,100,[12330],7,4,810,"","",19895,19906,"",4519,"",4545,4519,4519,4551,19906,19895,19906,19906,19906,19906,19895,19895,19895,19895,19895,19895,19895,12208,75,4519,4502,4502,4502,4519,"","",[12338],731,48,100
49,123,"","","","","","","","","","","","","",4503,"","",4520,4552,"","",4546,"",-575837846,68,100,[12331],7,5,891,"","",19900,19907,"",4520,"",4546,4520,4520,4552,19907,19900,19907,19907,19907,19907,19900,19900,19900,19900,19900,19900,19900,12209,0,4520,4503,4503,4503,4520,"",1,[12339],49,68,100
50,124,"","","","","","","","","","","","","",4504,"","",4521,4553,"","",4547,"",117284401,0,0,[12332],7,6,0,"","",19901,19908,"",4521,"",4547,4521,4521,4553,19908,19901,19908,19908,19908,19908,19901,19901,19901,19901,19901,19901,19901,12210,0,4521,4504,4504,4504,4521,"","",[12340],0,0,0
51,125,"","","","","","","","","","","","","",4505,"","",4522,4554,"","",4548,"",-779044208,0,0,[12333],7,7,0,"","",19902,19909,"",4522,"",4548,4522,4522,4554,19909,19902,19909,19909,19909,19909,19902,19902,19902,19902,19902,19902,19902,12211,0,4522,4505,4505,4505,4522,"","",[12341],0,0,0
52,126,"","","","","","","","","","","","","",912,"","",4734,901,4734,11796,4734,11796,836789809,30,100,"[12329,12343]",8,3,640,"","",9506,9551,"",4734,"",4734,11796,4734,901,9551,9506,9551,9551,9551,9551,9506,9506,9506,9506,9506,9506,9506,12212,60,4734,903,903,903,11796,"","","[12337,12343]",1441,30,100
53,127,"","","","","","","","","","","","","",914,"","",4735,902,4735,11797,4735,11797,-1267169214,48,100,"[12330,12343]",8,4,704,"","",9508,9553,"",4735,"",4735,11797,4735,902,9553,9508,9553,9553,9553,9553,9508,9508,9508,9508,9508,9508,9508,12213,75,4735,905,905,905,11797,"","","[12338,12343]",636,48,100
54,128,"","","","","","","","","","","","","",915,"","",4736,903,4736,11798,4736,11798,-1833058895,68,100,"[12331,12343]",8,5,775,"","",9509,9554,"",4736,"",4736,11798,4736,903,9554,9509,9554,9554,9554,9554,9509,9509,9509,9509,9509,9509,9509,12214,0,4736,906,906,906,11798,"",1,"[12339,12343]",42,68,100
55,129,"","","","","","","","","","","","","",917,"","",4737,904,4737,11799,4737,11799,864068417,0,0,"[12332,12343]",8,6,0,"","",9510,9555,"",4737,"",4737,11799,4737,904,9555,9510,9555,9555,9555,9555,9510,9510,9510,9510,9510,9510,9510,12215,0,4737,908,908,908,11799,"","","[12340,12343]",0,0,0
56,130,"","","","","","","","","","","","","",918,"","",4738,905,4738,11800,4738,11800,222024053,0,0,"[12333,12343]",8,7,0,"","",9511,9556,"",4738,"",4738,11800,4738,905,9556,9511,9556,9556,9556,9556,9511,9511,9511,9511,9511,9511,9511,12216,0,4738,919,919,919,11800,"","","[12341,12343]",0,0,0
57,131,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[12329,12345,7913]",9,3,640,"","",8551,8556,"",2,"",2,2,2,2,8556,8551,8556,8556,8556,8556,8551,8551,8551,8551,8551,8551,8551,12257,60,2,2,2,2,2,2,"","[12337,12345,7913]",1441,30,100
58,132,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[12330,12345,7913]",9,4,704,"","",8552,8557,"",4,"",4,4,4,4,8557,8552,8557,8557,8557,8557,8552,8552,8552,8552,8552,8552,8552,12258,75,4,4,4,4,4,4,"","[12338,12345,7913]",636,48,100
59,133,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[12331,12345,7913]",9,5,775,"","",8553,8558,"",5,"",5,5,5,5,8558,8553,8558,8558,8558,8558,8553,8553,8553,8553,8553,8553,8553,12259,0,5,5,5,5,5,5,1,"[12339,12345,7913]",42,68,100
60,134,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[12332,12345,7913]",9,6,0,"","",8554,8559,"",7,"",7,7,7,7,8559,8554,8559,8559,8559,8559,8554,8554,8554,8554,8554,8554,8554,12260,0,7,7,7,7,7,7,"","[12340,12345,7913]",0,0,0
61,135,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[12333,12345,7913]",9,7,0,"","",8555,8560,"",10,"",10,10,10,10,8560,8555,8560,8560,8560,8560,8555,8555,8555,8555,8555,8555,8555,12261,0,10,10,10,10,10,10,"","[12341,12345,7913]",0,0,0
62,136,"","","","","","","","","","","","",1900,3194,"","",3194,"","","","","",1046769873,30,100,"[12329,12344]",10,3,640,1888,"",1888,"",1900,3194,"",3194,3194,3194,3194,1900,1888,1900,1900,1900,1900,1888,1888,1888,1888,1888,1888,1888,12187,60,3194,3637,3637,3637,3194,"","","[12337,12344]",1441,30,100
63,137,"","","","","","","","","","","","",1902,3195,"","",3195,"","","","","",-383181272,48,100,"[12330,12344]",10,4,704,1890,"",1890,"",1902,3195,"",3195,3195,3195,3195,1902,1890,1902,1902,1902,1902,1890,1890,1890,1890,1890,1890,1890,12188,75,3195,3638,3638,3638,3195,"","","[12338,12344]",636,48,100
64,138,"","","","","","","","","","","","",1904,3197,"","",3197,"","","","","",491155825,68,100,"[12331,12344]",10,5,775,1892,"",1892,"",1904,3197,"",3197,3197,3197,3197,1904,1892,1904,1904,1904,1904,1892,1892,1892,1892,1892,1892,1892,12189,0,3197,3640,3640,3640,3197,"",1,"[12339,12344]",42,68,100
65,139,"","","","","","","","","","","","",1905,3198,"","",3198,"","","","","",-150361862,0,0,"[12332,12344]",10,6,0,1893,"",1893,"",1905,3198,"",3198,3198,3198,3198,1905,1893,1905,1905,1905,1905,1893,1893,1893,1893,1893,1893,1893,12190,0,3198,3641,3641,3641,3198,"","","[12340,12344]",0,0,0
66,140,"","","","","","","","","","","","",1917,3199,"","",3199,"","","","","",1926779813,0,0,"[12333,12344]",10,7,0,1895,"",1895,"",1917,3199,"",3199,3199,3199,3199,1917,1895,1917,1917,1917,1917,1895,1895,1895,1895,1895,1895,1895,12191,0,3199,3642,3642,3642,3199,"","","[12341,12344]",0,0,0
67,141,"","","","","","","","","","","","","",2809,1944,"","","","","","","",-557327777,30,100,[12329],11,3,640,4306,"","","","",1999,"",1999,1999,1999,1999,4306,4306,4306,4306,4306,4306,4306,4306,4306,4306,4306,4306,4306,12279,60,1976,1944,1976,1976,1999,"","",[12337],1441,30,100
68,142,"","","","","","","","","","","","","",2810,1945,"","",2013,2013,"","",2002,-1074439089,48,100,[12330],11,4,704,4307,"","","","",2001,"",2001,2001,2013,2013,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,12280,75,1977,1945,1977,1977,2002,"","",[12338],636,48,100
69,143,"","","","","","","","","","","","","",2811,1946,"","",2014,2014,2003,2009,2017,1419643846,68,100,[12331],11,5,775,4308,"","","","",2014,"",2009,2003,2014,2014,4308,4308,4308,4308,4308,4308,4308,4308,4308,4308,4308,4308,4308,12281,0,1978,1946,1978,1978,2017,"",1,[12339],42,68,100
70,144,"","","","","","","","","","","","","",2812,1949,"","",2015,2015,2005,2010,2018,2044538361,0,0,[12332],11,6,0,4309,"","","","",2015,"",2010,2005,2015,2015,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,12282,0,1979,1949,1979,1979,2018,"","",[12340],0,0,0
71,145,"","","","","","","","","","","","","",2813,1950,"","",2016,2016,2007,2011,2019,-444339820,0,0,[12333],11,7,0,4310,"","","","",2016,"",2011,2007,2016,2016,4310,4310,4310,4310,4310,4310,4310,4310,4310,4310,4310,4310,4310,12283,0,1981,1950,1981,1981,2019,"","",[12341],0,0,0
72,146,"","","","","","","","","","","","","",867,"","",6050,855,6050,11792,6050,11792,-964777382,48,100,"[12330,12345,12394]",12,4,612,"","",9491,9543,"",6050,"",6050,11792,6050,855,9543,9491,9543,9543,9543,9543,9491,9491,9491,9491,9491,9491,9491,12249,75,6050,858,858,858,11792,"","","[12338,12345,12394]",553,48,100
73,147,"","","","","","","","","","","","","",869,"","",6051,856,6051,11793,6051,11793,1027011185,68,100,"[12331,12345,12394]",12,5,673,"","",9492,9544,"",6051,"",6051,11793,6051,856,9544,9492,9544,9544,9544,9544,9492,9492,9492,9492,9492,9492,9492,12250,0,6051,860,860,860,11793,"",1,"[12339,12345,12394]",37,68,100
74,148,"","","","","","","","","","","","","",870,"","",6052,857,6052,11794,6052,11794,-1839053998,0,0,"[12332,12345,12394]",12,6,0,"","",9493,9545,"",6052,"",6052,11794,6052,857,9545,9493,9545,9545,9545,9545,9493,9493,9493,9493,9493,9493,9493,12251,0,6052,861,861,861,11794,"","","[12340,12345,12394]",0,0,0
75,149,"","","","","","","","","","","","","",871,"","",6053,858,6053,11795,6053,11795,1845632009,0,0,"[12333,12345,12394]",12,7,0,"","",9494,9546,"",6053,"",6053,11795,6053,858,9546,9494,9546,9546,9546,9546,9494,9494,9494,9494,9494,9494,9494,12252,0,6053,872,872,872,11795,"","","[12341,12345,12394]",0,0,0
76,150,"","","","","","","","","","","","","",2955,2955,2967,3470,2967,8986,"","",5694,-1618168670,48,100,[12330],13,4,612,3907,"","","","",6264,"",6264,6264,8986,2967,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,3907,12227,75,3470,2955,2967,"",5694,"","",[12338],553,48,100
77,151,"","","","","","","","","","","","","",2956,2956,2968,3471,2968,8987,"","",5695,-2058874949,68,100,[12331],13,5,673,3908,"","","","",6265,"",6265,6265,8987,2968,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,12228,0,3471,2956,2968,"",5695,"",1,[12339],37,68,100
78,152,"","","","","","","","","","","","","",2957,2957,2969,3472,2969,8988,"","",5696,-697952158,0,0,[12332],13,6,0,3909,"","","","",6266,"",6266,6266,8988,2969,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,3909,12229,0,3472,2957,2969,"",5696,"","",[12340],0,0,0
