"rownum","Id","RecipeItems","WorldArea","MicrotransactionPortalVariation","AreaLevel","rid","i32","bool","bool","bool","OpenAchievemnts","bool"
60,"UltimatumTrial",[9416],1738,159,0,"",0,"","",1,[],""
61,"HarvestBoss",[9417],1302,135,0,"",0,"","","",[],""
62,"SirusBoss","[6961,6962,6963,6964]",1631,110,0,"",0,"",1,"",[],""
63,"TangleMiniBossQuest",[9880],1282,197,79,986,0,"","","",[],""
64,"TangleMiniBoss",[9881],1282,197,83,"",0,1,"","",[],""
65,"TangleBossQuest",[9882],1285,198,83,986,0,"","","",[],""
66,"TangleBoss",[9883],1285,198,84,"",0,1,"","",[],""
67,"CleansingFireMiniBossQuest",[9884],1283,195,79,987,0,"","","",[],""
68,"CleansingFireMiniBoss",[9885],1283,195,83,"",0,1,"","",[],""
69,"CleansingFireBossQuest",[9886],1284,196,83,987,0,"","","",[],""
70,"CleansingFireBoss",[9887],1284,196,84,"",0,1,"","",[],""
71,"Lake",[9942],1769,205,0,"",0,"","","",[],""
