"rownum","Id","Result_BaseItemTypesKey","Ingredients_BaseItemTypesKeys","BK2File","[i32]","i32","bool"
21,"SinandInnocenceWeapon",4287,"[4285,4286]","Art/Videos/MysteryBox_Combine_InnocenceSin.bk2",[],0,""
22,"MicrotransactionApocalypseHelmet",1708,"[1678,1693]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
23,"MicrotransactionApocalypseBoots",1709,"[1679,1694]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
24,"MicrotransactionApocalypseGloves",1710,"[1680,1695]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
25,"MicrotransactionApocalypseBodyArmour",1711,"[1681,1696]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
26,"MicrotransactionApocalypseCloak",1712,"[1682,1697]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
27,"MicrotransactionApocalypseWings",1713,"[1683,1698]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
28,"MicrotransactionApocalypsePortalEffect",1714,"[1687,1702]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
29,"MicrotransactionApocalypseHelmetAttachment",1715,"[1688,1703]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
30,"MicrotransactionApocalypseFootprintsEffect",1716,"[1689,1704]","Art/Videos/MysteryBox_Combine_Apocalypse.bk2",[],0,""
31,"MicrotransactionOriathHelmet",1766,"[1758,1762]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
32,"MicrotransactionOriathBoots",1767,"[1759,1763]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
33,"MicrotransactionOriathGloves",1768,"[1760,1764]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
34,"MicrotransactionOriathBodyArmour",1769,"[1761,1765]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
35,"MicrotransactionOriathWings",1772,"[1770,1771]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
36,"MicrotransactionOriathCloak",1775,"[1773,1774]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
37,"MicrotransactionOriathPortalEffect",1780,"[1778,1779]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
38,"MicrotransactionOriathWeapon",1787,"[1785,1786]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
39,"OriathPet",4304,"[4302,4303]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
40,"MicrotransactionOriathHelmetAttachment",1792,"[1790,1791]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
41,"MicrotransactionOriathFootprintsEffect",1795,"[1793,1794]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
42,"MicrotransactionOriathShield",2005,"[1823,1880]","Art/Videos/MysteryBox_Combine_Oriathan.bk2",[],0,""
43,"MicrotransactionStalkerWingsUpgrade2",1833,"[1832,324]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
44,"MicrotransactionStalkerWingsUpgrade3",1834,"[1833,324]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
45,"MicrotransactionSpectreHelmet",1920,"[1909,1894]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
46,"MicrotransactionSpectreBoots",1921,"[1912,1897]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
47,"MicrotransactionSpectreGloves",1922,"[1911,1896]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
48,"MicrotransactionSpectreBodyArmour",1923,"[1910,1895]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
49,"MicrotransactionSpectreWings",1924,"[1905,1891]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
50,"MicrotransactionSpectreCloak",1925,"[1906,1892]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
51,"MicrotransactionSpectrePortalEffect",1926,"[1914,1899]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
52,"MicrotransactionSpectreHood",1927,"[1907,1893]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
53,"MicrotransactionSpectreStaff",1928,"[1918,1903]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
54,"MicrotransactionSpectreFootprintsEffect",1929,"[1917,1902]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
55,"MicrotransactionSpectreCharacterEffect",1930,"[1913,1898]","Art/Videos/MysteryBox_Combine_Corsair .bk2",[],0,""
56,"MicrotransactionMarakethCharacterEffectUpgrade4",2018,"[2016,325]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
57,"MicrotransactionMarakethCharacterEffectUpgrade6",2020,"[2018,325]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
58,"MicrotransactionTranscendenceWings",2100,"[2072,2086]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
59,"MicrotransactionTranscendenceBackAttachment",2101,"[2073,2087]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
60,"MicrotransactionTranscendenceHood",2102,"[2074,2088]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
61,"MicrotransactionTranscendenceHelmet",2103,"[2075,2089]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
62,"MicrotransactionTranscendenceBoots",2104,"[2077,2090]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
63,"MicrotransactionTranscendenceGloves",2105,"[2076,2091]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
64,"MicrotransactionTranscendenceBodyArmour",2106,"[2078,2092]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
65,"MicrotransactionTranscendenceDagger",2107,"[2079,2093]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
66,"MicrotransactionTranscendencePortalEffect",2108,"[2080,2094]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
67,"MicrotransactionTranscendenceFootprintsEffect",2109,"[2085,2099]","Art/Videos/MysteryBox_Combine_Darkwood.bk2",[],0,""
68,"MicrotransactionCelestialAuraEffect2",2061,"[2060,326]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
69,"MicrotransactionCelestialAuraEffect3",2062,"[2061,326]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
70,"MicrotransactionWildGoldPortalEffect",2204,[2192],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
71,"MicrotransactionWildGoldWings",2202,[2187],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
72,"MicrotransactionWildGoldCloak",2201,[2186],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
73,"MicrotransactionWildGoldHood",2196,[2181],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
74,"MicrotransactionWildGoldHelmet",2197,[2182],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
75,"MicrotransactionWildGoldBoots",2198,[2183],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
76,"MicrotransactionWildGoldGloves",2199,[2184],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
77,"MicrotransactionWildGoldBodyArmour",2200,[2185],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
78,"MicrotransactionWildGoldFootprintsEffect",2203,[2190],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
79,"MicrotransactionSilverWranglerPortalEffect",2227,[2215],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
80,"MicrotransactionSilverWranglerWings",2225,[2211],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
81,"MicrotransactionSilverWranglerCloak",2224,[2210],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
82,"MicrotransactionSilverWranglerHat",2219,[2205],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
83,"MicrotransactionSilverWranglerHelmet",2220,[2206],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
84,"MicrotransactionSilverWranglerBoots",2221,[2207],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
85,"MicrotransactionSilverWranglerGloves",2222,[2208],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
86,"MicrotransactionSilverWranglerBodyArmour",2223,[2209],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
87,"MicrotransactionSilverWranglerFootprintsEffect",2226,[2213],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
88,"MicrotransactionZenithBackAttachment2",2273,"[2272,327]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
89,"MicrotransactionZenithBackAttachment3",2274,"[2273,327]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
90,"MicrotransactionJovialRingmasterHat",2312,[2298],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
91,"MicrotransactionJovialRingmasterHelmet",2313,[2299],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
92,"MicrotransactionJovialRingmasterBoots",2314,[2300],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
93,"MicrotransactionJovialRingmasterGloves",2315,[2301],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
94,"MicrotransactionJovialRingmasterBodyArmour",2316,[2302],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
95,"MicrotransactionJovialRingmasterCloak",2317,[2303],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
96,"MicrotransactionJovialRingmasterWings",2318,[2304],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
97,"MicrotransactionJovialRingmasterPortalEffect",2319,[2307],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
98,"MicrotransactionJovialRingmasterFootprintsEffect",2320,[2309],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
99,"MicrotransactionDismalHarlequinHat",2335,[2321],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
100,"MicrotransactionDismalHarlequinHelmet",2336,[2322],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
101,"MicrotransactionDismalHarlequinBoots",2337,[2323],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
102,"MicrotransactionDismalHarlequinGloves",2338,[2324],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
103,"MicrotransactionDismalHarlequinBodyArmour",2339,[2325],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
104,"MicrotransactionDismalHarlequinCloak",2340,[2326],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
105,"MicrotransactionDismalHarlequinWings",2341,[2327],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
106,"MicrotransactionDismalHarlequinPortalEffect",2342,[2330],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
107,"MicrotransactionDismalHarlequinFootprintsEffect",2343,[2332],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
108,"GargoyleAmaranthinePremium",4242,"[4241,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
109,"ChiyouPremiumPet",4350,"[4349,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
110,"DragonHunterPremiumPet",4315,"[4314,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
111,"ArcticDragonHunterPremiumPet",4329,"[4328,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
112,"NineTailedFoxPremiumPet",4333,"[4332,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
113,"MicrotransactionBlackandWhiteHood",2506,"[2478,2492]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
114,"MicrotransactionBlackandWhiteHelmet",2507,"[2479,2493]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
115,"MicrotransactionBlackandWhiteBoots",2508,"[2480,2494]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
116,"MicrotransactionBlackandWhiteGloves",2509,"[2481,2495]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
117,"MicrotransactionBlackandWhiteBodyArmour",2510,"[2482,2496]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
118,"MicrotransactionBlackandWhiteWings",2511,"[2483,2497]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
119,"MicrotransactionBlackandWhiteCloak",2512,"[2484,2498]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
120,"MicrotransactionBlackandWhitePortalEffect",2514,"[2487,2501]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
121,"MicrotransactionBlackandWhiteFootprintsEffect",2513,"[2488,2502]","Art/Videos/MysteryBox_Combine_Polaris.bk2",[],0,""
122,"MicrotranasctionBlackandWhiteDragonPet",4362,"[4356,4359]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
123,"MicrotransactionImaginationCharacterEffect2",2584,"[2583,329]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
124,"MicrotransactionImaginationCharacterEffect3",2585,"[2584,329]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
125,"MicrotransactionThaumaturgyHood",2629,"[2610,2591]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
126,"MicrotransactionThaumaturgyHelmet",2628,"[2609,2590]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
127,"MicrotransactionThaumaturgyBoots",2630,"[2611,2592]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
128,"MicrotransactionThaumaturgyGloves",2631,"[2612,2593]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
129,"MicrotransactionThaumaturgyBodyArmour",2632,"[2613,2594]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
130,"MicrotransactionThaumaturgyWings",2633,"[2614,2595]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
131,"MicrotransactionThaumaturgyCloak",2634,"[2615,2596]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
132,"MicrotransactionThaumaturgyFootprintsEffect",2636,"[2619,2600]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
133,"MicrotransactionThaumaturgyPortalEffect",2637,"[2622,2603]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2",[],0,""
134,"GargoyleAmaranthinePremium2",4242,"[4243,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
135,"ChiyouPremiumPet2",4350,"[4351,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
136,"DragonHunterPremiumPet2",4315,"[4316,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
137,"ArcticDragonHunterPremiumPet2",4329,"[4330,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
138,"NineTailedFoxPremiumPet2",4333,"[4334,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
139,"BlackDragonPremiumPet2",4357,"[4358,312]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
140,"WhiteDragonPremiumPet2",4360,"[4361,312]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
141,"SunprismPremiumPet",4368,"[4367,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
142,"SunprismPremiumPet2",4368,"[4369,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
143,"MicrotransactionPandemoniumHood",2737,"[2706,2722]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
144,"MicrotransactionPandemoniumHelmet",2738,"[2707,2723]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
145,"MicrotransactionPandemoniumBoots",2739,"[2708,2724]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
146,"MicrotransactionPandemoniumGloves",2740,"[2709,2725]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
147,"MicrotransactionPandemoniumBodyArmour",2741,"[2710,2726]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
148,"MicrotransactionPandemoniumCloak",2742,"[2711,2727]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
149,"MicrotransactionPandemoniumWings",2743,"[2712,2728]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
150,"MicrotransactionPandemoniumFootprintsEffect",2744,"[2718,2733]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
151,"MicrotransactionPandemoniumPortalEffect",2745,"[2719,2734]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
152,"MicrotransactionPandemoniumShield",2746,"[2715,2730]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
153,"DaughterOfSinPremiumPet",4392,"[4391,322]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
154,"DaughterOfSinPremiumPet2",4392,"[4393,322]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
155,"MicrotransactionGlimmerwoodWings2",2758,"[2757,330]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
156,"MicrotransactionGlimmerwoodWings3",2759,"[2758,330]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
157,"MicrotransactionTwilightPortalEffect",2906,"[2881,2895]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
158,"MicrotransactionTwilightFootprintsEffect",2905,"[2880,2894]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
159,"MicrotransactionTwilightWings",2904,"[2876,2890]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
160,"MicrotransactionTwilightCloak",2903,"[2875,2889]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
161,"MicrotransactionTwilightBodyArmour",2902,"[2874,2888]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
162,"MicrotransactionTwilightGloves",2901,"[2873,2887]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
163,"MicrotransactionTwilightBoots",2900,"[2872,2886]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
164,"MicrotransactionTwilightHelmet",2899,"[2871,2885]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
165,"MicrotransactionTwilightHelmetAttachment",2898,"[2870,2884]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
166,"MicrotransactionTwilightCharacterEffect",2907,"[2892,2878]","Art/Videos/MysteryBox_Combine_Twilight.bk2",[],0,""
167,"FreyaPremiumPet",4422,"[4421,322]","Art/Videos/MysteryBox_Combine.bk2",[],90,""
168,"FreyaPremiumPet2",4422,"[4423,322]","Art/Videos/MysteryBox_Combine.bk2",[],90,""
169,"MicrotransactionGoddessBlueHelmet",2794,"[2781,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
170,"MicrotransactionGoddessBlueBoots",2795,"[2783,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
171,"MicrotransactionGoddessBlueGloves",2796,"[2784,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
172,"MicrotransactionGoddessBlueBodyArmour",2797,"[2785,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
173,"MicrotransactionGoddessBlueWeaponSkin",2798,"[2788,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
174,"MicrotransactionGoddessBlueWeaponEffect",2799,"[2789,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
175,"MicrotranasctionGoddessBlueCharacterEffect",2800,"[2790,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
176,"MicrotransactionGoddessBlueFootprintsEffect",2801,"[2791,323]","Art/Videos/MysteryBox_Combine.bk2",[],0,""
177,"GoddessPremiumPet",4404,"[4403,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
178,"GoddessPremiumPet2",4404,"[4405,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
179,"MicrotransactionCelestialTentaclesCharacterEffect2",2910,"[2909,331]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
180,"MicrotransactionCelestialTentaclesCharacterEffect3",2911,"[2910,331]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
181,"MicrotransactionNightfallDragonPet1",4411,"[4410,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
182,"MicrotransactionNightfallDragonPet2",4411,"[4412,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
183,"MicrotransactionDespairHelmetAttachment",3103,"[3074,3089]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
184,"MicrotransactionDespairHelmet",3104,"[3075,3090]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
185,"MicrotransactionDespairBoots",3105,"[3076,3091]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
186,"MicrotransactionDespairGloves",3106,"[3077,3092]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
187,"MicrotransactionDespairBodyArmour",3107,"[3078,3093]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
188,"MicrotransactionDespairWings",3109,"[3080,3095]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
189,"MicrotransactionDespairCloak",3108,"[3079,3094]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
190,"MicrotransactionDespairPortalEffect",3111,"[3084,3099]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
191,"MicrotransactionDespairFootprintsEffect",3112,"[3085,3100]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
192,"MicrotransactionDespairHeraldEffect",3110,"[3087,3102]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
193,"TwilightPegasusPremiumPet",4438,"[4437,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
194,"TwilightPegasusPremiumPet2",4438,"[4439,312]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
195,"MicrotransactionApollyonHood",3188,"[3162,3178]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
196,"MicrotransactionApollyonHelmet",3189,"[3156,3172]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
197,"MicrotransactionApollyonBoots",3190,"[3157,3173]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
198,"MicrotransactionApollyonGloves",3191,"[3158,3174]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
199,"MicrotransactionApollyonBodyArmour",3192,"[3159,3175]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
200,"MicrotransactionApollyonWings",3193,"[3160,3176]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
201,"MicrotransactionApollyonCloak",3194,"[3161,3177]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
202,"MicrotransactionApollyonCharacterEffect",3195,"[3181,3165]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
203,"MicrotransactionApollyonPortalEffect",3196,"[3167,3183]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
204,"MicrotransactionApollyonFootprintsEffect",3197,"[3166,3182]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
205,"HasinaPremiumPet",4446,"[4445,322]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
206,"HasinaPremiumPet2",4446,"[4447,322]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
207,"OblivionBodyArmour2",3222,"[3221,332]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
208,"OblivionBodyArmour3",3223,"[3222,332]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
209,"AuspiciousDragonWeaponEffect2",3342,"[3341,333]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
210,"AuspiciousDragonWeaponEffect3",3343,"[3342,333]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
