"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","[rid]","bool","bool","bool","bool"
44,"Metadata/Pet/Cockroach/Cockroach",4200,61480,-184875821,8,"","",[1],86,[],"","","",""
45,"Metadata/Pet/FormosanBear/FormosanBear",4201,51230,-33606175,10,"","",[1],86,[],"","","",""
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4202,179,1059602331,8,"","",[1],86,[],"","","",""
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4203,32372,2015692369,8,"","",[1],86,[],"","","",""
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4204,37890,1447674443,8,"","",[1],86,[],"","","",""
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4205,236,-1925083731,8,"","",[1],86,[],"","","",""
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4206,32726,107313587,8,"","",[1],86,[],"","","",""
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4207,38988,-170234474,8,"","",[1],86,[],"","","",""
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4208,35988,561753583,8,"","",[1],86,[],"","","",""
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4209,52732,1611509233,8,"","",[1],86,[],"","","",""
54,"Metadata/Pet/Spider/spider",4210,55525,-1498775985,8,"","",[1],86,[],"","","",""
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4211,24612,-519143126,10,"","",[1],86,[],"","","",""
56,"Metadata/Pet/FlySwarm/FlySwarm",4212,21094,323895592,10,"","",[1],86,[],"","","",""
57,"Metadata/Pet/DropBear/DropBear",4215,53741,-1624813878,9,"","",[1],86,[],"","","",""
58,"Metadata/Pet/BloodWorm/BloodWorm",4216,22385,250173848,8,"","",[1],63,[],"","","",""
59,"Metadata/Pet/Rat_Black/Rat_Black",4217,12421,1561226635,8,"","",[1],94,[],"","","",""
60,"Metadata/Pet/RollingHead/RollingHead",4218,39587,525305324,8,"","",[1],86,[],"","","",""
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4213,54607,-1460765279,9,"","",[1],58,[],"","","",""
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4214,45808,65843484,9,"","",[1],86,[],"","","",""
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4219,61684,736025386,10,"","",[1],86,[],"","","",""
64,"Metadata/Pet/Chicken/Chicken",4220,56633,-52944415,8,"","",[1],86,[],"","","",""
65,"Metadata/Pet/WildTurkey/WildTurkey",4221,35129,-894811245,9,"","",[1],86,[],"","","",""
66,"Metadata/Pet/Hedgehog/Hedgehog",4222,33648,-9012218,8,"","",[1],86,[],"","","",""
67,"Metadata/Pet/Lemur/Lemur",4223,35010,-128290664,8,"","",[1],86,[],"","","",""
68,"Metadata/Pet/PeacockMale/PeacockMale",4224,9926,466304269,10,"","",[1],86,[],"","","",""
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4225,33779,-1989866858,9,"","",[1],86,[],"","","",""
70,"Metadata/Pet/Pukeko/Pukeko",4226,42772,-910397784,8,"","",[1],86,[],"","","",""
71,"Metadata/Pet/RockElemental/RockElemental",4227,4109,264118195,8,"","",[1],86,[],"","","",""
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4228,30319,1227767617,8,"","",[1],86,[],"","","",""
73,"Metadata/Pet/Koala/KoalaBear",4229,1954,-1443058082,9,"","",[1],86,[],"","","",""
74,"Metadata/Pet/Basilisk/LargeInfernal",4230,41489,1345778215,10,"","",[1],75,[],"","","",""
75,"Metadata/Pet/BabyElephant/BabyElephant",4231,59563,-587385770,10,"","",[1],86,[],"","","",""
76,"Metadata/Pet/Wallaby/Wallaby",4232,49218,1542167465,9,"","",[1],86,[],"","","",""
77,"Metadata/Pet/Merveil/Merveil",4233,13339,-1648186919,8,"","",[2],86,[],"","","",""
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4234,11282,-2006539148,9,"","",[1],8,[],"","","",""
79,"Metadata/Pet/Centipede/Centipede",4235,44298,571772702,8,"","",[1],86,[],"","","",""
80,"Metadata/Pet/Parasite/Parasite",4236,33592,-1166395070,8,"","",[1],86,[],"","","",""
81,"Metadata/Pet/Wolf/Wolf",4237,4978,1417889777,10,"","",[1],86,[],"","","",""
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4238,12813,-59322757,8,"","",[1],9,[],"","","",""
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4239,23066,1034053560,9,"","",[1],9,[],"","","",""
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4240,55450,644677366,11,"","",[1],9,[],"","","",""
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4241,62877,-1416602099,12,1,"",[1],9,[],"","","",""
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4242,18325,-1646011786,12,"",1,[1],9,[],"","","",""
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4243,16648,144263569,12,1,"",[1],9,[],"","","",""
88,"Metadata/Pet/BladeSentry/BladeSentry",4244,57610,-1987090299,9,"","",[1],9,[],"","","",""
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4245,9254,-74981471,11,"","",[1],86,[],"","","",""
90,"Metadata/Pet/Parrot/BrazilianParrot",4246,11327,1611287605,8,"","",[1],62,[],"","","",""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4247,38441,-1622668959,8,"","",[1],23,[],"","","",""
92,"Metadata/Pet/Rabbit/Rabbit",4249,18298,1273957525,8,"","",[1],86,[],"","","",""
93,"Metadata/Pet/Beetle/Beetle",4248,62953,740153844,8,"","",[1],86,[],"","","",""
94,"Metadata/Pet/HeiTiki/Spawner",4250,1422,2132179608,8,"","",[1],78,[],"","","",""
95,"Metadata/Pet/GraspingHands/Spawner",4251,18807,505370472,8,"","",[1],86,[],"","","",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4252,46209,-1774378308,8,"","",[1],86,[],"","","",""
97,"Metadata/Pet/Frog/PurpleCrown",4253,2373,-487986260,8,"","",[1],97,[],"","","",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4254,37899,-2133781286,8,"","",[1],82,[],"","","",""
99,"Metadata/Pet/Tiger/Tiger",4255,42732,1136125275,8,1,"",[1],86,[],"","","",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4256,29213,392127810,8,"","",[1],97,[],"","","",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4257,43611,-648711410,8,1,"",[1],86,[],"","","",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4258,27891,39284388,10,"","",[1],8,[],"","","",""
103,"Metadata/Pet/Cat/Orange",4259,39785,-944546598,8,"","",[1],86,[],"","","",""
104,"Metadata/Pet/Devourling/Spawner",4260,37136,2035542083,8,"","",[1],86,[],"","","",""
105,"Metadata/Pet/Taotie/Taotie",4261,53912,842260651,8,"","",[1],86,[],"","","",""
106,"Metadata/Pet/TaowuPet/Taowu",4262,44003,249537852,12,"","",[1],86,[],"","","",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4263,41426,-1495464177,8,"","",[1],96,[],"","","",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4264,15396,-917768849,8,"","",[1],113,[],"","","",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4265,22446,1606158354,8,"","",[1],66,[],"","","",""
110,"Metadata/Pet/Crow/Crow",4266,15557,1089633335,8,"","",[1],113,[],"","","",""
111,"Metadata/Pet/Dove/Dove",4267,23068,-714240143,8,"","",[1],96,[],"","","",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4268,959,769994330,8,1,"",[1],93,[],"","","",""
113,"Metadata/Pet/Frog/Fire",4269,36691,-1409932123,8,"","",[1],52,[],"","","",""
114,"Metadata/Pet/Frog/Ice",4270,51649,1374853171,8,"","",[1],73,[],"","","",""
115,"Metadata/Pet/Hundun/Hundun",4271,39330,-95984667,8,"","",[1],86,[],"","","",""
116,"Metadata/Pet/Cat/Julio",4272,16366,35405298,8,"","",[1],86,[],"","","",""
117,"Metadata/Pet/Qiongqi/Qiongqi",4273,31382,418931310,12,"","",[1],86,[],"","","",""
118,"Metadata/Pet/Tiger/IceTiger",4274,39297,-1567540464,8,"","",[1],73,[],"","","",""
119,"Metadata/Pet/Lion/Fire",4275,46948,-1215889181,8,"","",[1],52,[],"","","",""
120,"Metadata/Pet/Eyeball/Eyeball1",4276,50864,2124331054,8,"","",[1],86,[],"","","",""
121,"Metadata/Pet/Eyeball/Eyeball2",4277,40496,-575847523,8,"","",[1],86,[],"","","",""
122,"Metadata/Pet/Eyeball/Eyeball3",4278,8802,2016893525,8,"","",[1],86,[],"","","",""
123,"Metadata/Pet/Eyeball/Eyeball4",4279,9908,-343880396,8,"","",[1],86,[],"","","",""
124,"Metadata/Pet/Eyeball/Eyeball5",4280,46914,659656723,8,"","",[1],86,[],"","","",""
125,"Metadata/Pet/HellionCub/HellionCub",4281,32804,1176946178,8,"","",[1],14,[],"","","",""
126,"Metadata/Pet/Cat/Celestial",4282,11232,2025345880,8,"","",[1],22,[],"","","",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4283,56837,693630802,8,"","",[1],3,[],"","","",""
128,"Metadata/Pet/Harpy/Harpy",4284,12782,-2070104718,8,"","",[1],14,[],"","","",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4285,51064,-1546623832,8,"","",[1],104,[],"","","",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4286,27467,1653082563,8,"","",[1],104,[],"","","",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4287,788,-1966765615,8,"","",[1],104,[],"","","",""
132,"Metadata/Pet/Cherub/Sin",4288,31710,-619798320,8,"","",[1],104,[],"","","",""
133,"Metadata/Pet/Cherub/Innocence",4289,2666,-834812841,8,"","",[1],104,[],"","","",""
134,"Metadata/Pet/Beast/Beast",4290,61624,-306701056,8,"","",[1],3,[],"","","",""
135,"Metadata/Pet/Goatman/Goatman",4291,18005,1412436581,8,"","",[2],3,[],"","","",""
136,"Metadata/Pet/Monkey/Monkey",4292,16394,-967473569,8,"","",[1],3,[],"","","",""
137,"Metadata/Pet/Raptor/Raptor",4293,33935,-508467906,8,"","",[1],4,[],"","","",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4294,22427,-731610113,8,"","",[1],4,[],"","","",""
139,"Metadata/Pet/Copter/Copter",4295,16464,1729046367,8,"","",[1],4,[],"","","",""
140,"Metadata/Pet/Scorpion/Machine",4296,59390,-123396261,8,"","",[1],4,[],"","","",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4297,33690,486252385,8,"","",[1],3,[],"","","",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4298,39119,-83270714,8,"","",[1],3,[],"","","",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4299,39562,1520549931,8,"","",[1],3,[],"","","",""
144,"Metadata/Pet/Lion/Gold",4300,10237,-1599502508,8,"","",[1],90,[],"","","",""
145,"Metadata/Pet/Raven/BloodGuard",4302,25852,1125853159,8,"","",[1],90,[],"","","",""
146,"Metadata/Pet/Eagle/FaithGuard",4303,4458,-1046818576,8,"","",[1],90,[],"","","",""
147,"Metadata/Pet/Raven/Oriath",4304,4468,26153211,8,"","",[1],90,[],"","","",""
148,"Metadata/Pet/Pigeon/Dark",4306,33552,-1113702770,8,"","",[1],90,[],"","","",""
149,"Metadata/Pet/Pigeon/Light",4305,45470,1738135047,8,"","",[1],90,[],"","","",""
150,"Metadata/Pet/BallTrio/Fire",4307,29403,652760115,8,"","",[1],52,[],"","","",""
151,"Metadata/Pet/BallTrio/Cold",4308,52693,-1181911976,8,"","",[1],73,[],"","","",""
152,"Metadata/Pet/BallTrio/Lightning",4309,43310,-1749008658,8,"","",[1],82,[],"","","",""
153,"Metadata/Pet/Hound/BloodGuard",4301,38041,1258872721,8,"","",[1],90,[],"","","",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4310,59561,-503576235,8,"","",[1],37,[],"","","",""
155,"Metadata/Pet/Canary/Canary",4311,44741,-704939202,8,"","",[1],37,[],"","","",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4312,194,-2004383675,8,"","",[2],64,[],"","","",""
157,"Metadata/Pet/Football/Football",4313,14839,1185185619,8,"","",[1],86,[],"","","",""
158,"Metadata/Pet/Dragon/Dragon",4314,54673,1039853675,15,1,"",[1],40,[],"","","",""
159,"Metadata/Pet/Dragon/DragonPremium",4315,64290,879152964,15,"",1,[1],40,[],"","","",""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4316,62840,1511829348,15,1,"",[1],40,[],"","","",""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4317,80,1186416359,8,"","",[1],51,[],"","","",""
162,"Metadata/Pet/Taniwha/Taniwha",4318,38520,1373816730,8,"","",[1],51,[],"","","",""
163,"Metadata/Pet/CorsairPet/CorsairPet",4319,53120,590015658,8,"","",[1],51,[],"","","",""
164,"Metadata/Pet/Mystic/Spawner",4320,42154,-938054468,8,"","",[1],51,[],"","","",""
165,"Metadata/Pet/MadcapHare/MadcapHare",4321,8258,-787156650,8,"","",[1],59,[],"","","",""
166,"Metadata/Pet/MadcapToad/MadcapToad",4322,23160,2111973274,8,"","",[1],59,[],"","","",""
167,"Metadata/Pet/Dragonfly/Dragonfly",4323,12676,1222801766,8,"","",[1],59,[],"","","",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4324,2131,-61082616,8,"","",[1],59,[],"","","",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4325,60281,-1922472432,8,"","",[1],109,[],"","","",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4326,14520,497952022,8,"","",[1],40,[],"","","",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4327,30652,-2000945401,8,"","",[1],3,[],"","","",""
172,"Metadata/Pet/IceDragon/IceDragon",4328,63368,130347084,15,1,"",[1],8,[],"","","",""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4329,27478,1247748361,15,"",1,[1],8,[],"","","",""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4330,33684,777235911,15,1,"",[1],8,[],"","","",""
175,"Metadata/Pet/Viper/Viper",4331,31197,120815342,15,"","",[1],118,[],"","","",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4332,35180,533108394,12,1,"",[1],75,[],"","","",""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4333,12740,-952502531,12,"",1,[1],22,[],"","","",""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4334,11626,1527543398,12,1,"",[1],22,[],"","","",""
179,"Metadata/Pet/CruciblePet/CruciblePet",4335,36326,-1654583161,8,"","",[1],35,[],"","","",""
180,"Metadata/Pet/CultDarkness/CultDarkness",4336,49679,89311069,8,1,"",[1],80,[],"","","",""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4337,58024,-1405071640,12,"","",[1],56,[],"","","",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4338,59262,542164782,8,"","",[1],56,[],"","","",""
183,"Metadata/Pet/WildPanther/WildPanther",4339,23886,575635201,8,"","",[1],56,[],"","","",""
184,"Metadata/Pet/WildScorpion/WildScorpion",4340,1722,1975481093,8,"","",[1],56,[],"","","",""
185,"Metadata/Pet/Plated/Plated",4341,8952,864162170,8,"","",[1],120,[],"","","",""
186,"Metadata/Pet/WaterElemental/WaterElemental",4342,13003,-898107204,8,"","",[1],44,[],"","","",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4343,6191,-1309234727,8,"","",[1],19,[],"","","",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4344,39940,722581269,12,"","",[1],20,[],"","","",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4345,61010,918280425,8,"","",[1],20,[],"","","",""
190,"Metadata/Pet/CircusTroll/CircusTroll",4346,31034,-836651237,12,"","",[1],20,[],"","","",""
191,"Metadata/Pet/JugglingPins/Spawner",4347,8765,-579731636,8,"","",[1],20,[],"","","",""
192,"Metadata/Pet/Sentinel/Sentinel",4348,63249,563009183,8,"","",[1],17,[],"","","",""
193,"Metadata/Pet/Chiyou/Chiyou",4349,14700,-315435938,12,1,"",[1],25,[],"","","",""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4350,56810,-244437884,12,"",1,[1],25,[],"","","",""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4351,8102,-2140692543,12,1,"",[1],25,[],"","","",""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4352,65022,1004586526,10,"","",[1],69,[],"","","",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4353,52671,-1791993713,8,"","",[1],38,[],"","","",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4354,17187,1018134412,8,"","",[1],38,[],"","","",""
199,"Metadata/Pet/Cat/Halloween",4355,33316,-1614996071,8,"","",[1],38,[],"","","",""
200,"Metadata/Pet/BlackDragon/BlackDragon",4356,32429,-1729960369,15,1,"",[1],94,[],"","","",""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4357,3333,-1180191582,15,"",1,[1],94,[],"","","",""
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4358,6130,664285290,15,1,"",[1],94,[],"","","",""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4359,18483,-1735208799,15,1,"",[1],94,[],"","","",""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4360,2820,1203915974,15,"",1,[1],94,[],"","","",""
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4361,607,-162532336,15,1,"",[1],94,[],"","","",""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4362,24464,1225987715,15,"","",[1],94,[],"","","",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4363,854,-1810786489,15,"",1,[1],94,[],"","","",""
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4364,64454,1270526076,15,"","",[1],94,[],"","","",""
209,"Metadata/Pet/Rat_White/Rat_White",4365,28161,-1596010785,8,"","",[1],94,[],"","","",""
210,"Metadata/Pet/Cat/EmpyreanCat",4367,60665,-133622544,8,1,"",[1],108,[],"","","",""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4368,14105,-182074820,8,"",1,[1],108,[],"","","",""
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4369,46109,334407667,8,1,"",[1],108,[],"","","",""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4366,15166,-1562076710,8,"","",[1],50,[],"","","",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4370,41100,419215472,8,"","",[1],36,[],"","","",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4371,36647,-445552042,8,"","",[1],111,[],"","","",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4372,45132,-1645335134,8,"","",[1],111,[],"","","",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4373,9065,-112731602,8,"","",[2],111,[],"","","",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4374,17946,-184175841,8,"","",[1],111,[],"","","",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4375,20736,858743343,8,"","",[1],106,[],"","","",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4376,23154,104684623,8,"","",[1],106,[],"","","",""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4377,60425,-1919393391,8,"","",[1],106,[],"","","",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4378,36765,-1226819203,8,"","",[1],106,[],"","","",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4379,62779,-168165183,8,"","",[1],106,[],"","","",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4380,29035,-648894407,8,"","",[1],60,[],"","","",""
225,"Metadata/Pet/VoidSmall/VoidSmall",4381,27735,-2013664338,8,"","",[1],43,[],"","","",""
226,"Metadata/Pet/VoidLarge/VoidLarge",4382,29192,97679322,8,"","",[1],43,[],"","","",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4383,8688,2131189495,8,"","",[1],113,[],"","","",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4384,19875,-563506230,10,"","",[1],2,[],"","","",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4385,46192,-967347673,8,"","",[1],2,[],"","","",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",4386,7136,1856533832,10,"","",[1],2,[],"","","",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4387,48929,225292876,8,"","",[1],2,[],"","","",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4388,50002,140167944,8,"","",[1],59,[],"","","",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4389,55804,694415519,8,"","",[1],88,[],"","","",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4390,29616,-890128063,11,"","",[1],107,[],"","","",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",4391,33296,-1124516119,10,1,"",[2],86,[],"","","",""
236,"Metadata/Pet/TencentGirl/TencentGirl02",4392,8933,-48504834,10,"",1,[2],86,[],"","","",""
237,"Metadata/Pet/TencentGirl/TencentGirl03",4393,21916,-677871100,10,1,"",[2],86,[],"","","",""
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4394,8623,1459779245,8,"",1,[2],86,[],"","","",""
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4395,29667,-247954725,8,1,"",[2],86,[],"","","",""
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4396,31950,1730485227,10,"","",[1],22,[],"","","",""
241,"Metadata/Pet/Corgi/Corgi",4397,59392,1854113411,8,"","",[1],3,[],"","","",""
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4398,41185,-232041782,8,"","",[1],3,[],"","","",""
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4399,8889,-486293062,8,"","",[1],3,[],"","","",""
244,"Metadata/Pet/Cat/TabbyCatPet",4400,28176,1406221761,8,"","",[1],3,[],"","","",""
245,"Metadata/Pet/Cat/AmberCatPet",4401,2561,904478696,8,"","",[1],3,[],"","","",""
246,"Metadata/Pet/Cat/CinnamonCatPet",4402,6729,-2110744455,8,"","",[1],3,[],"","","",""
247,"Metadata/Pet/GoddessPet/GoddessPet",4403,5244,1273520020,8,1,"",[1],61,[],"","","",""
