"rownum","Mod","Type","bool"
273,30600,2,1
274,30601,2,1
275,30603,2,1
276,30604,2,1
277,30605,2,1
278,30606,2,1
279,30607,2,1
280,30608,2,1
281,30609,2,1
282,30610,2,1
283,30611,0,""
284,30613,0,""
285,30614,0,""
286,30615,0,""
287,30616,0,""
288,30617,0,1
289,30618,1,""
290,30619,1,""
291,30620,1,""
292,30621,2,1
293,30622,2,1
294,30623,2,1
295,30624,0,""
296,30625,0,""
297,30626,0,""
298,30627,0,1
299,30628,0,1
300,30629,0,1
301,30630,1,""
302,30631,1,""
303,30632,1,""
304,30633,2,1
305,30634,2,1
306,30635,2,1
307,30636,0,""
308,30637,0,""
309,30638,0,""
310,30639,0,1
311,30640,0,1
312,30641,0,1
