"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]","[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]",1326,"[5021,5022,6,6,4934,4935,4936,2,14,11,11]","[5023,5024,5495,6,6,4934,4935,4936,2,2]"
11,"Descent12","[4973,1,1,1,5785,5775,5462,5477,5815,5814,14,6,2,15,15]","[1,1,1,4973,5814,5462,5477,5775,5815,5785,12,12,6,2]","[4973,1,1,1,5785,5775,5462,5477,5815,5774,14,6,2,15,15]","[1,1,1,4973,5815,5774,5462,5477,5785,5775,12,12,6,2]","[4973,1,1,1,5779,5462,5477,5949,5815,5812,14,6,2,15,15]","[1,1,1,4973,5815,5462,5477,5812,5949,5779,12,12,6,2]","[4973,1,1,1,5815,5778,5462,5477,5816,5773,14,6,2,15,15]","[1,1,1,4973,5816,5778,5773,5815,12,12,6,2]","[4973,1,1,1,5462,5477,5816,5814,5773,14,6,2,15,15]","[1,1,1,4973,5816,5462,5477,5814,5773,12,12,6,2]","[4973,1,1,1,5462,5477,5814,5773,5815,5774,14,6,2,15,15]","[1,1,1,4973,5462,5477,5814,5773,5815,5774,12,12,6,2]",1327,"[4973,1,1,1,5462,5477,5814,5815,5773,14,6,2,15,15]","[1,1,1,4973,5462,5477,5814,5815,5773,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1328,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5856,5993,6008]","[21,21,20,20,20,19,19,13,13,5856,5993,6008]","[6,6,2,2,13,13,5856,5993,6008]","[21,21,20,20,20,19,19,13,13,5856,5993,6008]","[6,6,2,2,13,13,5940,5856,5981]","[21,21,20,20,20,19,19,13,13,5940,5856,5981]","[6,6,2,2,13,13,5891,5902,6005,5978,5982]","[21,21,20,20,20,19,19,13,13,5891,5902,6005,5978,5982]","[6,6,2,2,13,13,5889,5891,5902,6005,5982]","[21,21,20,20,20,19,19,13,13,5889,5891,5902,6005,5982]","[6,6,2,2,13,13,5889,6005,5993,6008]","[21,21,20,20,20,19,19,13,13,5889,6005,5993,6008]",1329,"[6,6,2,2,13,13,5889,5856,6005,5993,6008]","[21,21,20,20,20,19,19,13,13,5856,5889,6005,5993,6008]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1330,[],[]
15,"Descent2_2_1","[4930,4932,10,10,15,11,5022,4968,5836,5786,5971,5458,5458,5473,6006]",[],"[4930,4932,10,10,15,11,5022,4968,5458,5458,5473,5784,5836,5805,5971,6006]",[],"[4930,4932,10,10,15,11,5022,4968,5458,5473,5458,5805,5719,5983]",[],"[4930,4932,10,10,15,11,5022,4968,5458,5473,5458,5833,5805,5994,5989]",[],"[4930,4932,10,10,15,11,5022,4968,5458,5473,5458,5994,5989]",[],"[4930,4932,10,10,15,11,5022,4968,5458,5473,5458,5841,5971,5989,6006]",[],1332,"[4930,4932,10,10,15,11,5022,4968,5458,5473,5458,5836,5971,5989,6006]",[]
16,"Descent2_2_2","[4931,10,10,15,11,1,1,1,5021,6,4967,5836,5786,5971,5458,5473,6006]",[],"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5784,5836,5805,5971,6006]",[],"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5805,5719,5983]",[],"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5833,5805,5994,5989]",[],"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5994,5989]",[],"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5841,5971,5989,6006]",[],1333,"[4931,10,10,15,11,1,1,1,5021,6,4967,5458,5473,5836,5971,5989,6006]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5459,5474]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1334,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5859,5724,5459]",[],"[5459,5724,5859,5727]",[],"[5459,5727,5730,5859]",[],"[5459,5733,5730,5727,5998,5868]",[],"[5459,5733,5727,5998]",[],"[5459,5724,5733,5859]",[],1337,"[5459,5730,5733,5724,5859,5727]",[]
19,"Descent2_5_1","[4969,4971,6,11,11,14,1,1,5023]",[],"[4970,4971,6,11,11,14,1,1,5023]",[],"[4970,4971,6,11,11,14,1,1,5023]",[],"[4969,4971,6,11,11,14,1,1,5023]",[],"[4970,4971,6,11,11,14,1,1,5023]",[],"[4970,4969,6,11,11,14,1,1,5023]",[],1338,"[4970,4971,6,11,11,14,1,1,5023]",[]
20,"Descent2_5_2","[4969,4970,6,6,2,5021]",[],"[4969,4971,6,6,2,5021]",[],"[4969,4970,6,6,2,5021]",[],"[4969,4970,6,6,2,5021]",[],"[4969,4970,6,6,2,5021]",[],"[4971,4970,6,6,2,5021]",[],1339,"[4969,4970,6,6,2,5021]",[]
21,"Descent2_6_1","[6,6,2,5700,5460,5475,6003]",[],"[6,6,2,5865,6003,5700]",[],"[6,6,2,5865,5789,5806]",[],"[6,6,2,5865,5696,5870,5997,5985]",[],"[6,6,2,5696,5800,5807,5997,5985]",[],"[6,6,2,5696,5800,5888,5861,6003]",[],1340,"[6,6,2,5696,6003,5800]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5700,5460,5475,6003]",[],"[21,20,19,23,21,20,19,23,5865,6003,5700]",[],"[21,20,19,23,21,20,19,23,5865,5789,5806]",[],"[21,20,19,23,21,20,19,23,5865,5696,5870,5997,5985]",[],"[21,20,19,23,21,20,19,23,5696,5800,5807,5997,5985]",[],"[21,20,19,23,21,20,19,23,5696,5800,5888,5861,6003]",[],1342,"[21,20,19,23,21,20,19,23,5696,6003,5800]",[]
23,"Descent2_8_1","[6,2,2,4974,4975,21,20,19,21,20,19,5945,5946,5944,5705]",[],"[6,2,2,4974,4976,21,20,19,21,20,19,5944,5945,5946,5705,5712]",[],"[6,2,2,4974,4975,21,20,19,21,20,19,5945,5946,5944,5712,5840]",[],"[6,2,2,4974,4975,21,20,19,21,20,19,5946,5945,5944,5712,5840]",[],"[6,2,2,4975,4976,21,20,19,21,20,19,5946,5945,5898,5840]",[],"[6,2,2,4974,4975,21,20,19,21,20,19,5946,5945,5840,5944,5705]",[],1346,"[6,2,2,4974,4975,21,20,19,21,20,19,4976,5946,5945,5944,5712,5705,5840]",[]
24,"Descent2_8_2","[6,4974,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5945,5946,5944,5705,5460,5475]",[],"[6,4975,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5944,5945,5946,5705,5712]",[],"[6,4975,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5945,5946,5944,5712,5840]",[],"[6,4974,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5946,5945,5944,5712,5840]",[],"[6,4974,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5946,5945,5898,5840]",[],"[6,4975,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,5946,5945,5840,5944,5705]",[],1347,"[6,4975,4976,10,10,11,11,1,1,21,20,19,21,20,19,14,4974,5946,5945,5944,5712,5705,5840]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4936,5767,5725,5797,5461,5461,5476,5476,4936]",[],"[6,2,13,13,13,2,6,6,6,2,4936,5894,5725,5797,5767,4936]",[],"[6,2,13,13,13,2,6,6,6,2,4936,5894,5725,5797,4936]",[],"[6,2,13,13,13,2,6,6,6,2,4936,5770,5725,5767,5977,4936]",[],"[6,2,13,13,13,2,6,6,6,2,4936,5770,5790,4936]",[],"[6,2,13,13,13,2,6,6,6,2,4936,5770,5790,5797,5767,4936]",[],1348,"[6,2,13,13,13,2,6,6,6,2,4936,5767,5725,5797,5770,5790,5894,4936]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4934,5767,5725,5797,5461,5461,5476,5476,4934]",[],"[6,2,13,13,13,1,1,21,20,19,4934,5894,5725,5797,5767,4934]",[],"[6,2,13,13,13,1,1,21,20,19,4934,5894,5725,5797,4934]",[],"[6,2,13,13,13,1,1,21,20,19,4934,5770,5725,5767,5977,4934]",[],"[6,2,13,13,13,1,1,21,20,19,4934,5770,5790,4934]",[],"[6,2,13,13,13,1,1,21,20,19,4934,5770,5790,5797,5767,4934]",[],1349,"[6,2,13,13,13,1,1,21,20,19,4934,5767,5725,5797,5770,5790,5894,4934]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4935,5767,5725,5797,5461,5461,5476,5476,4935]",[],"[6,2,13,13,13,2,6,12,14,13,4935,5894,5725,5797,5767,4935]",[],"[6,2,13,13,13,2,6,12,14,13,4935,5894,5725,5797,4935]",[],"[6,2,13,13,13,2,6,12,14,13,4935,5770,5725,5767,5977,4935]",[],"[6,2,13,13,13,2,6,12,14,13,4935,5770,5790,4935]",[],"[6,2,13,13,13,2,6,12,14,13,4935,5770,5790,5797,5767,4935]",[],1350,"[6,2,13,13,13,2,6,12,14,13,4935,5767,5725,5797,5770,5790,5894,4935]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4941]",[],"[5,21,20,19,2,6,13,4941]",[],"[5,21,20,19,2,6,13,4941]",[],"[5,21,20,19,2,6,13,4941]",[],"[5,21,20,19,2,6,13,4941]",[],"[5,21,20,19,2,6,13,4941]",[],1354,"[5,21,20,19,2,6,13,4941]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5814,5774,5785,5775,5813,5462,5477]",[],"[1,1,1,6,2,8,8,8,12,12,13,5774,5949,5815,5812,5775]",[],"[1,1,1,6,2,8,8,8,12,12,13,5949,5779,5815,5812]",[],"[1,1,1,6,2,8,8,8,12,12,13,5852,5854,5853,5816,5815,5778]",[],"[1,1,1,6,2,8,8,8,12,12,13,5852,5854,5853,5809,5816]",[],"[1,1,1,6,2,8,8,8,12,12,13,5852,5854,5853,5774,5814]",[],1355,"[1,1,1,6,2,8,8,8,12,12,13,5852,5854,5853,5814,5816,5815]",[]
30,"Descent2_3_S1","[5495,5495,5381]",[],"[5495,5495,5381]",[],"[5495,5495,5381]",[],"[5495,5495,5381]",[],"[5495,5495,5381]",[],"[5495,5495,5381]",[],1335,"[5495,5495,5381]",[]
31,"Descent2_6_1_S1","[5697,4740,5969,5781,5955,4796]",[],"[5697,4740,5969,5781,5955,4796]",[],"[5697,4740,5969,5781,5955,4796]",[],"[5697,4740,5969,5781,5955,4796]",[],"[5697,4740,5969,5781,5955,4796]",[],"[5697,4740,5969,5781,5955,4796]",[],1341,"[5697,4740,5969,5781,5955,4796]",[]
32,"Descent2_6_2_S1","[5820,5965]",[],"[5820,5965]",[],"[5820,5965]",[],"[5820,5965]",[],"[5820,5965]",[],"[5820,5965]",[],1343,"[5820,5965]",[]
