"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","rid","[rid]","[rid]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","i32","bool"
18,"KillDominusAsMarauder",[1587],[998],"",[13],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
19,"KillDominusAsScion",[1587],[999],"",[17],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
20,"KillAnyHarbinger",[0],[],"",[],[4],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
21,"KillAnyBreachMonsterWithRampageAndShrine",[0],[],"","[19,20]",[16],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
22,"KillAnyRogueExileInKaomsStronghold",[0],[2512],"",[],[5],[65],1,1,"","","",[],[],[],"",0,[],"",[],1,""
23,"KillAnyRogueExileWithTalisman",[0],[],"",[],"[5,25]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
24,"KillAnyInvasionBoss",[0],[2598],"",[],[6],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
25,"KillAnyMonsterTouchedByTormentSpirit",[0],[],"",[],[14],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
26,"KillAnyMapBoss",[0],[],"",[],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
27,"KillAnyMapBossWhileAffectedByDivineShrine",[0],[7813],"",[44],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
28,"KillAnyOnslaughtMapBoss",[0],[],"",[],"[7,17]",[],1,1,"",1,"",[],[19],[],"",0,[],"",[],1,""
29,"KillAnyOnslaughtBeyondBoss",[0],[],"",[],"[15,17]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
30,"KillAnyPossessedOnslaughtInvasionBoss",[0],[],"",[],"[13,17,6]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
31,"KillAnyPossessedEssenceMonster",[0],[],"",[],"[13,21]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
32,"KillAnyTripleEssenceTalismanMonsterWithTempest",[0],[],"",[],"[22,25]",[],1,1,"","",3120,[],[],[],"",0,[],"",[],1,""
33,"KillAnyQuintessenceMonsterLevel80",[0],[7160],"",[],[23],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
34,"KillAnyOctessenceMonsterLevel80",[0],[8760],"",[],[24],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
35,"KillDroughtMaddenedRhoaFullyEnraged",[2302],[],"",[],[8],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
36,"KillWitchOfTheCauldronWithSoulEater",[2330],[],"",[],[9],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
37,"KillElderInRedMaps","[5954,5956]",[],"",[],[],[],78,83,"","","",[],[],[],"",0,[],"",[],1,""
38,"KillElderInYellowMaps","[5954,5956]",[],"",[],[],[],73,77,"","","",[],[],[],"",0,[],"",[],1,""
39,"KillElderInWhiteMaps","[5954,5956]",[],"",[],[],[],68,72,"","","",[],[],[],"",0,[],"",[],1,""
40,"KillAmalgamOfNightmaresWithEffluentX10",[5803],[],"",[18],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
41,"KillPortentiaWithEffluentX10",[5194],[],"",[18],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
42,"KillStoneOfCurrentsWithoutShield",[4221],[],"",[],[10],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
43,"KillAulenWith4Totems",[2403],[],"",[],[11],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
44,"KillUulNetolWithCorruptedBloodX5",[5103],[],"",[8],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
45,"KillGnarWhileEnraged",[4024],[],"",[],[12],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
46,"KillStonebeakWhileEnraged",[4037],[],"",[],[12],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
47,"KillBelcerPossessedByTwoPirates",[2324],[],"",[],"[18,19]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
48,"KillLitaniusWhileBothCursed",[2283],[],"",[21],[20],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
49,"KillBeastOfThePitsWhileIncapacitated",[2312],[],"",[],[26],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
50,"KillTulWith4Totems",[5097],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[0],"",[],1,""
51,"KillFragmentOfWinterWith10Minions",[4160],[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[1],"",[],1,""
52,"KillSanguineSirenWith3BloodRavens",[5645],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[2],"",[],1,""
53,"KillShockAndHorrorAfter2BeamsWhileInBeam",[2337],[],"",[24],[],[],1,1,"","","",[14],[],[],"",0,[],"",[],1,""
54,"KillRektarsMinibossesBeforeHeArrives","[234,235,236,237,238,239,240,241]",[],"",[],[],[],1,1,"","","",[],[],[15],"",0,[],"",[],1,""
55,"KillHephaestusWhileEnraged",[4449],[],"",[],[31],[],1,1,"","","",[32],[],[],"",0,[],"",[],1,""
56,"KillMegaeraWithFireSkelliesX10",[2309],[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[3],"",[],1,""
57,"KillOmnitectAfterGuards",[4216],[],"",[],[],[],1,1,"","","",[],[],[25],"",0,[],"",[],1,""
58,"KillGuardianOfTheVaultAfterKillingTreasureGolems",[2916],[],"",[],[],[],1,1,"","","",[],[],[60],"",0,[],"",[],1,""
59,"KillDoedreDefilerWhileScreeching",[5773],[],"",[],[32],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
60,"KillTitanTotemWith3Totems",[4920],[],"",[],[],[],1,1,"","","",[],[],[],8,-1,[],"",[],1,""
61,"KillXophWithHotdogsX10",[5094],[],"",[],[33],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
62,"KillWoadWithNoUnmovedStatues",[5134],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[4],"",[],1,""
63,"KillCleansingLightWithNoUnmovedStatues",[5139],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[5],"",[],1,""
64,"KillSyntheteNightmareWithVoidPitsX12",[7113],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[6],"",[],1,""
65,"KillSyntheteNightmareWithPylonsX12",[7113],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[7],"",[],1,""
66,"KillSyntheteNightmareWithoutVoidPitsOrPylonsX7",[7113],[],"",[],[],[],1,1,1,"","",[],[],[72],"",0,"[8,9]","",[],1,""
67,"KillHeraldOfThunderWithHeraldOfAshOverHalfHealth",[2433],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[10],"",[],1,""
68,"KillVaalOmnitectAfterExperimentedHatchling",[6574],[],"",[],[],[],1,1,"","","",[],[],[],24,-1,[],"",[],1,""
69,"KillGuardianOfTheVaultAfterKillingTreasureGolemsCheck",[4481],[],"",[],[],[],1,1,"","","",[61],[],[],"",0,[],"",[0],1,""
70,"KillAhuatotliAllPyramidsActiveWithoutDamage",[6620],[],"",[],[],[],1,1,"","","",[36],[],[],"",0,[],"",[1],1,""
71,"KillKurgalWithoutDamageFromObelisks",[5944],[],"",[],[],[],1,1,"","","",[46],[],[],"",0,[],"",[2],1,""
72,"KillRigwaldLevel80",[4607],[],"",[],[],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
73,"KillAbyssLichLevel83","[5942,5943]",[8924],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
74,"KillMapBreachBossLevel80","[5094,5097,5100,5103,5106]",[],"",[],[],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
75,"KillArgusLevel75",[4448],[9103],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
76,"KillHarbingerFinalBossLevel75",[5859],[],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
77,"KillVaalOmnitectLevel81",[6275],[9106],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
78,"KillIzaroLevel75","[4518,4519,4520]",[7671],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
79,"KillVaalPyramidBossesInReverse1",[1387],[],"",[],[],[],1,1,"","","",[],[],[],21,0,[],"",[3],1,""
80,"KillVaalPyramidBossesInReverse2",[1440],[],"",[],[],[],1,1,"","","",[],[],[],21,1,[],"","[4,5]",1,""
81,"KillVaalPyramidBossesInReverse3",[1424],[],"",[],[],[],1,1,"","","",[],[],[],21,2,[],1,[],1,""
82,"KillPossessedBeyondBoss",[0],[],"",[],"[15,13]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
83,"KillVaalOmnitectWhileAffectedByTempestAndExposure",[6275],[],"","[25,26]",[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
84,"KillBartholTheCorruptorWhileAffectedByHereticalFlare",[1362],[],"",[27],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
85,"KillShavronneTheSickeningWhileSheHasFullEnergyShield",[5782],[],"",[],[34],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
86,"KillBazurWithoutTakingDamageFromLiantraAndAfterKilling8ThunderTomes",[5146],[],"",[],[],[],1,1,"","","",[76],[],[],"",0,[],"",[7],1,""
87,"KillBazurAfterKilling8TomesOfThunder",[5153],[],"",[],[],[],1,1,"","","",[],[],[77],"",0,[],"",[],1,""
88,"KillErythrophagiaWhileNotCursed",[4130],[],"",[22],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
89,"KillSebbertCrescentsPointWhileAffectedByDarkVortex",[5310],[],"",[28],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
90,"KillTheCleansingLightAtAwakeningLevel8",[5139],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
91,"KillMephodTheEarthScorcherAtAwakeningLevel8",[5633],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
92,"KillEaterOfSoulsAtAwakeningLevel8",[4149],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
93,"KillPortentiaTheFoulAtAwakeningLevel8",[5194],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
94,"KillBazurAtAwakeningLevel8",[5146],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
95,"KillTheCursedKingAtAwakeningLevel8",[4608],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
96,"KillBaronConditionally","[7705,7706]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[8,9]",1,""
97,"KillSirusWithoutBeingAffectedByDeatomizationStorm",[7840],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[10],1,""
98,"KillSirusWithoutBeingAffectedByDesolationOfTheAwakener",[7840],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[11],1,""
99,"KillSirusWithoutBeingHitByCorridorBlastOrInterruptSkill",[7840],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[12,13]",1,""
100,"KillSirusWithoutBeingHitBySpinningNegationBeam",[7840],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[14],1,""
101,"KillVeritaniaConditionally","[7730,7731]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[16,15]",1,""
102,"KillAlHezminConditionally","[7752,7753]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[17],1,""
103,"KillDroxConditionally","[7780,7781]",[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[18],1,""
104,"KillDeliriumMonstersNormal","[7923,7924,7925,7926,7927,7928]",[],1,[],[0],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
105,"KillDeliriumMonstersMagic","[7923,7924,7925,7926,7927,7928]",[],1,[],[1],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
106,"KillDeliriumMonstersRare","[7923,7924,7925,7926,7927,7928]",[],1,[],[2],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
107,"KillIncursionArchitectWhileInDeliriumMist","[6429,6430,6431,6432,6433,6434,6435,6436,6437,6438,6439,6440,6441,6442,6443,6444,6445,6446,6447,6448,6449,6450,6451,6452,6453]",[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
108,"KillBlightBossWhileInDeliriumMist","[7429,7437,7439,7445,7449,7459,7471,7492,7501,7510,7516,7527,7532,7545,7552,7558,7564,7571,7580,7589,7595,7607,7617,7629]",[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
109,"KillMetamorphBossWhileInDeliriumMist",[7698],[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
110,"KillPossessedExile","[2526,2527,2530,2531,2534,2536,2538,2539,2542,2544,2545,2548,2549,2550,2553,2554,2555,2556,2557,2558,2561,2563,2564,2565,2568,2570,2571,2573,2575,2576,2577,2578,2579,2582,2584,2585,2587,2588,2590,2591,2593,2594,2595,2596,2597,2598,2599,2600,2547,2569]",[],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
111,"KillPossessedExileAilentiaRac",[2536],[8724],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
112,"KillPossessedExileAinsleyVarich",[2547],[8756],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
113,"KillPossessedExileAntaliaNapora",[2534],[8725],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
114,"KillPossessedExileArmiosBell",[2542],[8726],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
115,"KillPossessedExileAshLessard",[2582],[8727],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
116,"KillPossessedExileAugustinaSolaris","[2590,2591]",[8728],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
117,"KillPossessedExileAurelioVoidsinger",[2576],[8729],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
118,"KillPossessedExileBaracusPhraxis",[2577],[8730],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
119,"KillPossessedExileBoltBrownfur","[2564,2565]",[8731],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
120,"KillPossessedExileDamoiTui","[2557,2558]",[8732],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
121,"KillPossessedExileDenaLorenni",[2553],[8733],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
122,"KillPossessedExileEoinGreyfur","[2570,2571,2599]",[8734],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
123,"KillPossessedExileIgnaPhoenix","[2549,2550]",[8735],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
124,"KillPossessedExileIonDarkshroud","[2578,2598,2579]",[8736],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
125,"KillPossessedExileJonahUnchained","[2556,2596]",[8737],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
126,"KillPossessedExileKirmesOlli",[2555],[8738],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
127,"KillPossessedExileLaelFuria",[2593],[8739],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
128,"KillPossessedExileMagnusStonethorn",[2575],[8740],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
129,"KillPossessedExileMinaraAnemina","[2548,2600]",[8741],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
130,"KillPossessedExileOhneTrix",[2568],[8742],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
131,"KillPossessedExileOrraGreengate","[2526,2527,2597]",[8743],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
132,"KillPossessedExileOyraOna",[2545],[8744],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
133,"KillPossessedExileSevetTetherein",[2569],[8757],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
134,"KillPossessedExileThenaMoga","[2530,2531]",[8745],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
135,"KillPossessedExileThomImperial",[2588],[8746],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
136,"KillPossessedExileTinevinHighdove",[2573],[8747],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
137,"KillPossessedExileTorrOlgosso","[2538,2539,2595]",[8748],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
138,"KillPossessedExileUltimaThule",[2554],[8749],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
139,"KillPossessedExileUlyssesMorvant",[2587],[8750],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
140,"KillPossessedExileVanthAgiel",[2594],[8751],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
141,"KillPossessedExileVickasGiantbone",[2563],[8752],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
142,"KillPossessedExileWilorinDemontamer","[2584,2585]",[8753],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
143,"KillPossessedExileXandoBlooddrinker",[2561],[8754],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
144,"KillPossessedExileZacharieDesmarais",[2544],[8755],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
145,"KillMapBossWhileInDeliriumMist",[0],[8780],"",[],"[7,35]",[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
146,"KillKitavaInBelfryMapWithoutBeingAffectedByDevouringDarkness",[5395],[],"",[],[],[1189],1,1,1,"","",[],[],[],"",0,[],"",[19],1,""
147,"DefeatBrittleEmperorInWastelandMapWhileInHisConsecratedGround",[3849],[],"",[29],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
148,"DefeatNightmareOmenInPrimordialPoolWithoutDamageFromBloodProjectilesAfter2Submerges",[4146],[],"",[],[],[1202],1,1,"","","",[],[],[],"",0,[],"","[20,21]",1,""
149,"KillShaperGuardianMaxDelirium","[4876,4867,4872,4879]",[],"",[],[],[],1,1,"","",11507,[],[],[],"",0,[],"",[],100,""
150,"KillVarheshInTerraceWithoutBecomingFearful",[5680],[],"",[],[],[1226],1,1,1,"","",[],[],[],"",0,[],"",[22],1,""
151,"KillLadyStormflayInGhettoWhileVulnerable",[2459],[],"",[23],[],[1223],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
152,"DefeatPietyTheEmpyreanInShrineWhileAffectedByPietysRage",[2472],[],"",[9],[],[1227],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
153,"Rampage300InSimulacrum",[0],[],"",[30],[],"[1632,1633,1634,1635,1636]",1,1,"","","",[],[],[],"",0,[],"",[],1,""
154,"KillRogueExile","[2538,2542,2544,2556,2557,2561,2563,2526,2530,2534,2590,2593,2594,2578,2582,2584,2570,2573,2575,2548,2549,2553,2536,2545,2564,2587,2576,2554,2568,2555,2577,2588,2547,2569,2595,2596,2597,2598,2599,2600]",[9145],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
155,"KillTormentedSpriit","[3620,3621,3622,3623,3624,3625,3626,3627,3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3640,3641,3642,3643,3645,3646,3647,3648,3649,3650,3651,3652]",[6971],1,[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
156,"KillTormentedSpiritInMonster",[0],[7955],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
157,"KillPossessedDeliriumBoss","[7915,7916,7917,7918]",[7158],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
158,"KillBestiaryBoss","[6118,6073,6153,6126,6119,6074,6155,6127]","[9106,9215]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
159,"KillUberAtziri",[3380],[8221],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
160,"KillChayulaInDomain",[5106],[8216],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
161,"KillPreethiEyePeckerWhileYouAndHerAreBleeding",[5736],[7016],"",[31],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
162,"KillFallenQueenAfterBrokenPrinceAndHollowLady",[1424],[7017],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[25],1,""
163,"KillStalkerOfEndlessDunesWithoutBeingAffectedBySandstorm",[5718],[7018],"",[],[],[1236],1,1,"","","",[],[],[],"",0,[],"",[23],1,""
164,"KillSallazzangWithoutSuppressingFire",[1470],[7019],"",[],[],[1155],1,1,1,"","",[],[],[],"",0,[],"",[24],1,""
165,"KillIzaroLabOfFortune","[4518,4519,4520]","[8411,9027]","",[],[],[],75,75,"","",12140,[],[],[],"",0,[],"",[],5,""
166,"KillIzaroLabOfOpportunity","[4518,4519,4520]","[8411,9028]","",[],[],[],75,75,"","",12152,[],[],[],"",0,[],"",[],6,""
167,"KillIzaroLabOfPotential","[4518,4519,4520]","[8411,9029]","",[],[],[],75,75,"","",12153,[],[],[],"",0,[],"",[],8,""
168,"KillPortentiaTheFoulAfter3TransformsAndWithoutBeingAffectedByEffluents",[5194],[7137],"",[],[],[1177],1,1,1,"","",[],[],[],"",0,[],"","[26,27]",1,""
169,"KillTerrorOfInfiniteDriftsWith10StacksQuicksand",[5877],[7138],"",[32],[],[1229],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
170,"KillChimeraAfterSearching25Clouds",[4879],[7139],"",[],[],[1243],1,1,1,"","",[],[],[],"",0,[],"",[28],1,""
171,"KillShaperWithoutDamageFromNonMelee",[4959],[7140],"",[],[],[1247],1,1,"","","",[],[],[],"",0,[],"",[29],1,""
172,"KillOshabiWithoutBeingAffectedBySacredSuffering",[8127],[7191],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[30],1,""
173,"KillOshabiWithoutBeingHitByOrbOfThorns",[8127],[7192],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[31],1,""
174,"KillOshabiWithoutBeingHitByVineHammer",[8127],[7193],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[32],1,""
175,"KillOshabiWithoutBeingHitByVolatileOrchard",[8127],[7194],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[33],1,""
176,"KillIncursionOmnitect",[6275],"[8090,4204]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
177,"KillPossessedUniqueMonster",[0],[8896],"",[],"[13,3]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
178,"KillHallowedHuskAfter3BloodRainsAndWithoutStandingInProximityShield",[1589],[7418],"",[],[],[1237],1,1,1,"","",[],[],[],"",0,[],"","[34,35]",1,""
179,"KillVaalTempleBossesInReverse",[3205],[7419],"",[],[],[1248],1,1,1,"","",[],[],[],"",0,[],"",[36],1,""
180,"KillAulenGreychainWhileHimAndYouHaveImmortalCall",[2403],[7420],"",[33],[37],[1100],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
181,"KillChayulaWithoutBeingHitByChaosCycloneProjectilesAndAfter3Cyclones",[5106],[9112],"",[],[],[],81,81,1,"","",[],[],[],"",0,[],"",[37],1,""
182,"KillMerveilWithSapphireRingEquipped",[151],[7201],"",[34],[],[18],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
183,"KillVaalOversoulWithTopazRingEquipped",[148],[7202],"",[35],[],[37],1,1,"","","",[],[],[],"",0,[],"",[],1,""
184,"KillPietyWithSapphireRingAndTopazRingEquipped",[1336],[7203],"",[36],[],[52],1,1,"","","",[],[],[],"",0,[],"",[],1,""
185,"KillLeifTheSwiftHandedWhileBlinded",[2375],[7272],"",[37],[],[1214],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
186,"KillHighTemplarWithoutBeingAffectedByColdBeam",[1579],[7273],"",[],[],[1216],1,1,"","","",[],[],[],"",0,[],"",[39],1,""
187,"KillOakTheMightyWhileTaunted",[2400],[7274],"",[38],[],[1207],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
188,"KillJorusWhileHeIsChannellingScorchingRay",[5334],[7275],"",[],[38],[1181],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
189,"KillAdmiralDarnawWithoutBeingHitByOceansWave",[8250],[7423],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[40],1,""
190,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",[8240],[7424],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[41],1,""
191,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstormsAndWhileAffectedByEmberstorm",[8243],[7425],"",[39],[],[],1,1,1,"","",[],[],[],"",0,[],"",[42],1,""
192,"KillVoxTwinsWithoutBecomingImmobilised","[8253,8254]",[7426],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[43,44]",1,""
