"rownum","Id","rid","[rid]","rid","BK2File"
87,"ProxyKey83",7,[7],5711,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
88,"ProxyKey84",10,[7],5801,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
89,"ProxyKey85",2,[7],6028,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
90,"ProxyKey91",0,[19],6004,""
91,"ProxyKey92",7,[19],5969,""
92,"ProxyKey93",10,[19],5696,""
93,"ProxyKey94",8,[19],5733,""
94,"ProxyKey95",3,[19],5988,""
95,"ProxyKey96",0,[20],5976,""
96,"ProxyKey97",7,[20],5969,""
97,"ProxyKey98",8,[20],6025,""
98,"ProxyKey99",10,[20],6012,""
99,"ProxyKey100",3,[20],5989,""
100,"ProxyKey101",0,[21],6045,""
101,"ProxyKey102",7,[21],5969,""
102,"ProxyKey103",8,[21],5733,""
103,"ProxyKey104",10,[21],5870,""
104,"ProxyKey105",3,[21],5833,""
105,"ProxyKey106",0,[22],6073,""
106,"ProxyKey107",8,[22],5733,""
107,"ProxyKey108",7,[22],5969,""
108,"ProxyKey109",3,[22],6060,""
109,"ProxyKey110",4,[22],6098,""
110,"497",2,[22],6029,""
111,"496",10,[22],6215,""
112,"495",13,[22],5948,""
113,"494",15,[22],5767,""
114,"493",23,[22],5788,""
115,"508",29,[22],5857,""
116,"507",30,[22],6107,""
117,"ProxyKey111",0,[23],5719,""
118,"ProxyKey112",2,[23],6042,""
119,"ProxyKey113",3,[23],5983,""
120,"ProxyKey114",8,[23],5727,""
121,"ProxyKey115",10,[23],6059,""
122,"ProxyKey116",0,[24],5928,""
123,"ProxyKey117",2,[24],6040,""
124,"ProxyKey118",3,[24],6006,""
125,"ProxyKey119",8,[24],5727,""
126,"ProxyKey120",15,[24],5767,""
127,"ProxyKey121",0,[25],5761,""
128,"ProxyKey122",7,[25],5969,""
129,"ProxyKey123",10,[25],5720,""
130,"ProxyKey124",8,[25],6025,""
131,"ProxyKey125",3,[25],5988,""
132,"ProxyKey126",0,[26],5950,""
133,"ProxyKey127",7,[26],5969,""
134,"ProxyKey128",10,[26],6066,""
135,"ProxyKey129",8,[26],5733,""
136,"ProxyKey130",3,[26],5841,""
137,"ProxyKey131",0,[27],6189,""
138,"ProxyKey132",8,[27],6208,""
139,"ProxyKey133",7,[27],5697,""
140,"ProxyKey134",3,[27],6006,""
141,"ProxyKey135",4,[27],6087,""
142,"505",2,[27],6028,""
143,"504",10,[27],6069,""
144,"503",13,[27],5735,""
145,"502",15,[27],5894,""
146,"501",18,[27],5949,""
147,"500",24,[27],6101,""
148,"ProxyKey136",0,[31],5996,""
149,"ProxyKey137",2,[31],6037,""
150,"ProxyKey138",8,[31],5998,""
151,"ProxyKey139",7,[31],5969,""
152,"ProxyKey140",10,[31],5997,""
153,"ProxyKey141",13,[31],6052,""
154,"ProxyKey142",15,[31],5770,""
155,"ProxyKey143",18,[31],6075,""
156,"ProxyKey144",23,[31],6074,""
157,"ProxyKey145",24,[31],6021,""
158,"ProxyKey146",30,[31],5962,""
159,"ProxyKey147",29,[31],5726,""
160,"ProxyKey148",0,[32],5719,""
161,"ProxyKey149",2,[32],6042,""
162,"ProxyKey150",8,[32],5998,""
163,"ProxyKey151",7,[32],5955,""
164,"ProxyKey152",10,[32],6059,""
165,"ProxyKey153",13,[32],5947,""
166,"ProxyKey154",15,[32],5826,""
167,"ProxyKey155",18,[32],5725,""
168,"ProxyKey157",24,[32],5992,""
169,"ProxyKey158",30,[32],5990,""
170,"ProxyKey159",29,[32],6061,""
171,"ProxyKey190",0,[33],5703,""
172,"ProxyKey156",1,[33],6027,""
173,"ProxyKey160",3,[33],6006,""
174,"ProxyKey161",7,[33],5697,""
175,"ProxyKey162",13,[33],5944,""
176,"ProxyKey163",15,[33],5725,""
177,"ProxyKey164",18,[33],5859,""
178,"ProxyKey165",23,[33],6008,""
179,"ProxyKey166",24,[33],5819,""
180,"ProxyKey167",30,[33],5990,""
181,"ProxyKey168",0,[34],5928,""
182,"ProxyKey169",1,[34],6040,""
183,"ProxyKey170",3,[34],6006,""
184,"ProxyKey171",8,[34],5724,""
185,"ProxyKey172",13,[34],5705,""
186,"ProxyKey173",15,[34],5725,""
187,"ProxyKey174",18,[34],5767,""
188,"ProxyKey175",23,[34],6008,""
189,"ProxyKey176",24,[34],5819,""
190,"ProxyKey177",30,[34],5990,""
191,"ProxyKey178",29,[34],6036,""
192,"ProxyKey179",0,[35],6073,""
193,"ProxyKey180",1,[35],6029,""
194,"ProxyKey181",3,[35],5841,""
195,"ProxyKey182",8,[35],5724,""
196,"ProxyKey183",8,[35],5794,""
197,"ProxyKey184",7,[35],5969,""
198,"ProxyKey185",13,[35],5944,""
199,"ProxyKey186",13,[35],6078,""
200,"ProxyKey187",15,[35],5999,""
201,"ProxyKey188",18,[35],6080,""
202,"ProxyKey189",23,[35],6077,""
203,"ProxyKey191",30,[35],5962,""
204,"ProxyKey192",29,[35],5864,""
205,"ProxyKey193",0,[36],5976,""
206,"ProxyKey194",1,[36],6038,""
207,"ProxyKey195",3,[36],5841,""
208,"ProxyKey196",8,[36],5724,""
209,"ProxyKey197",10,[36],5896,""
210,"ProxyKey198",15,[36],5770,""
211,"ProxyKey199",18,[36],5814,""
212,"ProxyKey200",23,[36],6071,""
213,"ProxyKey201",30,[36],5961,""
214,"ProxyKey202",29,[36],5858,""
215,"ProxyKey203",0,[37],5702,""
216,"ProxyKey204",7,[37],5697,""
217,"ProxyKey205",10,[37],6094,""
218,"ProxyKey206",8,[37],5724,""
219,"ProxyKey207",3,[37],5803,""
220,"ProxyKey208",0,[38],6093,""
221,"ProxyKey209",7,[38],5697,""
222,"ProxyKey210",10,[38],5707,""
223,"ProxyKey211",8,[38],5724,""
224,"ProxyKey212",3,[38],6091,""
225,"ProxyKey213",0,[39],5950,""
226,"ProxyKey214",7,[39],5969,""
227,"ProxyKey215",10,[39],5870,""
228,"ProxyKey216",8,[39],5733,""
229,"ProxyKey217",3,[39],5989,""
230,"ProxyKey218",0,[40],6115,""
231,"ProxyKey219",7,[40],5969,""
232,"ProxyKey220",10,[40],5831,""
233,"ProxyKey221",8,[40],5730,""
234,"ProxyKey222",3,[40],5833,""
235,"ProxyKey223",0,[41],5714,""
236,"ProxyKey224",7,[41],5782,""
237,"ProxyKey225",10,[41],5899,""
238,"ProxyKey226",8,[41],5791,""
239,"ProxyKey227",3,[41],5994,""
240,"ProxyKey228",0,[42],6106,""
241,"ProxyKey229",7,[42],6108,""
242,"ProxyKey230",10,[42],6119,""
243,"ProxyKey231",8,[42],5727,""
244,"ProxyKey232",3,[42],5833,""
245,"ProxyKey233",0,[45],5723,""
246,"ProxyKey234",7,[45],5955,""
247,"ProxyKey235",10,[45],5983,""
248,"ProxyKey236",8,[45],5730,""
249,"ProxyKey237",3,[45],6121,""
250,"ProxyKey238",0,[44],5928,""
251,"ProxyKey239",7,[44],5965,""
252,"ProxyKey240",8,[44],5724,""
253,"ProxyKey241",3,[44],6085,""
254,"ProxyKey242",0,[43],6115,""
255,"ProxyKey243",7,[43],5969,""
256,"ProxyKey244",10,[43],5831,""
257,"ProxyKey245",8,[43],5733,""
258,"ProxyKey246",3,[43],5989,""
259,"ProxyKey247",15,[43],5977,""
260,"ProxyKey248",1,[43],6120,""
261,"ProxyKey249",18,[43],5854,""
262,"ProxyKey250",13,[43],6116,""
263,"ProxyKey251",13,[45],5797,""
264,"ProxyKey252",23,[45],6125,""
265,"ProxyKey253",15,[44],5797,""
266,"ProxyKey254",0,[48],5702,""
267,"ProxyKey255",7,[48],5705,""
268,"ProxyKey256",10,[48],6003,""
269,"ProxyKey257",8,[48],5724,""
270,"ProxyKey258",3,[48],6006,""
271,"ProxyKey259",15,[48],5767,""
272,"ProxyKey260",13,[48],5944,""
273,"ProxyKey261",18,[48],5966,""
274,"ProxyKey262",23,[48],6036,""
275,"ProxyKey263",24,[48],5972,""
276,"ProxyKey264",0,[47],5761,""
277,"ProxyKey265",7,[47],5969,""
278,"ProxyKey266",8,[47],5733,""
279,"ProxyKey267",3,[47],5988,""
280,"ProxyKey268",15,[47],5999,""
281,"ProxyKey269",18,[47],6082,""
282,"ProxyKey270",24,[47],6021,""
283,"ProxyKey271",29,[47],6062,""
284,"ProxyKey272",0,[46],5928,""
285,"ProxyKey273",7,[46],5705,""
286,"ProxyKey274",10,[46],6181,""
287,"ProxyKey275",8,[46],5724,""
288,"ProxyKey276",3,[46],6006,""
289,"ProxyKey277",15,[46],5767,""
290,"ProxyKey278",13,[46],6178,""
291,"ProxyKey279",24,[46],6101,""
292,"ProxyKey280",30,[46],5990,""
293,"ProxyKey281",10,[47],6180,""
294,"ProxyKey282",29,[48],6175,""
295,"ProxyKey283",29,[46],6175,""
296,"ProxyKey284",18,[46],6103,""
297,"ProxyKey285",8,[49],6023,""
298,"ProxyKey286",7,[49],5697,""
299,"ProxyKey287",10,[49],6069,""
300,"ProxyKey288",3,[49],6067,""
301,"ProxyKey289",15,[49],5894,""
302,"ProxyKey290",13,[49],6100,""
303,"ProxyKey291",18,[49],6103,""
304,"ProxyKey292",24,[49],6101,""
305,"ProxyKey293",29,[49],5848,""
306,"ProxyKey294",0,[50],5996,""
307,"ProxyKey295",7,[50],5820,""
308,"ProxyKey296",10,[50],5997,""
309,"ProxyKey297",8,[50],5998,""
310,"ProxyKey298",3,[50],5994,""
311,"ProxyKey299",15,[50],5999,""
312,"ProxyKey300",13,[50],6167,""
313,"ProxyKey301",18,[50],5780,""
314,"ProxyKey302",7,[51],5969,""
315,"ProxyKey303",15,[51],6009,""
316,"ProxyKey304",13,[51],5944,""
317,"ProxyKey305",23,[50],6193,""
318,"ProxyKey306",24,[50],6192,""
319,"ProxyKey307",0,[49],6189,""
320,"ProxyKey308",0,[51],5976,""
321,"ProxyKey309",10,[51],6185,""
322,"ProxyKey310",2,[51],6039,""
323,"ProxyKey311",3,[51],6191,""
324,"ProxyKey312",24,[51],6083,""
325,"ProxyKey313",0,[52],6106,""
326,"ProxyKey314",8,[52],5727,""
327,"ProxyKey315",10,[52],6119,""
328,"ProxyKey316",7,[52],5711,""
329,"ProxyKey317",3,[52],5833,""
330,"ProxyKey318",4,[52],6087,""
331,"ProxyKey319",15,[52],6018,""
332,"ProxyKey320",18,[52],5780,""
333,"ProxyKey321",30,[52],5960,""
334,"ProxyKey322",29,[52],5726,""
335,"ProxyKey323",0,[53],5950,""
336,"ProxyKey324",8,[53],5733,""
337,"ProxyKey325",10,[53],6031,""
338,"ProxyKey326",7,[53],5969,""
339,"ProxyKey327",3,[53],5989,""
340,"ProxyKey328",4,[53],6098,""
341,"ProxyKey329",15,[53],5999,""
342,"ProxyKey330",13,[53],6167,""
343,"ProxyKey331",18,[53],5854,""
344,"ProxyKey332",24,[53],5846,""
345,"ProxyKey333",30,[53],6196,""
346,"ProxyKey334",29,[53],5732,""
347,"ProxyKey335",0,[54],5970,""
348,"ProxyKey336",8,[54],5730,""
349,"ProxyKey337",10,[54],5708,""
350,"ProxyKey338",7,[54],5711,""
351,"ProxyKey339",3,[54],5833,""
352,"ProxyKey340",4,[54],6087,""
353,"ProxyKey341",15,[54],6197,""
354,"ProxyKey342",13,[54],5735,""
355,"ProxyKey343",29,[54],5812,""
356,"ProxyKey344",24,[54],5972,""
357,"ProxyKey345",30,[54],5960,""
358,"ProxyKey346",29,[54],5857,""
359,"ProxyKey347",0,[55],5950,""
360,"ProxyKey348",8,[55],6029,""
361,"ProxyKey349",10,[55],6202,""
362,"ProxyKey350",7,[55],5969,""
363,"ProxyKey351",3,[55],5836,""
364,"ProxyKey352",4,[55],6087,""
365,"ProxyKey353",1,[55],6208,""
366,"ProxyKey354",18,[55],5780,""
367,"ProxyKey355",30,[55],5990,""
368,"ProxyKey356",29,[55],5726,""
369,"ProxyKey357",13,[55],6203,""
370,"ProxyKey358",15,[55],6207,""
371,"ProxyKey359",0,[56],5702,""
372,"ProxyKey360",8,[56],5724,""
373,"ProxyKey361",7,[56],5697,""
374,"ProxyKey362",3,[56],6006,""
375,"ProxyKey363",4,[56],6085,""
376,"ProxyKey364",1,[56],6016,""
377,"ProxyKey365",15,[56],5767,""
378,"ProxyKey366",18,[56],6103,""
379,"ProxyKey367",30,[56],5990,""
380,"ProxyKey368",29,[56],6026,""
381,"ProxyKey369",13,[56],5967,""
382,"369",0,[57],6189,""
383,"370",8,[57],6023,""
384,"371",7,[57],5705,""
385,"372",3,[57],6006,""
386,"373",4,[57],6087,""
387,"374",10,[57],5707,""
388,"375",15,[57],6207,""
389,"376",18,[57],6103,""
390,"377",24,[57],6104,""
391,"378",29,[57],5857,""
392,"381",0,[58],5761,""
393,"382",8,[58],5733,""
394,"383",7,[58],5820,""
395,"384",3,[58],5988,""
396,"385",4,[58],6098,""
397,"386",10,[58],5720,""
398,"387",13,[58],5945,""
399,"388",18,[58],5853,""
400,"389",23,[58],6228,""
401,"390",24,[58],6194,""
402,"391",29,[58],6062,""
403,"392",30,[58],5959,""
404,"393",0,[59],5723,""
405,"394",8,[59],5730,""
406,"395",7,[59],5955,""
407,"396",3,[59],6121,""
408,"397",4,[59],6087,""
409,"398",10,[59],5806,""
410,"399",15,[59],5797,""
411,"400",13,[59],5946,""
412,"401",18,[59],5778,""
413,"402",23,[59],6220,""
414,"403",24,[59],6222,""
415,"404",29,[59],5726,""
416,"405",30,[59],5962,""
417,"406",0,[60],6106,""
418,"407",8,[60],5733,""
419,"408",7,[60],6099,""
420,"409",3,[60],5989,""
421,"410",4,[60],6087,""
422,"411",10,[60],5865,""
423,"412",15,[60],5725,""
424,"413",18,[60],5854,""
425,"414",24,[60],5846,""
426,"415",0,[61],5719,""
427,"416",8,[61],5727,""
428,"417",7,[61],6099,""
429,"418",3,[61],6121,""
430,"419",4,[61],6087,""
431,"420",10,[61],6229,""
432,"421",13,[61],5947,""
433,"422",18,[61],5812,""
434,"423",24,[61],6174,""
435,"424",29,[61],5858,""
436,"425",0,[62],5950,""
437,"426",8,[62],5733,""
438,"427",7,[62],5969,""
439,"428",3,[62],5988,""
440,"429",4,[62],6098,""
441,"430",2,[62],6029,""
442,"431",10,[62],6031,""
443,"432",13,[62],5946,""
444,"433",15,[62],5770,""
445,"434",18,[62],5854,""
446,"435",24,[62],5846,""
447,"436",29,[62],5858,""
448,"437",0,[63],5976,""
449,"438",8,[63],5733,""
450,"439",7,[63],5969,""
451,"440",3,[63],5989,""
452,"441",4,[63],6098,""
453,"443",10,[63],5807,""
454,"444",13,[63],5946,""
455,"445",15,[63],5999,""
456,"446",18,[63],5854,""
457,"447",30,[63],5959,""
458,"448",29,[63],5858,""
459,"449",0,[64],5976,""
460,"450",8,[64],5733,""
461,"451",7,[64],5969,""
462,"452",3,[64],6191,""
463,"453",4,[64],6098,""
464,"454",2,[64],6029,""
465,"455",10,[64],5861,""
466,"456",13,[64],5944,""
467,"457",15,[64],6009,""
468,"458",18,[64],5852,""
469,"459",24,[64],6083,""
470,"460",23,[64],5800,""
471,"461",29,[64],6176,""
472,"462",0,[65],5721,""
473,"463",8,[65],5727,""
474,"464",7,[65],5955,""
475,"465",3,[65],6121,""
476,"468",10,[65],5708,""
477,"469",13,[65],5945,""
478,"470",15,[65],5797,""
479,"471",18,[65],5779,""
480,"472",24,[65],5974,""
481,"473",30,[65],5960,""
482,"474",29,[65],5726,""
483,"475",0,[66],6045,""
484,"476",8,[66],5730,""
485,"477",7,[66],5969,""
486,"478",3,[66],5833,""
487,"486",4,[66],6098,""
488,"487",2,[66],6120,""
489,"479",10,[66],5870,""
490,"480",13,[66],6116,""
491,"481",15,[66],5977,""
492,"482",18,[66],5853,""
493,"483",24,[66],5845,""
494,"484",30,[66],6188,""
495,"485",29,[66],5732,""
496,"498",0,[68],5702,""
497,"499",8,[68],6208,""
498,"506",7,[68],5697,""
499,"509",3,[68],6006,""
500,"511",2,[68],6016,""
501,"512",10,[68],6003,""
502,"513",13,[68],5944,""
503,"514",15,[68],5767,""
504,"515",18,[68],5966,""
505,"516",23,[68],6008,""
506,"517",24,[68],6104,""
507,"518",29,[68],6175,""
508,"519",0,[67],5714,""
509,"520",8,[67],6164,""
510,"521",7,[67],5782,""
511,"522",3,[67],5895,""
512,"524",2,[67],6041,""
513,"525",10,[67],5899,""
514,"526",13,[67],5898,""
515,"527",15,[67],5795,""
516,"528",18,[67],5780,""
517,"529",23,[67],5757,""
518,"530",24,[67],6114,""
519,"531",29,[67],5857,""
520,"532",30,[67],6107,""
521,"533",0,[69],6115,""
522,"534",8,[69],5733,""
523,"535",7,[69],5969,""
524,"536",3,[69],5989,""
525,"537",4,[69],6098,""
526,"538",2,[69],6028,""
527,"539",10,[69],6210,""
528,"540",13,[69],5946,""
529,"541",15,[69],6009,""
530,"542",18,[69],5778,""
531,"543",24,[69],5846,""
532,"544",29,[69],5732,""
