"rownum","WorldAreasKey","InheritsFrom","RecipeId"
45,743,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
46,744,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
47,44,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
48,53,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
49,90,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
50,104,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
51,106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
52,122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
53,140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
54,1179,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
55,1228,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
56,1258,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
57,1139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
58,1102,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
59,1155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
60,1172,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
61,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
62,1198,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
63,1134,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
64,1265,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
65,1266,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
66,1161,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
67,1168,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
68,1191,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
69,1178,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
70,1231,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
71,1264,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
72,1099,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
73,1147,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
74,1200,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
75,1136,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
76,1173,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
77,1128,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
78,1135,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
79,1196,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
80,1218,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
81,1185,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
82,1154,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
83,1112,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
84,1091,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
85,1159,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
86,1141,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
87,1126,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
88,1157,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
89,1153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
90,1232,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
91,1207,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
92,1260,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
93,1194,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
94,1123,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
95,1227,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
