"rownum","string","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool","WorldAreasKeys","[rid]"
66,"UniqueMap_TwilightTemple",[],[],"[8173,8370,8820,9012,9205]",[],1,[1174],[]
67,"UniqueMap_PillarsOfArun",[],[],"[8174,8371,8821,9013,9206]",[],1,[1150],[]
68,"VaalTemple",[],[],[],[],1,"[1058,926,833,1248]",[]
69,"TwinnedCaldera",[3],[],[],[],1,"[1048,929,1222]",[]
70,"TwinnedColosseum",[3],[],[],[],1,"[1049,930,1231]",[]
71,"TwinnedCore",[3],[],[],[],1,"[1050,928,1230]",[]
72,"TwinnedMalformation",[3],[],[],[],1,"[1011,901,1225]",[]
73,"TwinnedMaze",[3],[],[],[],1,"[1042,925,817,1123]",[]
74,"TwinnedMuseum",[3],[],[],[],1,"[997,859,782,1184]",[]
75,"TwinnedNecropolis",[3],[],[],[],1,"[1027,902,821,1219]",[]
76,"TwinnedPalace",[3],[],[],[],1,"[1044,922,831,1237]",[]
77,"TwinnedPark",[3],[],[],[],1,[1224],[]
78,"TwinnedPhantasmagoria",[3],[],[],[],1,"[953,868,1134]",[]
79,"TwinnedPlaza",[3],[],[],[],1,"[1038,927,1235]",[]
80,"TwinnedScriptorium",[3],[],[],[],1,"[1039,1186]",[]
81,"TwinnedShrine",[3],[],[],[],1,"[1045,923,829,1227]",[]
82,"TwinnedTortureChamber",[3],[],[],[],1,"[1021,886,806,1217]",[]
83,"TwinnedWasteland",[3],[],[],[],1,"[1024,917,1191]",[]
84,"TwinnedAcademy",[3],[],[],[],1,"[948,911,827,1135]",[]
85,"TwinnedCarcass",[3],[],[],[],1,[1242],[]
86,"TwinnedTribunal",[3],[],[],[],1,[1144],[]
87,"TwinnedBoneCrypt",[3],[],[],[],1,"[977,884,783,1151]",[]
88,"TwinnedSepulchre",[3],[],[],[],1,[1175],[]
89,"TwinnedLair",[3],[],[],[],1,"[1034,1200]",[]
90,"TwinnedOvergrownShrine",[3],[],[],[],1,"[999,861,785,1212]",[]
91,"TwinnedArsenal",[3],[],[],[],1,"[1008,916,767,1228]",[]
92,"TwinnedAcidLakes",[3],[],[],[],1,"[950,1232]",[]
93,"TwinnedCrimsonTemple",[3],[],[],[],1,[1234],[]
94,"TwinnedLookout",[3],[],[],[],1,[1088],[]
95,"TwinnedStrand",[3],[],[],[],1,"[970,879,801,1111]",[]
96,"TwinnedSpiderLair",[3],[],[],[],1,"[963,852,775,1129]",[]
97,"TwinnedJungleValley",[3],[],[],[],1,"[935,890,810,1133]",[]
98,"TwinnedVaalPyramid",[3],[],[],[],1,"[946,853,776,1161]",[]
99,"TwinnedOrchard",[3],[],[],[],1,"[998,896,765,1197]",[]
100,"TwinnedSpiderForest",[3],[],[],[],1,"[969,865,789,1203]",[]
101,"TwinnedFactory",[3],[],[],[],1,"[937,1206]",[]
102,"TwinnedMesa",[3],[],[],[],1,"[959,1207]",[]
103,"TwinnedCastleRuins",[3],[],[],[],1,"[976,915,1214]",[]
104,"TwinnedMoonTemple",[3],[],[],[],1,[1173],[]
105,"TwinnedDarkForest",[3],[],[],[],1,"[1051,894,814,1233]",[]
106,"TwinnedTemple",[3],[],[],[],1,"[1005,876,798,1181]",[]
107,"TwinnedShipyard",[3],[],[],[],1,"[1032,913,828,1188]",[]
108,"TwinnedCursedCrypt",[3],[],[],[],1,"[995,834,756,1195]",[]
109,"TwinnedPrimordialPool",[3],[],[],[],1,"[962,1202]",[]
110,"TwinnedPit",[3],[],[],[],1,"[960,839,1208]",[]
111,"TwinnedVilla",[3],[],[],[],1,"[954,875,797,1216]",[]
112,"TwinnedRacecourse_",[3],[],[],[],1,"[967,1221]",[]
113,"TwinnedGhetto",[3],[],[],[],1,"[938,851,774,1223]",[]
114,"TwinnedCitySquare",[3],[],[],[],1,[1108],[]
115,"TwinnedPeninsula",[3],[],[8009],[],1,"[957,895,815,1103]",[]
116,"TwinnedVolcano",[3],[],[],[],1,"[1047,906,1117]",[]
117,"TwinnedArena",[3],[],[],[],1,"[984,860,1183]",[]
118,"TwinnedPort",[3],[],[],[],1,"[1012,1104]",[]
119,"TwinnedPrecinct",[3],[],[],[],1,"[1020,910,826,1192]",[]
120,"TwinnedPlateau",[3],[],[],[],1,"[1029,904,823,1178]",[]
121,"TwinnedCanyon",[3],[],[],[],1,"[965,893,813,1119]",[]
122,"TwinnedCourthouse",[3],[],[],[],1,[1110],[]
123,"TwinnedBurialChambers",[3],[],[8196],[],1,"[956,1105]",[]
124,"T10HellscapeMaps",[61],[],[8391],[],1,[0],[]
125,"AoEMinotaur",[62],[],[8384],[],1,"[1056,1246]",[]
126,"MinusMaxPhoenix",[63],[],[8385],[],1,"[1055,1245]",[]
127,"FleetChimera","[65,66,67]",[],[8386],[],1,"[1053,1243]",[]
128,"MultiProjHydra",[64],[],[8387],[],1,"[1054,1244]",[]
129,"SynthesisUniqueMapCortex",[],[],[8413],[],1,[451],[]
130,"SynthesisUniqueMapMemory1",[],[],[8413],[],1,[452],[]
131,"SynthesisUniqueMapMemory2",[],[],[8413],[],1,[453],[]
132,"SynthesisUniqueMapMemory3",[],[],[8413],[],1,[454],[]
133,"SynthesisUniqueMapMemory4",[],[],[8413],[],1,[455],[]
134,"MapWith4SextantMods",[68],[],[8645],[],1,[0],[]
135,"TangleInfluenceMap",[69],[],[8528],[],1,[0],[]
136,"CleansingFireInfluenceMap",[70],[],[8526],[],1,[0],[]
137,"WrithingInvitation5ModsHeightOfHubris","[7,71]",[],[8792],[],1,[1282],[]
138,"ScreamingInvitation5ModsHeightOfHubris","[7,71]",[],[8793],[],1,[1285],[]
139,"PolaricInvitation5ModsHeightOfHubris","[7,71]",[],[8794],[],1,[1283],[]
140,"IncandescentInvitation5ModsHeightOfHubris","[7,71]",[],[8795],[],1,[1284],[]
141,"EaterOfWorldsWith70PercentBossAoE",[72],[],[8858],[],1,[1285],[]
142,"5ModBlightRavagedMap","[7,60,73,5]",[],[8948],[],1,[0],[]
143,"MapExplicitModGrind",[],[4492],[9047],[],1,[0],[]
144,"T168ModMap","[8,20,1]",[],[9077],[],1,[0],[]
145,"FinalTier14PlusAbyssMemoryLineMap","[76,77,79]",[],[9044],[],1,[0],[]
146,"FinalTier14PlusAmbushMemoryLineMap","[76,77,80]",[],[9039],[],1,[0],[]
147,"FinalTier14PlusAnarchyMemoryLineMap","[76,77,81]",[],[],[],1,[0],[]
148,"FinalTier14PlusBestiaryMemoryLineMap","[76,77,82]",[],[],[],1,[0],[]
149,"FinalTier14PlusBetrayalMemoryLineMap","[76,77,83]",[],[],[],1,[0],[]
150,"FinalTier14PlusBlightMemoryLineMap","[76,77,84]",[],[],[],1,[0],[]
151,"FinalTier14PlusBreachMemoryLineMap","[76,77,85]",[],[9042],[],1,[0],[]
152,"FinalTier14PlusDeliriumMemoryLineMap","[76,77,86]",[],[],[],1,[0],[]
153,"FinalTier14PlusDominationMemoryLineMap","[76,77,87]",[],[],[],1,[0],[]
154,"FinalTier14PlusEssenceMemoryLineMap","[76,77,88]",[],[9035],[],1,[0],[]
155,"FinalTier14PlusExpeditionMemoryLineMap","[76,77,89]",[],[],[],1,[0],[]
156,"FinalTier14PlusHarvestMemoryLineMap","[76,77,90]",[],[9037],[],1,[0],[]
157,"FinalTier14PlusHeistMemoryLineMap","[76,77,91]",[],[],[],1,[0],[]
158,"FinalTier14PlusIncursionMemoryLineMap","[76,77,92]",[],[9040],[],1,[0],[]
159,"FinalTier14PlusLegionMemoryLineMap","[76,77,93]",[],[],[],1,[0],[]
160,"FinalTier14PlusMetamorphMemoryLineMap","[76,77,94]",[],[],[],1,[0],[]
161,"FinalTier14PlusRitualMemoryLineMap","[76,77,95]",[],[],[],1,[0],[]
162,"FinalTier14PlusTormentMemoryLineMap","[76,77,96]",[],[9043],[],1,[0],[]
163,"FinalTier14PlusHarbingerMemoryLineMap","[76,77,97]",[],[9045],[],1,[0],[]
164,"Tier16AbyssMemoryLineMap","[20,79]",[],[9104],[],1,[0],[]
165,"Tier16AmbushMemoryLineMap","[20,80]",[],[9104],[],1,[0],[]
166,"Tier16AnarchyMemoryLineMap","[20,81]",[],[9104],[],1,[0],[]
167,"Tier16BestiaryMemoryLineMap","[20,82]",[],[9104],[],1,[0],[]
168,"Tier16BetrayalMemoryLineMap","[20,83]",[],[9104],[],1,[0],[]
169,"Tier16BlightMemoryLineMap","[20,84]",[],[9104],[],1,[0],[]
170,"Tier16BreachMemoryLineMap","[20,85]",[],[9104],[],1,[0],[]
171,"Tier16DeliriumMemoryLineMap","[20,86]",[],[9104],[],1,[0],[]
172,"Tier16DominationMemoryLineMap","[20,87]",[],[9104],[],1,[0],[]
173,"Tier16EssenceMemoryLineMap","[20,88]",[],[9104],[],1,[0],[]
174,"Tier16ExpeditionMemoryLineMap","[20,89]",[],[9104],[],1,[0],[]
175,"Tier16HarvestMemoryLineMap","[20,90]",[],[9104],[],1,[0],[]
176,"Tier16HeistMemoryLineMap","[20,91]",[],[9104],[],1,[0],[]
177,"Tier16IncursionMemoryLineMap","[20,92]",[],[9104],[],1,[0],[]
178,"Tier16LegionMemoryLineMap","[20,93]",[],[9104],[],1,[0],[]
179,"Tier16MetamorphMemoryLineMap","[20,94]",[],[9104],[],1,[0],[]
180,"Tier16RitualMemoryLineMap","[20,95]",[],[9104],[],1,[0],[]
181,"Tier16TormentMemoryLineMap","[20,96]",[],[9104],[],1,[0],[]
182,"Tier16HarbingerMemoryLineMap","[20,97]",[],[9104],[],1,[0],[]
183,"MavenWitnessT14Plus8ModMaps","[8,1,73]",[],[9235],[],1,[0],[113]
184,"MemoryAtlas100QuantityT14Plus","[78,98,73]",[],[9229],[],1,[0],[]
185,"Tier15Beachhead",[19],[],[9164],[],1,"[1251,1250,1087,1086,1085,1252]",[]
186,"WrithingInvitation80Quantity",[99],[],[9241],[],1,[1282],[]
187,"ScreamingInvitation80Quantity",[99],[],[9242],[],1,[1285],[]
188,"PolaricInvitation80Quantity",[99],[],[9243],[],1,[1283],[]
189,"IncandescentInvitation80Quantity",[99],[],[9244],[],1,[1284],[]
