"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
101,"Curse6",18130,"[17373,17372]",1,1,0,8881
102,"Dagger1",63223,[3612],100,0,0,8881
103,"Dagger2",33315,[2040],1,0,0,8881
104,"Dagger3",20515,[15308],10,0,0,8881
105,"Dagger4",42559,[15310],8,0,0,8881
106,"Dagger5",58309,[15309],15,0,0,8881
107,"Dagger6",44869,[10338],40,0,0,8881
108,"DamageOverTime1",2459,[13925],30,0,0,8881
109,"DamageOverTime2",1251,[15177],10,0,0,8881
110,"DamageOverTime3",34420,"[215,6072]",15,15,0,8881
111,"DamageOverTime4",11521,[15311],-10,0,0,8881
112,"DualWield1",14796,"[14937,2853]",1,15,0,8881
113,"DualWield2",6090,[14938],100,0,0,8881
114,"DualWield3",46493,[14939],60,0,0,8881
115,"DualWield4",7972,[14962],20,0,0,8881
116,"DualWield5",60440,[14964],15,0,0,8881
117,"DualWield6",33959,"[14969,14970]",20,20,0,8881
118,"Duration1",17852,[14972],10,0,0,8881
119,"Duration2",21730,[14973],-10,0,0,8881
120,"Duration3",24352,[6336],15,0,0,8881
121,"Duration4",14881,[621],20,0,0,8881
122,"Elemental1",48385,[14990],-18,0,0,8881
123,"Elemental2",4119,[1668],-60,0,0,8881
124,"Elemental3",59343,[1898],10,0,0,8881
125,"Elemental4",17942,[6304],40,0,0,8881
126,"Elemental5",30502,[141],15,0,0,8881
127,"Elemental6",25681,[8823],100,0,0,8881
128,"EnergyShield1",51424,"[1734,1210]",1,30,0,8881
129,"EnergyShield2",30520,[14941],1,0,0,8881
130,"EnergyShield3",571,[14965],50,0,0,8881
131,"EnergyShield4",35810,[1409],120,0,0,8881
132,"EnergyShield5",29586,[698],3,0,0,8881
133,"EnergyShield6",31556,[15006],25,0,0,8881
134,"Evasion1",25487,[7673],1,0,0,8881
135,"Evasion2",37190,[4639],40,0,0,8881
136,"Evasion3",6462,[6759],10,0,0,8881
137,"Evasion4",61741,"[4432,5271,12060]",30,30,30,8881
138,"Evasion5",57074,[15008],25,0,0,8881
139,"Evasion6",28676,[15328],100,0,0,8881
140,"EvasionEnergyShield1",11541,[15178],30,0,0,8881
141,"EvasionEnergyShield2",46099,[15179],20,0,0,8881
142,"EvasionEnergyShield3",47151,[15180],30,0,0,8881
143,"EvasionEnergyShield4",38423,[15330],1,0,0,8881
144,"Fire1",24180,[14942],-5,0,0,8881
145,"Fire2",65020,[14959],2,0,0,8881
146,"Fire3",37,[482],40,0,0,8881
147,"Fire4",36313,[5236],20,0,0,8881
148,"Fire5",55308,[5318],1,0,0,8881
149,"Fire6",6216,"[10180,144]",20,-30,0,8881
150,"Flask1",29214,[14943],10,0,0,8881
151,"Flask2",59906,[14944],1,0,0,8881
152,"Flask3",11869,"[10994,9995]",1,1,0,8881
153,"Flask4",40906,[1744],10,0,0,8881
154,"Flask5",20464,[9990],1,0,0,8881
155,"Flask6",10815,[14960],1,0,0,8881
156,"Fortify1",37925,"[2760,14842]",100,-3,0,8881
157,"Fortify2",51153,[14842],3,0,0,8881
158,"Fortify3",27173,[2952],100,0,0,8881
159,"Fortify4",4710,[15109],-10,0,0,8881
160,"Impale1",43295,[15028],100,0,0,8881
161,"Impale2",56133,[10790],20,0,0,8881
162,"Impale3",29209,"[12670,12668]",40,40,0,8881
163,"Impale4",43308,"[13134,12669]",4,10,0,8881
164,"Impale5",20273,[15181],20,0,0,8881
165,"Leech1",62252,[9268],20,0,0,8881
166,"Leech2",2249,[9269],30,0,0,8881
167,"Leech3",5995,[9270],30,0,0,8881
168,"Leech4",53627,[2864],30,0,0,8881
169,"Leech5",57298,[11972],100,0,0,8881
170,"Life1",64381,"[124,2807]",10,-10,0,8881
171,"Life2",34242,[6776],120,0,0,8881
172,"Life3",47642,[123],50,0,0,8881
173,"Life4",31822,[13991],-15,0,0,8881
174,"Life5",21468,[17053],-50,0,0,8881
175,"Life6",38454,[15025],100,0,0,8881
176,"Link1",59815,[15160],1,0,0,8881
177,"Link2",26985,[15164],20,0,0,8881
178,"Link3",18365,[15162],-5,0,0,8881
179,"Link4",46059,[15163],1,0,0,8881
180,"Lightning1",53046,[484],40,0,0,8881
181,"Lightning2",64241,[11451],1,0,0,8881
182,"Lightning3",50993,[16513],15,0,0,8881
183,"Lightning4",28569,[16852],10,0,0,8881
184,"Lightning5",64063,[15182],1,0,0,8881
185,"Lightning6",20364,[15362],1,0,0,8881
186,"Mace1",37132,[14945],1,0,0,8881
187,"Mace2",17821,[14946],20,0,0,8881
188,"Mace3",12139,[14961],1,0,0,8881
189,"Mace4",22542,[14991],12,0,0,8881
190,"Mace5",40991,[341],50,0,0,8881
191,"Mace6",16425,[2609],1,0,0,8881
192,"Mana1",2902,[14971],300,0,0,8881
193,"Mana2",55886,[12067],10,0,0,8881
194,"Mana3",59064,[1073],10,0,0,8881
195,"Mana4",12119,[213],10,0,0,8881
196,"Mana5",64642,[3724],10,0,0,8881
197,"Mana6",64875,[15004],100,0,0,8881
198,"Mark1",2800,[13337],25,0,0,8881
199,"Mark2",34031,[15184],1,0,0,8881
200,"Mark3",48980,[15187],10,0,0,8881
201,"Mark4",50841,[15332],1,0,0,8881
202,"Mark5",52153,[15505],10,0,0,8881
203,"Mine1",29161,[10047],2,0,0,8881
204,"Mine2",47823,[10048],-2,0,0,8881
205,"Mine3",18391,[10122],30,0,0,8881
206,"Mine4",21313,[15188],100,0,0,8881
207,"Mine5",533,[15189],1,0,0,8881
208,"Mine6",6510,[15191],150,0,0,8881
209,"MinionDefence1",61283,[10248],8,0,0,8881
210,"MinionDefence2",20153,[14927],1,0,0,8881
211,"MinionDefence3",15574,[3117],100,0,0,8881
212,"MinionDefence4",58106,[4355],40,0,0,8881
213,"MinionDefence5",43400,"[159,15138]",30,-15,0,8881
214,"MinionDefence6",46636,[11458],5,0,0,8881
215,"MinionOffence1",47429,[14966],20,0,0,8881
216,"MinionOffence2",9876,[14967],8,0,0,8881
217,"MinionOffence3",40073,[9978],25,0,0,8881
218,"MinionOffence4",41544,[2672],30,0,0,8881
219,"MinionOffence5",11723,[8117],250,0,0,8881
220,"MinionOffence6",57179,[4413],20,0,0,8881
221,"Physical1",62782,[15029],100,0,0,8881
222,"Physical2",32255,[12990],20,0,0,8881
223,"Physical3",20173,[1669],-60,0,0,8881
224,"Physical4",39010,[10765],15,0,0,8881
225,"Physical5",18859,[15192],40,0,0,8881
226,"Physical6",59010,"[15333,10869]",20,10,0,8881
227,"Poison1",34563,[11459],300,0,0,8881
228,"Poison2",62897,[9086],20,0,0,8881
229,"Poison3",45300,[11102],12,0,0,8881
230,"Poison4",64264,[3364],20,0,0,8881
231,"Poison5",16264,[5213],3,0,0,8881
232,"Poison6",52120,[15334],20,0,0,8881
233,"Projectile1",16644,[7127],20,0,0,8881
234,"Projectile2",2198,[7898],20,0,0,8881
235,"Projectile3",52404,[15195],1,0,0,8881
236,"Projectile4",14813,[15194],1,0,0,8881
237,"Projectile5",1167,[15196],15,0,0,8881
238,"Projectile6",44240,[15197],-15,0,0,8881
239,"Reservation1",28638,[15070],8,0,0,8881
240,"Reservation2",34383,[14732],15,0,0,8881
241,"Reservation3",23621,[14733],20,0,0,8881
242,"Reservation4",56471,[844],30,0,0,8881
243,"Reservation5",61097,[15077],10,0,0,8881
244,"Reservation6",12046,[11640],50,0,0,8881
245,"Resistance1",19422,[7902],1,0,0,8881
246,"Resistance2",4319,"[5852,6401]",100,1,0,8881
247,"Resistance3",9074,[12060],100,0,0,8881
248,"Resistance4",46807,[6080],20,0,0,8881
249,"Resistance5",53837,[1277],-20,0,0,8881
250,"Resistance6",31331,"[141,150]",12,7,0,8881
251,"Shield1",45263,[15097],50,0,0,8881
252,"Shield2",30612,[15098],1,0,0,8881
253,"Shield3",10059,[15099],1,0,0,8881
254,"Shield4",50228,[9221],20,0,0,8881
255,"Shield5",35302,[11409],2,0,0,8881
256,"Shield6",45307,[11410],1,0,0,8881
257,"Staff1",50863,"[15100,15101]",2,2,0,8881
258,"Staff2",28589,[15102],30,0,0,8881
259,"Staff3",47249,[15103],8,0,0,8881
260,"Staff4",22149,[3827],20,0,0,8881
261,"Staff5",9143,"[3231,5570]",100,0,0,8881
262,"Staff6",65233,[6941],60,0,0,8881
263,"Suppression1",58447,[14771],3,0,0,8881
264,"Suppression2",7677,[15198],1,0,0,8881
265,"Suppression3",42014,[15199],1,0,0,8881
266,"Suppression4",2474,[15360],-50,0,0,8881
267,"Suppression5",13757,[15331],12,0,0,8881
268,"Sword1",47595,[9839],3,0,0,8881
269,"Sword2",47299,[8418],20,0,0,8881
270,"Sword3",8018,[12794],8,0,0,8881
271,"Sword4",23247,[15203],1,0,0,8881
272,"Sword5",50922,"[2382,615]",120,-20,0,8881
273,"Sword6",54067,[223],50,0,0,8881
274,"Totem1",60050,[10562],1,0,0,8881
275,"Totem2",27718,[15073],30,0,0,8881
276,"Totem3",12747,[15071],5,0,0,8881
277,"Totem4",53005,[15104],1,0,0,8881
278,"Totem5",32279,[3042],4000,0,0,8881
279,"Totem6",16950,[17099],3000,0,0,8881
280,"Trap1",13257,[14082],5,0,0,8881
281,"Trap2",8298,[15024],50,0,0,8881
282,"Trap3",50265,[949],5,0,0,8881
283,"Trap4",20694,[312],60,0,0,8881
284,"Trap5",763,[4740],30,0,0,8881
285,"Trap6",43061,[15190],1,0,0,8881
286,"TwoHand1",35582,[12628],3,0,0,8881
287,"TwoHand2",27095,[3404],40,0,0,8881
288,"TwoHand3",31564,"[15313,15314]",10,10,0,8881
289,"TwoHand4",31038,[15317],15,0,0,8881
290,"TwoHand5",1626,"[11589,70]",60,-10,0,8881
291,"Wand1",16545,[15105],10,0,0,8881
292,"Wand2",26785,[15106],1,0,0,8881
293,"Wand3",42540,[15107],1,0,0,8881
294,"Wand4",61352,[11638],100,0,0,8881
295,"Wand5",15133,"[2693,2694]",50,50,0,8881
296,"Wand6",63280,[15312],1,0,0,8881
297,"Warcry1",14206,"[12331,12077]",1,25,0,8881
298,"Warcry2",23021,[12080],1,0,0,8881
299,"Warcry3",60034,[12329],15,0,0,8881
300,"Warcry4",12916,[12082],20,0,0,8881
301,"Warcry5",63994,[12155],1,0,0,8881
302,"Warcry6",14032,[10972],1,0,0,8881
