"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
58,"DexInt5",5,1,"",1316
59,"DexInt6",5,1,"",1316
60,"DexInt7",5,5950,"",1316
61,"DexInt8",5,5835,"",1316
62,"DexInt9",5,5838,"",1316
63,"DexInt10",5,4572,"BBB",1316
64,"DexInt11",5,4572,"BGB",1316
65,"StrDexInt1",2,4657,"GRG",1316
66,"StrDexInt2",2,4878,"GRR",1316
67,"StrDexInt3",2,5874,"",1316
68,"StrDexInt4",2,5706,"",1316
69,"StrDexInt5",2,5472,"",1316
70,"StrDexInt6",2,1,"",1316
71,"StrDexInt7",2,1,"",1316
72,"StrDexInt8",2,4657,"GRR",1316
73,"StrDexInt9",2,5835,"",1316
74,"StrDexInt10",2,5761,"",1316
75,"StrDexInt11",2,4768,"BGR",1316
76,"StrDexInt12",2,4768,"BGB",1316
77,"StrDexInt13",2,5703,"",1316
78,"Dex2_1",3,5970,"",1331
79,"Dex2_2",3,5723,"",1331
80,"Dex2_3",3,5721,"",1331
81,"Dex2_4",3,5817,"",1331
82,"Dex2_5",3,5706,"",1331
83,"Dex2_6",3,1,"",1331
84,"Dex2_7",3,1,"",1331
85,"Dex2_8",3,5472,"",1331
86,"Dex2_9",3,4687,"G",1331
87,"Dex2_10",3,4687,"G",1331
88,"Dex2_11",3,4796,"GG",1331
89,"Dex2_12",3,5056,"G",1331
90,"Dex2_13",3,5980,"",1331
91,"Str2_1",0,5928,"",1331
92,"Str2_2",0,5702,"",1331
93,"Str2_3",0,5787,"",1331
94,"Str2_4",0,1,"",1331
95,"Str2_5",0,1,"",1331
96,"Str2_6",0,5472,"",1331
97,"Str2_7",0,4903,"RR",1331
98,"Str2_8",0,4740,"R",1331
99,"Str2_9",0,5036,"R",1331
100,"Int2_1",1,5761,"",1331
101,"Int2_2",1,5976,"",1331
102,"Int2_3",1,5950,"",1331
103,"Int2_4",1,5695,"",1331
104,"Int2_5",1,1,"",1331
105,"Int2_6",1,1,"",1331
106,"Int2_7",1,5472,"",1331
107,"Int2_8",1,4572,"B",1331
108,"Int2_9",1,4572,"B",1331
109,"Int2_10",1,5075,"B",1331
110,"StrDex2_1",4,5703,"",1331
111,"StrDex2_2",4,5928,"",1331
112,"StrDex2_3",4,5706,"",1331
113,"StrDex2_4",4,5710,"",1331
114,"StrDex2_5",4,1,"",1331
115,"StrDex2_6",4,1,"",1331
116,"StrDex2_7",4,5472,"",1331
117,"StrDex2_8",4,4687,"R",1331
118,"StrDex2_9",4,4687,"G",1331
119,"StrDex2_10",4,4878,"GR",1331
120,"StrDex2_11",4,5056,"G",1331
121,"StrDex2_12",4,5036,"R",1331
122,"StrInt2_1",6,5702,"",1331
123,"StrInt2_2",6,5928,"",1331
124,"StrInt2_3",6,5761,"",1331
125,"StrInt2_4",6,5976,"",1331
126,"StrInt2_5",6,5950,"",1331
127,"StrInt2_6",6,5759,"",1331
128,"StrInt2_7",6,1,"",1331
129,"StrInt2_8",6,1,"",1331
130,"StrInt2_9",6,5472,"",1331
131,"StrInt2_10",6,4768,"R",1331
132,"StrInt2_11",6,4768,"B",1331
133,"StrInt2_12",6,4903,"RR",1331
134,"StrInt2_13",6,5036,"R",1331
135,"StrInt2_14",6,5075,"B",1331
136,"DexInt2_1",5,5970,"",1331
137,"DexInt2_2",5,5761,"",1331
138,"DexInt2_3",5,5835,"",1331
139,"DexInt2_4",5,5950,"",1331
140,"DexInt2_5",5,5764,"",1331
141,"DexInt2_6",5,1,"",1331
142,"DexInt2_7",5,1,"",1331
143,"DexInt2_8",5,5472,"",1331
144,"DexInt2_9",5,4598,"G",1331
145,"DexInt2_10",5,4598,"G",1331
146,"DexInt2_11",5,4572,"B",1331
147,"DexInt2_12",5,4572,"B",1331
148,"DexInt2_13",5,5056,"G",1331
149,"DexInt2_14",5,5075,"B",1331
150,"StrDexInt2_1",2,1,"",1331
151,"StrDexInt2_2",2,1,"",1331
152,"StrDexInt2_3",2,5472,"",1331
153,"StrDexInt2_4",2,5874,"",1331
154,"StrDexInt2_5",2,5928,"",1331
155,"StrDexInt2_6",2,5723,"",1331
156,"StrDexInt2_7",2,5950,"",1331
157,"StrDexInt2_8",2,4572,"B",1331
158,"StrDexInt2_9",2,4878,"GR",1331
159,"StrDexInt2_10",2,4687,"G",1331
160,"StrDexInt2_11",2,4687,"R",1331
161,"StrDexInt2_12",2,4572,"B",1331
