"rownum","rid","bool","i32","i32","i32","rid","bool","bool","bool"
94,8849,"",69,0,0,2097152000,"","",""
95,8819,"",69,0,0,2097152000,"","",""
96,8844,"",69,0,0,2097152000,"","",""
97,8814,"",69,0,0,2097152000,"","",""
98,8847,"",69,0,0,2097152000,"","",""
99,8817,"",69,0,0,2097152000,"","",""
100,8865,"",69,0,0,2097152000,"","",""
101,8835,"",69,0,0,2097152000,"","",""
102,8840,"",69,0,0,2097152000,"","",""
103,8810,"",69,0,0,2097152000,"","",""
104,8857,"",69,0,0,2097152000,"","",""
105,8827,"",69,0,0,2097152000,"","",""
106,8850,"",69,0,0,2097152000,"","",""
107,8820,"",69,0,0,2097152000,"","",""
108,8859,"",69,0,0,2097152000,"","",""
109,8829,"",69,0,0,2097152000,"","",""
110,8861,"",69,0,0,2097152000,"","",""
111,8831,"",69,0,0,2097152000,"","",""
112,8860,"",69,0,0,2097152000,"","",""
113,8862,"",69,0,0,2097152000,"","",""
114,8832,"",69,0,0,2097152000,"","",""
115,8830,"",69,0,0,2097152000,"","",""
116,8843,"",69,0,0,2097152000,"","",""
117,8813,"",69,0,0,2097152000,"","",""
118,8846,"",69,0,0,2097152000,"","",""
119,8816,"",69,0,0,2097152000,"","",""
120,8837,"",69,0,0,2097152000,"","",""
121,8845,"",69,0,0,2097152000,"","",""
122,8815,"",69,0,0,2097152000,"","",""
123,8807,"",69,0,0,2097152000,"","",""
124,8848,"",69,0,0,2097152000,"","",""
125,8818,"",69,0,0,2097152000,"","",""
126,8866,"",69,0,0,2097152000,"","",""
127,8836,"",69,0,0,2097152000,"","",""
128,8838,"",69,0,0,2097152000,"","",""
129,8852,"",69,0,0,2097152000,"","",""
130,8822,"",69,0,0,2097152000,"","",""
131,8808,"",69,0,0,2097152000,"","",""
132,8858,"",69,0,0,2097152000,"","",""
133,8828,"",69,0,0,2097152000,"","",""
134,8864,"",69,0,0,2097152000,"","",""
135,8834,"",69,0,0,2097152000,"","",""
136,8863,"",69,0,0,2097152000,"","",""
137,8833,"",69,0,0,2097152000,"","",""
138,8854,"",69,0,0,2097152000,"","",""
139,8824,"",69,0,0,2097152000,"","",""
140,8851,"",69,0,0,2097152000,"","",""
141,8821,"",69,0,0,2097152000,"","",""
142,8842,"",69,0,0,2097152000,"","",""
143,8812,"",69,0,0,2097152000,"","",""
144,1,"",69,0,0,2046820352,"","",""
145,9453,"",69,0,0,2097152000,"","",""
146,9451,"",69,0,0,2097152000,"","",""
147,9454,"",69,0,0,2113929216,"","",""
148,9448,"",69,0,0,2080374784,"","",""
149,9447,"",69,0,0,2080374784,"","",""
150,9446,"",69,0,0,2080374784,"","",""
151,9449,"",69,0,0,2097152000,"","",""
152,9452,"",69,0,0,2080374784,"","",""
153,9450,"",69,0,0,2097152000,"","",""
154,48,"",69,0,0,2113929216,"","",""
155,49,"",69,0,0,2113929216,"","",""
156,296,"",69,0,0,2097152000,"","",""
157,297,"",69,0,0,2097152000,"","",""
158,298,"",69,0,0,2097152000,"","",""
159,294,"",69,0,0,2097152000,"","",""
160,295,"",69,0,0,2097152000,"","",""
161,293,"",69,0,0,2113929216,"","",""
162,18,"",69,0,0,2080374784,"","",""
163,221,"",69,0,0,2113929216,"","",""
164,210,"",69,0,0,2113929216,"","",""
165,17,"",69,0,0,2046820352,"","",""
166,9898,"",69,0,0,2080374784,"","",""
167,161,"",69,0,0,2097152000,"","",""
168,160,"",69,0,0,2080374784,"","",""
169,159,"",69,0,0,2063597568,"","",""
170,158,"",69,0,0,2046820352,"","",""
171,140,"",69,0,0,2097152000,"","",""
172,139,"",69,0,0,2097152000,"","",""
173,138,"",69,0,0,2080374784,"","",""
174,137,"",69,0,0,2063597568,"","",""
175,136,"",69,0,0,2046820352,"","",""
176,87,"",69,0,0,2097152000,"","",""
177,86,"",69,0,0,2097152000,"","",""
178,85,"",69,0,0,2080374784,"","",""
179,84,"",69,0,0,2080374784,"","",""
180,83,"",69,0,0,2063597568,"","",""
181,82,"",69,0,0,2063597568,"","",""
182,81,"",69,0,0,2046820352,"","",""
183,119,"",69,0,0,2097152000,"","",""
184,118,"",69,0,0,2097152000,"","",""
185,117,"",69,0,0,2080374784,"","",""
186,116,"",69,0,0,2080374784,"","",""
187,115,"",69,0,0,2063597568,"","",""
188,114,"",69,0,0,2046820352,"","",""
189,130,"",69,0,0,2097152000,"","",""
190,129,"",69,0,0,2080374784,"","",""
191,128,"",69,0,0,2080374784,"","",""
192,127,"",69,0,0,2063597568,"","",""
193,126,"",69,0,0,2046820352,"","",""
194,157,"",69,0,0,2097152000,"","",""
195,156,"",69,0,0,2080374784,"","",""
196,155,"",69,0,0,2063597568,"","",""
197,154,"",69,0,0,2046820352,"","",""
198,107,"",69,0,0,2097152000,"","",""
199,106,"",69,0,0,2097152000,"","",""
200,105,"",69,0,0,2080374784,"","",""
201,104,"",69,0,0,2080374784,"","",""
202,103,"",69,0,0,2063597568,"","",""
203,102,"",69,0,0,2046820352,"","",""
204,170,"",69,0,0,2097152000,"","",""
205,169,"",69,0,0,2080374784,"","",""
206,168,"",69,0,0,2063597568,"","",""
207,135,"",69,0,0,2097152000,"","",""
208,134,"",69,0,0,2097152000,"","",""
209,133,"",69,0,0,2080374784,"","",""
210,132,"",69,0,0,2063597568,"","",""
211,131,"",69,0,0,2046820352,"","",""
212,164,"",69,0,0,2097152000,"","",""
213,163,"",69,0,0,2080374784,"","",""
214,162,"",69,0,0,2063597568,"","",""
215,153,"",69,0,0,2097152000,"","",""
216,152,"",69,0,0,2080374784,"","",""
217,151,"",69,0,0,2063597568,"","",""
218,150,"",69,0,0,2046820352,"","",""
219,175,"",69,0,0,2113929216,"","",""
220,174,"",69,0,0,2113929216,"","",""
221,176,"",69,0,0,2113929216,"","",""
222,80,"",69,0,0,2097152000,"","",""
223,79,"",69,0,0,2097152000,"","",""
224,78,"",69,0,0,2080374784,"","",""
225,77,"",69,0,0,2080374784,"","",""
226,76,"",69,0,0,2063597568,"","",""
227,75,"",69,0,0,2063597568,"","",""
228,74,"",69,0,0,2046820352,"","",""
229,94,"",69,0,0,2097152000,"","",""
230,93,"",69,0,0,2097152000,"","",""
231,92,"",69,0,0,2080374784,"","",""
232,91,"",69,0,0,2080374784,"","",""
233,90,"",69,0,0,2063597568,"","",""
234,89,"",69,0,0,2063597568,"","",""
235,88,"",69,0,0,2046820352,"","",""
236,125,"",69,0,0,2097152000,"","",""
237,124,"",69,0,0,2097152000,"","",""
238,123,"",69,0,0,2080374784,"","",""
239,122,"",69,0,0,2063597568,"","",""
240,121,"",69,0,0,2063597568,"","",""
241,120,"",69,0,0,2046820352,"","",""
242,173,"",69,0,0,2097152000,"","",""
243,172,"",69,0,0,2080374784,"","",""
244,171,"",69,0,0,2063597568,"","",""
245,167,"",69,0,0,2097152000,"","",""
246,166,"",69,0,0,2080374784,"","",""
247,165,"",69,0,0,2063597568,"","",""
248,145,"",69,0,0,2097152000,"","",""
249,144,"",69,0,0,2080374784,"","",""
250,143,"",69,0,0,2080374784,"","",""
251,142,"",69,0,0,2063597568,"","",""
252,141,"",69,0,0,2046820352,"","",""
253,177,"",69,0,0,2113929216,"","",""
254,101,"",69,0,0,2097152000,"","",""
255,100,"",69,0,0,2097152000,"","",""
256,99,"",69,0,0,2080374784,"","",""
257,98,"",69,0,0,2080374784,"","",""
258,97,"",69,0,0,2063597568,"","",""
259,96,"",69,0,0,2063597568,"","",""
260,95,"",69,0,0,2046820352,"","",""
261,149,"",69,0,0,2097152000,"","",""
262,148,"",69,0,0,2080374784,"","",""
263,147,"",69,0,0,2063597568,"","",""
264,146,"",69,0,0,2046820352,"","",""
265,113,"",69,0,0,2097152000,"","",""
266,112,"",69,0,0,2097152000,"","",""
267,111,"",69,0,0,2080374784,"","",""
268,110,"",69,0,0,2080374784,"","",""
269,109,"",69,0,0,2063597568,"","",""
270,108,"",69,0,0,2046820352,"","",""
271,9424,"",69,0,0,2063597568,"","",""
272,9877,"",69,0,0,2097152000,"","",""
273,9879,"",69,0,0,2097152000,"","",""
274,309,"",69,0,0,2113929216,"","",""
275,308,"",69,0,0,2097152000,"","",""
276,307,"",69,0,0,2080374784,"","",""
277,306,"",69,0,0,2063597568,"","",""
278,305,"",69,0,0,2113929216,"","",""
279,304,"",69,0,0,2097152000,"","",""
280,303,"",69,0,0,2080374784,"","",""
281,302,"",69,0,0,2063597568,"","",""
282,9878,"",69,0,0,2097152000,"","",""
283,218,"",69,0,0,2113929216,"","",""
284,5,"",69,0,0,2113929216,"","",""
285,260,"",69,0,0,2080374784,"","",""
286,254,"",69,0,0,2080374784,"","",""
287,258,"",69,0,0,2080374784,"","",""
288,266,"",69,0,0,2097152000,"","",""
289,264,"",69,0,0,2080374784,"","",""
290,256,"",69,0,0,2097152000,"","",""
291,245,"",69,0,0,2080374784,"","",""
292,262,"",69,0,0,2113929216,"","",""
293,255,"",69,0,0,2097152000,"","",""
294,253,"",69,0,0,2080374784,"","",""
295,265,"",69,0,0,2097152000,"","",""
296,244,"",69,0,0,2080374784,"","",""
297,247,"",69,0,0,2080374784,"","",""
298,259,"",69,0,0,2113929216,"","",""
299,242,"",69,0,0,2080374784,"","",""
300,257,"",69,0,0,2080374784,"","",""
301,250,"",69,0,0,2080374784,"","",""
302,248,"",69,0,0,2080374784,"","",""
303,263,"",69,0,0,2080374784,"","",""
304,243,"",69,0,0,2080374784,"","",""
305,246,"",69,0,0,2080374784,"","",""
306,251,"",69,0,0,2080374784,"","",""
307,249,"",69,0,0,2080374784,"","",""
308,252,"",69,0,0,2080374784,"","",""
309,261,"",69,0,0,2080374784,"","",""
310,33,"",69,0,0,2080374784,"","",""
311,12,"",69,0,0,2063597568,"","",""
312,310,"",69,0,0,2113929216,"","",""
313,195,"",69,0,0,2080374784,"","",""
314,194,"",69,0,0,2080374784,"","",""
315,192,"",69,0,0,2080374784,"","",""
316,193,"",69,0,0,2097152000,"","",""
317,196,"",69,0,0,2113929216,"","",""
318,9,"",69,0,0,2080374784,"","",""
319,4,"",69,0,0,2063597568,"","",""
320,53,"",69,0,0,2097152000,"","",""
321,51,"",69,0,0,2097152000,"","",""
322,56,"",69,0,0,2097152000,"","",""
323,68,"",69,0,0,2097152000,"","",""
324,63,"",69,0,0,2097152000,"","",""
325,65,"",69,0,0,2097152000,"","",""
326,58,"",69,0,0,2097152000,"","",""
327,72,"",69,0,0,2097152000,"","",""
328,55,"",69,0,0,2097152000,"","",""
329,69,"",69,0,0,2097152000,"","",""
330,70,"",69,0,0,2097152000,"","",""
331,73,"",69,0,0,2097152000,"","",""
332,59,"",69,0,0,2097152000,"","",""
333,67,"",69,0,0,2097152000,"","",""
334,52,"",69,0,0,2097152000,"","",""
335,62,"",69,0,0,2097152000,"","",""
336,64,"",69,0,0,2097152000,"","",""
337,61,"",69,0,0,2097152000,"","",""
338,66,"",69,0,0,2097152000,"","",""
339,50,"",69,0,0,2097152000,"","",""
340,60,"",69,0,0,2097152000,"","",""
341,71,"",69,0,0,2097152000,"","",""
342,54,"",69,0,0,2097152000,"","",""
343,57,"",69,0,0,2097152000,"","",""
344,13,"",69,0,0,2097152000,"","",""
345,15,"",69,0,0,2046820352,"","",""
346,299,"",69,0,0,2113929216,"","",""
347,9138,"",69,0,0,2113929216,"","",""
348,9137,"",69,0,0,2113929216,"","",""
349,9135,"",69,0,0,2113929216,"","",""
350,9136,"",69,0,0,2113929216,"","",""
351,9134,"",69,0,0,2113929216,"","",""
352,9947,"",69,0,0,2097152000,"","",""
353,9948,"",69,0,0,2113929216,"","",""
354,9949,"",69,0,0,2097152000,"","",""
355,9950,"",69,0,0,2113929216,"","",""
