"rownum","Id","rid","rid","rid","i32","bool","bool","bool","bool","i32","i32","i32","bool","i32","bool","bool","rid","i32","f32","f32","f32","bool","rid","string"
116,116,868,20,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
117,117,867,20,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
118,118,858,20,3887,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
119,119,869,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,120,866,20,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
121,121,870,31,3896,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
122,122,878,31,3955,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
123,123,883,31,4033,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
124,124,885,20,4177,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
125,125,886,20,4056,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,126,888,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
127,127,889,20,4059,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
128,128,890,20,4060,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
129,129,893,20,4087,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,130,894,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
131,131,898,20,4158,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
132,132,899,29,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
133,133,903,20,4360,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
134,134,911,20,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
135,135,918,20,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
136,136,919,20,4244,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
137,137,908,20,4192,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
138,138,939,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,139,1044,20,5111,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,140,942,20,3798,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,141,943,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,142,944,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
143,143,945,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
144,144,953,31,4507,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
145,145,956,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
146,146,958,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,147,960,20,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
148,148,966,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,149,968,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
150,150,955,20,4701,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
151,151,971,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
152,152,978,20,4662,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
153,153,981,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
154,154,985,20,4745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,155,989,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,156,996,20,4697,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,157,986,20,4746,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,158,987,20,4747,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,159,988,20,4748,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,160,990,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,161,991,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
162,162,992,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
163,163,1008,20,4779,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
164,164,1010,20,4859,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
165,165,1011,20,4887,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
166,166,1012,20,4888,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
167,167,1017,24,4933,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
168,168,1019,20,4938,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,169,1021,20,4939,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,170,1020,20,4944,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
171,171,1026,20,452,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
172,172,1027,20,4971,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
173,173,1030,31,5010,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,174,1043,20,1363,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
175,175,1058,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
176,176,1059,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
177,177,1071,20,5427,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
178,178,1072,20,5428,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
179,179,1073,20,5429,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
180,180,1076,20,5448,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
181,181,684,20,5621,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
182,182,685,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
183,183,912,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,184,913,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,185,914,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
186,186,915,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
187,187,916,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
188,188,1113,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
189,189,1133,20,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
190,190,1145,20,5970,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
191,191,1146,20,5971,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
192,192,1147,20,5972,10,"","","","",0,23,0,"",4,"","","",0,1,1,1,1,"",""
193,193,1149,20,5982,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
194,194,1150,20,5983,0,1,"","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
195,195,1158,20,6100,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
196,196,1148,20,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
197,197,1167,20,6170,0,"","","","",0,11,0,"",4,"",1,6205,7,0.7,0.7,1.1,1,"",""
198,198,1169,20,6201,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
199,199,1170,20,6204,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
200,200,1178,20,6303,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
201,201,1180,20,6326,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
202,202,1189,20,516,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
203,203,1168,20,6703,0,"","","","",0,15,-50,"",4,"",1,6205,7,0.7,1.4,1.4,1,"",""
204,204,1201,20,6694,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
205,205,959,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
206,206,967,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
