"rownum","Id","ModsKey","PassiveSkillsKey"
337,"InverseWeighting309","",288
338,"InverseWeighting310","",2326
339,"InverseWeighting314","",337
340,"InverseWeighting320","",1331
341,"InverseWeighting322","",761
342,"InverseWeighting323","",1912
343,"InverseWeighting324","",58
344,"InverseWeighting325","",738
345,"InverseWeighting327","",2214
346,"InverseWeighting329","",2627
347,"InverseWeighting332","",667
348,"InverseWeighting332_2","",1965
349,"InverseWeighting337","",676
350,"InverseWeighting340","",1949
351,"InverseWeighting340_2","",57
352,"InverseWeighting345","",2114
353,"InverseWeighting360","",1208
354,"InverseWeighting361","",1909
355,"InverseWeighting362","",2070
356,"InverseWeighting363","",284
357,"InverseWeighting364","",298
358,"InverseWeighting364_2","",1074
359,"InverseWeighting365","",478
360,"InverseWeighting366","",411
361,"InverseWeighting367","",1764
362,"InverseWeighting368","",2178
363,"InverseWeighting369","",1042
364,"InverseWeighting369_2","",1113
365,"InverseWeighting372","",65
366,"InverseWeighting374","",283
367,"InverseWeighting377","",1081
368,"InverseWeighting380","",1035
369,"InverseWeighting382","",729
370,"InverseWeighting385","",1957
371,"InverseWeighting400","",412
372,"InverseWeighting403","",182
373,"InverseWeighting403_2","",1969
374,"InverseWeighting420","",990
375,"InverseWeighting424","",1302
376,"InverseWeighting425","",1829
377,"InverseWeighting427","",1853
378,"InverseWeighting429","",2134
379,"InverseWeighting432","",1036
380,"InverseWeighting437","",2151
381,"InverseWeighting440","",754
382,"InverseWeighting443","",785
383,"InverseWeighting445","",472
384,"InverseWeighting463","",851
385,"InverseWeighting480","",1020
386,"InverseWeighting483","",1180
387,"InverseWeighting487","",806
388,"InverseWeighting488","",1961
389,"InverseWeighting490","",2630
390,"InverseWeighting490_2","",2255
391,"InverseWeighting492","",765
392,"InverseWeighting495","",673
393,"InverseWeighting500","",2633
394,"InverseWeighting503","",692
395,"InverseWeighting508","",2638
396,"InverseWeighting526","",2632
397,"InverseWeighting540","",936
398,"InverseWeighting543","",2631
399,"InverseWeighting566","",2634
400,"InverseWeighting603","",1821
401,"InverseWeighting606","",935
402,"InverseWeighting666","",2020
403,"InverseWeighting729","",747
404,"RingInverseWeighting2",20072,""
405,"RingInverseWeighting3",20077,""
406,"RingInverseWeighting4",20081,""
407,"RingInverseWeighting5",20137,""
408,"RingInverseWeighting6",20142,""
409,"RingInverseWeighting7",20146,""
410,"RingInverseWeighting8",20124,""
411,"RingInverseWeighting8_2",20129,""
412,"RingInverseWeighting10",20133,""
413,"RingInverseWeighting10_2",20085,""
414,"RingInverseWeighting11",20090,""
415,"RingInverseWeighting12",20094,""
416,"RingInverseWeighting13",20111,""
417,"RingInverseWeighting15",20116,""
418,"RingInverseWeighting15_2",20120,""
419,"RingInverseWeighting16",20098,""
420,"RingInverseWeighting18",20103,""
421,"RingInverseWeighting18_2",20107,""
422,"RingInverseWeighting20",20073,""
423,"RingInverseWeighting23",20078,""
424,"RingInverseWeighting23_2",20082,""
425,"RingInverseWeighting24",20138,""
426,"RingInverseWeighting26",20143,""
427,"RingInverseWeighting28",20147,""
428,"RingInverseWeighting28_2",20125,""
429,"RingInverseWeighting31",20130,""
430,"RingInverseWeighting36",20134,""
431,"RingInverseWeighting41",20086,""
432,"RingInverseWeighting42",20091,""
433,"RingInverseWeighting44",20095,""
434,"RingInverseWeighting44_2",20074,""
435,"RingInverseWeighting46",20079,""
436,"RingInverseWeighting49",20083,""
437,"RingInverseWeighting54",20139,""
438,"RingInverseWeighting62",20144,""
439,"RingInverseWeighting80",20148,""
440,"RingInverseWeighting81",20112,""
441,"RingInverseWeighting82",20117,""
442,"RingInverseWeighting84",20121,""
443,"RingInverseWeighting86",20099,""
444,"RingInverseWeighting89",20104,""
445,"RingInverseWeighting94",20108,""
446,"RingInverseWeighting102",20075,""
447,"RingInverseWeighting120",20080,""
448,"RingInverseWeighting121",20084,""
449,"RingInverseWeighting122",20140,""
450,"RingInverseWeighting124",20145,""
451,"RingInverseWeighting126",20149,""
452,"RingInverseWeighting129",20126,""
453,"RingInverseWeighting134",20131,""
454,"RingInverseWeighting142",20135,""
455,"RingInverseWeighting160",20087,""
456,"RingInverseWeighting160_2",20092,""
457,"RingInverseWeighting181",20096,""
458,"RingInverseWeighting182",20113,""
459,"RingInverseWeighting184",20118,""
460,"RingInverseWeighting186",20122,""
461,"RingInverseWeighting189",20127,""
462,"RingInverseWeighting194",20163,""
463,"RingInverseWeighting200",20136,""
464,"RingInverseWeighting202",20100,""
465,"RingInverseWeighting220",20105,""
466,"RingInverseWeighting240",20109,""
467,"RingInverseWeighting244",20088,""
468,"RingInverseWeighting245",20093,""
469,"RingInverseWeighting247",20097,""
470,"RingInverseWeighting249",20114,""
471,"RingInverseWeighting252",20119,""
472,"RingInverseWeighting257",20123,""
473,"RingInverseWeighting260",20101,""
474,"RingInverseWeighting265",20106,""
475,"RingInverseWeighting283",20110,""
476,"RingInverseWeighting300",20076,""
477,"RingInverseWeighting323",20089,""
478,"RingInverseWeighting360",20128,""
479,"RingInverseWeighting363",20141,""
480,"RingInverseWeighting423",20115,""
481,"RingInverseWeighting486",20102,""
482,"RingInverseWeighting501",20155,""
483,"RingInverseWeighting502",20160,""
484,"RingInverseWeighting503",20153,""
485,"RingInverseWeighting504",20150,""
486,"RingInverseWeighting505",20156,""
487,"RingInverseWeighting506",20154,""
488,"RingInverseWeighting507",20159,""
489,"RingInverseWeighting508",20161,""
490,"RingInverseWeighting509",20157,""
491,"RingInverseWeighting510",20158,""
492,"RingInverseWeighting511",20151,""
493,"RingInverseWeighting512",20152,""
494,"RingInverseWeighting513",20162,""
495,"BlightedMapMod1",20164,""
496,"BlightedMapMod2",20165,""
497,"BlightedMapMod3",20166,""
498,"BlightedMapMod4",20167,""
499,"BlightedMapMod5",20168,""
500,"BlightedMapMod6",20170,""
501,"BlightedMapMod6b",20171,""
502,"BlightedMapMod7",20172,""
503,"BlightedMapMod8",20174,""
504,"BlightedMapMod9",20175,""
505,"BlightedMapMod10",20177,""
506,"BlightedMapMod11",20178,""
507,"BlightedMapMod12",20179,""
