"rownum","Monster","Spectre","[rid]"
417,5086,5088,[]
418,5087,5088,[]
419,5089,5091,[]
420,5090,5091,[]
421,4714,4715,[]
422,4716,4717,[]
423,4718,4719,[]
424,6964,6967,[]
425,6966,6967,[]
426,6965,6967,[]
427,7994,7995,[]
428,7996,7997,[]
429,7999,8000,[]
430,8001,8002,[]
431,8003,8004,[]
432,8005,8006,[]
433,8007,8009,[]
434,8010,8011,[]
435,8012,8014,[]
436,8015,8017,[]
437,8018,8020,[]
438,8021,8023,[]
439,8024,8025,[]
440,8026,8028,[]
441,8029,8030,[]
442,8032,8034,[]
443,8035,8036,[]
444,8038,8040,[]
445,8041,8043,[]
446,8044,8045,[]
447,8046,8047,[]
448,8048,8049,[]
449,8050,8051,[]
450,8052,8053,[]
451,8054,8055,[]
452,8057,8058,[]
453,8059,8061,[]
454,8062,8064,[]
455,8066,8068,[]
456,8070,8072,[]
457,8073,8075,[]
458,8076,8077,[]
459,8079,8081,[]
460,8082,8083,[]
461,8084,8085,[]
462,8089,8090,[]
463,8091,8092,[]
464,8093,8095,[]
465,8096,8098,[]
466,8099,8100,[]
467,8101,8103,[]
468,8104,8105,[]
469,8259,8261,[]
470,8260,8261,[]
471,8262,8263,[]
472,8264,8265,[]
473,8266,8267,[]
474,8268,8269,[]
475,8270,8271,[]
476,8272,8273,[]
477,8274,8275,[]
478,8276,8277,[]
479,8278,8273,[]
480,8279,8275,[]
481,8280,8277,[]
482,8289,8291,[]
483,8290,8291,[]
484,8292,8293,[]
485,8294,8295,[]
486,8296,8297,[]
487,8299,8300,[]
488,8301,8302,[]
489,8305,8308,[]
490,8306,8308,[]
491,8307,8308,[]
492,8309,8313,[]
493,8310,8313,[]
494,8311,8313,[]
495,8312,8313,[]
496,8314,8317,[]
497,8315,8317,[]
498,8316,8317,[]
499,8318,8321,[]
500,8319,8321,[]
501,8320,8321,[]
502,8325,8326,[]
503,8327,8328,[]
504,8329,8330,[]
505,8331,8332,[]
506,8333,8334,[]
507,8335,8336,[]
508,8337,8338,[]
509,8339,8326,[]
510,8340,8328,[]
511,8341,8330,[]
512,8342,8332,[]
513,8343,8332,[]
514,8344,8334,[]
515,8345,8336,[]
516,8346,8338,[]
517,8347,8348,[]
518,8349,8350,[]
519,8351,8352,[]
520,8353,8354,[]
521,8355,8348,[]
522,8356,8350,[]
523,8357,8352,[]
524,8358,8354,[]
525,8365,8366,[]
526,8367,8368,[]
527,8369,8370,[]
528,8372,8373,[]
529,8378,8379,[]
530,8380,8381,[]
531,8382,8383,[]
532,8384,8385,[]
533,318,319,[]
534,8479,8481,[]
535,8480,8481,[]
536,8482,8483,[]
537,8484,8486,[]
538,8485,8486,[]
539,8487,8488,[]
540,8489,8491,[]
541,8490,8491,[]
542,8492,8493,[]
543,8494,8496,[]
544,8495,8496,[]
545,8497,8498,[]
546,8499,8501,[]
547,8500,8501,[]
548,8502,8503,[]
549,8505,8506,[]
550,8507,8508,[]
551,8509,8511,[]
552,8510,8511,[]
553,8512,8514,[]
554,8513,8514,[]
555,8517,8519,[]
556,8518,8519,[]
557,8523,8525,[]
558,8526,8529,[]
559,8530,8533,[]
560,8534,8536,[]
561,8535,8536,[]
562,8537,8539,[]
563,8538,8539,[]
564,8540,8542,[]
565,8541,8542,[]
566,8543,8545,[]
567,8544,8545,[]
568,8546,8548,[]
569,8547,8548,[]
570,8549,8550,[]
571,8566,8567,[]
572,8568,8570,[]
573,8569,8570,[]
574,8571,8572,[]
575,8575,8576,[]
576,8581,8576,[]
577,8577,8578,[]
578,8582,8578,[]
579,8637,8638,[]
580,8639,8640,[]
581,8642,8643,[]
582,8644,8645,[]
583,8648,8649,[]
584,8651,8652,[]
585,8653,8654,[]
586,8655,8656,[]
587,8657,8658,[]
588,8659,8660,[]
589,8661,8660,[]
590,8662,8663,[]
591,8664,8665,[]
592,8666,8667,[]
593,8669,8670,[]
594,8672,8673,[]
595,8676,8677,[]
596,8678,8679,[]
597,8736,8737,[]
598,8739,8740,[]
599,8742,8743,[]
600,8745,8746,[]
601,8748,8749,[]
602,8753,8754,[]
603,8755,8756,[]
604,8757,8758,[]
605,8759,8760,[]
606,8761,8762,[]
607,8763,8764,[]
608,8766,8767,[]
609,8768,8769,[]
610,8770,8771,[]
611,8772,8773,[]
612,8774,8775,[]
613,1801,1802,[]
614,6647,6648,[]
615,7345,6648,[]
616,1705,1690,[]
617,1706,1691,[]
618,1707,1692,[]
619,1708,1693,[]
620,1709,1694,[]
621,1710,1695,[]
622,1711,1696,[]
623,1712,1697,[]
624,1713,1698,[]
625,1714,1699,[]
626,1715,1700,[]
627,1716,1701,[]
628,1717,1702,[]
629,1718,1703,[]
630,1719,1704,[]
631,1788,1770,[]
632,1789,1771,[]
633,1790,1772,[]
634,1791,1773,[]
635,1792,1774,[]
636,1793,1775,[]
637,1794,1776,[]
638,1795,1777,[]
639,1796,1778,[]
640,1797,1779,[]
641,1798,1780,[]
642,1799,1781,[]
643,1800,1782,[]
644,1803,1783,[]
645,1804,1784,[]
646,1805,1785,[]
647,1806,1786,[]
648,1807,1787,[]
649,4464,4465,[]
650,6536,6535,[]
651,6537,6535,[]
652,6538,6535,[]
653,5186,5188,[]
654,5187,5188,[]
655,5189,5191,[]
656,5190,5191,[]
657,6379,6381,[]
658,6380,6382,[]
659,6385,6387,[]
660,6386,6388,[]
661,6391,6393,[]
662,6392,6394,[]
663,6397,6399,[]
664,6398,6400,[]
665,6347,6382,[]
666,6351,6388,[]
667,6355,6394,[]
668,6359,6400,[]
669,6545,6544,[]
670,6547,6544,[]
671,6548,6544,[]
672,8895,8896,[]
673,8897,8898,[]
674,8899,8900,[]
675,8901,8902,[]
676,8903,8904,[]
677,8905,8906,[]
678,8908,8909,[]
679,8910,8911,[]
680,8914,8915,[]
681,8916,8917,[]
682,8918,8919,[]
683,8921,8922,[]
684,8923,8924,[]
685,8927,8929,[]
686,8930,8932,[]
687,8933,8935,[]
688,8936,8938,[]
689,2035,2036,[]
690,5353,5354,[]
691,9099,9100,[]
692,9104,9105,[]
693,9110,9112,[]
694,9111,9112,[]
