"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32","[rid]"
28,0,28,[5],5838,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
29,0,29,[5],5996,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
30,0,30,[5],6106,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
31,0,31,[2],5928,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
32,0,32,[2],5723,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
33,0,33,[2],5950,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
34,0,34,[2],6189,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
35,3,0,[1],5988,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
36,3,1,[1],5989,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
37,3,2,[1],5895,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
38,3,3,[1],5994,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
39,3,4,[1],5715,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
40,3,5,[1],6191,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
41,3,6,[6],5988,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
42,3,7,[6],6060,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
43,3,8,[6],5841,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
44,3,9,[6],6006,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
45,3,10,[6],5971,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
46,3,11,[6],6191,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
47,3,12,[0],5836,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
48,3,13,[0],5803,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
49,3,14,[0],6006,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
50,3,15,[0],5971,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
51,3,16,[4],6006,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
52,3,17,[4],5836,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
53,3,18,[4],5805,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
54,3,19,[4],5971,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
55,3,20,[4],6067,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
56,3,21,[4],6091,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
57,3,22,[3],5833,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
58,3,23,[3],5805,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
59,3,24,[3],5784,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
60,3,25,[3],6121,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
61,3,26,[5],5833,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
62,3,27,[5],5989,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
63,3,28,[5],5784,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
64,3,29,[5],5994,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
65,3,30,[5],5715,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
66,3,31,[2],5988,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
67,3,32,[2],5833,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
68,3,33,[2],5836,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
69,3,34,[2],5971,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
70,4,0,[1],6098,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
71,4,1,[6],6085,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
72,4,2,[6],6098,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
73,4,3,[0],6085,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
74,4,4,[4],6085,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
75,4,5,[4],6087,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
76,4,6,[3],6087,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
77,4,7,[5],6087,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
78,4,8,[5],6098,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
79,4,9,[2],6085,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
80,4,10,[2],6087,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
81,4,11,[2],6098,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
82,8,0,[1],5733,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
83,8,1,[1],5791,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
84,8,2,[1],5998,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
85,8,3,[1],6025,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
86,8,4,[1],5794,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
87,8,5,[1],6164,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
88,8,6,[1],6021,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
89,8,7,[6],5724,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
90,8,8,[6],5733,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
91,8,9,[6],5859,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
92,8,10,[6],5794,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
93,8,11,[6],6208,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
94,8,12,[0],5859,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
95,8,13,[0],5724,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
96,8,14,[0],6208,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
97,8,15,[4],5724,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
98,8,16,[4],5859,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
99,8,17,[4],5727,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
100,8,18,[4],6023,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
101,8,19,[4],6208,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
102,8,20,[3],5727,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
103,8,21,[3],5730,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
104,8,22,[3],5859,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
105,8,23,[3],5998,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
106,8,24,[3],6122,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
107,8,25,[5],5730,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
108,8,26,[5],5733,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
109,8,27,[5],5727,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
110,8,28,[5],5998,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
111,8,29,[5],5868,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
112,8,30,[2],5730,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
113,8,31,[2],5733,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
114,8,32,[2],5724,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
115,8,33,[2],5859,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
116,8,34,[2],5727,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
117,8,35,[2],6025,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
118,8,36,[2],6208,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
119,8,37,[0],5212,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
120,8,38,[0],5264,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
121,8,39,[0],5281,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
122,8,40,[4],5212,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
123,8,41,[4],5264,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
124,8,42,[4],5230,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
125,8,43,[3],5230,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
126,8,44,[3],5298,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
127,8,45,[3],5264,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
128,8,46,[5],5230,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
129,8,47,[5],5298,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
130,8,48,[5],5247,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
131,8,49,[1],5247,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
132,8,50,[1],5281,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
133,8,51,[1],5298,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
134,8,52,[6],5212,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
135,8,53,[6],5281,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
136,8,54,[6],5247,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
137,8,55,[2],5212,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
138,8,56,[2],5230,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
139,8,57,[2],5247,8,1,0,"",[],1,"",1,[],1280,0,[],2,"",0,[]
140,7,0,[1],5820,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
141,7,1,[1],5782,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
142,7,2,[1],5781,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
143,7,3,[1],5969,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
144,7,4,[1],5995,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
145,7,5,[1],6034,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
146,7,6,[6],5969,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
147,7,7,[6],5820,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
148,7,8,[6],5810,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
149,7,9,[6],5697,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
150,7,10,[0],5704,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
151,7,11,[0],5697,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
152,7,12,[0],5810,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
153,7,13,[0],5705,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
154,7,14,[0],6177,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
155,7,15,[4],5955,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
156,7,16,[4],5697,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
157,7,17,[4],5711,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
158,7,18,[4],6099,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
159,7,19,[4],5810,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
160,7,20,[4],5705,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
161,7,21,[4],6177,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
162,7,22,[3],5711,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
163,7,23,[3],5955,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
164,7,24,[3],5871,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
165,7,25,[3],6099,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
166,7,26,[3],5954,1,"",0,"",[],1,"","",[],1280,0,[],2,"",0,[]
167,7,27,[5],5820,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
168,7,28,[5],6099,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
169,7,29,[5],5969,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
170,7,30,[5],5711,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
171,7,31,[5],5871,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
172,7,32,[5],6108,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
173,7,33,[5],5717,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
174,7,34,[5],6046,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
175,7,35,[2],5969,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
176,7,36,[2],5955,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
177,7,37,[2],5697,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
178,7,38,[2],6108,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
179,7,39,[2],5810,1,"",0,"",[],1,"","",[],1280,0,[],2,"",0,[]
180,7,40,[2],6099,1,"",0,"",[],1,"","",[],1280,0,[],2,"",0,[]
181,7,41,[2],5820,1,"",0,"",[],1,"","",[],1280,0,[],2,"",0,[]
182,10,0,[1],5696,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
183,10,1,[1],6185,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
184,10,2,[1],5807,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
185,10,3,[1],5899,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
186,10,4,[1],5997,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
187,10,5,[1],6012,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
188,10,6,[1],5716,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
189,10,7,[1],5720,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
190,10,8,[1],6218,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
191,10,9,[6],5722,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
192,10,10,[6],5696,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
193,10,11,[6],6185,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
194,10,12,[6],5888,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
195,10,13,[6],5861,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
196,10,14,[6],6012,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
197,10,15,[6],6066,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
198,10,16,[6],6031,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
199,10,17,[6],6180,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
200,10,18,[6],6215,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
201,10,19,[6],6218,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
202,10,20,[0],5758,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
203,10,21,[0],5722,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
204,10,22,[0],5700,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
205,10,23,[0],6003,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
206,10,24,[0],6094,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
207,10,25,[0],6181,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
208,10,26,[0],6403,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
209,10,27,[4],5707,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
210,10,28,[4],5700,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
211,10,29,[4],5789,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
212,10,30,[4],6069,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
213,10,31,[4],6181,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
214,10,32,[3],6059,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
215,10,33,[3],5789,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
216,10,34,[3],5806,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
217,10,35,[3],5865,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
218,10,36,[3],5801,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
219,10,37,[3],5983,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
220,10,38,[3],5708,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
221,10,39,[3],6229,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
222,10,40,[5],5865,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
223,10,41,[5],6210,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
224,10,42,[5],5831,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
225,10,43,[5],5870,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
226,10,44,[5],5835,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
227,10,45,[5],5985,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
228,10,46,[5],5997,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
229,10,47,[5],5716,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
230,10,48,[5],6119,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
231,10,49,[2],5722,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
232,10,50,[2],5789,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
233,10,51,[2],5696,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
234,10,52,[2],5985,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
235,10,53,[2],6012,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
236,10,54,[2],6031,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
237,10,55,[2],6202,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
238,10,56,[2],6212,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
239,13,0,[1],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
240,13,1,[1],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
241,13,2,[1],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
242,13,3,[1],5898,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
243,13,4,[1],5840,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
244,13,5,[1],5713,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
245,13,6,[1],6167,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
246,13,7,[1],6401,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
247,13,8,[6],5948,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
248,13,9,[6],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
249,13,10,[6],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
250,13,11,[6],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
251,13,12,[6],6072,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
252,13,13,[6],6078,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
253,13,14,[6],6167,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
254,13,15,[0],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
255,13,16,[0],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
256,13,17,[0],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
257,13,18,[0],6178,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
258,13,19,[0],5967,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
259,13,20,[0],6203,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
260,13,21,[4],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
261,13,22,[4],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
262,13,23,[4],5712,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
263,13,24,[4],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
264,13,25,[4],6100,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
265,13,26,[4],5735,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
266,13,27,[4],6178,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
267,13,28,[4],5967,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
268,13,29,[4],6203,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
269,13,30,[4],6209,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
270,13,31,[3],5947,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
271,13,32,[3],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
272,13,33,[3],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
273,13,34,[3],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
274,13,35,[3],5712,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
275,13,36,[3],5840,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
276,13,37,[3],5735,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
277,13,38,[3],6124,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
278,13,39,[5],5947,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
279,13,40,[5],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
280,13,41,[5],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
281,13,42,[5],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
282,13,43,[5],6169,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
283,13,44,[5],5840,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
284,13,45,[5],5713,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
285,13,46,[5],6116,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
286,13,47,[5],5735,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
287,13,48,[5],6167,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
288,13,49,[2],5944,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
289,13,50,[2],5945,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
290,13,51,[2],5946,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
291,13,52,[2],5712,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
292,13,53,[2],5840,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
293,13,54,[2],6203,1,"",0,"",[],1,"","",[],1280,0,[],0,"",0,[]
294,15,0,[1],5770,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
295,15,1,[1],5795,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
296,15,2,[1],5790,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
297,15,3,[1],5999,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
298,15,4,[1],6009,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
299,15,5,[1],6111,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
300,15,6,[1],6197,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
301,15,7,[1],6207,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
302,15,8,[1],6243,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
303,15,9,[6],5770,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
304,15,10,[6],5790,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
305,15,11,[6],5797,1,"",0,"",[],1,"","",[],1280,0,[],1,"",0,[]
