"rownum","string","[rid]","[string]","bool","i32","i32","i32","f32","i32","i32","i32","f32","i32","bool","bool","bool","rid"
67,"IllusionistCobraLashHit",[6651],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
68,"VoidEmperorLightningStrikeHit",[6662],[],1,0,16777216,0,590295810358705700000,18,0,0,0.125,0,"","","",""
69,"StarfallRageSlashHit",[6668],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
70,"StarfallBloodScytheHit",[6672],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
71,"StarfallBloodScytheHitConsole",[6673],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
72,"HolyUndeadHit",[6677],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
73,"AutomatonLightningTendrilHit",[6679],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
74,"ClockworkCharacterEffectHit",[6692],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
75,"MTXTopazFlaskShieldHitEffect",[6744],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
76,"MTXRubyFlaskShieldHitEffect",[6745],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
77,"MTXSapphireFlaskShieldHitEffect",[6746],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
78,"MTXAmethystFlaskShieldHitEffect",[6747],[],1,33554432,0,0,0.125,0,0,0,0.125,0,"","","",""
79,"MtxBattlePassFourShavronnesWrappingsHitEffect",[6814],[],1,16777216,0,0,0.125,0,0,0,0.125,0,"","","",""
80,"SanctumReaperHit",[6798],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",""
81,"PlayerBlood",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_player.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
82,"PlayerBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_player.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
83,"ExtraGoreRedSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
84,"ExtraGoreRedLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood1_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
85,"ExtraGoreRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
86,"FirstBloodRed",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/red_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
87,"FirstBloodRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
88,"RedBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
89,"RedBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
90,"RedBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_red.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
91,"ZombieBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
92,"ZombieBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
93,"ZombieBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_orange.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
94,"ExtraGoreZombieSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
95,"ExtraGoreZombieLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood1_impact_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
96,"ExtraGoreZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_orange.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
97,"FirstBloodZombie",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/zombie_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
98,"FirstBloodZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/critical_strikes_zombie.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
99,"GreenGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
100,"GreenGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
101,"PurpleGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_purp.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
102,"PurpleGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost_shadow.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
103,"MudBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone_mud.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
104,"StoneBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
105,"StoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_rock.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
106,"SpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
107,"SpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
108,"SpiderBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
109,"ExtraGoreSpiderSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
110,"ExtraGoreSpiderLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
111,"ExtraGoreSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
112,"FirstBloodSpider",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/spider_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
113,"FirstBloodSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/critical_strikes_green.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
114,"BoneBlood",[],"[""Metadata/Particles/bonehit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
115,"BoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_skele.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
116,"WaterBlood",[],"[""Metadata/Particles/elemental_damages/water_splash_01.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
117,"WaterBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_water.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
118,"LargeSpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
119,"LargeSpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood1_impact_spider.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
120,"AfflictionBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
121,"AfflictionBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_large.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
122,"AfflictionBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_crit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
123,"RobotBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
124,"RobotBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_large.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
125,"RobotBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_crit.pet""]",1,67108864,0,0,0.125,0,0,0,0.125,0,"","","",""
126,"BloodBoilEffect",[],[],1,0,0,0,0.125,0,0,0,0.125,0,"","","",533
