"rownum","Id","HideoutArea","HASH16","HideoutFile","SpawnAreas","ClaimSideArea","HideoutImage","IsEnabled","Weight","Rarity","NotActsArea","Name","[i32]","bool","bool","bool","bool"
10,"HideoutMine",1539,55535,"Metadata/Terrain/Missions/Hideouts/Mine/decoration.hideout",[63],1538,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ExcavatedHideout",1,10000,0,"","Excavated Hideout",[],"",1,1,""
11,"HideoutCourts",1525,31968,"Metadata/Terrain/Missions/Hideouts/Courts/decoration.hideout","[75,76]",1526,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/StatelyHideout",1,10000,0,"","Stately Hideout",[],"",1,1,""
12,"HideoutCoral",1516,18035,"Metadata/Terrain/Missions/Hideouts/Coral/decoration.hideout",[97],1515,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CoralHideout",1,10000,0,"","Coral Hideout",[],"",1,1,""
13,"HideoutRuinedTemple",1541,6122,"Metadata/Terrain/Missions/Hideouts/RuinedTemple/decoration.hideout",[106],1540,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BalefulHideout",1,10000,0,"","Baleful Hideout",[],"",1,1,""
14,"HideoutOasis",1543,750,"Metadata/Terrain/Missions/Hideouts/Oasis/decoration.hideout",[137],1542,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/DesertHideout",1,10000,0,"","Desert Hideout",[],"",1,1,""
15,"HideoutOssuary",1523,61235,"Metadata/Terrain/Missions/Hideouts/Ossuary/decoration.hideout",[154],1524,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/SkeletalHideout",1,10000,0,"","Skeletal Hideout",[],"",1,1,""
16,"HideoutBaths",1521,55372,"Metadata/Terrain/Missions/Hideouts/Baths/decoration.hideout",[122],1522,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/LuxuriousHideout",1,10000,0,"","Luxurious Hideout",[],"",1,1,""
17,"HideoutTemplarLab",1554,55414,"Metadata/Terrain/Missions/Hideouts/TemplarLab/decoration.hideout",[156],0,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CartographyHideout",1,0,0,1,"Cartographer's Hideout",[],"",1,1,""
18,"HideoutPillarsOfArun",1544,65044,"Metadata/Terrain/Missions/Hideouts/PillarsOfArun/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ToweringHideout",1,0,0,1,"Towering Hideout",[],"",1,1,1
19,"HideoutAtziriArena",1545,34352,"Metadata/Terrain/Missions/Hideouts/ArenaAtziri/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CorruptedHideout",1,0,0,1,"Corrupted Hideout",[],"",1,1,1
20,"HideoutInnocenceArena",1546,45610,"Metadata/Terrain/Missions/Hideouts/ArenaInnocence/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/InnocentHideout",1,0,0,1,"Innocent Hideout",[],"",1,1,1
21,"HideoutShaperArena",1547,41490,"Metadata/Terrain/Missions/Hideouts/ArenaShaper/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ShaperHideout",1,0,0,1,"Shaped Hideout",[],"",1,1,1
22,"HideoutKaomArena",1548,26625,"Metadata/Terrain/Missions/Hideouts/ArenaKaom/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/FuriousHideout",1,0,0,1,"Furious Hideout",[],"",1,1,1
23,"HideoutDaressoArena",1549,49908,"Metadata/Terrain/Missions/Hideouts/ArenaDaresso/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ChampionsHideout",1,0,0,1,"Champion's Hideout",[],"",1,1,1
24,"HideoutDominusArena",1550,52081,"Metadata/Terrain/Missions/Hideouts/ArenaDominus/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/IndomitableHideout",1,0,0,1,"Indomitable Hideout",[],"",1,1,1
25,"HideoutPietyArena",1551,41981,"Metadata/Terrain/Missions/Hideouts/ArenaPiety/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/MorbidHideout",1,0,0,1,"Morbid Hideout",[],"",1,1,1
26,"HideoutLunarisSolarisArena",1552,37028,"Metadata/Terrain/Missions/Hideouts/ArenaSolarisLunaris/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/EclipsedHideout",1,0,0,1,"Eclipsed Hideout","[8,9]","",1,1,1
27,"HideoutKitavaArenaAct10",1553,36378,"Metadata/Terrain/Missions/Hideouts/ArenaKitavaAct10/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/RavenousHideout",1,0,0,1,"Ravenous Hideout",[],"",1,1,1
28,"HideoutSunken",1527,18782,"Metadata/Terrain/Missions/Hideouts/Causeway/decoration.hideout",[1240],1528,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/SunkenCityHideout",1,33,3,1,"Sunken Hideout",[],"",1,1,""
29,"HideoutShapersRealm",1517,34604,"Metadata/Terrain/Missions/Hideouts/Shaper/decoration.hideout",[1247],0,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ShapersRealmHideout",1,0,0,1,"Celestial Hideout",[],"",1,1,""
30,"HideoutTwilightTemple",1573,50158,"Metadata/Terrain/Missions/Hideouts/TwilightTemple/decoration.hideout",[1174],1574,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/TwilightTempleHideout",1,2500,1,1,"Divided Hideout",[],"",1,1,""
31,"HideoutHighGardens",1529,61074,"Metadata/Terrain/Missions/Hideouts/HighGardens/decoration.hideout",[1226],1530,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/HighGardensHideout",1,33,3,1,"Arboreal Hideout",[],"",1,1,""
32,"HideoutHauntedMansion",1577,23230,"Metadata/Terrain/Missions/Hideouts/HauntedMansion/decoration.hideout",[1122],1578,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/HauntedHideout",1,33,3,1,"Haunted Hideout",[],"",1,1,""
33,"HideoutPrisonTower",1519,38628,"Metadata/Terrain/Missions/Hideouts/PrisonTower/decoration.hideout",[1176],1520,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/PrisonTowerHideout",1,100,2,1,"Brutal Hideout",[],"",1,1,""
34,"HideoutCrimsonTemple",1571,39182,"Metadata/Terrain/Missions/Hideouts/CrimsonTemple/decoration.hideout",[1234],1572,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CrimsonTempleHideout",1,33,3,1,"Sanguine Hideout",[],"",1,1,""
35,"HideoutIceberg",1569,64285,"Metadata/Terrain/Missions/Hideouts/Glacier/decoration.hideout",[1098],1570,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/IcebergHideout",1,100,2,1,"Glacial Hideout",[],"",1,1,""
36,"HideoutMountain",1575,9587,"Metadata/Terrain/Missions/Hideouts/Mountain/decoration.hideout",[1211],1576,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/MountainHideout",1,100,2,1,"Alpine Hideout",[],"",1,1,""
37,"HideoutDoomguard",1583,54370,"Metadata/Terrain/Missions/Hideouts/Doomguard/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/DoomguardHideout",1,0,0,1,"Doomguard Hideout",[],"",1,1,1
38,"HideoutSunspire",1584,37893,"Metadata/Terrain/Missions/Hideouts/Sunspire/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/SunspireHideout",1,0,0,1,"Sunspire Hideout",[],"",1,1,1
39,"HideoutDarkwood",1585,1739,"Metadata/Terrain/Missions/Hideouts/Darkwood/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/DarkwoodHideout",1,0,0,1,"Glimmerwood Hideout",[],"",1,1,1
40,"HideoutSpace",1536,35022,"Metadata/Terrain/Missions/Hideouts/Space/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CelestialNebulaHideout",1,0,0,1,"Celestial Nebula Hideout",[],"",1,1,1
41,"HideoutArenaGraveyardTrio",1537,30781,"Metadata/Terrain/Missions/Hideouts/ArenaGraveyardTrio/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/EntombedHideout",1,0,0,1,"Entombed Hideout",[],"",1,1,1
42,"HideoutArenaElder",1586,26046,"Metadata/Terrain/Missions/Hideouts/ArenaElder/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/VoidHideout",1,0,0,1,"Void Hideout",[],"",1,1,1
43,"HideoutChiyouSpring",1587,63882,"Metadata/Terrain/Missions/Hideouts/Chiyou/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ChiyouHideout",1,0,0,1,"Chiyou Hideout",[],1,1,1,1
44,"HideoutBlankAbyss",1588,32865,"Metadata/Terrain/Missions/Hideouts/BlankAbyss/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankAbyss",1,0,0,1,"Infinite Abyss Hideout",[],"",1,1,1
45,"HideoutBlankCity",1589,26652,"Metadata/Terrain/Missions/Hideouts/BlankCity/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankCity",1,0,0,1,"Urban Sprawl Hideout",[],"",1,1,1
46,"HideoutBlankClouds",1590,61767,"Metadata/Terrain/Missions/Hideouts/BlankClouds/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankClouds",1,0,0,1,"Boundless Skies Hideout",[],"",1,1,1
47,"HideoutBlankDesert",1591,29167,"Metadata/Terrain/Missions/Hideouts/BlankDesert/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankDesert",1,0,0,1,"Endless Sands Hideout",[],"",1,1,1
48,"HideoutBlankDirt",1592,34522,"Metadata/Terrain/Missions/Hideouts/BlankDirt/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankDirt",1,0,0,1,"Eternal Wasteland Hideout",[],"",1,1,1
49,"HideoutBlankGrass",1593,5889,"Metadata/Terrain/Missions/Hideouts/BlankGrass/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankGrass",1,0,0,1,"Vast Plains Hideout",[],"",1,1,1
50,"HideoutBlankSea",1594,58314,"Metadata/Terrain/Missions/Hideouts/BlankSea/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankSea",1,0,0,1,"All at Sea Hideout",[],"",1,1,1
51,"HideoutBlankSnow",1595,3594,"Metadata/Terrain/Missions/Hideouts/BlankSnow/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlankSnow",1,0,0,1,"Glacial Expanse Hideout",[],"",1,1,1
52,"HideoutThaumaturgy",1596,5469,"Metadata/Terrain/Missions/Hideouts/Thaumaturgy/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ThaumaturgicalHideout",1,0,0,1,"Thaumaturgical Hideout",[],"",1,1,1
53,"HideoutYaochi",1597,53842,"Metadata/Terrain/Missions/Hideouts/Yaochi/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/YaochiHideout",1,0,0,1,"Yaochi Hideout",[],1,1,1,1
54,"HideoutHumanoidPet",1598,65094,"Metadata/Terrain/Missions/Hideouts/HumanoidPet/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/HumanoidPetHideout",1,0,0,1,"Humanoid Pet Hideout",[],1,1,1,1
55,"HideoutMoonTemple",1579,51846,"Metadata/Terrain/Missions/Hideouts/LunarisWater/decoration.hideout",[1173],1580,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/MoonTempleHideout",1,33,3,1,"Nocturnal Hideout",[],"",1,1,""
56,"HideoutPrimevalRuins",1581,61278,"Metadata/Terrain/Missions/Hideouts/Primeval/decoration.hideout",[1217],1582,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/PrimevalRuinsHideout",1,33,3,1,"Primeval Hideout",[20],"",1,1,""
57,"HideoutRitualLeague",1599,22310,"Metadata/Terrain/Missions/Hideouts/RitualLeague/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/RitualHideout",1,0,0,1,"Ritualist's Hideout",[],1,1,1,1
58,"HideoutArenaMaven",1600,12991,"Metadata/Terrain/Missions/Hideouts/ArenaMaven/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CrucibleHideout",1,0,0,1,"Crucible Hideout",[],"",1,1,1
59,"HideoutHasina",1601,28095,"Metadata/Terrain/Missions/Hideouts/Hasina/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/TavernHideout",1,0,0,1,"Tavern Hideout",[],"",1,1,1
60,"HideoutAzuriteCave",1602,24939,"Metadata/Terrain/Missions/Hideouts/AzuriteCave/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/AzuriteCavernHideout",1,0,0,1,"Azurite Cavern Hideout",[],"",1,1,1
61,"HideoutSynthesisHub",1603,6681,"Metadata/Terrain/Missions/Hideouts/SynthesisHub/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/SynthesisHideout","",0,0,1,"Synthesis Hideout",[],"",1,1,1
62,"HideoutVeritaniaArena",1604,51550,"Metadata/Terrain/Missions/Hideouts/ArenaVeritania/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/RedeemersHideout",1,0,0,1,"Redeemer's Hideout",[],"",1,1,1
63,"HideoutTencentApocalypse",1606,15139,"Metadata/Terrain/Missions/Hideouts/TencentApocalypse/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CataclysmicHideout",1,0,0,1,"Cataclysmic Hideout",[],1,1,1,""
64,"HideoutBlankBlack",1605,14166,"Metadata/Terrain/Missions/Hideouts/Space/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CelestialNebulaHideout",1,0,0,1,"Black Void Hideout",[],"",1,1,""
65,"HideoutOlrothArena",1607,20743,"Metadata/Terrain/Missions/Hideouts/ArenaOlroth/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/AncestralHideout","",0,0,1,"Ancestral Hideout",[],"",1,1,1
66,"HideoutLight",1608,64865,"Metadata/Terrain/Missions/Hideouts/Light/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/LightThemedHideout",1,0,0,1,"Timekeeper's Hideout","[31,32]","",1,1,1
67,"HideoutDark",1609,11848,"Metadata/Terrain/Missions/Hideouts/Dark/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/DarkThemedHideout",1,0,0,1,"Ghost-lit Graveyard Hideout","[29,30]","",1,1,1
68,"HideoutArenaBlackStar_",1610,2056,"Metadata/Terrain/Missions/Hideouts/ArenaBlackStar/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BlackStarHideout",1,0,0,1,"Polaric Hideout",[33],"",1,1,1
69,"HideoutArenaInfiniteHunger",1611,51467,"Metadata/Terrain/Missions/Hideouts/ArenaInfiniteHunger/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/InfiniteHungerHideout",1,0,0,1,"Seething Hideout",[],"",1,1,1
70,"HideoutCosmicAtlas",1612,8758,"Metadata/Terrain/Missions/Hideouts/AtlasHideout/decoration.hideout",[],"","Art/2DArt/UIImages/InGame/Hideout/HideoutImages/AtlasHideout",1,0,0,1,"Atlas Hideout","[36,37]","",1,1,1
