"rownum","InfluenceMod","UpgradedMod","bool"
187,20449,20450,""
188,20450,24364,1
189,20451,24365,1
190,20452,20453,""
191,20453,20454,""
192,20454,24366,1
193,20455,20456,""
194,20456,24367,1
195,20457,20458,""
196,20458,24368,1
197,20459,24369,1
198,20460,24370,1
199,20461,20463,""
200,20463,24371,1
201,20465,20466,""
202,20466,24373,1
203,20467,20468,""
204,20468,24374,1
205,20469,20470,""
206,20470,24375,1
207,20471,20472,""
208,20472,24376,1
209,20473,20474,""
210,20474,20475,""
211,20475,24377,1
212,20476,20477,""
213,20477,20478,""
214,20478,24378,1
215,20479,20480,""
216,20480,20481,""
217,20481,24379,1
218,20482,20483,""
219,20483,20484,""
220,20484,24380,1
221,20485,20486,""
222,20486,20487,""
223,20487,24381,1
224,20488,24382,1
225,20489,20490,""
226,20490,24383,1
227,20491,24384,1
228,20492,24385,1
229,20493,24386,1
230,14289,14290,""
231,14290,14291,""
232,14291,24387,1
233,14292,14293,""
234,14293,14294,""
235,14294,24388,1
236,14295,14296,""
237,14296,14297,""
238,14297,24389,1
239,14298,24390,1
240,14299,14300,""
241,14300,14301,""
242,14301,24391,1
243,14302,14303,""
244,14303,14304,""
245,14304,24392,1
246,14305,14306,""
247,14306,14307,""
248,14307,24393,1
249,14308,24394,1
250,14313,14314,""
251,14314,14315,""
252,14315,24397,1
253,14316,14317,""
254,14317,14318,""
255,14318,24398,1
256,14319,14320,""
257,14320,14321,""
258,14321,24399,1
259,14322,14323,""
260,14323,14324,""
261,14324,24400,1
262,14325,14326,""
263,14326,14327,""
264,14327,24401,1
265,14328,14329,""
266,14329,14330,""
267,14330,24402,1
268,14331,14332,""
269,14332,14333,""
270,14333,24403,1
271,14334,14335,""
272,14335,24404,1
273,14338,14339,""
274,14339,14340,""
275,14340,24405,1
276,14341,14342,""
277,14342,24406,1
278,14343,14344,""
279,14344,14345,""
280,14345,24407,1
281,14346,14347,""
282,14347,14348,""
283,14348,24408,1
284,14349,14350,""
285,14350,14351,""
286,14351,24409,1
287,17788,17789,""
288,17789,24410,1
289,17802,17803,""
290,17803,24411,1
291,17817,17818,""
292,17818,24412,1
293,17833,17834,""
294,17834,24413,1
295,20298,20299,""
296,20299,20300,""
297,20300,24414,1
298,20343,20344,""
299,20344,24415,1
300,20347,20348,""
301,20348,24417,1
302,20349,20350,""
303,20350,24418,1
304,20351,20352,""
305,20352,24419,1
306,20353,24420,1
307,20354,24421,1
308,20355,20356,""
309,20356,20357,""
310,20357,24422,1
311,20358,20359,""
312,20359,20360,""
313,20360,24423,1
314,20361,24424,1
315,20362,20363,""
316,20363,20364,""
317,20364,24425,1
318,20365,20366,""
319,20366,20367,""
320,20367,24426,1
321,20368,20369,""
322,20369,20370,""
323,20370,24427,1
324,20371,20372,""
325,20372,20373,""
326,20373,24428,1
327,20374,24429,1
328,20375,20376,""
329,20376,24430,1
330,20377,24431,1
331,20378,20379,""
332,20379,24432,1
333,20380,20381,""
334,20381,24433,1
335,20382,20383,""
336,20383,24434,1
337,20384,20385,""
338,20385,24435,1
339,20386,20387,""
340,20387,24436,1
341,20388,20389,""
342,20389,20390,""
343,20390,24437,1
344,20391,20392,""
345,20392,24438,1
346,20393,20394,""
347,20394,24439,1
348,20395,24440,1
349,20396,24441,1
350,20397,24442,1
351,20398,24443,1
352,20399,20400,""
353,20400,24444,1
354,20402,20403,""
355,20403,24445,1
356,20404,20405,""
357,20405,24446,1
358,20406,20407,""
359,20407,24447,1
360,20408,20409,""
361,20409,24448,1
362,20410,20411,""
363,20411,24449,1
364,20412,20413,""
365,20413,24450,1
366,20630,24451,1
367,14251,24452,1
368,14252,24453,1
369,14253,24454,1
370,14254,24455,1
371,14255,24456,1
372,14256,24457,1
373,14257,24458,1
374,14258,14259,""
375,14259,14260,""
376,14260,24459,1
377,14261,14262,""
378,14262,14263,""
379,14263,24460,1
380,14264,14265,""
381,14265,14266,""
382,14266,24461,1
383,14267,14268,""
384,14268,14269,""
385,14269,24462,1
386,14270,14271,""
387,14271,24463,1
388,14272,14273,""
389,14273,24464,1
390,14274,14275,""
391,14275,14276,""
392,14276,24465,1
393,14277,14278,""
394,14278,14279,""
395,14279,24466,1
396,14280,14281,""
397,14281,14282,""
398,14282,24467,1
399,14283,14284,""
400,14284,14285,""
401,14285,24468,1
402,14286,24469,1
403,14287,24470,1
404,14288,24471,1
405,20272,24472,1
406,20273,24473,1
407,20274,20275,""
408,20275,24474,1
409,20278,20279,""
410,20279,24476,1
411,20280,20281,""
412,20281,24477,1
413,20282,20283,""
414,20283,20284,""
415,20284,24478,1
416,20285,20286,""
417,20286,20287,""
418,20287,24479,1
419,20288,20289,""
420,20289,20290,""
421,20290,24480,1
422,20291,20292,""
423,20292,24481,1
424,20293,24482,1
425,20294,24483,1
426,20295,24484,1
427,20296,20297,""
428,20297,24485,1
429,20301,20302,""
430,20302,24486,1
431,20303,20304,""
432,20304,24487,1
433,20305,20306,""
434,20306,24488,1
435,20309,24489,1
436,20310,24490,1
437,20311,24491,1
438,20312,20313,""
439,20313,24492,1
440,20314,20315,""
441,20315,24493,1
442,20316,24494,1
443,20317,20318,""
444,20318,20319,""
445,20319,24495,1
446,20320,20321,""
447,20321,20322,""
448,20322,24496,1
449,20323,20324,""
450,20324,24497,1
451,20325,20326,""
452,20326,24498,1
453,20327,24499,1
454,20328,24500,1
455,20329,20330,""
456,20330,24501,1
457,20331,20332,""
458,20332,24502,1
459,20333,20334,""
460,20334,20335,""
461,20335,24503,1
462,20336,24504,1
463,20337,20338,""
464,20338,24505,1
465,20339,20340,""
466,20340,24506,1
467,20341,20342,""
468,20342,24507,1
469,20498,20499,""
470,20499,24289,1
471,14309,24395,1
472,24266,24266,1
473,24267,24267,1
474,24268,24268,1
475,24269,24269,1
476,24270,24270,1
477,24271,24271,1
478,24272,24272,1
479,24273,24273,1
480,24274,24274,1
481,24275,24275,1
482,24276,24276,1
483,24277,24277,1
484,24278,24278,1
485,24279,24279,1
486,24280,24280,1
487,24281,24281,1
488,24282,24282,1
489,24283,24283,1
490,24284,24284,1
491,24285,24285,1
492,24286,24286,1
493,24287,24287,1
494,24290,24290,1
495,24291,24291,1
496,24292,24292,1
497,24293,24293,1
498,24294,24294,1
499,24295,24295,1
500,24296,24296,1
501,24297,24297,1
502,24298,24298,1
503,24299,24299,1
504,24300,24300,1
505,24301,24301,1
506,24302,24302,1
507,24303,24303,1
508,24304,24304,1
509,24305,24305,1
510,24306,24306,1
511,24307,24307,1
512,24308,24308,1
513,24309,24309,1
514,24310,24310,1
515,24311,24311,1
516,24312,24312,1
517,24313,24313,1
518,24314,24314,1
519,24316,24316,1
520,24317,24317,1
521,24318,24318,1
522,24319,24319,1
523,24320,24320,1
524,24321,24321,1
525,24322,24322,1
526,24323,24323,1
527,24324,24324,1
528,24325,24325,1
529,24327,24327,1
530,24328,24328,1
531,24329,24329,1
532,24330,24330,1
533,24331,24331,1
534,24332,24332,1
535,24333,24333,1
536,24334,24334,1
537,24335,24335,1
538,24336,24336,1
539,24337,24337,1
540,24338,24338,1
541,24339,24339,1
542,24340,24340,1
543,24341,24341,1
544,24342,24342,1
545,24343,24343,1
546,24344,24344,1
547,24345,24345,1
548,24346,24346,1
549,24347,24347,1
550,24348,24348,1
551,24350,24350,1
552,24351,24351,1
553,24352,24352,1
554,24353,24353,1
555,24354,24354,1
556,24355,24355,1
557,24356,24356,1
558,24357,24357,1
559,24358,24358,1
560,24359,24359,1
561,24360,24360,1
562,24361,24361,1
563,24362,24362,1
564,24363,24363,1
565,24364,24364,1
566,24365,24365,1
567,24366,24366,1
568,24367,24367,1
569,24368,24368,1
570,24369,24369,1
571,24370,24370,1
572,24371,24371,1
573,24373,24373,1
574,24374,24374,1
575,24375,24375,1
576,24376,24376,1
577,24377,24377,1
578,24378,24378,1
579,24379,24379,1
580,24380,24380,1
581,24381,24381,1
582,24382,24382,1
583,24383,24383,1
584,24384,24384,1
585,24385,24385,1
586,24386,24386,1
587,24387,24387,1
588,24388,24388,1
589,24389,24389,1
590,24390,24390,1
591,24391,24391,1
592,24392,24392,1
593,24393,24393,1
594,24394,24394,1
595,24397,24397,1
596,24398,24398,1
597,24399,24399,1
598,24400,24400,1
599,24401,24401,1
600,24402,24402,1
601,24403,24403,1
602,24404,24404,1
603,24405,24405,1
604,24406,24406,1
605,24407,24407,1
606,24408,24408,1
607,24409,24409,1
608,24410,24410,1
609,24411,24411,1
610,24412,24412,1
611,24413,24413,1
612,24414,24414,1
613,24415,24415,1
614,24417,24417,1
615,24418,24418,1
616,24419,24419,1
617,24420,24420,1
618,24421,24421,1
619,24422,24422,1
620,24423,24423,1
621,24424,24424,1
622,24425,24425,1
623,24426,24426,1
624,24427,24427,1
625,24428,24428,1
626,24429,24429,1
627,24430,24430,1
628,24431,24431,1
629,24432,24432,1
630,24433,24433,1
631,24434,24434,1
632,24435,24435,1
633,24436,24436,1
634,24437,24437,1
635,24438,24438,1
636,24439,24439,1
637,24440,24440,1
638,24441,24441,1
639,24442,24442,1
640,24443,24443,1
641,24444,24444,1
642,24445,24445,1
643,24446,24446,1
644,24447,24447,1
645,24448,24448,1
646,24449,24449,1
647,24450,24450,1
648,24451,24451,1
649,24452,24452,1
650,24453,24453,1
651,24454,24454,1
652,24455,24455,1
653,24456,24456,1
654,24457,24457,1
655,24458,24458,1
656,24459,24459,1
657,24460,24460,1
658,24461,24461,1
659,24462,24462,1
660,24463,24463,1
661,24464,24464,1
662,24465,24465,1
663,24466,24466,1
664,24467,24467,1
665,24468,24468,1
666,24469,24469,1
667,24470,24470,1
668,24471,24471,1
669,24472,24472,1
670,24473,24473,1
671,24474,24474,1
672,24476,24476,1
673,24477,24477,1
674,24478,24478,1
675,24479,24479,1
676,24480,24480,1
677,24481,24481,1
678,24482,24482,1
679,24483,24483,1
680,24484,24484,1
681,24485,24485,1
682,24486,24486,1
683,24487,24487,1
684,24488,24488,1
685,24489,24489,1
686,24490,24490,1
687,24491,24491,1
688,24492,24492,1
689,24493,24493,1
690,24494,24494,1
691,24495,24495,1
692,24496,24496,1
693,24497,24497,1
694,24498,24498,1
695,24499,24499,1
696,24500,24500,1
697,24501,24501,1
698,24502,24502,1
699,24503,24503,1
700,24504,24504,1
701,24505,24505,1
702,24506,24506,1
703,24507,24507,1
704,24289,24289,1
705,24395,24395,1
706,20462,20464,""
707,20464,24372,1
708,20276,20277,""
709,20277,24475,1
710,20345,20346,""
711,20346,24416,1
712,20416,20417,""
713,20417,24349,1
