"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid","[rid]"
69,363,"","","",[7770],[],"[5814,5840,5820,5884,5813,5811,5882,5812,5808,5815,5944,5945,5946,5886,5803,5809,5802,5929,5931,5930,5932,5908,5810,5816,5963,6149,6068,6067,5883,5885,5887,5735,5766,5947,5948,6080,6082,6103,6099,6100,6198,6199,6200,6201,6206,6209,6109,6108]","",[1],[36],"",[],"",[],[],"",[]
70,401,"","","",[347],[],[5898],"",[1],[36],"",[],"",[],[],"",[]
71,402,"","","",[347],[],"[5782,5924]","",[1],[36],"",[],"",[],[],"",[]
72,403,"","","",[347],[],"[5782,5924]","",[2],[36],"",[],"",[],[],"",[]
73,404,"","","",[347],[],"[5782,5924]","",[3],[36],"",[],"",[],[],"",[]
74,405,"","","",[347],[],"[5782,5924]","",[4],[36],"",[],"",[],[],"",[]
75,409,"","","",[347],[],"[5695,5904]","",[2],[36],"",[],"",[],[],"",[]
76,410,"","","","[347,1301]",[],"[5789,5917]","","[1,1]",[36],"",[],"",[],[],"",[]
77,414,"","","",[347],[],[5800],"",[-29],[36],"",[],"",[],[],"",[]
78,416,"","","",[347],[],"[5696,5913]","",[-3],[36],"",[],"",[],[],"",[]
79,417,"","","",[347],[],"[5713,5918]","",[1],[36],"",[],"",[],[],"",[]
80,418,"","","",[347],[],[5838],"",[1],[36],"",[],"",[],[],"",[]
81,419,"","","",[347],[],"[5752,5906]","",[2],[36],"",[],"",[],[],"",[]
82,420,"","","",[1221],[],"[5827,5843,5829,5830,5836,5841,5837,5861,5983,6125,6121]","",[1],[36],"",[],"",[],[],"",[]
83,421,"","","",[347],[],[5855],"",[1],[36],"",[],"",[],[],"",[]
84,422,"","","",[347],[],"[5856,5912]","",[3],[36],"",[],"",[],[],"",[]
85,423,"","","",[347],[],"[5856,5912]","",[1],[36],"",[],"",[],[],"",[]
86,424,"","","",[347],[],"[5856,5912]","",[2],[36],"",[],"",[],[],"",[]
87,425,"","","",[347],[],[5840],"",[2],[36],"",[],"",[],[],"",[]
88,426,"","","",[347],[],[5861],"",[1],[36],"",[],"",[],[],"",[]
89,408,"","","","[347,1301]",[],"[5702,5916]","","[1,1]",[36],"",[],"",[],[],"",[]
90,427,"","","","[347,1301]",[],"[5703,6407]","","[1,1]",[36],"",[],"",[],[],"",[]
91,406,"","","",[347],[],[5714],"",[1],[36],"",[],"",[],[],"",[]
92,428,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-6],[36],"",[],"",[],[],"",[]
93,429,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-8],[36],"",[],"",[],[],"",[]
94,430,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-9],[36],"",[],"",[],[],"",[]
95,431,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-7],[36],"",[],"",[],[],"",[]
96,432,"","","",[347],[],"[5874,5919]","",[1],[36],"",[],"",[],[],"",[]
97,433,"","","",[347],[],"[5874,5919]","",[2],[36],"",[],"",[],[],"",[]
98,434,"","","",[347],[],"[5874,5919]","",[3],[36],"",[],"",[],[],"",[]
99,435,"","","",[1221],[],"[5827,5843,5829,5830,5836,5841,5837,5861,5983,6125,6121]","",[3],[36],"",[],"",[],[],"",[]
100,436,"","","",[347],[],"[5888,5925]","",[1],[36],"",[],"",[],[],"",[]
101,437,"","","","[347,1301]",[],"[5696,5913]","","[-2,1]",[36],"",[],"",[],[],"",[]
102,438,"","","","[347,1301]",[],[5902],"","[1,2]",[36],"",[],"",[],[],"",[]
103,439,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-5],[36],"",[],"",[],[],"",[]
104,440,"","","","[347,1301,2676]",[],[5895],"","[1,1,2]",[36],"",[],"",[],[],"",[]
105,359,"","","",[1061],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],"",[]
106,360,"","","",[4807],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],"",[]
107,361,38,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
108,469,"","","",[1367],[23],[],"",[1],[13],"",[],"",[],[],"",[]
109,470,"","","",[1367],[23],[],"",[2],[13],"",[],"",[],[],"",[]
110,471,"","","",[1367],[23],[],"",[3],[13],"",[],"",[],[],"",[]
111,472,"","","",[1367],[23],[],"",[4],[13],"",[],"",[],[],"",[]
112,473,"","","",[1367],[23],[],"",[5],[13],"",[],"",[],[],"",[]
113,474,"","","",[1367],[23],[],"",[6],[13],"",[],"",[],[],"",[]
114,475,"","","",[1367],[23],[],"",[7],[13],"",[],"",[],[],"",[]
115,476,"","","",[1367],[23],[],"",[8],[13],"",[],"",[],[],"",[]
116,477,"","","",[1367],[23],[],"",[11],[13],"",[],"",[],[],"",[]
117,478,"","","",[1367],[23],[],"",[12],[13],"",[],"",[],[],"",[]
118,479,"","","",[1367],[23],[],"",[13],[13],"",[],"",[],[],"",[]
119,480,"","","",[1367],[23],[],"",[14],[13],"",[],"",[],[],"",[]
120,481,"","","",[1367],[23],[],"",[15],[13],"",[],"",[],[],"",[]
121,4154,"","","",[1367],[23],[],1,[9],[13],"",[],"",[],[],"",[]
122,488,"","",4054,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
123,489,"","",4055,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
124,490,"","",4056,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
125,491,"","",4057,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
126,492,"","",4058,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
127,493,"","",4059,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
128,494,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
129,495,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
130,496,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
131,497,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
132,500,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
133,501,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
134,502,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
135,503,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
136,504,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
137,509,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
138,510,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
139,511,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
140,6908,"","",4057,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
141,515,"",4060,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
142,516,"",4061,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
143,517,"",4062,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
144,518,"",4063,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
145,519,"","",4064,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
146,520,"",4065,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
147,521,"",4066,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
148,523,"",4067,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
149,522,"",4068,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
150,524,"",4069,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
151,525,"",4070,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
152,526,"",4072,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
153,527,"",4071,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
154,528,"",4073,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
155,529,"",4074,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
156,530,"",4075,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
157,531,"",4076,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
158,532,"",4077,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
159,533,"",4078,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
160,534,"",4079,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
161,535,"",4080,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
162,536,"",4081,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
163,537,"",4082,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
164,538,"",4083,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
165,539,"",4084,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
166,540,"",4085,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
167,541,"",4086,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
168,542,"",4087,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
169,543,"",4088,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
170,544,"",4089,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
171,545,"",4090,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
172,546,"",4091,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
173,547,"",4092,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
174,548,"",4093,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
175,549,"",4094,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
176,550,"",4095,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
177,551,"",4096,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
178,552,"",4097,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
179,553,"",4098,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
180,554,"",4099,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
181,555,"",4100,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
182,558,"","",4103,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
183,559,"","",4104,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
184,570,"",4105,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
185,571,"","",4106,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
186,483,"",4049,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
187,484,"",4050,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
188,485,"",4051,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
189,486,"",4052,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
190,487,"",4053,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
191,572,"","",4107,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
192,573,"","",4108,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
193,574,"","",4109,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
194,575,"","",4110,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
195,576,"",4111,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
196,577,"",4112,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
197,578,"",4113,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
198,579,"",4114,"",[],"[6,7,56]",[],"",[],"[1,4]","",[],"",[],[],"",[]
199,580,"",4115,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
200,581,"",4116,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
201,582,"",4117,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
202,583,"",4118,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
203,584,"",4119,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
204,585,"",4120,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
205,586,"",4121,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
206,587,"",4122,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
207,588,"",4123,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
208,589,"",4124,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
209,590,"",4125,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
210,591,"",4126,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
211,592,"",4127,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
212,593,"",4128,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
213,594,"",4129,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
214,595,"",4130,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
215,596,"",4131,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
216,597,"",4132,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
217,598,"",4133,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
218,599,"",4134,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
219,600,"",4135,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
220,601,"",4136,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
221,602,"",4137,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
222,603,"",4138,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
223,604,"","",4139,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
224,605,"","",4140,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
225,606,"",4141,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
226,607,"","",4142,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
227,608,"",4143,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
228,609,"","","",[347],[],[5754],"",[-2],[36],"",[],"",[],[],"",[]
229,610,"","","",[347],[],"[5865,5927]","",[1],[36],"",[],"",[],[],"",[]
230,611,"","","",[347],[],"[5889,5938]","",[2],[36],"",[],"",[],[],"",[]
231,612,"",4144,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
232,613,"",4145,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
233,614,"",4146,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
234,615,"",4147,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
235,616,"",4148,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
236,617,"",4149,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
237,618,"",4150,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
238,619,"",4151,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
239,620,"",4152,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
240,621,"",4153,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
241,622,"",4154,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
242,623,"","","",[347],[],[5740],"",[2],[36],"",[],"",[],[],"",[]
243,624,"",4155,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
244,625,"",4156,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
245,626,"",4157,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
246,627,"","","",[347],[],"[5751,6404]","",[1],[36],"",[],"",[],[],"",[]
247,628,"","","",[347],[],"[5751,6404]","",[2],[36],"",[],"",[],[],"",[]
248,630,"",4158,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
249,631,"",4159,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
250,632,"",4160,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
251,633,"",4161,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
252,634,"",4162,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
253,635,"","",4163,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
254,636,"","","","[347,1301]",[],"[5955,5954]","","[1,1]",[36],"",[],"",[],[],"",[]
255,637,"",4164,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
256,638,"",4165,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
257,639,"",4166,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
258,640,"",4167,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
259,641,"",4168,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
260,642,"",4169,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
261,643,"",4170,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
262,644,26,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
263,645,"",4171,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
264,646,"",4172,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
265,647,"",4173,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
266,648,"",4174,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
267,649,"",4175,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
268,650,"",4176,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
269,651,"",4177,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
270,652,"",4178,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
271,653,31,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
272,654,"","","",[319],[4],[],"",[1],[14],"",[],"",[],[],"",[]
273,655,27,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
274,656,"","","",[319],[4],[],"",[4],[14],"",[],"",[],[],"",[]
275,657,28,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
276,658,"","","",[319],[4],[],"",[2],[14],"",[],"",[],[],"",[]
277,659,29,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
278,660,"","","",[319],[4],[],"",[3],[14],"",[],"",[],[],"",[]
279,661,30,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
280,666,"","",4179,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
281,667,"","","",[347],[],"[5738,5935]","",[3],[36],"",[],"",[],[],"",[]
282,668,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
283,669,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
284,670,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
285,671,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
286,672,"",4180,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
287,673,"","","","[347,1221,2676]",[],[5841],"","[5,-1,-5]",[36],"",[],"",[],[],"",[]
288,674,"","","",[347],[],[5757],"",[1],[36],"",[],"",[],[],"",[]
