"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
101,9533,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","","",[1000],[0]
102,9534,[],[634],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","","",[1000],[0]
103,9535,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","","",[1000],[0]
104,9536,[],[636],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","","",[1000],[0]
105,9537,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","","",[1000],[0]
106,9538,[],[633],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","","",[1000],[0]
107,9539,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","","",[1000],[0]
108,9540,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","","",[1000],[0]
109,9541,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","","",[1000],[0]
110,9542,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","","",[1000],[0]
111,9543,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","","",[1000],[0]
112,9544,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","","",[1000],[0]
113,9545,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","","",[1000],[0]
114,9546,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","","",[1000],[0]
115,9547,[],[632],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","","",[1000],[0]
116,9548,[],[640],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","","",[1000],[0]
117,9549,[],[625],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","","",[1000],[0]
118,9550,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","","",[1000],[0]
119,9551,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","","",[1000],[0]
120,9552,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","","",[1000],[0]
121,9553,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","","",[1000],[0]
122,9554,[],[634],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","","",[1000],[0]
123,9555,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","","",[1000],[0]
124,9556,[],[636],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","","",[1000],[0]
125,9557,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","","",[1000],[0]
126,9558,[],[633],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","","",[1000],[0]
127,9559,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","","",[1000],[0]
128,9560,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","","",[1000],[0]
129,9561,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","","",[1000],[0]
130,9562,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","","",[1000],[0]
131,9563,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","","",[1000],[0]
132,9564,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","","",[1000],[0]
133,9565,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","","",[1000],[0]
134,9566,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","","",[1000],[0]
135,9567,[],[632],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","","",[1000],[0]
136,9568,[],[640],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","","",[1000],[0]
137,9569,[],[625],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","","",[1000],[0]
138,9570,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","","",[1000],[0]
139,9571,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","","",[1000],[0]
140,9572,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","","",[1000],[0]
141,9573,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","","",[1000],[0]
142,9574,[],[634],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","","",[1000],[0]
143,9575,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,9576,[],[636],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,9577,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,9578,[],[633],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,9579,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,9580,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,9581,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,9582,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,9583,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,9584,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,9585,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,9586,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,9587,[],[632],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,9588,[],[640],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,9589,[],[625],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,9590,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,9591,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,9592,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,9593,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,9594,[],[634],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,9595,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,9596,[],[636],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,9597,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,9598,[],[633],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,9599,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,9600,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,9601,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,9602,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,9603,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,9604,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,9605,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,9606,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,9607,[],[632],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,9608,[],[640],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,9609,[],[625],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,9610,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,9611,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,9612,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,9613,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,9614,[],[634],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,9615,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,9616,[],[636],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,9617,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,9618,[],[633],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,9619,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,9620,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,9621,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,9622,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,9623,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,9624,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,9625,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,9626,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,9627,[],[632],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,9628,[],[640],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,9629,[],[625],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,9630,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,9631,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,9632,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,9633,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,9634,[],[634],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,9635,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,9636,[],[636],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,9637,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,9638,[],[633],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,9639,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,9640,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,9641,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,9642,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,9643,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,9644,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,9645,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,9646,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,9647,[],[632],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,9648,[],[640],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,9649,[],[625],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,9650,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,9651,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0]
