"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
116,4687,500,645,4,9,11,0
117,4688,500,667,6,14,11,0
118,4689,500,645,5,22,11,0
119,4690,500,690,15,21,11,0
120,4691,500,714,16,30,11,0
121,4692,500,690,18,33,11,0
122,4693,500,667,20,33,11,0
123,4694,500,769,19,54,11,0
124,4695,500,870,28,60,11,0
125,4696,500,769,25,53,11,0
126,4697,500,645,13,53,11,0
127,4698,500,769,37,53,11,0
128,4699,500,833,38,70,11,0
129,4700,500,769,36,66,11,0
130,4701,500,667,34,55,11,0
131,4702,500,769,30,86,11,0
132,4703,500,870,44,94,11,0
133,4704,500,769,39,83,11,0
134,4705,500,645,20,80,11,0
135,4706,500,769,54,78,11,0
136,4707,500,833,53,98,11,0
137,4708,500,769,46,86,11,0
138,4709,500,667,41,68,11,0
139,4710,500,769,35,99,11,0
140,4711,500,714,37,80,11,0
141,4712,600,625,18,33,11,0
142,4713,600,625,27,51,11,0
143,4714,600,625,34,63,11,0
144,4715,550,645,5,11,14,0
145,4716,550,625,4,17,14,0
146,4717,600,667,11,20,14,0
147,4718,550,645,11,25,14,0
148,4719,550,625,12,29,14,0
149,4720,650,769,12,46,14,0
150,4721,550,625,18,33,14,0
151,4722,570,714,19,44,14,0
152,4723,600,645,19,40,14,0
153,4724,550,667,13,51,14,0
154,4725,600,714,25,46,14,0
155,4726,550,667,21,50,14,0
156,4727,550,625,21,49,14,0
157,4728,650,769,18,73,14,0
158,4729,550,625,28,51,14,0
159,4730,570,714,29,67,14,0
160,4731,600,645,29,60,14,0
161,4732,550,667,19,75,14,0
162,4733,600,714,35,65,14,0
163,4734,550,667,29,69,14,0
164,4735,550,625,27,64,14,0
165,4736,650,769,22,87,14,0
166,4737,550,625,32,60,14,0
167,4738,570,714,31,72,14,0
168,4739,600,667,32,66,14,0
169,4740,500,690,6,8,11,0
170,4741,500,714,8,13,11,0
171,4742,500,690,13,16,11,0
172,4743,500,769,15,27,11,0
173,4744,500,690,13,31,11,0
174,4745,500,714,19,32,11,0
175,4746,500,833,32,40,11,0
176,4747,500,714,21,43,11,0
177,4748,500,741,28,42,11,0
178,4749,500,800,31,51,11,0
179,4750,500,714,33,42,11,0
180,4751,500,870,37,69,11,0
181,4752,500,714,25,59,11,0
182,4753,500,769,38,63,11,0
183,4754,500,833,53,67,11,0
184,4755,500,714,33,69,11,0
185,4756,500,741,44,66,11,0
186,4757,500,800,48,80,11,0
187,4758,500,714,49,62,11,0
188,4759,500,870,54,101,11,0
189,4760,500,714,35,81,11,0
190,4761,500,769,49,82,11,0
191,4762,500,833,65,82,11,0
192,4763,500,714,38,80,11,0
193,4764,500,741,49,74,11,0
194,4765,500,769,20,41,11,0
195,4766,500,769,31,64,11,0
196,4767,500,769,39,81,11,0
197,4768,600,645,5,8,11,0
198,4769,600,667,8,12,11,0
199,4770,600,714,10,19,11,0
200,4771,650,714,14,22,11,0
201,4772,600,714,18,27,11,0
202,4773,600,690,17,31,11,0
203,4774,600,833,21,50,11,0
204,4775,620,800,29,44,11,0
205,4776,600,769,27,50,11,0
206,4777,600,667,24,36,11,0
207,4778,600,800,30,55,11,0
208,4779,650,800,35,52,11,0
209,4780,600,800,38,57,11,0
210,4781,600,714,30,55,11,0
211,4782,600,833,34,80,11,0
212,4783,620,800,45,67,11,0
213,4784,600,769,39,72,11,0
214,4785,600,667,37,55,11,0
215,4786,600,800,43,80,11,0
216,4787,650,800,49,73,11,0
217,4788,600,800,51,76,11,0
218,4789,600,714,37,70,11,0
219,4790,600,833,41,95,11,0
220,4791,620,800,50,76,11,0
221,4792,600,769,42,78,11,0
222,4793,630,690,23,34,11,0
223,4794,630,690,35,52,11,0
224,4795,630,690,41,61,11,0
225,4796,500,714,5,13,120,0
226,4797,500,667,6,16,120,0
227,4798,600,769,8,33,120,0
228,4799,600,769,16,34,120,0
229,4800,670,800,15,45,120,0
230,4801,650,714,15,45,120,0
231,4802,500,690,14,56,120,0
232,4803,500,833,28,73,120,0
233,4804,550,714,37,56,120,0
234,4805,500,667,20,61,120,0
235,4806,600,800,24,96,120,0
236,4807,600,769,37,76,120,0
237,4808,670,800,32,96,120,0
238,4809,650,714,29,86,120,0
239,4810,500,690,24,94,120,0
240,4811,500,833,44,116,120,0
241,4812,550,714,58,86,120,0
242,4813,500,667,32,96,120,0
243,4814,600,800,36,144,120,0
244,4815,600,769,56,117,120,0
245,4816,670,800,43,130,120,0
246,4817,650,714,38,115,120,0
247,4818,500,690,29,117,120,0
248,4819,500,833,50,133,120,0
249,4820,550,714,61,92,120,0
250,4821,550,769,9,13,120,0
251,4822,550,769,13,20,120,0
252,4823,550,769,16,24,120,0
253,4824,500,741,4,10,120,0
254,4825,600,769,9,19,13,0
255,4826,620,769,10,31,13,0
256,4827,600,769,24,41,13,0
257,4828,640,769,14,42,13,0
258,4829,620,769,27,57,13,0
259,4830,650,870,27,81,13,0
260,4831,610,769,41,76,13,0
261,4832,600,833,41,85,13,0
262,4833,620,870,34,102,13,0
263,4834,600,769,51,86,13,0
264,4835,660,800,38,114,13,0
265,4836,630,800,56,117,13,0
266,4837,650,870,48,145,13,0
267,4838,610,769,65,121,13,0
268,4839,600,833,66,138,13,0
269,4840,620,870,55,165,13,0
270,4841,600,769,72,120,13,0
271,4842,730,800,53,160,13,0
272,4843,680,800,71,147,13,0
273,4844,700,870,57,171,13,0
274,4845,650,769,73,136,13,0
275,4846,600,833,70,145,13,0
276,4847,600,800,36,66,13,0
277,4848,600,800,55,102,13,0
278,4849,600,800,65,120,13,0
279,4850,700,800,39,73,13,0
280,4851,700,800,61,113,13,0
281,4852,700,800,78,144,13,0
282,4853,500,769,12,20,13,0
283,4854,500,800,19,30,13,0
284,4855,500,769,19,39,13,0
285,4856,500,769,29,43,13,0
286,4857,500,800,36,60,13,0
287,4858,500,769,43,58,13,0
288,4859,500,800,49,73,13,0
289,4861,500,870,58,91,13,0
290,4860,500,833,53,83,13,0
291,4862,500,800,48,99,13,0
292,4863,500,769,61,92,13,0
293,4864,500,833,74,123,13,0
294,4865,500,769,76,103,13,0
295,4866,500,800,81,121,13,0
296,4867,500,833,88,138,13,0
297,4868,500,952,121,189,13,0
298,4869,500,769,74,155,13,0
299,4870,570,741,87,131,13,0
300,4871,500,870,104,174,13,0
301,4872,500,714,90,122,13,0
302,4873,600,800,96,144,13,0
303,4874,500,833,97,152,13,0
304,4875,500,741,36,56,13,0
305,4876,500,741,55,86,13,0
306,4877,500,741,65,101,13,0
307,4878,500,690,8,16,13,0
308,4879,500,714,11,26,13,0
309,4880,500,690,17,29,13,0
310,4881,500,714,20,38,13,0
311,4882,500,714,23,48,13,0
312,4883,500,714,30,50,13,0
313,4884,500,741,31,65,13,0
314,4885,600,741,41,68,13,0
315,4886,500,769,34,79,13,0
316,4887,500,690,39,65,13,0
317,4888,500,741,45,84,13,0
318,4889,500,769,49,102,13,0
319,4890,500,714,54,89,13,0
320,4891,500,741,52,109,13,0
321,4892,600,741,63,104,13,0
322,4893,500,769,55,128,13,0
323,4894,500,667,62,104,13,0
324,4895,650,714,62,115,13,0
325,4896,500,769,68,142,13,0
326,4897,500,690,69,115,13,0
327,4898,500,741,62,129,13,0
328,4899,570,741,67,112,13,0
329,4900,600,769,34,63,13,0
330,4901,600,769,52,97,13,0
331,4902,600,769,61,114,13,0
332,4903,500,769,10,16,13,0
333,4904,500,800,17,25,13,0
334,4905,500,769,16,33,13,0
335,4906,500,769,25,38,13,0
336,4907,500,769,27,49,13,0
337,4908,500,833,40,60,13,0
338,4909,500,800,46,62,13,0
339,4910,500,800,45,68,13,0
340,4911,500,909,57,85,13,0
341,4912,500,800,43,88,13,0
342,4913,500,769,54,81,13,0
343,4914,500,800,55,103,13,0
344,4915,500,833,72,108,13,0
345,4916,500,800,77,104,13,0
346,4917,500,800,75,113,13,0
347,4918,500,1000,112,168,13,0
348,4919,550,769,65,135,13,0
349,4920,500,741,77,115,13,0
350,4921,500,800,74,138,13,0
351,4922,500,909,102,153,13,0
352,4923,600,870,101,137,13,0
353,4924,500,833,91,136,13,0
354,4925,500,870,39,64,13,0
355,4926,500,870,62,103,13,0
356,4927,500,870,81,135,13,0
357,4928,500,833,8,15,13,0
358,9139,600,667,4,8,10,0
359,9455,700,588,0,0,11,0
360,9456,700,625,0,0,13,0
