"rownum","Id","Name","Tier","MinLevel","RoomUpgrade_IncursionRoomsKey","Mods","PresentARMFile","HASH16","IncursionArchitectKey","PastARMFile","TSIFile","UIIcon","FlavourText","Description","AchievementItemsKeys","i32","i32","RoomUpgradeFrom_IncursionRoomsKey","ItemisedFlavourText","string","[rid]"
20,"CorruptionRoomI","Corruption Chamber",1,0,42,"[15500,15596]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_1.arm",7940,7,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom","Powers dance with fate and chance.","Reduces player maximum resistances throughout the Temple.",[],28,78,"","","Reduces player maximum resistances throughout the Temple.",[15500]
21,"ExplosivesRoomI","Explosives Room",1,0,43,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_1.arm",51256,8,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom","Cogs assemble to make walls tremble.","Contains an Explosive Charge.\nContains one Sealed Coffer.",[],46,79,"","","Contains an Explosive Charge.",[]
22,"ArmourRoomI","Armourer's Workshop",1,0,44,"[15525,15549]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_1.arm",47840,9,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom","An opus penned through metal's bend.","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[],13,80,"","","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[15525]
23,"WeaponRoomI","Sparring Room",1,0,45,"[15528,15549]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_1.arm",20517,10,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom","A sharpened blade breaks the charade.","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[],73,81,"","","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[15528]
24,"BreedingRoomI","Guardhouse",1,0,46,[15503],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_1.arm",47693,11,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom","Stoic they stand at their Queen's demand.","Increases monster pack size throughout the Temple.",[],19,82,"","","Increases monster pack size throughout the Temple.",[15503]
25,"BreachRoomI","Splinter Research Lab",1,0,47,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_1.arm",36698,12,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom","The Dreamer's call has entranced the Vaal.","Contains a Breach.",[],16,83,"","","Contains a Breach.",[]
26,"GemRoomI","Gemcutter's Workshop",1,0,48,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_present_1.arm",29190,13,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/GemRoom","Destruction stems from within these gems.","Contains chests full of gems.",[],49,84,"","","Contains chests full of gems.",[]
27,"CurrencyVaultI","Vault",1,0,49,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_present_1.arm",36945,14,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CurrencyVault","Darkness drifts through gilded gifts.","Contains chests full of currency items.",[],31,126,"","","Contains chests full of currency items.",[]
28,"TrinketRoomI","Jeweller's Workshop",1,0,50,"[15506,15593]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_present_1.arm",56310,15,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrinketRoom","Earth demolished, mined and polished.","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[],70,127,"","","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[]
29,"WorkshopI","Workshop",1,0,51,"[15513,5454,15549]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_present_1.arm",27815,16,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/Workshop","The constant din drowns many a sin.","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.",[],76,128,"","","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.","[15513,5454]"
30,"EmpoweringRoomI","Shrine of Empowerment",1,0,52,"[15496,15549]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_present_1.arm",1623,17,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/EmpoweringRoom","Energies bloom within the gloom.","Increases the speed of monsters throughout the Temple.\nUpgrades one random adjacent and connected room by one Tier.",[],43,129,"","","Increases the speed of monsters throughout the Temple.\nUpgrades one random adjacent and connected room by one Tier.",[15496]
31,"HealingRoomI","Pools of Restoration",1,0,53,"[15519,15549,15575]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_1.arm",29045,18,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom","Cold and cruel, this pristine pool.","Heals monsters in the Temple.",[],52,130,"","","Heals monsters in the Temple.",[15519]
32,"BossMinionsI","Hatchery",1,0,54,"[15510,15549,15569,15587]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_1.arm",28140,19,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom","Darkness blessed this vile nest.","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.",[],34,256,"","","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.","[15510,15569]"
33,"BossFireI","Flame Workshop",1,0,55,"[15531,15549,15563,15584]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_1.arm",22115,20,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom","Beneath your feet flows sweltering heat.","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.",[],37,257,"","","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.","[15531,15563]"
34,"BossLightningI","Lightning Workshop",1,0,56,"[15534,15549,15566,15581]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_1.arm",62908,21,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom","Sparks jump between arms of the machine.","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.",[],40,258,"","","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.","[15534,15566]"
35,"PoisonRoomII","Cultivar Chamber",2,0,57,"[15491,15579]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_present_2.arm",35549,0,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/PoisonRoom2","Madness feeds the vile seeds.","Spreads poisonous and parasitic plants throughout the Temple.",[],56,440,13,"","Spreads poisonous and parasitic plants throughout the Temple.",[15494]
36,"SacrificeRoomII","Hall of Offerings",2,0,58,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_2.arm",53673,1,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom2","Red gifts flow to the pits below.","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.",[],62,441,14,"","Allows you to sacrifice a unique item.",[]
37,"StormRoomII","Hurricane Engine",2,0,59,"[15561,15547]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_present_2.arm",6913,2,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StormRoom2","Thunder booms through hewn stone rooms.","Adds certain Tempests to the Temple.\nBuffs from Tempests have 100% increased duration.",[],65,442,15,"","Adds certain Tempests to the Temple.",[15561]
38,"TrapRoomII","Temple Defense Workshop",2,0,60,"[15523,15550,15573]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_present_2.arm",14070,3,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrapRoom2","Sanguine wine sups steel spines.","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[],68,443,16,"","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.",[15523]
39,"CartographyRoomII","Office of Cartography",2,0,61,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_present_2.arm",61696,4,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CartographyRoom2","Dark magics guide a nation's divide.","Contains chests full of maps.",[],23,444,17,"","Contains chests full of maps.",[]
40,"QueensChambersII","Hall of Lords",2,0,62,"[15538,15591]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_present_2.arm",12574,5,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/QueensChambers2","From on high they send countless to die.","Increases the number of magic monsters throughout the Temple. ",[],59,445,18,"","Increases the number of magic monsters throughout the Temple. ",[15538]
41,"ChestsII","Warehouses",2,0,63,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_present_2.arm",63562,6,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chests2","Secrets encased by names now erased.","Contains chests full of items.",[],26,446,19,"","Contains chests full of items.",[]
42,"CorruptionRoomII","Catalyst of Corruption",2,0,64,"[15501,15597]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_2.arm",961,7,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom2","Flesh kissed by the crimson mist.","Reduces player maximum resistances throughout the Temple.",[],29,447,20,"","Reduces player maximum resistances throughout the Temple.",[15501]
43,"ExplosivesRoomII","Demolition Lab",2,0,65,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_2.arm",12263,8,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom2","Stone walls shaking with the might of unmaking.","Contains Explosive Charges.\nContains two Sealed Coffers.",[],47,448,21,"","Contains Explosive Charges.",[]
44,"ArmourRoomII","Armoury",2,0,66,"[15526,15550]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_2.arm",33086,9,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom2","Fresh recruits drag iron suits.","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[],14,449,22,"","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[15526]
45,"WeaponRoomII","Arena of Valour",2,0,67,"[15529,15550]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_2.arm",46313,10,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom2","Cries fill the halls, blood stains the walls.","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[],74,450,23,"","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[15529]
46,"BreedingRoomII","Barracks",2,0,68,[15504],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_2.arm",23727,11,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom2","Glory charms the men at arms.","Increases monster pack size throughout the Temple.",[],20,451,24,"","Increases monster pack size throughout the Temple.",[15504]
47,"BreachRoomII","Breach Containment Chamber",2,0,69,[24629],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_2.arm",48392,12,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom2","Eyes peer through a seam from beyond the dark dream.","Contains two Breaches and Breach Splinters.\nBreaches open and close faster.",[],17,452,25,"","Contains two Breaches.",[]
48,"GemRoomII","Department of Thaumaturgy",2,0,70,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_present_2.arm",33628,13,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/GemRoom2","The thaumaturge's vice extracts a high price.","Contains chests full of gems.",[],50,453,26,"","Contains chests full of gems.",[]
49,"CurrencyVaultII","Treasury",2,0,71,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_present_2.arm",32923,14,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CurrencyVault2","Lives shattered for gold scattered.","Contains chests full of currency items.",[],32,454,27,"","Contains chests full of currency items.",[]
50,"TrinketRoomII","Jewellery Forge",2,0,72,"[15507,15594]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_present_2.arm",57786,15,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrinketRoom2","Wealth engorged by the heat of the forge.","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[],71,455,28,"","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[]
51,"WorkshopII","Engineering Department",2,0,73,"[15514,5455,15550]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_present_2.arm",11869,16,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/Workshop2","Metal moans in fearful tones.","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.",[],77,456,29,"","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.","[15514,5455]"
52,"EmpoweringRoomII","Sanctum of Unity",2,0,74,"[15497,15550,15552]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_present_2.arm",47887,17,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/EmpoweringRoom2","Vicious affairs atop the stairs.","Increases the speed of monsters throughout the Temple.\nIncreases level of items dropped by one.\nUpgrades two random adjacent and connected rooms by one Tier.",[],44,457,30,"","Increases the speed of monsters throughout the Temple.\nUpgrades two random adjacent and connected rooms by one Tier.",[15497]
53,"HealingRoomII","Sanctum of Vitality",2,0,75,"[15520,15550,15576]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_2.arm",46208,18,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom2","Sons and daughters drowned in these waters.","Heals monsters in the Temple.",[],53,458,31,"","Heals monsters in the Temple.",[15520]
54,"BossMinionsII","Automaton Lab",2,0,76,"[15511,15550,15570,15588]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_2.arm",27848,19,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom2","Forged forms assemble in swarms.","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.",[],35,459,32,"","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.","[15511,15570]"
55,"BossFireII","Omnitect Forge",2,0,77,"[15532,15550,15564,15585]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_2.arm",565,20,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom2","Flames desire to empower the spire.","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.",[],38,460,33,"","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.","[15532,15564]"
56,"BossLightningII","Omnitect Reactor Plant",2,0,78,"[15535,15550,15567,15582]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_2.arm",42207,21,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_past_2.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom2","Power flows to where no man goes.","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.",[],41,461,34,"","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.","[15535,15567]"
57,"PoisonRoomIII","Toxic Grove",3,0,"","[15492,15580]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/poison_present_3.arm",7899,0,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/PoisonRoom3","Toxins pave a verdant grave.","Spreads poisonous and parasitic plants throughout the Temple.\nContains a valuable item.",[9221],57,465,35,2353,"Spreads poisonous and parasitic plants throughout the Temple.\nContains a valuable item.",[15495]
58,"SacrificeRoomIII","Apex of Ascension",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_3.arm",63046,1,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom3","Form sliced through, but born anew.","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.",[9221],63,466,36,2333,"Allows you to sacrifice a unique item.",[]
