"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","row"
182,"ProxyKey1787",125,1,20,163,34
183,"ProxyKey323",126,1,60,173,34
184,"ProxyKey325",126,1,40,180,34
185,"ProxyKey1803",126,"",1,157,34
186,"ProxyKey2644",127,1,50,155,34
187,"ProxyKey2645",127,1,50,193,34
188,"ProxyKey326",128,1,80,215,34
189,"ProxyKey328",128,1,10,256,34
190,"ProxyKey1788",128,1,10,266,34
191,"ProxyKey329",129,1,60,232,34
192,"ProxyKey331",129,1,20,267,34
193,"ProxyKey1805",129,1,20,268,34
194,"ProxyKey258",130,1,25,256,34
195,"ProxyKey260",130,1,25,267,34
196,"ProxyKey1792",130,1,25,215,34
197,"ProxyKey1793",130,1,25,232,34
198,"ProxyKey262",131,1,100,215,34
199,"ProxyKey282",132,1,100,232,34
200,"ProxyKey2192",133,1,70,230,34
201,"ProxyKey2193",133,1,30,269,34
202,"ProxyKey2450",134,1,80,271,34
203,"ProxyKey2451",134,1,20,272,34
204,"ProxyKey335",135,1,100,317,34
205,"ProxyKey336",136,1,100,313,34
206,"ProxyKey2194",137,1,80,321,34
207,"ProxyKey2195",137,1,20,323,34
208,"ProxyKey2196",138,1,80,325,34
209,"ProxyKey2197",138,1,20,327,34
210,"ProxyKey337",139,1,50,313,34
211,"ProxyKey990",139,1,50,317,34
212,"ProxyKey343",140,1,10,342,34
213,"ProxyKey1811",140,1,90,343,34
214,"ProxyKey344",141,1,60,339,34
215,"ProxyKey346",141,1,40,344,34
216,"ProxyKey347",142,1,60,364,34
217,"ProxyKey348",142,1,40,366,34
218,"ProxyKey353",143,"",1,352,34
219,"ProxyKey354",143,1,100,339,34
220,"ProxyKey355",144,"",1,356,34
221,"ProxyKey356",144,1,100,342,34
222,"ProxyKey2198",145,"",1,361,34
223,"ProxyKey2199",145,"",1,362,34
224,"ProxyKey2200",145,1,80,350,34
225,"ProxyKey2201",145,1,20,351,34
226,"ProxyKey357",146,1,100,369,34
227,"ProxyKey358",147,1,80,378,34
228,"ProxyKey1804",147,1,20,380,34
229,"ProxyKey359",148,1,100,370,34
230,"ProxyKey360",149,1,100,373,34
231,"ProxyKey361",150,"",1,1564,34
232,"ProxyKey362",150,1,100,755,34
233,"ProxyKey363",151,"",1,405,34
234,"ProxyKey364",151,1,100,638,34
235,"ProxyKey365",152,"",1,400,34
236,"ProxyKey367",152,1,50,649,34
237,"ProxyKey918",152,1,50,653,34
238,"ProxyKey366",153,"",1,405,34
239,"ProxyKey368",153,1,100,775,34
240,"ProxyKey283",154,"",1,394,34
241,"ProxyKey284",154,1,100,1217,34
242,"ProxyKey24ax",155,"",1,403,34
243,"ProxyKey463",155,1,100,432,34
244,"ProxyKey464",156,"",1,1570,34
245,"ProxyKey468",156,1,70,744,34
246,"ProxyKey695",156,1,30,593,34
247,"ProxyKey369",157,1,50,416,34
248,"ProxyKey373",157,1,50,424,34
249,"ProxyKey375",158,1,70,416,34
250,"ProxyKey376",158,1,10,1134,34
251,"ProxyKey1413",158,1,10,1136,34
252,"ProxyKey1414",158,1,10,1138,34
253,"ProxyKey1750",159,1,50,416,34
254,"ProxyKey1751",159,1,50,424,34
255,"ProxyKey1160",160,1,100,432,34
256,"ProxyKey371",161,1,30,432,34
257,"ProxyKey372",161,1,23,1134,34
258,"ProxyKey1437",161,1,23,1136,34
259,"ProxyKey1438",161,1,24,1138,34
260,"ProxyKey374",162,1,100,425,34
261,"ProxyKey470",163,1,100,432,34
262,"ProxyKey2202",164,1,80,444,34
263,"ProxyKey2203",164,1,20,445,34
264,"ProxyKey377",165,1,50,446,34
265,"ProxyKey378",165,1,50,452,34
266,"ProxyKey379",166,1,30,453,34
267,"ProxyKey380",166,1,30,461,34
268,"ProxyKey381",166,1,40,465,34
269,"ProxyKey382",167,1,100,472,34
270,"ProxyKey383",168,1,20,2688,34
271,"ProxyKey384",168,1,60,2651,34
272,"ProxyKey1785",168,1,20,2714,34
273,"ProxyKey385",169,1,30,2688,34
274,"ProxyKey386",169,1,70,2651,34
275,"ProxyKey253",170,1,25,2714,34
276,"ProxyKey1495",170,1,25,2688,34
277,"ProxyKey255",170,1,25,2656,34
278,"ProxyKey1496",170,1,25,2651,34
279,"ProxyKey322",171,1,25,2691,34
280,"ProxyKey1492",171,1,25,2688,34
281,"ProxyKey507",171,1,25,2656,34
282,"ProxyKey1493",171,1,25,2651,34
283,"ProxyKey389",172,1,80,488,34
284,"ProxyKey1798",172,1,20,490,34
285,"ProxyKey390",173,1,100,476,34
286,"ProxyKey391",174,1,20,481,34
287,"ProxyKey392",174,1,60,886,34
288,"ProxyKey1799",174,1,20,490,34
289,"ProxyKey393",175,1,40,482,34
290,"ProxyKey395",175,1,60,886,34
291,"ProxyKey396",176,1,40,483,34
292,"ProxyKey397",176,1,60,905,34
293,"ProxyKey399",177,1,40,484,34
294,"ProxyKey398",177,1,60,906,34
295,"ProxyKey400",178,1,100,494,34
296,"ProxyKey401",179,1,100,495,34
297,"ProxyKey402",180,1,100,499,34
298,"ProxyKey2204",181,1,80,496,34
299,"ProxyKey2205",181,1,20,501,34
300,"ProxyKey2206",182,1,100,497,34
301,"ProxyKey2479",183,1,100,4250,34
302,"ProxyKey403",184,1,30,519,34
303,"ProxyKey404",184,1,70,641,34
304,"ProxyKey2442",184,"",1,5702,34
305,"ProxyKey405",185,1,30,532,34
306,"ProxyKey406",185,1,70,755,34
307,"ProxyKey407",186,1,30,536,34
308,"ProxyKey408",186,1,35,653,34
309,"ProxyKey919",186,1,35,643,34
310,"ProxyKey409",187,1,30,539,34
311,"ProxyKey410",187,1,70,775,34
312,"ProxyKey411",188,1,30,545,34
313,"ProxyKey412",188,1,70,643,34
314,"ProxyKey413",189,1,30,546,34
315,"ProxyKey414",189,1,70,744,34
316,"ProxyKey415",190,1,100,537,34
317,"ProxyKey416",191,1,30,559,34
318,"ProxyKey417",191,1,35,641,34
319,"ProxyKey920",191,1,35,649,34
320,"ProxyKey2443",191,"",1,5702,34
321,"ProxyKey418",192,1,50,579,34
322,"ProxyKey2537",192,1,25,590,34
323,"ProxyKey419",192,1,25,593,34
324,"ProxyKey420",193,1,70,606,34
325,"ProxyKey421",193,1,30,616,34
326,"ProxyKey422",194,1,40,623,34
327,"ProxyKey423",194,1,30,636,34
328,"ProxyKey424",194,1,30,638,34
329,"ProxyKey2207",195,1,20,842,34
330,"ProxyKey2208",195,1,20,844,34
331,"ProxyKey2209",195,1,20,846,34
332,"ProxyKey2210",195,1,20,848,34
333,"ProxyKey2211",195,1,20,840,34
334,"ProxyKey2212",196,1,50,668,34
335,"ProxyKey2213",196,1,50,657,34
336,"ProxyKey2658",196,"",1,5813,34
337,"ProxyKey2214",197,1,50,668,34
338,"ProxyKey2215",197,1,50,663,34
339,"ProxyKey2659",197,"",1,5813,34
340,"ProxyKey2216",198,1,40,5250,34
341,"ProxyKey2217",198,1,60,534,34
342,"ProxyKey2218",199,"",1,5186,34
343,"ProxyKey2219",199,1,50,667,34
344,"ProxyKey2220",199,1,50,655,34
345,"ProxyKey2688",200,1,20,2031,34
346,"ProxyKey2689",200,1,40,667,34
347,"ProxyKey2690",200,1,40,655,34
348,"ProxyKey2221",201,"",1,3872,34
349,"ProxyKey2222",201,1,100,665,34
350,"ProxyKey2473",202,1,30,3791,34
351,"ProxyKey2474",202,1,30,3803,34
352,"ProxyKey2475",202,1,40,3817,34
353,"ProxyKey2480",203,1,30,3801,34
354,"ProxyKey2481",203,1,40,3815,34
355,"ProxyKey2482",203,1,30,3789,34
356,"ProxyKey2483",204,1,40,3793,34
357,"ProxyKey2484",204,1,40,3805,34
358,"ProxyKey2485",204,1,20,3807,34
359,"ProxyKey2486",205,1,40,3811,34
360,"ProxyKey2487",205,1,40,3819,34
361,"ProxyKey2488",205,1,20,3821,34
362,"ProxyKey2516",206,1,100,2139,34
363,"ProxyKey426",207,1,100,873,34
364,"ProxyKey427",208,1,100,881,34
365,"ProxyKey735",209,1,100,863,34
366,"ProxyKey2223",210,1,100,880,34
367,"ProxyKey2224",211,1,80,877,34
368,"ProxyKey2225",211,1,20,878,34
369,"ProxyKey991",212,1,30,873,34
370,"ProxyKey992",212,1,40,881,34
371,"ProxyKey993",212,1,30,863,34
372,"ProxyKey425",223,1,60,866,34
373,"ProxyKey951",223,1,40,795,34
374,"ProxyKey950",224,1,15,791,34
375,"ProxyKey952",224,1,15,795,34
376,"ProxyKey2691",224,1,70,279,34
377,"ProxyKey949",225,1,40,279,34
378,"ProxyKey953",225,1,60,795,34
379,"ProxyKey1230",226,1,30,799,34
380,"ProxyKey1231",226,1,40,791,34
381,"ProxyKey1244",226,1,30,795,34
382,"ProxyKey1232",227,1,60,808,34
383,"ProxyKey1233",227,1,40,810,34
384,"ProxyKey1234",228,1,60,812,34
385,"ProxyKey1235",228,1,40,814,34
386,"ProxyKey1236",229,1,60,816,34
387,"ProxyKey1237",229,1,40,818,34
388,"ProxyKey1238",230,1,100,821,34
389,"ProxyKey1239",231,1,100,823,34
390,"ProxyKey1240",232,1,100,824,34
391,"ProxyKey1241",233,1,40,819,34
392,"ProxyKey1242",233,1,30,791,34
393,"ProxyKey1243",233,1,30,795,34
394,"ProxyKey428",213,1,33,902,34
395,"ProxyKey429",213,1,33,905,34
396,"ProxyKey430",213,1,34,906,34
397,"ProxyKey431",214,1,100,936,34
398,"ProxyKey2165",214,"",1,935,34
399,"ProxyKey432",215,1,100,940,34
400,"ProxyKey433",216,1,100,946,34
401,"ProxyKey434",217,1,100,947,34
402,"ProxyKey435",218,1,100,929,34
403,"ProxyKey2164",218,"",1,934,34
404,"ProxyKey436",219,1,100,925,34
405,"ProxyKey2500",221,1,80,5352,34
406,"ProxyKey2504",221,1,20,4205,34
407,"ProxyKey2501",222,1,40,931,34
408,"ProxyKey2502",222,1,30,932,34
409,"ProxyKey2503",222,1,30,933,34
410,"ProxyKey2320",220,1,80,964,34
411,"ProxyKey2321",220,1,20,965,34
412,"ProxyKey439",234,1,40,1039,34
413,"ProxyKey1796",234,1,40,1043,34
414,"ProxyKey1797",234,1,20,1044,34
415,"ProxyKey440",235,1,40,1048,34
416,"ProxyKey1795",235,1,20,1051,34
417,"ProxyKey2606",235,1,40,1050,34
418,"ProxyKey441",236,1,50,1055,34
419,"ProxyKey2607",236,1,50,1057,34
420,"ProxyKey442",237,1,50,1060,34
421,"ProxyKey2608",237,1,50,1062,34
422,"ProxyKey2226",238,1,70,1068,34
423,"ProxyKey2227",238,1,30,1065,34
424,"ProxyKey2476",239,1,50,1077,34
425,"ProxyKey2609",239,1,50,1079,34
426,"ProxyKey443",240,1,33,1103,34
427,"ProxyKey1226",240,1,33,1105,34
428,"ProxyKey1227",240,1,34,1107,34
429,"ProxyKey444",241,1,33,1134,34
430,"ProxyKey1415",241,1,33,1136,34
431,"ProxyKey1416",241,1,34,1138,34
432,"ProxyKey445",242,1,16,1169,34
433,"ProxyKey1417",242,1,16,1172,34
434,"ProxyKey1418",242,1,20,1175,34
435,"ProxyKey2692",242,1,16,1190,34
436,"ProxyKey2693",242,1,16,1191,34
437,"ProxyKey2694",242,1,16,1192,34
438,"ProxyKey447",243,1,33,1193,34
439,"ProxyKey1439",243,1,33,1195,34
440,"ProxyKey1440",243,1,34,1197,34
441,"ProxyKey448",244,1,33,1208,34
442,"ProxyKey1387",244,1,33,1210,34
443,"ProxyKey1388",244,1,34,1212,34
444,"ProxyKey449",245,1,33,1214,34
445,"ProxyKey1419",245,1,33,1215,34
446,"ProxyKey1420",245,1,34,1216,34
447,"ProxyKey450",246,1,100,1217,34
448,"ProxyKey754",247,1,33,1128,34
449,"ProxyKey755",247,1,33,1130,34
450,"ProxyKey756",247,1,34,1132,34
451,"ProxyKey2228",248,1,80,5169,34
452,"ProxyKey2272",248,1,20,5163,34
453,"ProxyKey2229",249,1,25,5222,34
454,"ProxyKey2230",249,1,25,5229,34
455,"ProxyKey2231",249,1,25,5197,34
456,"ProxyKey2232",249,1,25,5207,34
457,"ProxyKey2233",250,1,25,5227,34
458,"ProxyKey2234",250,1,25,5231,34
459,"ProxyKey2235",250,1,25,5205,34
460,"ProxyKey2236",250,1,25,5209,34
461,"ProxyKey285",251,1,40,4,34
462,"ProxyKey286",251,1,40,6,34
463,"ProxyKey454",251,1,20,9,34
464,"ProxyKey455",252,1,60,519,34
465,"ProxyKey465",252,1,40,579,34
466,"ProxyKey456",253,1,60,545,34
467,"ProxyKey509",253,1,40,882,34
468,"ProxyKey457",254,1,70,532,34
469,"ProxyKey467",254,1,30,616,34
470,"ProxyKey459",255,1,40,638,34
471,"ProxyKey510",255,1,60,539,34
472,"ProxyKey462",256,1,60,536,34
473,"ProxyKey511",256,1,40,484,34
474,"ProxyKey707",257,1,30,1576,34
475,"ProxyKey708",257,1,70,452,34
476,"ProxyKey202",258,1,50,1243,34
477,"ProxyKey668",258,1,50,1300,34
478,"ProxyKey203",259,1,30,1245,34
479,"ProxyKey669",259,1,70,1312,34
480,"ProxyKey204",260,1,40,1300,34
481,"ProxyKey670",260,1,60,1312,34
482,"ProxyKey291",305,1,30,1245,34
483,"ProxyKey988",305,1,30,1300,34
484,"ProxyKey989",305,1,40,1312,34
485,"ProxyKey207",261,1,20,1308,34
486,"ProxyKey671",261,1,80,1312,34
487,"ProxyKey2637",261,"",1,1307,34
488,"ProxyKey705",262,1,30,1306,34
489,"ProxyKey706",262,1,70,1376,34
490,"ProxyKey1800",262,"",1,1383,34
491,"ProxyKey208",263,1,50,1376,34
492,"ProxyKey672",263,1,50,1394,34
493,"ProxyKey1801",263,"",1,1383,34
494,"ProxyKey226",264,1,40,1427,34
495,"ProxyKey673",264,1,60,1390,34
496,"ProxyKey230",265,1,30,1407,34
497,"ProxyKey674",265,1,70,1397,34
498,"ProxyKey234",266,1,30,1407,34
499,"ProxyKey693",266,1,30,1376,34
500,"ProxyKey675",266,1,40,1427,34
501,"ProxyKey976",267,1,50,1548,34
502,"ProxyKey977",267,1,50,1533,34
503,"ProxyKey249",268,1,50,1448,34
504,"ProxyKey676",268,1,50,1596,34
505,"ProxyKey2237",269,1,100,1450,34
506,"ProxyKey2238",270,1,80,1454,34
507,"ProxyKey2239",270,1,20,1455,34
508,"ProxyKey703",271,1,40,1448,34
509,"ProxyKey704",271,1,60,1525,34
510,"ProxyKey268",272,1,20,1485,34
511,"ProxyKey677",272,1,60,1493,34
512,"ProxyKey1929",272,1,20,1485,34
513,"ProxyKey281",273,1,30,1487,34
514,"ProxyKey678",273,1,70,1493,34
515,"ProxyKey679",274,1,100,1493,34
516,"ProxyKey2240",275,1,30,1507,34
517,"ProxyKey2241",275,1,70,1509,34
518,"ProxyKey2242",276,1,30,1505,34
519,"ProxyKey2243",276,1,70,1509,34
520,"ProxyKey437",277,1,30,1511,34
521,"ProxyKey680",277,1,40,1520,34
522,"ProxyKey2351",277,1,30,1522,34
523,"ProxyKey701",278,1,70,1520,34
524,"ProxyKey2354",278,1,30,1522,34
525,"ProxyKey451",279,1,60,1548,34
526,"ProxyKey681",279,1,40,2046,34
527,"ProxyKey712",280,1,40,1548,34
528,"ProxyKey713",280,1,60,2057,34
529,"ProxyKey466",281,1,100,1557,34
530,"ProxyKey715",282,1,30,1266,34
531,"ProxyKey714",282,1,70,1557,34
532,"ProxyKey491",283,1,35,1574,34
533,"ProxyKey683",283,1,65,1919,34
534,"ProxyKey716",284,1,40,1574,34
535,"ProxyKey717",284,1,60,2041,34
536,"ProxyKey492",285,1,35,1576,34
537,"ProxyKey684",285,1,65,1595,34
538,"ProxyKey516",286,1,20,1564,34
539,"ProxyKey685",286,1,40,616,34
540,"ProxyKey682",286,1,40,1605,34
541,"ProxyKey2244",287,"",1,1568,34
542,"ProxyKey2245",287,1,100,548,34
543,"ProxyKey2246",288,"",1,415,34
544,"ProxyKey2247",288,1,100,688,34
545,"ProxyKey577",289,1,40,1620,34
546,"ProxyKey686",289,1,60,1617,34
547,"ProxyKey696",290,1,60,1617,34
548,"ProxyKey697",290,1,40,946,34
549,"ProxyKey589",291,1,80,1858,34
550,"ProxyKey1794",291,1,20,1859,34
551,"ProxyKey2248",292,"",2,1855,34
552,"ProxyKey2249",292,1,100,1849,34
553,"ProxyKey2454",293,1,80,1860,34
554,"ProxyKey2455",293,1,20,3834,34
555,"ProxyKey498",294,1,30,1984,34
556,"ProxyKey687",294,1,30,1982,34
557,"ProxyKey692",294,1,40,1902,34
558,"ProxyKey2422",294,"",1,1895,34
559,"ProxyKey694",295,1,30,2027,34
560,"ProxyKey591",295,1,35,1912,34
561,"ProxyKey688",295,1,35,1956,34
562,"ProxyKey698",296,1,30,1985,34
563,"ProxyKey699",296,1,30,2027,34
564,"ProxyKey700",296,1,40,1887,34
565,"ProxyKey2498",298,1,100,1902,34
566,"ProxyKey2499",298,"",1,5822,34
567,"ProxyKey490",299,1,35,1912,34
568,"ProxyKey493",299,1,35,1982,34
569,"ProxyKey978",299,1,30,2027,34
570,"ProxyKey446",297,1,50,1985,34
571,"ProxyKey471",297,1,50,1915,34
572,"ProxyKey2424",297,"",1,1895,34
573,"ProxyKey644",300,1,50,2039,34
574,"ProxyKey690",300,1,50,2041,34
575,"ProxyKey2356",300,"",2,2044,34
576,"ProxyKey666",301,1,40,2048,34
577,"ProxyKey606",301,1,30,2059,34
578,"ProxyKey689",301,1,30,2050,34
579,"ProxyKey979",302,1,40,2048,34
580,"ProxyKey980",302,1,30,2046,34
581,"ProxyKey981",302,1,30,2050,34
582,"ProxyKey2423",302,"",1,2054,34
583,"ProxyKey667",306,1,60,2057,34
584,"ProxyKey590",306,1,40,2059,34
585,"ProxyKey473",307,1,50,1613,34
586,"ProxyKey474",307,1,15,1609,34
587,"ProxyKey475",307,1,35,1602,34
588,"ProxyKey183",308,1,100,1637,34
589,"ProxyKey184",309,1,100,1533,34
590,"ProxyKey201",310,1,100,1538,34
591,"ProxyKey185",311,1,50,2635,34
592,"ProxyKey22",311,1,50,2627,34
593,"ProxyKey186",312,1,70,641,34
594,"ProxyKey187",312,1,30,732,34
595,"ProxyKey188",313,"",2,1921,34
596,"ProxyKey189",313,1,100,1931,34
597,"ProxyKey388",314,"",2,1962,34
598,"ProxyKey458",314,1,100,1966,34
599,"ProxyKey2250",315,"",2,2031,34
600,"ProxyKey2251",315,1,50,1968,34
601,"ProxyKey2252",315,1,50,1933,34
602,"ProxyKey190",316,1,30,1931,34
603,"ProxyKey494",316,1,30,1966,34
604,"ProxyKey191",316,1,40,1459,34
605,"ProxyKey199",318,1,100,1479,34
606,"ProxyKey460",319,1,40,1479,34
607,"ProxyKey469",319,1,30,1931,34
608,"ProxyKey480",319,1,30,1966,34
609,"ProxyKey200",317,1,100,1459,34
610,"ProxyKey1021",320,1,100,3030,34
611,"ProxyKey1022",321,1,35,3030,34
612,"ProxyKey1023",321,1,65,1525,34
613,"ProxyKey23",322,1,100,3115,34
614,"ProxyKey24",322,"",2,3119,34
615,"ProxyKey31",323,1,100,3752,34
616,"ProxyKey105025",323,"",1,3832,34
617,"ProxyKey32",324,1,100,3764,34
618,"ProxyKey34",325,1,50,3795,34
619,"ProxyKey35",325,1,50,3809,34
620,"ProxyKey37",326,1,100,3856,34
621,"ProxyKey2253",327,1,50,3861,34
622,"ProxyKey2254",327,1,50,3862,34
623,"ProxyKey2350",328,1,100,3865,34
624,"ProxyKey2638",329,1,50,3864,34
625,"ProxyKey2639",329,1,50,4065,34
626,"ProxyKey38",330,1,50,3777,34
627,"ProxyKey39",330,"",1,3867,34
628,"ProxyKey40",330,1,50,3813,34
629,"ProxyKey41",331,1,30,3899,34
630,"ProxyKey42",331,1,30,3912,34
631,"ProxyKey43",331,1,40,3922,34
632,"ProxyKey44",331,"",1,3932,34
633,"ProxyKey46",332,1,30,3899,34
634,"ProxyKey47",332,1,30,3912,34
