"rownum","Id","ChestsKey","SpawnWeight","MinLabyrinthTier","MaxLabyrinthTier","i32"
36,"Metadata/Chests/Labyrinth/Izaro/IzaroChest37",395,200,4,4,0
37,"Metadata/Chests/Labyrinth/Izaro/IzaroChest38",396,15,4,4,0
38,"Metadata/Chests/Labyrinth/Izaro/IzaroChest39",397,200,4,4,0
39,"Metadata/Chests/Labyrinth/Izaro/IzaroChest40",398,200,4,4,0
40,"Metadata/Chests/Labyrinth/Izaro/IzaroChest41",382,100,4,4,0
41,"Metadata/Chests/Labyrinth/Izaro/IzaroChest42",399,200,5,5,0
42,"Metadata/Chests/Labyrinth/Izaro/IzaroChest43",400,200,5,5,0
43,"Metadata/Chests/Labyrinth/Izaro/IzaroChest45",402,100,5,5,0
44,"Metadata/Chests/Labyrinth/Izaro/IzaroChest46",403,50,5,5,0
45,"Metadata/Chests/Labyrinth/Izaro/IzaroChest47",404,200,5,5,0
46,"Metadata/Chests/Labyrinth/Izaro/IzaroChest48",405,20,5,5,0
47,"Metadata/Chests/Labyrinth/Izaro/IzaroChest49",406,100,5,5,0
48,"Metadata/Chests/Labyrinth/Izaro/IzaroChest50",407,150,5,5,0
49,"Metadata/Chests/Labyrinth/Izaro/IzaroChest51",408,150,5,5,0
50,"Metadata/Chests/Labyrinth/Izaro/IzaroChest52",409,100,5,5,0
51,"Metadata/Chests/Labyrinth/Izaro/IzaroChest53",410,50,5,5,0
52,"Metadata/Chests/Labyrinth/Izaro/IzaroChest54",411,100,5,5,0
53,"Metadata/Chests/Labyrinth/Izaro/IzaroChest55",412,200,5,5,0
54,"Metadata/Chests/Labyrinth/Izaro/IzaroChest56",413,200,5,5,0
55,"Metadata/Chests/Labyrinth/Izaro/IzaroChest57",414,10,5,5,0
56,"Metadata/Chests/Labyrinth/Izaro/IzaroChest58",415,60,5,5,0
57,"Metadata/Chests/Labyrinth/Izaro/IzaroChest59",416,100,5,5,0
58,"Metadata/Chests/Labyrinth/Izaro/IzaroChest60",417,50,5,5,0
59,"Metadata/Chests/Labyrinth/Izaro/IzaroChest62",419,200,5,5,0
60,"HardModeIzaroChest1",449,0,1,3,300
61,"HardModeIzaroChest2",450,0,1,3,300
62,"HardModeIzaroChest3",451,0,1,3,300
63,"HardModeIzaroChest4",452,0,1,3,200
64,"HardModeIzaroChest5",453,0,1,3,100
65,"HardModeIzaroChest6",454,0,1,3,200
66,"HardModeIzaroChest7",455,0,1,3,100
67,"HardModeIzaroChest8",456,0,1,3,10
68,"HardModeIzaroChest9",457,0,1,3,5
69,"HardModeIzaroChest10",458,0,1,3,20
70,"HardModeIzaroChest11",459,0,1,3,10
71,"HardModeIzaroChest12",460,0,1,3,20
72,"HardModeIzaroChest13",461,0,1,3,10
73,"HardModeIzaroChest14",462,0,1,3,10
74,"HardModeIzaroChest15",463,0,1,3,5
75,"HardModeIzaroChest16",464,0,1,3,1
76,"HardModeIzaroChest17",465,0,1,3,50
77,"HardModeIzaroChest18",466,0,4,4,300
78,"HardModeIzaroChest19",467,0,4,4,300
79,"HardModeIzaroChest20",468,0,4,4,300
80,"HardModeIzaroChest21",469,0,4,4,200
81,"HardModeIzaroChest22",470,0,4,4,100
82,"HardModeIzaroChest23",471,0,4,4,200
83,"HardModeIzaroChest24",472,0,4,4,100
84,"HardModeIzaroChest25",473,0,4,4,10
85,"HardModeIzaroChest26",474,0,4,4,5
86,"HardModeIzaroChest27",475,0,4,4,20
87,"HardModeIzaroChest28",476,0,4,4,10
88,"HardModeIzaroChest29",477,0,4,4,15
89,"HardModeIzaroChest30",478,0,4,4,15
90,"HardModeIzaroChest31",479,0,4,4,10
91,"HardModeIzaroChest32",480,0,4,4,5
92,"HardModeIzaroChest33",481,0,4,4,20
93,"HardModeIzaroChest34",482,0,4,4,10
94,"HardModeIzaroChest35",483,0,4,4,1
95,"HardModeIzaroChest36",484,0,4,4,50
96,"HardModeIzaroChest37",485,0,4,4,50
