"rownum","Id","Name","IsCategory","Category","SkillGem"
282,"SmokeMineMtx","Smoke Mine","",8,[5871]
283,"ArcaneCloakMtx","Arcane Cloak","",8,[6167]
284,"PlagueBearerMtx","Plague Bearer","",8,[6109]
285,"ChainHookMtx","Chain Hook","",8,[6094]
286,"BloodOfferingMtx","Blood Offering","",8,[6224]
287,"EarthbreakerMtx","Earthbreaker","",8,[6214]
288,"BurningArrowMtx","Burning Arrow","",8,[5817]
289,"VaalBurningArrowMtx","Vaal Burning Arrow","",8,[5907]
290,"ExsanguinateMtx","Exsanguinate","",8,[6202]
291,"HydrosphereMtx","Hydrosphere","",8,[6196]
292,"LightningStrikeMtx","Lightning Strike","",8,[5801]
293,"VaalLightningStrikeMtx","Vaal Lightning Strike","",8,[5920]
294,"InfernalBlowMtx","Infernal Blow","",8,[5758]
295,"SweepMtx","Sweep","",8,[5700]
296,"VaalSweepMtx","Vaal Sweep","",8,[5934]
297,"DualStrikeMtx","Dual Strike","",8,[5710]
298,"EyeOfWinterMtx","Eye of Winter","",8,[6228]
299,"SpectralHelixMtx","Spectral Helix","",8,[6212]
300,"EnergyBladeMtx","Energy Blade","",8,[6233]
301,"TornadoMtx","Tornado","",8,[6232]
302,"ForbiddenRiteMtx","ForbiddenRite","",8,[6217]
303,"ShockwaveSupportMtx","Shockwave","",8,[6097]
304,"CastWhenDamageTakenMtx","Cast when Damage Taken","",8,[5878]
305,"PoisonousConcoctionMtx","Poisonous Concoction","",8,[6229]
306,"CorruptingFeverMtx","Corrupting Fever","",8,[6203]
307,"SeismicTrapMtx","Seismic Trap","",8,[6049]
308,"FireTrapMtx","Fire Trap","",8,[5835]
309,"BoneshatterMtx","Boneshatter","",8,[6225]
310,"EnvyMtx","Envy","",8,[6199]
311,"DeathAuraMtx","Death Aura","",8,[6198]
312,"GluttonyOfElementsMtx","Gluttony Of Elements","",8,[6200]
313,"BlindingAuraMtx","Blinding Aura","",8,[6201]
314,"GalvanicFieldMtx","Galvanic Field","",8,[6401]
315,"AlchemistsMarkMtx","Alchemist's Mark","",8,[6402]
316,"LightningConduitMtx","Lightning Conduit","",8,[6400]
317,"LightningTendrilsMtx","Lightning Tendrils","",8,[5950]
318,"CobraLashMtx","Cobra Lash","",8,[6106]
319,"VenomGyreMtx","Venom Gyre","",8,[6119]
320,"VolleyMtx","Volley","",8,[6038]
321,"GreaterVolleyMtx","Greater Volley","",8,[5728]
322,"ReapMtx","Reap","",8,[6205]
323,"RageVortexMtx","Rage Vortex","",8,[6211]
324,"Theme","Theme","","",[]
325,"InfernalTheme","Infernal","",324,[]
326,"NecroticTheme","Necrotic","",324,[]
327,"BreachTheme","Breach","",324,[]
328,"LegacyTheme","Legacy","",324,[]
329,"GoreTheme","Gore","",324,[]
330,"GhostflameTheme","Ghostflame","",324,[]
331,"GloomTheme","Gloom","",324,[]
332,"DragonTheme","Dragon","",324,[]
333,"DemonicTheme","Demonic","",324,[]
334,"DeicideTheme","Deicide","",324,[]
335,"ArcticTheme","Arctic","",324,[]
336,"ArcaneTheme","Arcane","",324,[]
337,"SteampunkTheme","Steam-Powered","",324,[]
338,"VampiricTheme","Vampiric","",324,[]
339,"VerdantTheme","Verdant","",324,[]
340,"SeraphTheme","Seraph","",324,[]
341,"ProphecyTheme","Prophecy","",324,[]
342,"ConsumableTheme","Consumable","",324,[]
343,"EbonyTheme","Ebony","",324,[]
344,"RadiantTheme","Radiant","",324,[]
345,"LightningTheme","Lightning","",324,[]
346,"AcidTheme","Acid","",324,[]
347,"CrimsonTheme","Crimson","",324,[]
348,"CelestialTheme","Celestial","",324,[]
349,"GoldenTheme","Golden","",324,[]
350,"PurpleTheme","Purple","",324,[]
351,"EmeraldTheme","Emerald","",324,[]
352,"DanceTheme","Dance","",324,[]
353,"AnimalTheme","Animal","",324,[]
354,"TribalTheme","Tribal","",324,[]
355,"ChallengeRewardsTheme","Challenge Rewards","",324,[]
356,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",324,[]
357,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",324,[]
358,"ReleaseSupporterPacksTheme","Release Supporter Packs","",324,[]
359,"ForsakenMastersTheme","Forsaken Masters","",324,[]
360,"AwakeningTheme","Awakening","",324,[]
361,"AscendancyTheme","Ascendancy","",324,[]
362,"AtlasTheme","Atlas","",324,[]
363,"FallofOriathTheme","Fall of Oriath","",324,[]
364,"MiscellaneousTheme","Miscellaneous","",324,[]
365,"UltimateChaosTheme","Ultimate Chaos","",324,[]
366,"PureLightTheme","Pure Light","",324,[]
367,"HarbingerTheme","Harbinger","",324,[]
368,"PitchBlackTheme","Pitch Black","",324,[]
369,"WastelandWarriorTheme","Wasteland Warrior","",324,[]
370,"DesertTheme","Desert","",324,[]
371,"ExecutionerTheme","Executioner","",324,[]
372,"FireTheme","Fire","",324,[]
373,"IceTheme","Ice","",324,[]
374,"PolarTheme","Polar","",324,[]
375,"LichTheme","Lich","",324,[]
376,"FireAndIceTheme","Fire and Ice","",324,[]
377,"AbyssTheme","Abyss","",324,[]
378,"HalloweenTheme","Halloween","",324,[]
379,"CultistTheme","Cultist","",324,[]
380,"WarlockTheme","Warlock","",324,[]
381,"PirateTheme","Pirate","",324,[]
382,"AtlasWarTheme","War for the Atlas","",324,[]
383,"NatureTheme","Nature","",324,[]
384,"GothicTheme","Gothic","",324,[]
385,"SinAndInnocenceTheme","Sin and Innocence","",324,[]
386,"BestiaryTheme","Bestiary","",324,[]
387,"StygianTheme","Stygian","",324,[]
388,"ManticoreTheme","Manticore","",324,[]
389,"SeawitchTheme","Seawitch","",324,[]
390,"PhantasmalTheme","Phantasmal","",324,[]
391,"FallenAngelTheme","Fallen Angel","",324,[]
392,"MalachaiTheme","Malachai","",324,[]
393,"CrystalTheme","Crystal","",324,[]
394,"IncursionTheme","Incursion","",324,[]
395,"CarnageTheme","Carnage","",324,[]
396,"ApocalypseTheme","Apocalypse","",324,[]
397,"IvoryChaosTheme","Ivory Chaos","",324,[]
398,"MadmanTheme","Madman","",324,[]
399,"GryffonTheme","Gryffon","",324,[]
400,"GorgonTheme","Gorgon","",324,[]
401,"BloodGuardTheme","Blood Guard","",324,[]
402,"FaithGuardTheme","Faith Guard","",324,[]
403,"SphinxTheme","Sphinx","",324,[]
404,"DelveTheme","Delve","",324,[]
405,"OriathTheme","Oriath","",324,[]
406,"PyreTheme","Pyre","",324,[]
407,"ColiseumTheme","Coliseum","",324,[]
408,"NightLotusTheme","Night Lotus","",324,[]
409,"HarpyonTheme","Harpyon","",324,[]
410,"ElderTheme","Elder","",324,[]
411,"BetrayalTheme","Betrayal","",324,[]
412,"FairgravesTheme","Fairgraves","",324,[]
413,"UtilityTheme","Utility","",324,[]
414,"CoastalTheme","Coastal","",324,[]
415,"EncampmentTheme","Encampment","",324,[]
416,"ForestTheme","Forest","",324,[]
417,"RuinsTheme","Ruins","",324,[]
418,"VaalTheme","Vaal","",324,[]
419,"DungeonTheme","Dungeon","",324,[]
420,"SarnTheme","Sarn","",324,[]
421,"GardensTheme","Gardens","",324,[]
422,"OrnateTheme","Ornate","",324,[]
423,"SceptreTheme","Sceptre","",324,[]
424,"CryptTheme","Crypt","",324,[]
425,"EffectsTheme","Effects","",324,[]
426,"CaveTheme","Cave","",324,[]
427,"BeastTheme","Beast","",324,[]
428,"KaruiTheme","Karui","",324,[]
429,"LabyrinthTheme","Labyrinth","",324,[]
430,"HighgateTheme","Highgate","",324,[]
431,"OssuaryTheme","Ossuary","",324,[]
432,"ReliquaryTheme","Reliquary","",324,[]
433,"EzomyteTheme","Ezomyte","",324,[]
434,"VanguardTheme","Vanguard","",324,[]
435,"PitfighterTheme","Pitfighter","",324,[]
436,"CrucibleTheme","Crucible","",324,[]
437,"LibraryTheme","Library","",324,[]
438,"SlavePensTheme","Slave Pens","",324,[]
439,"InnocenceTheme","Innocence","",324,[]
440,"AssassinTheme","Assassin","",324,[]
441,"EmpyreanTheme","Empyrean","",324,[]
442,"BlackguardTheme","Blackguard","",324,[]
443,"ChamberOfSinsTheme","Chamber of Sins","",324,[]
444,"TempleTheme","Temple","",324,[]
445,"ExcavationTheme","Excavation","",324,[]
446,"BonesTheme","Bones","",324,[]
447,"ChurchTheme","Church","",324,[]
448,"CourthouseTheme","Courthouse","",324,[]
449,"ExilesTheme","Exiles","",324,[]
450,"SynthesisTheme","Synthesis","",324,[]
451,"PrimevalTheme","Primeval","",324,[]
452,"GlimmerwoodTheme","Glimmerwood","",324,[]
453,"MarakethTheme","Maraketh","",324,[]
454,"ViperTheme","Viper","",324,[]
455,"DarkprismTheme","Darkprism","",324,[]
456,"SunprismTheme","Sunprism","",324,[]
457,"GargoyleTheme","Gargoyle","",324,[]
458,"MageguardTheme","Mageguard","",324,[]
459,"ExtinctionTheme","Extinction","",324,[]
460,"LegionTheme","Legion","",324,[]
461,"PlatedTheme","Plated","",324,[]
462,"FrontierTheme","Frontier","",324,[]
463,"IllusionistTheme","Illusionist","",324,[]
464,"ElementalTheme","Elemental","",324,[]
465,"ZenithTheme","Zenith","",324,[]
466,"MiracleTheme","Miracle","",324,[]
467,"CardinalTheme","Cardinal","",324,[]
468,"VaalViperTheme","Vaal Viper","",324,[]
469,"VoidEmperorTheme","Void Emperor","",324,[]
470,"CarnivalTheme","Carnival","",324,[]
471,"ChiyouTheme","Chiyou","",324,[]
472,"BlightTheme","Blight","",324,[]
473,"HavenwoodTheme","Havenwood","",324,[]
474,"PolarisTheme","Polaris","",324,[]
475,"BasiliskTheme","Basilisk","",324,[]
476,"CrusaderTheme","Crusader","",324,[]
477,"EyrieTheme","Eyrie","",324,[]
478,"JudicatorTheme","Judicator","",324,[]
479,"OrionTheme","Orion","",324,[]
480,"MetamorphTheme","Metamorph","",324,[]
481,"ExileConTheme","ExileCon","",324,[]
482,"RevenantTheme","Revenant","",324,[]
483,"ColdsnapTheme","Coldsnap","",324,[]
484,"MaliceTheme","Malice","",324,[]
485,"ThaumaturgyTheme","Thaumaturgy","",324,[]
486,"BalefireTheme","Balefire","",324,[]
487,"DeliriumTheme","Delirium","",324,[]
488,"HeartseekerTheme","Heartseeker","",324,[]
489,"DarkMagicTheme","Dark Magic","",324,[]
490,"JinliTheme","Jinli","",324,[]
491,"ImaginationTheme","Imagination","",324,[]
492,"HighPriestTheme","High Priest","",324,[]
493,"GoddessTheme","Goddess","",324,[]
494,"SawbladeTheme","Sawblade","",324,[]
495,"DreadspireTheme","Dreadspire","",324,[]
496,"AngelsAndDemonsTheme","Angels and Demons","",324,[]
497,"NightwatchTheme","Nightwatch","",324,[]
498,"HarvestTheme","Harvest","",324,[]
499,"HeistTheme","Heist","",324,[]
500,"TwilightTheme","Twilight","",324,[]
501,"EthercraftTheme","Ethercraft","",324,[]
502,"DarkwoodTheme","Darkwood","",324,[]
503,"JudgementTheme","Judgement","",324,[]
504,"RaptureTheme","Rapture","",324,[]
505,"ValkyrieTheme","Valkyrie","",324,[]
506,"WarlordTheme","Warlord","",324,[]
507,"RitualTheme","Ritual","",324,[]
508,"GlimmerspriteTheme","Glimmersprite","",324,[]
509,"Core2021Theme","Core 2021","",324,[]
510,"AtlasCore2021Theme","Echoes of the Atlas","",324,[]
511,"MavenTheme","Maven","",324,[]
512,"OblivionTheme","Oblivion","",324,[]
513,"BrimstoneTheme","Brimstone","",324,[]
514,"FrostVikingTheme","Frost Viking","",324,[]
515,"UltimatumTheme","Ultimatum","",324,[]
516,"ApollyonTheme","Apollyon","",324,[]
517,"MerchantTheme","Merchant","",324,[]
518,"MidnightPactTheme","Midnight Pact","",324,[]
519,"JingweiTheme","Jingwei","",324,[]
520,"SlitherTheme","Slither","",324,[]
521,"ExpeditionTheme","Expedition","",324,[]
522,"MyrmidonTheme","Myrmidon","",324,[]
523,"BanebrandTheme","Banebrand","",324,[]
