"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
140,"HardModeStrongbox4",277,"",1,100,10,0
141,"HardModeStrongbox5",278,"",62,67,5,0
142,"HardModeStrongbox6",279,"",68,71,4,0
143,"HardModeStrongbox7",280,"",72,75,3,0
144,"HardModeStrongbox8",281,"",76,79,2,0
145,"HardModeStrongbox9",282,"",80,100,1,0
146,"HardModeStrongbox10",283,"",12,100,10,0
147,"HardModeStrongbox11",284,"",20,100,10,0
148,"HardModeStrongbox12",285,"",1,100,60,0
149,"HardModeStrongbox13",286,"",1,100,40,0
150,"HardModeStrongbox14",287,"",1,100,500,0
151,"HardModeHealingRoom",743,"",1,100,1,0
152,"HardModePoisonRoom",744,"",1,100,1,0
153,"HardModeTrapRoom",745,"",1,100,1,0
154,"HardModeBossLightningRoom",746,"",1,100,1,0
155,"HardModeBossFireRoom",747,"",1,100,1,0
156,"HardModeBossMinionRoom",748,"",1,100,1,0
