"rownum","BaseItemTypesKey","IsEnabled","bool"
147,8491,1,1
148,8492,1,1
149,8493,1,1
150,8494,1,1
151,8495,1,1
152,8497,1,1
153,8498,1,1
154,8499,"",1
155,8500,1,1
156,8501,1,1
157,8502,1,1
158,8503,1,1
159,8504,1,1
160,8505,1,1
161,8506,1,1
162,8507,1,1
163,8508,1,1
164,8509,1,1
165,8510,1,1
166,8511,1,1
167,8512,1,1
168,8513,1,1
169,8514,1,1
170,8515,1,1
171,8516,1,1
172,8517,1,1
173,8518,1,1
174,8519,1,1
175,8520,1,1
176,8521,1,1
177,8522,1,1
178,8523,1,1
179,8524,1,""
180,8525,1,1
181,8526,1,1
182,8527,1,1
183,8528,1,1
184,8529,1,1
185,8530,1,1
186,8531,1,1
187,8532,1,1
188,8533,1,1
189,8534,1,1
190,8535,1,1
191,8536,1,1
192,8537,1,1
193,8538,1,""
194,8539,1,1
195,8540,1,1
196,8541,1,1
197,8542,1,1
198,8543,1,1
199,8544,1,""
200,8545,1,1
201,8546,1,1
202,8547,1,1
203,8548,1,1
204,8549,1,1
205,8550,1,1
206,8551,1,1
207,8552,1,1
208,8553,1,1
209,8554,1,1
210,8555,1,1
211,8556,1,1
212,8557,1,1
213,8558,1,1
214,8559,1,1
215,8560,1,1
216,8561,1,1
217,8562,1,""
218,8563,1,1
219,8564,1,1
220,8565,1,1
221,8566,1,1
222,8567,1,1
223,8568,1,1
224,8569,1,1
225,8570,1,1
226,8571,1,1
227,8572,1,1
228,8573,1,1
229,8574,1,1
230,8575,1,1
231,8576,1,1
232,8577,1,1
233,8578,1,1
234,8579,1,1
235,8580,1,1
236,8581,1,1
237,8582,1,1
238,8583,1,1
239,8584,1,1
240,8585,1,1
241,8586,1,1
242,8587,1,1
243,8588,1,1
244,8589,1,1
245,8590,1,1
246,8591,1,1
247,8592,1,1
248,8593,1,1
249,8594,1,1
250,8595,1,1
251,8596,1,1
252,8597,1,1
253,8598,1,1
254,8599,1,1
255,8600,1,1
256,8601,1,1
257,8602,1,1
258,8603,1,1
259,8604,1,1
260,8605,1,1
261,8606,1,1
262,8607,1,1
263,8608,1,1
264,8609,1,1
265,8610,1,1
266,8611,1,1
267,8612,1,1
268,8613,1,1
269,8614,1,1
270,8615,1,1
271,8616,1,1
272,8617,1,1
273,8618,1,1
274,8619,1,1
275,8620,1,1
276,8621,1,1
277,8622,1,1
278,8623,1,1
279,8624,1,1
280,8625,1,1
281,8626,1,1
282,8627,1,1
283,8628,1,1
284,8629,1,1
285,8630,1,1
286,8631,1,1
287,8632,1,1
288,8633,1,1
289,8634,1,1
290,8635,1,1
291,8636,1,1
292,8637,1,1
293,8638,1,""
294,8639,1,1
295,8640,1,1
296,8641,1,""
297,8642,1,1
298,8643,1,1
299,8644,1,1
300,8645,1,1
301,8646,1,1
302,8647,1,1
303,8648,1,1
304,8649,1,1
305,8650,1,1
306,8651,1,1
307,8652,1,1
308,8653,1,1
309,8654,1,1
310,8655,1,1
311,8656,1,1
312,8657,1,1
313,8658,1,1
314,8659,1,1
315,8660,1,1
316,8661,1,1
317,8662,1,1
318,8663,1,1
319,8664,1,1
320,8665,1,1
321,8666,1,1
322,8667,1,1
323,8668,1,1
324,8669,1,1
325,8670,1,1
326,8671,1,1
327,8672,1,1
328,8673,1,1
329,8674,1,1
330,8675,1,1
331,8676,1,1
332,8677,1,1
333,8678,1,1
334,8679,1,1
335,8680,1,1
336,8681,1,1
337,8682,1,1
338,8683,1,1
339,8684,1,1
340,8685,1,1
341,8686,1,1
342,8687,1,1
343,8688,1,1
344,8689,1,1
345,8690,1,1
346,8691,1,1
347,8692,1,1
348,8693,1,1
349,8694,1,1
350,8695,1,1
351,8696,1,1
352,8697,1,1
353,8698,1,1
354,8699,1,1
355,8700,1,1
356,8701,1,1
357,8702,1,1
358,8703,1,1
359,8704,1,1
360,8705,1,1
361,8706,1,1
362,8707,1,1
363,8708,1,1
364,8709,1,1
365,8710,1,1
366,8711,1,1
367,8712,1,1
368,8713,1,1
369,8714,1,1
370,8715,1,1
371,8716,"",""
372,8717,1,1
373,8718,1,1
374,8719,1,1
375,8720,1,1
376,8721,1,1
377,8722,1,1
378,8723,1,1
379,8724,1,1
380,8725,1,1
381,8726,1,1
382,8727,1,1
383,8728,1,1
384,8729,1,1
385,8730,1,1
386,8731,1,1
387,8732,1,1
388,8733,1,1
389,8734,1,1
390,8735,1,1
391,8736,1,1
392,8737,1,1
393,8738,1,1
394,8739,1,1
395,8740,1,1
396,8741,1,1
397,8742,1,1
398,8743,1,1
399,8744,1,1
400,8745,1,1
401,8746,1,1
402,8747,1,1
403,8748,1,1
404,8749,1,1
405,8750,1,1
406,8751,1,1
407,8752,1,1
408,8753,1,1
409,8754,1,1
410,8755,1,1
411,8756,1,1
412,8757,1,1
413,8758,1,1
414,8759,1,1
415,8760,1,1
416,8761,1,1
417,8762,1,1
418,8763,1,1
419,8764,1,1
420,8765,1,1
421,8766,1,1
422,8767,1,1
423,8768,1,1
424,8769,1,1
425,8770,1,1
426,8771,1,1
427,8772,1,1
428,8773,1,1
429,8774,1,1
430,8775,1,1
431,8776,1,1
432,8777,1,1
