"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
474,3979,[717],[50],"Tukohama's Warrior"
475,3980,[717],[50],"Tukohama's Vanguard"
476,3982,[717],[50],"War Hound"
477,3985,[],[],"Raihara, Tukohama's Loyal"
478,457,[717],[100],"Crustacean Sniper"
479,496,[717],[100],"Invading Crustacean"
480,1068,[717],[50],"Clearwater Strider"
481,1074,[483],[80],"Riptide"
482,4245,[717],[50],"Savage Crab"
483,5564,[717],[25],"The Dishonoured Queen"
484,5568,[717],[50],"Forgotten Warrior"
485,5570,[717],[50],"Forgotten Warrior"
486,5572,[717],[50],"Forgotten Warrior"
487,5421,[],[],"Tukohama, Karui God of War"
488,521,[717],[50],"Timeless Hunter"
489,655,[717],[50],"Timeless Wanderer"
490,1619,"[485,717]","[30,50]","Infested Serpent"
491,3862,"[484,717]","[80,75]","Infested Skitterer"
492,5253,[],[],"Fleetfreak"
493,619,[717],[50],"Brittle Arsonist"
494,766,[717],[50],"Flame Guardian"
495,1568,[717],[25],"Ash Prophet"
496,5186,[717],[25],"Rattling Condemned"
497,407,[717],[25],"Thunder Whisperer"
498,543,[717],[50],"Thunder Thrall"
499,780,"[484,717]","[50,50]","Thunder Guardian"
500,2031,[717],[50],"Shavronne's Gemling"
501,5144,[],[],"Reassembled Brutus"
502,218,[717],[50],"Goatman Stomper"
503,266,[717],[50],"Goatman Fire-raiser"
504,325,[717],[50],"Enslaved Hellion"
505,327,[717],[50],"Enslaved Hellion"
506,446,[717],[100],"Gravel Eater"
507,5631,[],[],"Abberath, the Cloven One"
508,80,[717],[50],"Stag Acolyte"
509,84,[717],[50],"Stag Acolyte"
510,85,[717],[50],"Bear Acolyte"
511,88,[717],[50],"Bear Acolyte"
512,89,"[1085,9553,717]","[20,10,50]","Boar Acolyte"
513,92,"[1085,9553,717]","[20,10,50]","Boar Acolyte"
514,960,[717],[50],"Brooding Tarantula"
515,964,[717],[50],"Enraptured Arachnid"
516,965,[717],[50],"Enraptured Arachnid"
517,1095,[717],[50],"Alira's Dearest"
518,3754,[717],[50],"Pale Blackguard"
519,4475,[],[],"Defiled Proclamation"
520,101,[],[],"The Animal Pack"
521,350,[717],[100],"Infested Ape"
522,351,[717],[100],"Infested Ape"
523,361,[717],[25],"Host Chieftain"
524,362,[717],[25],"Host Chieftain"
525,877,"[485,717]","[30,50]","Host Cobra"
526,878,"[485,717]","[30,50]","Host Cobra"
527,1454,[717],[50],"Infested Maw"
528,1455,[717],[50],"Infested Maw"
529,444,[717],[50],"Infested Rhoa"
530,445,[717],[50],"Infested Rhoa"
531,1513,[485],[50],"Ryslatha, the Puppet Mistress"
532,4789,[],[],"Parasite"
533,4790,[],[],"Ravenous Parasite"
534,363,[],[],"Hollowskull, the Willing Host"
535,497,[717],[100],"Infested Crustacean"
536,4235,[717],[50],"Infested Crab"
537,4241,[717],[50],"Infested Crab"
538,191,"[484,717]","[50,50]","Spectral Corsair"
539,492,[717],[50],"Singing Siren"
540,501,[717],[100],"Shield Crab"
541,3032,[717],[50],"Cavern Drifter"
542,4231,[717],[100],"Infested Crawler"
543,4244,[717],[50],"Infested Crawler"
544,5626,[],[],"Brinecrack"
545,527,[717],[50],"Brittle Poacher"
546,534,[717],[50],"Weathered Watchman"
547,657,[717],[50],"Sandworn Watchman"
548,1065,"[483,717]","[80,50]","Sand Strider"
549,4238,[717],[75],"Infested Crawler"
550,4472,[717],[50],"Animated Reef"
551,4811,[717],[50],"Brine Vassal"
552,4812,[717],[50],"Swarthy Mollusc"
553,5154,[],[],"Tsoagoth, The Brine King"
554,106,[],[],"Enraptured Beast"
555,107,[],[],"Enraptured Beast"
556,393,[717],[25],"Rubble Golem"
557,548,[717],[50],"Disbanded Dead"
558,550,[717],[50],"Disbanded Dead"
559,553,[717],[50],"Disbanded Dead"
560,556,[717],[50],"Disbanded Dead"
561,688,"[1085,9553,717]","[20,10,50]","Brittle Bandit"
562,690,"[1085,9553,717]","[20,10,50]","Brittle Bandit"
563,693,"[1085,9553,717]","[20,10,50]","Brittle Bandit"
564,696,"[1085,9553,717]","[20,10,50]","Brittle Bandit"
565,3762,[717],[50],"Scavenging Vulture"
566,4791,[],[],"Ravenous Parasite"
567,663,[717],[50],"Ash Harvester"
568,3578,[],[],"Fire Trap"
569,3583,[],[],"Blast Rain Trap"
570,415,[717],[25],"Bringer of Souls"
571,525,[717],[50],"Brittle Born-again"
572,665,[717],[50],"Brittle Born-again"
573,1179,[717],[50],"Devout Dead"
574,1182,[717],[50],"Devout Dead"
575,1185,[717],[50],"Devout Dead"
576,1667,[717],[50],"Idolised Saint"
577,1669,[717],[50],"Idolised Saint"
578,1671,[717],[50],"Idolised Saint"
579,3878,[],[],"Bundle of Woe"
580,193,[717],[50],"Spectral Mage"
581,671,[717],[50],"Vault Guardian"
582,944,[717],[50],"Crypt Ambusher"
583,3653,[717],[50],"Wraith"
584,1399,[717],[50],"Augmented Dead"
585,1094,[717],[50],"Plague Retch"
586,1888,[717],[50],"Undying Subject"
587,1957,[717],[50],"Undying Subject"
588,1890,[717],[50],"Undying Inductor"
589,1959,[717],[50],"Undying Inductor"
590,4090,[717],[100],"Wide-eyed Assemblage"
591,4105,[717],[50],"Arranged Anatomy"
592,5343,[],[],"Maligaro, the Artist"
593,5348,[],[],"Black Death, Pain Unending"
594,5350,[],[],"Fidelitas, Loyalty Undying"
595,5362,[717],[50],"Hybrid Arachnid"
596,5363,[717],[50],"Scalding Arachnid"
597,112,[],[],"The Great White Bones"
598,414,[],[],"The Bone Sculptor"
599,3090,[717],[100],"Tunnelfiend"
600,3092,[717],[100],"Tunnelfiend"
601,3093,[717],[100],"Infested Tunnelfiend"
602,3095,[717],[100],"Infested Tunnelfiend"
603,3097,[717],[100],"Infested Tunnelfiend"
604,3102,[717],[100],"Infested Tunnelfiend"
605,81,[717],[50],"Ralakesh's Horn"
606,86,[717],[50],"Ralakesh's Claw"
607,90,"[1085,9553,717]","[20,10,50]","Ralakesh's Tusk"
608,5369,"[1085,9553]","[20,10]","Greust, Lord of the Forest"
609,5376,[],[],"Oak, Skullbreaker"
610,5379,"[2090,9553]","[20,10]","Alira Darktongue"
611,5382,[],[],"Kraityn, Scarbearer"
612,23,[717],[50],"Treacherous Deserter"
613,53,"[1085,9553,717]","[20,10,50]","Heartless Deserter"
614,864,"[485,717]","[30,50]","Host Adder"
615,865,"[485,717]","[30,50]","Host Adder"
616,938,[717],[50],"Ink Spinner"
617,2624,[6912],[1],"Tunnelworm"
618,2631,"[717,6912]","[25,1]","Devourer"
619,3103,[717],[100],"Woods Ursa"
620,3105,[717],[100],"Woods Ursa"
621,3106,[717],[100],"Infested Ursa"
622,3108,[717],[100],"Infested Ursa"
623,3110,[717],[100],"Infested Ursa"
