"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid"
21,4,21,"",[19],[15],0,"At Least One Green and One Blue Socket",7,[],0,"GB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
22,4,22,"",[19],[100],0,"At Least Two Red and One Green Socket",7,[],0,"RRG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
23,4,23,"",[19],[100],0,"At Least Two Red and One Blue Socket",7,[],0,"RRB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
24,4,24,"",[19],[100],0,"At Least Two Green and One Red Socket",7,[],0,"GGR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
25,4,25,"",[19],[100],0,"At Least Two Green and One Blue Socket",7,[],0,"GGB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
26,4,26,"",[19],[100],0,"At Least Two Blue and One Green Socket",7,[],0,"BBG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[9022],1280,1280,"","",3,"","",0,"","",""
28,6,0,8466,[],[],68,"",7,"[35,38]",0,"",0,69,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
29,6,1,8467,[],[],70,"",7,"[35,38]",0,"",0,71,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
30,6,2,8468,[],[],72,"",7,"[35,38]",0,"",0,73,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
31,6,3,8469,[],[],74,"",7,"[35,38]",0,"",0,75,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
32,6,4,8470,[],[],76,"",7,"[35,38]",0,"",0,77,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
33,6,5,8471,[],[],78,"",7,"[35,38]",0,"",0,79,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
34,6,6,8472,[],[],80,"",7,"[35,38]",0,"",0,81,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
35,6,7,8473,[],[],82,"",7,"[35,38]",0,"",0,100,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1280,1280,"","",0,1696,"",0,"","",""
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[8035],1280,1280,"","",3,"","",0,"","",""
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],1280,1280,"","",3,"","",0,"","",""
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],1280,1280,"","",3,"","",0,"","",""
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1280,1280,"","",3,"","",0,"","",""
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1280,1280,"","",3,"","",0,"","",""
41,6,13,8514,[],[],68,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1952,"",1,"","",""
42,6,14,8506,[],[],101,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1938,"",1,"","",""
43,6,15,8500,[],[],68,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1934,"",1,"","",""
44,6,16,8598,[],[],101,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1977,"",1,"","",""
45,6,17,8527,[],[],68,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1953,"",1,"","",""
46,6,18,8495,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,1931,"",1,"","",""
47,6,19,13358,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1280,1280,"","",0,4778,"",1,"","",""
48,6,20,30647,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,10265,"",2,"","",""
49,6,21,30648,[],[],68,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,10266,"",2,"","",""
50,6,22,30649,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,10267,"",2,"","",""
51,6,23,30650,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,10268,"",2,"","",""
52,6,24,8513,[2],[2],69,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,1280,"","",0,1952,"",0,"","",""
53,6,25,8499,[2],[3],71,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,1280,"","",0,1934,"",0,"","",""
54,6,26,12617,[2],[4],73,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,1280,"","",0,4331,"",0,"","",""
55,6,27,8528,[2],[5],76,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,1280,"","",0,1954,"",0,"","",""
56,6,28,13357,[2],[6],79,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,1280,"","",0,4778,"",0,"","",""
57,6,29,21264,[2],[10],82,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,1280,"","",0,7394,"",0,"","",""
58,6,30,23542,[2],[13],83,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,1280,"","",0,9051,"",0,"","",""
59,6,31,8516,[2],[2],101,"Onslaught",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],304,1280,"","",0,1940,"",0,"","",""
60,6,32,8494,[2],[4],101,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,1280,"","",0,1931,"",0,"","",""
61,6,33,8763,[2],[5],101,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,1280,"","",0,2108,"",0,"","",""
62,6,34,12358,[2],[2],101,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,1280,"","",0,4155,"",0,"","",""
63,6,35,8491,[2],[2],101,"Invasion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],311,1280,"","",0,1929,"",0,"","",""
64,6,36,8526,[2],[2],101,"Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],312,1280,"","",0,1953,"",0,"","",""
65,6,37,8955,[2],[4],101,"Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],313,1280,"","",0,2243,"",0,"","",""
66,6,38,11568,[13],[3],101,"Talisman",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],314,1280,"","",0,3690,"",0,"","",""
67,6,39,20033,[2],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,1280,"","",0,7083,"",0,"","",""
68,6,40,22004,[2],[6],101,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,1280,"","",0,7854,"",0,"","",""
69,6,41,22093,[2],[5],101,"Metamorph",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],661,1280,"","",0,7940,"",0,"","",""
70,6,42,24641,[2],[12],101,"Expedition",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1211,1280,"","",0,9049,"",0,"","",""
71,6,43,9227,[2],[2],101,"Warbands",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],306,1280,"","",0,2489,"",0,"","",""
72,6,44,22008,[2],[12],101,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,1280,"","",0,7859,"",0,"","",""
73,6,45,14221,[2],[3],101,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,1280,"","",0,5104,"",0,"","",""
74,6,46,20187,[2],[8],101,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,1280,"","",0,4431,"",0,17670,17671,17669
75,6,47,5184,[2],[2],101,"Monster Life I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,710,"",0,"","",""
76,6,48,5185,[2],[2],101,"Monster Life II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,710,"",0,"","",""
77,6,49,5186,[2],[2],101,"Monster Life III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,710,"",0,"","",""
78,6,50,5187,[2],[2],101,"Monster Life IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,710,"",0,"","",""
79,6,51,5208,[2],[2],101,"Monster Damage I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,714,"",0,"","",""
80,6,52,5209,[2],[2],101,"Monster Damage II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,714,"",0,"","",""
81,6,53,5210,[2],[2],101,"Monster Damage III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,714,"",0,"","",""
82,6,54,5211,[2],[2],101,"Monster Damage IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,714,"",0,"","",""
83,6,55,5051,[2],[6],101,"Area is inhabited by Spiders",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,656,"",0,"","",""
84,6,56,5052,[2],[6],101,"Area is inhabited by Blackguards",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,657,"",0,"","",""
85,6,57,5050,[2],[6],101,"Area is inhabited by Bandits",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",0,629,"",0,"","",""
86,6,58,5021,[2],[2],101,"Additional Totems",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",1,621,"",0,"","",""
87,6,59,5028,[2],[3],101,"Additional Rogue Exiles",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",1,1737,"",0,"","",""
88,6,60,5079,[2],[3],101,"Monsters from Beyond",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",1,2007,"",0,"","",""
89,6,61,5086,[2],[3],101,"Twinned Unique Bosses",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1280,1280,"","",1,673,"",0,"","",""
90,3,0,17402,[11],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[9020],1280,1280,"","",1,0,1,0,"","",""
91,3,1,17366,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1280,1280,"","",2,113,"",0,"","",""
92,3,2,17369,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1280,1280,"","",2,114,"",0,"","",""
93,3,3,17372,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1280,1280,"","",2,115,"",0,"","",""
94,3,4,17388,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1280,1280,"","",2,364,"",0,"","",""
95,3,5,17391,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[],1280,1280,"","",2,368,"",0,"","",""
96,3,6,17394,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[],[],1280,1280,"","",2,372,"",0,"","",""
97,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1280,1280,"","",3,"","",0,"","",""
98,3,8,17367,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,113,"",0,"","",""
99,3,9,17368,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,113,"",0,"","",""
100,3,10,17370,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,114,"",0,"","",""
101,3,11,17371,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,114,"",0,"","",""
102,3,12,17373,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,115,"",0,"","",""
103,3,13,17374,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,115,"",0,"","",""
104,3,14,17375,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1280,1280,"","",2,1345,"",0,"","",""
105,3,15,17376,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,1345,"",0,"","",""
106,3,16,17377,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,1345,"",0,"","",""
107,3,17,17378,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1280,1280,"","",2,1347,"",0,"","",""
108,3,18,17379,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,1347,"",0,"","",""
109,3,19,17380,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,1347,"",0,"","",""
110,3,20,17381,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1280,1280,"","",2,1346,"",0,"","",""
111,3,21,17382,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,1346,"",0,"","",""
112,3,22,17383,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,1346,"",0,"","",""
113,3,23,17384,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[9020],1280,1280,"","",2,116,1,0,"","",""
114,3,24,17385,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[9017],1280,1280,"","",2,116,1,0,"","",""
115,3,25,17386,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[9020],1280,1280,"","",2,7030,1,0,"","",""
116,3,26,17387,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[9017],1280,1280,"","",2,7030,1,0,"","",""
117,3,27,17389,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",2,364,"",0,"","",""
118,3,28,17390,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9017],1280,1280,"","",2,364,"",0,"","",""
119,3,29,17392,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9018],1280,1280,"","",2,368,"",0,"","",""
120,3,30,17393,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9017],1280,1280,"","",2,368,"",0,"","",""
121,3,31,17395,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9018],1280,1280,"","",2,372,"",0,"","",""
122,3,32,17396,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[9017],1280,1280,"","",2,372,"",0,"","",""
123,3,33,17397,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1280,1280,"","",2,374,"",0,"","",""
124,3,34,17398,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1280,1280,"","",2,374,"",0,"","",""
125,3,35,17399,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[],1280,1280,"","",1,127,1,0,"","",""
126,3,36,17400,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[9017],1280,1280,"","",1,127,1,0,"","",""
127,3,37,17401,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[9017],1280,1280,"","",1,127,1,0,"","",""
128,3,38,17403,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1280,1280,"","",1,0,1,0,"","",""
129,3,39,17404,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[9018],1280,1280,"","",1,0,1,0,"","",""
130,3,40,17405,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[9018],1280,1280,"","",1,0,1,0,"","",""
131,3,41,17406,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[9017],1280,1280,"","",1,0,1,0,"","",""
132,3,42,17407,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[],1280,1280,"","",1,21,1,0,"","",""
133,3,43,17408,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[],1280,1280,"","",1,21,1,0,"","",""
134,3,44,17409,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[],1280,1280,"","",2,22,1,0,"","",""
135,3,45,17410,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[],1280,1280,"","",2,22,1,0,"","",""
136,3,46,17411,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[9019],1280,1280,"","",2,28,1,0,"","",""
137,3,47,17419,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[],1280,1280,"","",1,11,1,0,"","",""
138,3,48,17420,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[],1280,1280,"","",1,11,1,0,"","",""
