"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32"
33,5724,529,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13480,"","","",1,"","","",1,1,434,"","","",1
34,5725,530,0,100,0,"[13,10,16]","","","Supports attack skills.",13575,"","","",1,"","","",1,1,"","","","",2
35,5726,532,0,100,0,"[10,16,5]","","","Supports projectile skills.",13519,"","","",1,"","","",1,1,451,"","","",2
36,5727,534,0,100,0,"[10,16,5]","","","Supports projectile skills.",13507,"","","",1,"","","",1,1,"","","","",2
37,5729,536,0,100,0,"[10,16,5]","","","Supports projectile skills.",13495,"","","",1,"","","",1,1,"","","","",2
38,5730,538,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13484,"","","",1,"","","",1,1,444,"","","",2
39,5731,540,40,60,0,"[13,10,16]","","","Supports attack skills.",13486,"","","",1,"","","",1,1,"","","","",2
40,5732,541,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13503,"","","",1,"","","",1,1,462,"","","",3
41,5733,543,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13583,"","","",1,"","","",1,1,456,"","","",3
42,5713,7961,0,40,60,"[11,25,4,14,1,15]",5918,"","","","","","","","","","",1,1,"","","","",3
43,5918,7968,0,40,60,"[11,25,4,14,15,24,1]","",1,"","",7961,"","","","","","",1,1,"","","","",3
44,5714,564,0,0,100,"[11,25,4,8]","","","","","",10246,"","","","","",1,1,"","","","",3
45,5719,576,0,100,0,"[10,25,13,5,14,15,3,6]",6409,"","","","","","","","","","",1,1,"","","","",2
46,5734,588,0,0,100,"[11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
47,5735,589,0,100,0,"[10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2
48,5737,593,0,0,100,"[11,25,4,15,0]","","","","","","","","","","","",1,1,"","","","",3
49,5738,594,40,0,60,"[11,25,4,14,0]",5935,"","","","","","","","","","",1,1,"","","","",3
50,5935,8042,40,0,60,"[11,25,4,14,0,24,15]","",1,"","",594,"","","","","","",1,1,"","","","",3
51,5739,637,0,0,100,"[11,25,4,15,0]","","","","","","","","","","","",1,1,"","","","",3
52,5740,638,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","","","","","",1,1,"","","","",3
53,5741,643,33,33,34,"[29,25,4]","","","","","","","","","","","",1,1,"","","","",4
54,5936,644,33,33,34,"[29,25,4,24]","",1,"","",643,"","","","","","",1,1,"","","","",4
55,5742,645,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13485,"","","",1,"","","",1,1,"","","","",1
56,5743,650,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13520,"","","",1,"","","",1,1,"","","","",3
57,5744,652,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13509,"","","",1,"","","",1,1,"","","","",3
58,5745,653,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13504,"","","",1,"","","",1,1,"","","","",1
59,5746,655,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13492,"","","",1,"","","",1,1,"","","","",1
60,5747,657,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13483,"","","",1,"","","",1,1,"","","","",2
61,5748,658,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13584,"","","",1,"","","",1,1,455,"","","",3
62,5750,659,0,60,40,"[10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2
63,5751,660,0,100,0,"[10,25,13,7,36,22,15]",6404,"","","","","","","","","","",1,1,"","","","",2
64,6404,668,0,100,0,"[10,25,13,7,36,22,24,15]","",1,"","",660,"","","","","","",1,1,"","","","",2
65,5752,807,0,0,100,"[11,25,4,5,15,2]",5906,"","","","","","","","","","",1,1,"","","","",3
66,5906,2969,0,0,100,"[11,25,4,5,15,24,2]","",1,"","",807,"","","","","","",1,1,"","","","",3
67,5821,5044,0,0,0,"[16,26]","","","","","","","",1,"","","",1,1,"","","","",4
68,5753,820,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13498,"","","",1,"","","",1,1,"","","","",1
69,5754,822,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
70,5755,837,0,100,0,"[10,16,5]","","","Supports projectile skills.",13574,"","","",1,"","","",1,1,"","","","",2
71,5756,838,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13513,"","","",1,"","","",1,1,"","","","",2
72,5757,840,0,0,100,"[11,25,4,8]","","","","","",10245,"","","","","",1,1,"","","","",3
73,5758,8032,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","","","","","",1,1,"","","","",1
74,5759,848,100,0,0,"[9,25,13,7,36,1]",5923,"","","","","","","","","","",1,1,"","","","",1
75,5923,855,100,0,0,"[9,25,13,7,36,15,14,24,1]","",1,"","",848,"","","","","","",1,1,"","","","",1
76,5760,865,0,0,100,"[11,25,4,15,1]","","","","","","","","","","","",1,1,"","","","",3
77,5761,875,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
78,5762,890,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3
79,5763,4215,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3
80,5764,926,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","",1,1,"","","","",2
81,5765,4557,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2
82,5766,4557,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2
83,5767,935,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13576,"","","",1,"","","",1,1,441,"","","",1
84,5768,936,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13521,"","","",1,"","","",1,1,"","","","",1
85,5769,938,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13522,"","","",1,"","","",1,1,"","","","",3
86,5770,939,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13515,"","","",1,"","","",1,1,"","","","",3
87,5771,941,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2
88,5772,965,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",2
89,5773,986,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3
90,5774,996,60,40,0,"[9,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",1
91,5775,1003,60,0,40,"[9,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",1
92,5776,4452,60,0,40,"[9,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",1
93,5777,1008,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3
94,5778,1021,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",3
95,5779,1029,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2
96,5780,7833,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","",1,1,"","","","",3
97,5781,1064,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","",1,1,"","",1065,"",3
98,5909,1067,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","",1064,"","","","","","",1,1,"","","","",3
99,5782,1096,0,0,100,"[11,25,4,8,15]",5924,"","","","",10247,"","","","","",1,1,"","","","",3
100,5924,1098,0,0,100,"[11,25,4,8,15,24]","",1,"","",1096,10247,"","","","","",1,1,"","","","",3
101,5787,1128,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1
102,5921,1130,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","","","","","",1,1,"","","","",1
103,5788,1141,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","","","","","",1,1,"","","","",1
104,5789,7984,0,100,0,"[10,25,13,14,5,6]",5917,"","","","","","","","","","",1,1,"","","","",2
105,5917,7987,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",7984,"","","","","","",1,1,"","","","",2
106,5790,1153,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13581,"","","",1,"","","",1,1,"","","","",3
107,5791,1155,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13508,"","","",1,"","","",1,1,464,"","","",3
108,5792,1156,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13523,"","","",1,"","","",1,1,"","","","",1
109,5793,1158,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13517,"","","",1,"","","",1,1,"","","","",1
110,5794,1159,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13524,"","","",1,"","","",1,1,"","","","",3
111,5795,1161,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13506,"","","",1,"","","",1,1,"","","","",3
112,5796,1162,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13505,"","","",1,"","","",1,1,"","","","",3
113,5797,1163,60,0,40,"[13,9,16]","","","Supports attack skills.",13502,"","","",1,"","","",1,1,438,"","","",1
114,5798,4155,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13525,"","","",1,"","","",1,1,"","","","",1
115,5799,1164,100,0,0,"[13,9,16]","","","Supports attack skills.",13526,"","","",1,"","","",1,1,"","","","",1
116,5800,1165,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3
117,5801,1304,0,60,40,"[10,25,13,5,7,36,2]",5920,"","","","","","","","","","",1,1,"","","","",2
118,5920,7973,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1304,"","","","","","",1,1,"","","","",2
119,5802,1359,40,0,60,"[11,25,4,2,18]","","","","","","","","","","","",1,1,"","","","",3
120,5803,1363,100,0,0,"[9,25,4,14,15,0,33,34]",5908,"","","","","","","","","","",1,1,"","","","",1
121,5908,1364,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1363,"","","","","","",1,1,"","","","",1
122,5804,1376,0,0,100,"[47,11,25,13,5]",5911,"","","","","","","","","","",1,1,"","","","",3
123,5911,1377,0,0,100,"[47,11,25,13,5,24]","",1,"","",1376,"","","","","","",1,1,"","","","",3
124,5805,1681,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2
125,5806,1697,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","","","","","",1,1,"","","","",2
126,5808,1706,0,100,0,"[12,10,25,4,14]",5932,"","","","","","","","","","",1,1,"","","","",2
127,5932,1711,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1706,"","","","","","",1,1,"","","","",2
128,5809,1715,40,0,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
129,5810,1717,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1
130,5811,1723,0,0,100,"[12,11,25,4,14]",5931,"","","","","","","","","","",1,1,"","","","",3
131,5931,1724,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1723,"","","","","","",1,1,"","","","",3
132,5812,1728,0,100,0,"[12,10,25,4,14]",5930,"","","","","","","","","","",1,1,"","","","",2
133,5930,1732,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1728,"","","","","","",1,1,"","","","",2
134,5813,1735,100,0,0,"[12,9,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",1
135,5814,1738,60,0,40,"[12,9,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",1
136,5815,1745,0,60,40,"[12,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2
137,5816,1753,0,0,100,"[12,11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
138,5817,1762,0,100,0,"[10,25,13,5,0,6]",5907,"","","","","","","","","","",1,1,"","","","",2
139,5907,2975,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1762,"","","","","","",1,1,"","","","",2
140,5818,1768,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13579,"","","",1,"","","",1,1,"","","","",3
141,5819,1769,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13487,"","","",1,"","","",1,1,"","","","",1
142,5820,1775,0,0,75,"[12,11,25,4,14]",5929,"","","","","","","","","","",1,1,"","","","",3
143,5929,1777,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1775,"","","","","","",1,1,"","","","",3
144,5822,1778,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13527,"","","",1,"","","",1,1,"","","","",2
145,5823,1779,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13528,"","","",1,"","","",1,1,"","","","",2
146,5824,1781,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13529,"","","",1,"","","",1,1,"","","","",1
147,5825,1782,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13514,"","","",1,"","","",1,1,"","","","",1
148,5826,1783,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13530,"","","",1,"","","",1,1,"","","","",1
149,5827,1784,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13518,"","","",1,"","","",1,1,"","","","",1
150,5828,1794,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13496,"","","",1,"","","",1,1,"","","","",3
151,5968,1797,33,33,34,"[29,21,25,4]","","","","","","","","","","","",1,1,"","","","",4
152,5829,1798,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1
153,5830,1808,100,0,0,"[19,12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1
154,5831,8966,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","","","","","",1,1,"","","","",3
155,5832,1814,0,40,60,"[20,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3
156,5833,1815,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2
157,5834,1825,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13516,"","","",1,"","","",1,1,"","","","",2
158,5835,1826,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2
159,5933,1828,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","","","","","",1,1,"","","","",2
160,5836,1885,100,0,0,"[19,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1
161,5837,1886,100,0,0,"[19,9,25,4]","","","","","","","","","","","",1,1,"","","","",1
162,5838,1931,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2
163,5842,1963,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13510,"","","",1,"","","",1,1,"","","","",2
164,5721,1965,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","","","","","",1,1,"","","","",2
165,5720,1977,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3
166,5807,2001,0,0,100,"[11,25,4,18,2]",5905,"","","","","","","","","","",1,1,"","","","",3
167,5905,2968,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",2001,"","","","","","",1,1,"","","","",3
168,5839,2026,0,60,40,"[10,25,4,15,1]","","","","","","","","","","","",1,1,"","","","",2
169,5840,2026,0,60,40,"[10,25,4,15,1]","","","","","","","","","","","",1,1,"","","","",2
170,5841,2037,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1
171,5843,2078,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13531,"","","",1,"","","",1,1,"","","","",1
172,5844,2081,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13532,"","","",1,"","","",1,1,439,"","","",1
173,5845,2082,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13481,"","","",1,"","","",1,1,448,"","","",2
174,5846,2083,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13533,"","","",1,"","","",1,1,463,"","","",3
175,5847,2084,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13655,"","","",1,"","","",1,1,"","","","",3
176,5848,2085,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13534,"","","",1,"","","",1,1,447,"","","",2
177,5849,2087,0,100,0,"[10,16,5]","","","","","","","",1,"","","",1,1,"","","","",2
178,5850,2088,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13488,"","","",1,"","","",1,1,450,"","","",2
179,5851,2089,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2
180,5852,2090,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","","","","","",1,1,"","","","",3
181,5853,2103,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","","","","","",1,1,"","","","",3
182,5854,2111,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","","","","","",1,1,"","","","",3
183,6031,8703,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","","","","","",1,1,"","","","",3
184,5855,7981,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3
185,5856,2205,40,60,0,"[10,25,13,14,22,30,33,7]",5912,"","","","","","","","","","",1,1,"","","","",2
186,5912,2214,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2205,"","","","","","",1,1,"","","","",2
187,5857,2256,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13494,"","","",1,"","","",1,1,443,"","","",1
188,5858,2258,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13535,"","","",1,"","","",1,1,466,"","","",3
189,5859,2261,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13493,"","","",1,"","","",1,1,442,"","","",1
190,5860,2263,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13536,"","","",1,"","","",1,1,"","","","",3
191,5861,2264,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1
192,5862,2275,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13537,"","","",1,"","","",1,1,437,"","","",1
193,5863,2276,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13538,"","","",1,"","","",1,1,"","","","",3
194,5864,2284,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13539,2285,"","",1,"","","",1,1,460,"","","",3
195,5865,2317,0,60,40,"[10,25,13,14,7]",5927,"","","","","","","","","","",1,1,"","","","",2
196,5927,2318,0,60,40,"[10,25,13,14,24,7]","",1,"","",2317,"","","","","","",1,1,"","","","",2
197,5866,2392,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13499,2393,"","",1,"","","",1,1,446,"","","",2
198,5867,2394,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13540,2395,"","",1,"","","",1,1,"","","","",1
199,5868,2396,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13541,"","","",1,"","","",1,1,"","","","",2
200,5869,2397,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13542,"","","",1,"","","",1,1,469,"","","",1
201,5870,2412,0,40,60,"[20,47,11,25,4,5,2]",5941,"","","","","","","","","","",1,1,"","","","",3
202,5941,2414,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2412,"","","","","","",1,1,"","","","",3
203,5871,2454,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","",2455,"",2
204,5872,2477,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13511,"","","",1,"","","",1,1,"","","","",1
205,5873,2502,60,0,40,"[9,25,4,8,33]","","","","","","","","","","","",1,1,"","","","",1
206,5694,5427,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2
207,5874,2504,40,60,0,"[10,25,13,5]",5919,"","","","","","","","","","",1,1,"","","","",2
208,5919,2511,40,60,0,"[10,25,13,5,24]","",1,"","",2504,"","","","","","",1,1,"","","","",2
209,5875,2575,0,100,0,"[10,16,5]","","","Supports projectile skills.",13543,"","","",1,"","","",1,1,"","","","",2
210,5876,2576,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13544,"","","",1,"","","",1,1,"","","","",1
211,5877,2579,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13582,"","","",1,"","","",1,1,"","","","",2
212,5878,2581,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13545,"","","",1,"","","",1,1,"","","","",1
213,5879,2582,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13500,"","","",1,"","","",1,1,"","","","",3
214,5880,2589,0,60,40,"[10,25,15,8,4,33]","","","","","","","","","","","",1,1,"","","","",2
215,5881,2647,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13546,"","","",1,"","","",1,1,471,"","","",2
216,5882,2649,60,0,40,"[12,9,25,4,14,0]",5883,"","","","","","","","","","",1,1,"","","","",1
217,5883,7493,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2649,"","","","","","",1,1,"","","","",1
218,5884,2652,0,60,40,"[12,10,25,4,14,1]",5885,"","","","","","","","","","",1,1,"","","","",2
219,5885,7494,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2652,"","","","","","",1,1,"","","","",2
220,5886,2655,0,0,100,"[12,11,25,4,14,2]",5887,"","","","","","","","","","",1,1,"","","","",3
221,5887,7495,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2655,"","","","","","",1,1,"","","","",3
222,5888,2658,0,0,100,"[11,25,4,14,15,2]",5925,"","","","","","","","","","",1,1,"","","","",3
