"rownum","GrantedEffectsKey","SetId","StatsKeys","StatsValuesPermille","Weight","[i32]","[i32]"
165,935,1,[1230],[100],10,[],[]
166,935,2,[10765],[250],50,[],[]
167,936,0,[527],[350],50,[],[]
168,938,0,[526],[500],10000,[],[]
169,938,1,[12886],[100],1,[],[]
170,939,0,[216],[500],50,[],[]
171,939,1,[3338],[500],5,[],[]
172,939,2,[1327],[500],50,[],[]
173,941,0,"[611,215]","[1000,1000]",50,[],[]
174,941,1,[554],[3000],100,[],[]
175,941,2,"[11537,12963]","[200,-2000]",20,[],[]
176,965,0,[2024],[1000],50,[],[]
177,965,1,[2073],[1000],100,[],[]
178,965,2,[837],[500],100,[],[]
179,986,0,[1386],[500],50,[],[]
180,986,1,[2024],[1000],100,[],[]
181,986,2,[621],[-500],100,[],[]
182,996,0,[12584],[250],50,[],[]
183,996,1,[477],[200],100,[],[]
184,996,2,[12382],[100],100,[],[]
185,1003,0,[1386],[500],50,[],[]
186,1003,1,[2024],[1000],100,[],[]
187,1003,2,[12390],[500],100,[],[]
188,1008,0,[2024],[1000],50,[],[]
189,1008,1,[2073],[1000],100,[],[]
190,1008,2,[837],[500],100,[],[]
191,1021,0,[12583],[250],50,[],[]
192,1021,1,[477],[200],100,[],[]
193,1021,2,[9048],[1000],100,[],[]
194,1029,0,[730],[250],50,[],[]
195,1029,1,[837],[1000],100,[],[]
196,1029,2,[541],[2000],100,[],[]
197,1034,0,[14785],[500],50,[],[]
198,1034,1,[1386],[500],100,[],[]
199,1034,2,[7253],[500],100,[],[]
200,1064,0,[216],[1000],50,[],[]
201,1064,1,[434],[1000],100,[],[]
202,1064,2,"[215,24]","[1000,3000]",100,[],[]
203,1064,3,[12963],[-500],100,[],[]
204,1067,0,[216],[1000],50,[],[]
205,1096,0,[24],[1000],50,[],[]
206,1096,1,[12623],[100000],50,[],[]
207,1096,2,"[548,6290]","[200,50000]",50,[],[]
208,1096,3,[12625],[5000],50,[],"[2,0,0]"
209,1098,0,[24],[1000],50,[],[]
210,257,0,[215],[1000],50,[],[]
211,257,1,[3338],[1000],100,[],[]
212,257,2,"[9380,12639]","[10000,-10000]",10,[],[]
213,259,0,[215],[1000],50,[],[]
214,1128,0,"[341,24]","[1000,1000]",50,[],[]
215,1128,1,[402],[1000],50,[],[]
216,1128,2,[402],[-5000],10,[],[]
217,1141,0,[24],[1000],50,[],[]
218,1141,1,[4475],[1500],100,[],[]
219,1141,2,[12109],[1000],50,[],[]
220,1141,3,[8077],[100],10,[],[]
221,1153,0,[619],[500],50,[],[]
222,1153,1,[2713],[-500],10,[],[]
223,1153,2,[108],[500],50,[],[]
224,1155,0,[488],[500],50,[],[]
225,1155,1,[7392],[150],100,[],[]
226,1155,2,[12889],[2000],20,[],[]
227,1156,0,[215],[500],50,[],[]
228,1156,1,"[213,13991,215]","[1000,-1000,-500]",20,[],[]
229,1156,2,[6072],[1000],50,[],[]
230,1158,0,"[49,42]","[500,500]",50,[],[]
231,1158,1,[1104],[500],100,[],[]
232,1158,2,[3363],[3000],10,[],[]
233,1159,0,[42],[500],50,[],[]
234,1159,1,[1327],[250],100,[],[]
235,1159,2,"[1327,42]","[-500,1000]",50,[],[]
236,1161,0,[617],[500],50,[],[]
237,1161,1,[4475],[-2000],100,[],[]
238,1161,2,[12891],[1000],20,[],[]
239,1162,0,[159],[750],50,[],[]
240,1162,1,[2094],[3000],20,[],[]
241,1162,2,[12890],[1000],100,[],[]
242,1163,0,[6043],[500],50,[],[]
243,1163,1,[1873],[250],100,[],[]
244,1163,2,[2208],[2500],10,[],[]
245,1164,0,[343],[500],50,[],[]
246,1164,1,[584],[2000],100,[],[]
247,1164,2,[1300],[100],10,[],[]
248,1165,0,[24],[1000],100,[],[]
249,1165,1,[611],[500],50,[],[]
250,1165,2,[108],[1000],20,[],[]
251,1304,0,[175],[1000],50,[],[]
252,1304,1,[6239],[100],100,[],[]
253,1304,2,[659],[1000],100,[],[]
254,1304,3,[1102],[1000],100,[],[]
255,3266,0,[42],[1000],50,[],[]
256,3266,1,[175],[1000],100,[],[]
257,3266,2,[1230],[100],20,[],[]
258,3266,3,[1974],[2000],100,[],[]
259,3268,0,[42],[1000],50,[],[]
260,1359,0,[659],[1000],50,[],[]
261,1359,1,[172],[100],100,[],[]
262,1359,2,[2357],[100],10,[],[]
263,1363,0,[215],[1000],50,[],[]
264,1363,1,[9525],[250],50,[],[]
265,1363,2,[12646],[1000],50,[],[]
266,1364,0,[215],[1000],50,[],[]
267,1376,0,[24],[1000],50,[],[]
268,1376,1,[173],[50],20,[],[]
269,1376,2,[6058],[1000],20,[],[]
270,1377,0,[24],[1000],50,[],[]
271,1681,0,[9087],[500],50,[],[]
272,1681,1,[6239],[100],20,[],[]
273,1681,2,[6885],[100],20,[],[]
274,1681,3,[5416],[500],50,[],[]
275,1697,0,[659],[1000],50,[],[]
276,1697,1,[434],[1000],100,[],[]
277,1697,2,[1102],[1000],100,[],[]
278,1697,3,[12644],[1000],10,[],[]
279,1706,0,[434],[2000],50,[],[]
280,1706,1,[1341],[500],100,[],[]
281,1706,2,[175],[200],100,[],[]
282,1706,3,[13039],[250],10,[],[]
283,1711,0,[434],[2000],50,[],[]
284,1715,0,[434],[2000],50,[],[]
285,1715,1,[1933],[500],100,[],[]
286,1715,2,[596],[50],5,[],[]
287,1717,0,[434],[2000],50,[],[]
288,1717,1,[3091],[2000],10,[],[]
289,1717,2,[584],[200],100,[],[]
290,1723,0,[434],[2000],50,[],[]
291,1723,1,[8863],[250],100,[],[]
292,1723,2,"[139,138]","[-500,500]",20,[],[]
293,1724,0,[434],[2000],50,[],[]
294,1728,0,[434],[2000],50,[],[]
295,1728,1,[620],[100],20,[],[]
296,1728,2,[3637],[50],100,[],[]
297,1732,0,[434],[2000],50,[],[]
298,1735,0,[434],[2000],50,[],[]
299,1735,1,[6080],[250],100,[],[]
300,1735,2,[12957],[100],10,[],[]
301,1738,0,[434],[2000],50,[],[]
302,1738,1,[209],[250],100,[],[]
303,1738,2,[177],[50],5,[],[]
304,1745,0,[434],[2000],50,[],[]
305,1745,1,[6469],[500],100,[],[]
306,1745,2,[13040],[500],20,[],[]
307,1753,0,[434],[2000],50,[],[]
308,1753,1,[1933],[250],100,[],[]
309,1753,2,[14731],[200],1,[],[]
310,1762,0,[42],[1000],50,[],[]
311,1762,1,[554],[3000],100,[],[]
312,1762,2,[6239],[100],100,[],[]
313,1768,0,[2659],[500],50,[],[]
314,1768,1,[434],[1000],100,[],[]
315,1768,2,[1872],[1000],20,[],[]
316,1769,0,[1933],[250],100,[],[]
317,1769,1,[14733],[200],50,[],[]
318,1769,2,[24],[500],50,[],[]
319,1775,0,[434],[2000],50,[],[]
320,1775,1,[400],[250],100,[],[]
321,1775,2,[12939],[250],100,[],[]
322,1777,0,[434],[2000],50,[],[]
323,1778,0,[24],[500],50,[],[]
324,1778,1,[2614],[3000],100,[],[]
325,1778,2,[12881],[100],50,[],[]
326,1779,0,[498],[500],50,[],[]
327,1779,1,[12898],[2000],100,[],[]
328,1779,2,[13184],[1000],5,[],[]
329,1781,0,[498],[500],50,[],[]
330,1781,1,"[70,24]","[-500,2000]",100,[],[]
331,1781,2,[175],[500],100,[],[]
332,1782,0,[25],[500],50,[],[]
333,1782,1,"[216,24]","[-500,2000]",100,[],[]
334,1782,2,[175],[500],100,[],[]
335,1783,0,[24],[500],50,[],[]
336,1783,1,[2693],[2500],20,[],[]
337,1783,2,[12964],[2000],100,[],[]
338,1784,0,[1341],[1000],50,[],[]
339,1784,1,[430],[1000],100,[],[]
340,1784,2,[167],[1000],100,[],[]
341,1794,0,[1838],[500],50,[],[]
342,1794,1,[14731],[2000],50,[],[]
343,1794,2,[10023],[1000],20,[],[]
344,1797,0,[10023],[1000],1000,[],[]
345,1797,1,[12959],[1000],1,[],[]
346,1798,0,[166],[1000],50,[],[]
347,1798,1,"[1341,216]","[1000,500]",100,[],[]
348,1798,2,[1101],[2000],20,[29],[]
349,1798,3,[479],[1000],100,[],[]
350,1808,0,[844],[3000],50,[],[]
351,1808,1,[430],[5000],100,[],[]
352,1808,2,[1933],[1000],100,[],[]
353,1814,0,[215],[1000],50,[],[]
354,1814,1,[12976],[1000],100,[],[]
355,1814,2,[12977],[20000],100,[],[]
356,1815,0,[26],[1000],50,[],[]
357,1815,1,[215],[2000],100,[],[]
358,1815,2,[3338],[500],100,[],[]
359,1815,3,[12990],[1000],20,[],[]
360,1825,0,[680],[1000],10000,[],[]
361,1825,1,[216],[-500],1,[],[]
362,1826,0,[42],[1000],50,[],[]
363,1826,1,[215],[1000],100,[],[]
364,1826,2,"[611,3883]","[3000,-1000]",20,[],[]
365,1885,0,[166],[1000],50,[],[]
366,1885,1,[1341],[2000],100,[],[]
367,1885,2,[12986],[60000],100,[],[]
368,1885,3,[12987],[2000],10,[],[]
369,1886,0,[166],[1000],50,[],[]
370,1886,1,[430],[5000],100,[],[]
371,1886,2,[1341],[2000],100,[],[]
372,1931,0,[175],[1000],50,[],[]
373,1931,1,[173],[100],100,[],[]
374,1931,2,[12835],[500],20,[],[]
375,1963,0,[977],[1000],50,[],[]
376,1963,1,[973],[500],100,[],[]
377,1963,2,[3662],[2000],50,[],[]
378,1965,0,[49],[1000],50,[],[]
379,1965,1,[434],[500],100,[],[]
380,1965,2,[1101],[1000],100,[],[]
381,1977,0,[434],[500],50,[],[]
382,1977,1,[215],[1000],100,[],[]
383,1977,2,[173],[50],10,[],[]
384,1977,3,[8750],[2000],50,[],[]
385,2001,0,[659],[500],50,[],[]
386,2001,1,[11834],[1000],100,[],[]
387,2001,2,[7952],[500],50,[],[]
388,2001,3,[108],[1000],20,[],[]
389,2968,0,[12579],[1500],50,[],[]
390,2026,0,[215],[1000],50,[],[]
391,2026,1,[12915],[1000],100,[],[]
392,2026,2,"[3063,3064]","[-50,-50]",10,[],[]
393,2037,0,[175],[1000],50,[],[]
394,2037,1,[173],[50],20,[],[]
395,2037,2,[1100],[1000],100,[],[]
396,2037,3,"[1341,430]","[1000,1000]",100,[],[]
397,2078,0,[1341],[1000],50,[],[]
398,2078,1,[430],[1000],100,[],[]
399,2078,2,[167],[1000],50,[],[]
400,2078,3,[12645],[500],10,[],[]
401,2081,0,[42],[500],50,[],[]
402,2081,1,[209],[3000],100,[],[]
403,2081,2,[12875],[5000],10,[],[]
404,2082,0,[49],[500],50,[],[]
405,2082,1,[455],[500],100,[],[]
406,2082,2,[12429],[1000],100,[],[]
407,2083,0,[56],[500],50,[],[]
408,2083,1,[659],[500],100,[],[]
409,2083,2,[12430],[1000],100,[],[]
410,2085,0,[11834],[500],100,[],[]
411,2085,1,[175],[500],50,[],[]
412,2085,2,[13182],[4000],50,[],[]
413,2088,0,[498],[500],50,[],[]
414,2088,1,[12072],[1000],100,[],[]
415,2088,2,[6239],[50],10,[],[]
416,2090,0,[207],[-500],50,[],[]
417,2090,1,[1386],[500],100,[],[]
418,2090,2,[536],[1000],100,[],[]
419,2103,0,[206],[-1000],50,[],[]
420,2103,1,[1386],[500],100,[],[]
421,2103,2,[535],[1000],100,[],[]
422,2111,0,[205],[-1000],50,[],[]
423,2111,1,[1386],[500],100,[],[]
424,2111,2,[533],[1000],100,[],[]
425,2137,0,[56],[1000],50,[],[]
426,2137,1,[216],[500],100,[],[]
427,2137,2,[12917],[500],20,[],[]
428,2205,0,[434],[500],50,[],[]
429,2205,1,[479],[1000],100,[],[]
430,2205,2,[1231],[250],100,[],[]
431,2205,3,[12983],[1000],100,[],[]
432,2214,0,[434],[500],50,[],[]
433,2256,0,[490],[500],50,[],[]
434,2256,1,"[70,12515]","[-1000,1000]",50,[],[]
435,2256,2,[70],[500],100,[],[]
436,2258,0,[25],[500],50,[],[]
437,2258,1,[216],[500],100,[],[]
438,2258,2,"[2359,12902]","[-1000,3000]",20,[],[]
439,2261,0,[434],[500],50,[],[]
440,2261,1,[1360],[1000],100,[],[]
441,2261,2,[1249],[2000],50,[],[]
442,2263,0,[554],[1000],50,[],[]
443,2263,1,[1250],[1000],100,[],[]
444,2263,2,[6132],[100],10,[],[]
445,2264,0,[166],[1000],50,[],[]
446,2264,1,[430],[2000],100,[],[]
447,2264,2,[24],[1000],100,[],[]
448,2264,3,[953],[100],50,[],[]
449,2275,0,[209],[500],50,[],[]
450,2275,1,[202],[1000],100,[],[]
451,2275,2,[6304],[2000],100,[],[]
452,2276,0,[10248],[100],50,[],[]
453,2276,1,[2672],[500],100,[],[]
454,2276,2,[12873],[2000],20,[],[]
455,2284,0,[462],[0],50,[],[]
456,2284,1,[2654],[1000],100,[],[]
457,2284,2,[462],[0],100,[],[]
458,2285,0,[2024],[500],50,[],[]
459,2285,1,[462],[0],100,[],[]
460,2285,2,"[1386,2024]","[-500,2000]",100,[],[]
461,2317,0,[70],[500],50,[],[]
462,2317,1,[12655],[5000],20,[],[]
463,2317,2,[3628],[1000],100,[],[]
464,2317,3,[2282],[100],10,[],[]
465,2318,0,[70],[500],50,[],[]
466,2392,0,[9309],[1000],50,[],[]
467,2392,1,[12512],[1000],50,[],[]
468,2392,2,[70],[500],100,[],[]
469,2393,0,[556],[1000],50,[],[]
470,2393,1,[462],[0],100,[],[]
471,2393,2,[462],[0],100,[],[]
472,2394,0,[2605],[500],50,[],[]
473,2394,1,[2605],[3000],100,[],[]
474,2394,2,[462],[0],100,[],[]
475,2395,0,[25],[500],50,[],[]
476,2395,1,[462],[0],100,[],[]
477,2395,2,[3338],[1000],20,[],[]
478,2396,0,[312],[1000],50,[],[]
479,2396,1,[949],[100],20,[],[]
480,2396,2,[12895],[200],50,[],[]
481,2397,0,[231],[5000],50,[],[]
482,2397,1,[13018],[-3000],5,[],[]
483,2412,0,"[56,12430]","[1000,500]",50,[],[]
484,2412,1,[175],[1000],100,[],[]
485,2412,2,[12645],[1000],10,[],[]
486,2414,0,[6463],[250],50,[],[]
487,2454,0,[434],[2000],50,[],[]
488,2454,1,[215],[1000],100,[],[]
489,2454,2,[12970],[500],20,[],[]
490,2477,0,[341],[1000],50,[],[]
491,2477,1,[3389],[100],20,[],[]
492,2477,2,[12874],[1000],100,[],[]
493,2502,0,[177],[2000],50,[],[]
494,2502,1,[2672],[3000],100,[],[]
495,2502,2,[159],[2000],100,[],[]
496,2504,0,[70],[500],50,[],[]
497,2504,1,[175],[1000],100,[],[]
498,2504,2,"[175,173]","[-500,50]",20,[],[]
499,2511,0,[70],[500],50,[],[]
500,2575,0,[498],[500],50,[],[]
501,2575,1,[11110],[750],100,[],[]
502,2575,2,[13182],[3000],20,[],[]
503,2576,0,[2965],[-500],50,[],[]
504,2576,1,[6072],[500],100,[],[]
505,2576,2,[9087],[500],20,[],[]
506,2579,0,[2478],[3000],50,[],[]
507,2579,1,[12866],[50000],100,[],[]
508,2579,2,[12867],[3000],100,[],[]
509,2581,0,[24],[500],50,[],[]
510,2581,1,[215],[1000],100,[],[]
511,2581,2,[13012],[-1000],20,[],[]
512,2582,0,[24],[500],50,[],[]
513,2582,1,[215],[1000],100,[],[]
514,2582,2,[1842],[1000],100,[],[]
515,2589,0,[177],[1000],50,[],[]
516,2589,1,[8287],[500],100,[],[]
517,2589,2,[4286],[1000],50,[],[]
518,2589,3,[6742],[5000],20,[30],[]
519,2647,0,[231],[5000],50,[],[]
520,2647,1,[13019],[-3000],5,[],[]
521,2649,0,[434],[2000],50,[],[]
522,2649,1,[192],[250],100,[],[]
523,2649,2,[593],[50],10,[],[]
524,2652,0,[434],[2000],50,[],[]
525,2652,1,[191],[250],100,[],[]
526,2652,2,[594],[50],10,[],[]
527,2655,0,[434],[2000],50,[],[]
528,2655,1,[193],[250],100,[],[]
529,2655,2,[595],[50],10,[],[]
530,2658,0,[434],[500],50,[],[]
531,2658,1,"[434,216]","[2000,-2000]",100,[],[]
532,2658,2,[215],[-500],100,[],[]
533,2658,3,[12621],[250],20,[],[]
534,2669,0,[434],[500],50,[],[]
535,2730,0,[24],[1000],50,[],[]
536,2730,1,"[1486,3367]","[2000,1000]",10,[41],[]
537,2730,2,"[13031,1211]","[100,-1000]",20,[],[]
538,2730,3,"[5713,13032]","[500,-500]",50,[],[]
539,2731,0,[24],[1000],50,[],[]
540,2780,0,[498],[500],50,[],[]
541,2780,1,[479],[1000],100,[],[]
542,2780,2,[70],[500],100,[],[]
543,2780,3,[10633],[5000],20,[],[]
544,2802,0,[26],[500],50,[],[]
545,2802,1,"[3628,3367]","[500,500]",100,[],[]
546,2802,2,[8418],[500],100,[],[]
547,2803,0,[617],[1000],50,[],[]
548,2803,1,[215],[1000],100,[],[]
549,2803,2,[2102],[100],50,[],[]
550,2803,3,[12623],[100000],20,[],[]
551,2836,0,[216],[500],50,[],[]
552,2836,1,[8667],[500],10,[],[]
553,2836,2,[9068],[250],100,[],[]
554,2856,0,[231],[5000],50,[],[]
555,2856,1,[13020],[-3000],5,[],[]
556,2864,0,[216],[1000],50,[],[]
557,2864,1,[63],[10000],100,[],[]
558,2864,2,[12955],[3000],100,[],[]
559,2864,3,[12956],[1000],10,[],[]
560,2898,0,[215],[500],50,[],[]
561,2898,1,[105],[2000],20,[],[]
562,2898,2,[8441],[500],100,[],[]
563,2907,0,[859],[500],50,[],[]
564,2907,1,"[12963,3055]","[-2000,5000]",20,[],[]
565,2907,2,"[1085,2090]","[100,100]",5,[],[]
566,2912,0,[24],[1000],50,[],[]
567,2912,1,[434],[500],100,[],[]
568,2912,2,"[434,12451]","[-1000,2000]",20,[],[]
569,2975,0,[10180],[500],50,[],[]
570,3265,0,[2272],[250],50,[],[]
571,3265,1,[12863],[2000],20,[],[]
572,3292,0,"[215,3338]","[1000,1000]",50,[],[]
573,3292,1,[177],[2000],100,[],[]
574,3292,2,"[3338,12979]","[-2000,200000]",5,[],[]
575,3420,0,[498],[1000],50,[],[]
576,3420,1,[12655],[3000],20,[],[]
577,3420,2,[70],[500],100,[],[]
578,3454,0,[844],[2000],50,[],[]
579,3454,1,[3837],[250],10,[],[]
580,3454,2,"[844,14731]","[5000,-1000]",50,[],[]
581,3456,0,[2454],[750],50,[],[]
582,3456,1,"[434,209]","[-1000,3000]",100,[],[]
583,3456,2,[434],[1000],100,[],[]
584,3457,0,[2495],[750],50,[],[]
585,3457,1,[434],[500],100,[],[]
586,3457,2,[12968],[500],100,[],[]
587,3458,0,[2496],[750],50,[],[]
588,3458,1,[215],[1000],100,[],[]
589,3458,2,"[12969,477]","[1500,500]",20,[],[]
590,3459,0,[617],[1000],50,[],[]
591,3459,1,"[650,9768]","[-2000,1000]",50,[],[8]
592,3459,2,[8358],[1000],100,[],[]
593,3460,0,[617],[1000],50,[],[]
594,3460,1,[10018],[500],100,[],[]
595,3460,2,[12109],[1000],50,[],[]
596,3468,0,[12585],[250],50,[],[]
597,3468,1,[477],[200],100,[],[]
598,3468,2,[1034],[-250],100,[],[]
599,3666,0,[56],[1000],50,[],[]
600,3666,1,[434],[500],100,[],[]
601,3666,2,[216],[500],100,[],[]
602,3666,3,"[634,6511]","[-750,12500]",50,[],[]
603,3965,0,[434],[500],50,[],[]
604,3965,1,[6239],[100],10,[],[]
605,3965,2,[12642],[1500],100,[],[]
606,3976,0,[175],[1500],50,[],[]
607,3976,1,[215],[1000],100,[],[]
608,3976,2,[159],[3000],100,[],[]
609,3976,3,[9897],[50],20,[],[]
610,3979,0,[175],[1500],50,[],[]
611,3979,1,[215],[1000],100,[],[]
612,3979,2,[159],[3000],100,[],[]
613,3979,3,[9897],[100],20,[],[]
614,4063,0,[24],[1000],50,[],[]
615,4063,1,[3338],[1000],50,[],[]
616,4063,2,[12657],[1000],20,[],[]
617,4065,0,[434],[500],50,[],[]
618,4065,1,[12656],[2000],20,[],[]
619,4065,2,[3338],[1000],50,[],[]
620,4065,3,[24],[1000],100,[],[]
621,4067,0,[215],[1000],50,[],[]
622,4067,1,[24],[1000],100,[],[]
623,4067,2,"[172,24]","[50,-2000]",5,[],[]
624,4067,3,"[8093,434]","[1000,-1000]",50,[],[]
625,4077,0,"[26,56]","[500,500]",50,[],[]
626,4077,1,[1102],[500],100,[],[]
627,4077,2,[12896],[500],20,[],[]
628,4086,0,[2545],[500],50,[],[]
629,4086,1,[3338],[1000],50,[],[]
630,4086,2,[24],[1000],100,[],[]
631,4086,3,[12629],[2000],20,[],[]
632,4094,0,[488],[1000],50,[],[]
633,4094,1,[5126],[1000],100,[],[]
634,4094,2,[5125],[1000],100,[],[]
635,4097,0,[488],[1000],50,[],[]
636,4097,1,[5126],[1000],100,[],[]
637,4097,2,[5125],[1000],100,[],[]
638,4100,0,[488],[1000],50,[],[]
639,4100,1,[5126],[1000],100,[],[]
640,4100,2,[5125],[1000],100,[],[]
641,4139,0,[2073],[1000],50,[],[]
642,4139,1,"[1386,434]","[-500,2000]",100,[],[]
643,4139,2,[14731],[200],10,[],[]
644,4141,0,[24],[1000],50,[],[]
