"rownum","Id","RecipeItems","WorldArea","MicrotransactionPortalVariation","AreaLevel","rid","i32","bool","bool","bool","OpenAchievemnts","bool"
34,"BreachDomainLightning2",[7306],1070,"",0,"",0,"","","",[],""
35,"BreachDomainPhysical2",[7307],1066,"",0,"",0,"","","",[],""
36,"BreachDomainChaos2",[7308],1067,"",0,"",0,"","","",[],""
37,"BreachDomainFire3",[7309],1073,"",0,"",0,"","","",[],""
38,"BreachDomainCold3",[7310],1074,"",0,"",0,"","","",[],""
39,"BreachDomainLightning3",[7311],1075,"",0,"",0,"","","",[],""
40,"BreachDomainPhysical3",[7312],1071,"",0,"",0,"","","",[],""
41,"BreachDomainChaos3",[7313],1072,"",0,"",0,"","","",[],""
42,"BreachDomainFire4",[7314],1078,"",0,"",0,"","","",[],""
43,"BreachDomainCold4",[7315],1079,"",0,"",0,"","","",[],""
44,"BreachDomainLightning4",[7316],1080,"",0,"",0,"","","",[],""
45,"BreachDomainPhysical4",[7317],1076,"",0,"",0,"","","",[],""
46,"BreachDomainChaos4",[7318],1077,"",0,"",0,"","","",[],""
47,"BreachDomainFire5",[7319],1083,"",0,"",0,"","","",[],""
48,"BreachDomainCold5",[7320],1084,"",0,"",0,"","","",[],""
49,"BreachDomainLightning5",[7321],1085,"",0,"",0,"","","",[],""
50,"BreachDomainPhysical5",[7322],1081,"",0,"",0,"","","",[],""
51,"BreachDomainChaos5",[7323],1082,"",0,"",0,"","","",[],""
52,"EndgameLegionMap","[7324,7326,7327,7328,7325,7329,7330,7331,7332,7333]",1298,86,0,"",2,1,"","",[],""
53,"EndgameLegionMap2","[7324,7326,7327,7328,7325,7329,7330,7331,7332,7333]",1299,86,0,"",3,1,"","",[],""
54,"EndgameLegionMap3","[7324,7326,7327,7328,7325,7329,7330,7331,7332,7333]",1300,86,0,"",4,1,"","",[],""
55,"EndgameLegionMap4","[7324,7326,7327,7328,7325,7329,7330,7331,7332,7333]",1301,86,0,"",5,1,"","",[],""
56,"AfflictionBoss",[7334],1505,122,0,"",0,"","","",[],""
57,"MavenFight","[9712,9713,9714,9715,9716,9717,9718,9719,9720,9721,9722]",1735,157,0,"",1,1,"",1,[],""
58,"MavenBoss",[9763],1736,157,0,"",0,1,"",1,[],""
59,"VaalVault",[7341],280,24,0,"",0,"","","",[],""
60,"IncursionTemple",[9789],295,50,0,"",0,"","","",[8347],""
61,"UltimatumTrial",[9790],1746,159,0,"",0,"","",1,[],""
62,"HarvestBoss",[9791],1305,135,0,"",0,"","","",[],""
63,"SirusBoss","[7293,7294,7295,7296]",1639,110,0,"",0,"",1,"",[],""
64,"TangleMiniBossQuest",[10254],1285,197,79,986,0,"","","",[],""
65,"TangleMiniBoss",[10255],1285,197,83,"",0,1,"","",[],""
66,"TangleBossQuest",[10256],1288,198,83,986,0,"","","",[],""
67,"TangleBoss",[10257],1288,198,84,"",0,1,"","",[],""
68,"CleansingFireMiniBossQuest",[10258],1286,195,79,987,0,"","","",[],""
69,"CleansingFireMiniBoss",[10259],1286,195,83,"",0,1,"","",[],""
70,"CleansingFireBossQuest",[10260],1287,196,83,987,0,"","","",[],""
71,"CleansingFireBoss",[10261],1287,196,84,"",0,1,"","",[],""
72,"Lake",[10323],1777,205,0,"",0,"","","",[],""
73,"Crucible",[7238],1848,"",0,"",0,"","","",[],""
74,"CrucibleUber",[7239],1849,"",0,"",0,"","","",[],""
