128,"9_11",83,195,"",[146],"The Rotting Core","The putrid interior oozes and spoils.",-16843010,9
129,"10_town",262,60,147,[147],"Oriath Docks","A final refuge, backed hard against the waves of a raging sea.",-16843010,10
130,"10_1",340,130,"",[148],"The Cathedral Rooftop","From above, the true scope of carnage is clearly espied.",-16843010,10
131,"10_2",406,224,149,[149],"The Ravaged Square","A flourishing place of trade, barely recognizable amidst the countless deaths.",-16843010,10
132,"10_3",720,440,"",[150],"The Torched Courts","Pious priests once dealt cruel justice within these halls, now they both smoulder in silent agony.",-16843010,10
133,"10_4",660,505,151,[151],"The Desecrated Chambers","Mad men toil under smoking skies to pervert a holy sanctum.",-16843010,10
134,"10_5",640,223,"",[152],"The Canals","A man-made rupture from which both blood and water flow.",-16843010,10
135,"10_6",750,215,"",[153],"The Feeding Trough","Cries of torment and pathetic moans as the unholy banquet of flesh continues.",-16843010,10
136,"10_7",230,350,154,[154],"The Control Blocks","Sadists and cut-throats break both bone and brain.",-16843010,10
137,"10_8",326,418,155,[155],"The Reliquary","Empty, broken shelves linger, looted and forgotten in the wake of this horrid war.",-16843010,10
138,"10_9",687,150,"",[156],"The Ossuary","The dead offer thanks, for they have been spared this final savagery.",-16843010,10
139,"11_town2",781,354,165,[165],"Karui Shores","The fates of two peoples now stand reversed, but history has taught the Oriathans humility and the Karui mercy.",-16843010,11
