"rownum","BaseItemTypesKey","Id","AOFile","MapAOFile","f32","MiscObject","PortalEffect","f32","string","PortalEffectLarge"
32,1179,33,"Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortalMap.ao",1,"","",1,"",""
33,1187,34,"Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao",1,"","",1,"",""
34,1195,35,"Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal_map.ao",1,"","",1,"",""
35,1081,36,"Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue.ao","Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue_map.ao",1,"","",1,"",""
36,1198,37,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortalMap.ao",1,"","",1,"",""
37,1199,38,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortalMap.ao",1,"","",1,"",""
38,1200,39,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal_Map.ao",1,"","",1,"",""
39,1234,40,"Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal_map.ao",1,"","",1,"",""
40,1235,41,"Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal_map.ao",1,"","",1,"",""
41,1554,42,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortalMap.ao",1,"","",1,"",""
42,1569,43,"Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig_map.ao",1,"","",1,"",""
43,1584,44,"Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal_map.ao",1,"","",1,"",""
44,1593,45,"Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig_map.ao",1,"","",1,"",""
45,1620,46,"Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig_map.ao",1,"","",1,"",""
46,1628,47,"Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal_map.ao",1,"","",1,"",""
47,1642,48,"Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig_map.ao",1,"","",1,"",""
48,1665,49,"Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig_map.ao",1,"","",1,"",""
49,1670,50,"Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig_map.ao",1,"","",1,"",""
50,1659,51,"Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig_map.ao",1,"","",1,"",""
51,1691,52,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal_map.ao",1,"","",1,"",""
52,1706,53,"Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal_map.ao",1,"","",1,"",""
53,1718,54,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal_map.ao",1,"","",1,"",""
54,1735,55,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal_map.ao",1,"","",1,"",""
55,1782,56,"Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig_map.ao",1,"","",1,"",""
56,1783,57,"Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao",1,"","",1,"",""
57,1784,58,"Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig_map.ao",1,"","",1,"",""
58,1823,59,"Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig_map.ao",1,"","",1,"",""
59,1824,60,"Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig_map.ao",1,"","",1,"",""
60,1840,61,"Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal_map.ao",1,"","",1,"",""
61,1867,62,"Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig_map.ao",1,"","",1,"",""
62,1941,63,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig_map.ao",1.25,"","",1,"",""
63,1950,64,"Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig_map.ao",1,"","",1,"",""
64,1863,65,"Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig_map.ao",1,"","",1,"",""
65,2002,66,"Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig_map.ao",1,"","",1,"",""
66,1930,67,"Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/SpectrePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/rig_map.ao",1,"","",1,"",""
67,1918,68,"Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig_map.ao",1,"","",1,"",""
68,1903,69,"Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portalmap.ao",1,"","",1,"",""
69,1992,70,"Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig_map.ao",1,"","",1,"",""
70,1882,71,"Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig_map.ao",1,"","",1,"",""
71,1889,72,"Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig_map.ao",1,"","",1,"",""
72,2007,73,"Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig_map.ao",1,"","",1,"",""
73,2046,74,"Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2_map.ao",1,"","",1,"",""
74,2049,75,"Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig_map.ao",1,280,"",1,"",""
75,2084,76,"Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal_map.ao",1,"","",1,"",""
76,2098,77,"Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig_map.ao",1,"","",1,"",""
77,2112,78,"Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao",1,"","",1,"",""
78,2132,79,"Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao",1,"","",1,"",""
79,2143,80,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao",1,"","",1,"",""
80,2147,81,"Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx_map.ao",1,"","",1,"",""
81,2175,82,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig_map.ao",1.25,"","",1,"",""
82,2196,83,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal_map.ao",1,"","",1,"",""
83,2208,84,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal_map.ao",1,"","",1,"",""
84,2219,85,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal_map.ao",1,296,"",1,"",""
85,2231,86,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal_map.ao",1,296,"",1,"",""
86,2265,87,"Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortalMap.ao",1,"","",1,"",""
87,2266,88,"Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig_map.ao",1,"","",1,"",""
88,2242,89,"Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal_map.ao",1,"","",1,"",""
89,2269,90,"Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig_map.ao",1,"","",1,"",""
90,2311,91,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_map.ao",1,310,"",1,"",""
91,2323,92,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt_map.ao",1,310,"",1,"",""
92,2334,93,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_map.ao",1,"","",1,"",""
93,2346,94,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple _map.ao",1,"","",1,"",""
94,2349,95,"Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal_map.ao",1,"","",1,"",""
95,2378,96,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortal_Divine.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortalMap_Divine.ao",1,"","",1,"",""
96,2365,97,"Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig_map.ao",1,325,"",1,"",""
97,2357,98,"Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig_map.ao",1,308,"",1,"",""
98,2395,99,"Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig_map.ao",1,"","",1,"",""
99,2404,100,"Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rigmap.ao",1,331,"",1,"",""
100,2376,101,"Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal_Map.ao",1,"","",1,"",""
101,2407,102,"Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal_map.ao",0.9,"","",1,"",""
102,2424,103,"Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig_map.ao",1,"","",1,"",""
103,2453,104,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig_map.ao",1,"","",1,"",""
104,2479,105,"Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao",1,353,"",1,"",""
105,2491,106,"Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal_map.ao",1,"","",1,"",""
106,2505,107,"Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal_map.ao",1,"","",1,"",""
107,2518,108,"Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig_map.ao",1,"","",1,"",""
108,510,109,"Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal_map.ao",1,"","",1,"",""
109,2559,110,"Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig_map.ao",1,"","",1,"",""
110,2454,111,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao",1,"","",1,"",""
111,2572,112,"Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig_map.ao",1,"","",1,"",""
112,2626,113,"Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal_map.ao",1,"","",1,"",""
113,2607,114,"Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal_map.ao",1,"","",1,"",""
114,2641,115,"Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal_map.ao",1,"","",1,"",""
115,2650,116,"Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal_map.ao",1,"","",1,"",""
116,2667,117,"Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal_map.ao",1,"","",1,"",""
117,2680,118,"Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal_map.ao",1,"","",1,"",""
118,2778,119,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig_map.ao",1,"","",1,"",""
119,2779,120,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig_map.ao",1,"","",1,"",""
120,2780,121,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig_map.ao",1,"","",1,"",""
121,2781,122,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig_map.ao",1,"","",1,"",""
122,2783,123,"Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig_map.ao",1,"","",1,"",""
123,2817,124,"Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal.ao","Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal_map.ao",1,"","",1,"",""
124,2818,125,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig_map.ao",1,"","",1,"",""
125,2819,126,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig_map.ao",1,"","",1,"",""
126,2820,127,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig_map.ao",1,"","",1,"",""
127,2821,128,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig_map.ao",1,"","",1,"",""
128,2822,129,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig_map.ao",1,"","",1,"",""
129,2678,130,"Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal_map.ao",1,"","",1,"",""
130,2723,131,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal_map.ao",1,406,"",1,"",""
131,2738,132,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal_map.ao",1,405,"",1,"",""
132,2749,133,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal_map.ao",1,407,"",1,"",""
133,2772,134,"Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal_map.ao",1,"","",1,"",""
134,2773,135,"","",1,"","",1,"",""
135,2754,136,"Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal_map.ao",1,"","",1,"",""
