10,"PirateBandit","bandit_Lhand_0Shape1,bandit_Lhand_0Shape2,bandit_Lhand_0Shape3,bandit_Lhand_0Shape5 ! bandit_Rhand_0Shape1,bandit_Rhand_0Shape2,bandit_Rhand_0Shape3,bandit_Rhand_0Shape5 ! bandit_head_0Shape1,bandit_head_0Shape2,bandit_head_0Shape3,bandit_head_0Shape5 ! bandit_legs_0Shape2,bandit_legs_0Shape3 ! bandit_upperbody_0Shape2,bandit_upperbody_0Shape3,bandit_upperbody_0Shape5"
11,"VaganRangerAlly","hunter_beltShape ! hunter_feetShape ! hunter_forearmsShape ! hunter_handsShape ! hunter_headShape ! hunter_lower_legsShape ! hunter_neckShape ! hunter_upper_legsShape"
12,"VaganShadowAlly","feetShape ! handsShape ! lower_legsShape ! neckShape"
13,"Zombie1","hair_zombie01Shape ! head_zombie01Shape ! intestine1_zombie01Shape ! intestine2_zombie01Shape ! intestine3_zombie01Shape ! Larm_zombie01Shape ! Lleg_zombie01Shape ! lower_body_zombie01Shape ! Rarm_zombie01Shape ! Rleg_zombie01Shape ! upper_body_zombie01Shape"
14,"Zombie2","hair_zombie02Shape ! head_zombie02Shape ! intestine1_zombie02Shape ! intestine2_zombie02Shape ! intestine3_zombie02Shape ! Larm_zombie02Shape ! Lleg_zombie02Shape ! lowerbody_zombie02Shape ! Rarm_zombie02Shape ! Rleg_zombie02Shape ! upperbody_zombie02Shape"
15,"Zombie3","hair_zombie03Shape ! head_zombie03Shape ! intestine1_zombie03Shape ! intestine2_zombie03Shape ! intestine3_zombie03Shape ! Larm_zombie03Shape ! leg_zombie03Shape ! Rarm_zombie03Shape ! upperbody_zombie03Shape"
16,"SkeletonBelly","FourSkull01_modelShape,FourSkull02_modelShape,FourSkull03_modelShape,FourSkull04_modelShape ! claviclesShape ! doublesidedShape ! feetShape ! forearmsShape ! handsShape ! lower_legsShape ! pelvisShape ! skullShape ! spineShape ! thighsShape ! upper_armsShape ! baseShape ! doublesidedShape ! armour1Shape ! helmetShape ! skinShape"
17,"Demon","demon_Lleg_0Shape1,demon_Lleg_0Shape2,demon_Lleg_0Shape3 ! demon_cloth_0Shape1,demon_cloth_0Shape2,demon_cloth_0Shape3 !demon_Larm_0Shape1,demon_Larm_0Shape2,demon_Larm_0Shape3 !demon_head_0Shape1,demon_head_0Shape2,demon_head_0Shape3 !demon_Rarm_0Shape1,demon_Rarm_0Shape2,demon_Rarm_0Shape3 !demon_Rleg_0Shape1,demon_Rleg_0Shape2,demon_Rleg_0Shape3 !demon_upperbody_0Shape1,demon_upperbody_0Shape2,demon_upperbody_0Shape3"
18,"Bull","BullBase0203Shape & saddle02Shape, BullBase0203Shape & saddle03Shape !forearm02Shape, forearm03Shape, forearms04Shape, dagger01Shape & shield01Shape, dagger01Shape & shield02Shape, dagger01Shape & shield03Shape !helmet02Shape, helmet03Shape, helmet04Shape, * !plates02Shape, skirt03Shape, skirt04Shape, * !shoulderpads02Shape, shoulder03Shape, shoulders04Shape * !straps02Shape, straps03Shape, straps04Shape *"
19,"MinotaurNoArmour","~axe1Shape ! ~axeShape ! ~shoulder03Shape ! BullBase01Shape"
20,"BeyondDemon","bandit_head_02_glowShape ! bandit_legs_02_glowShape ! bandit_Lhand_02_glowShape ! bandit_Rhand_02_glowShape ! bandit_upperbody_02_glowShape"
21,"AtziriLightning","AtziriUpdate_baseShape ! AtziriUpdate_discShape ! AtziriUpdate_Rarm0Shape2 ! AtziriUpdate_skirtShape ! AtziriUpdate_skullsShape ! glow_eyesShape ! AtziriUpdate_Rarm0Shape3"
22,"AtziriSpear","AtziriUpdate_baseShape ! AtziriUpdate_discShape ! AtziriUpdate_Larm0Shape2 ! AtziriUpdate_skirtShape ! AtziriUpdate_skullsShape ! glow_eyesShape"
23,"AtziriFire","AtziriUpdate_baseShape ! AtziriUpdate_discShape ! AtziriUpdate_Rarm0Shape1 ! AtziriUpdate_skirtShape ! AtziriUpdate_skullsShape ! glow_eyesShape"
24,"AtziriMirror","AtziriUpdate_baseShape ! AtziriUpdate_discShape ! AtziriUpdate_Larm0Shape1 ! AtziriUpdate_skirtShape ! AtziriUpdate_skullsShape ! glow_eyesShape"
25,"CannibalFemale","arms01Shape,arms02Shape,arms03Shape ! legs01Shape,legs02Shape,legs03Shape ! skirt01Shape,skirt03Shape ! torso01Shape,torso02Shape,torso03Shape !"
26,"CannibalFemaleBoss","arms03Shape ! legs03Shape ! skirt02Shape ! torso03Shape !"
27,"CannibalFemaleProphecy","arms01Shape, arms02Shape, arms03Shape ! legs01Shape, legs02Shape, legs03Shape ! skirt01Shape, skirt03Shape ! torso01Shape, torso02Shape, torso03Shape ! belt_meshShape ! mask_meshShape ! mask_mesh1Shape"
28,"CannibalMale","arms02Shape,arms03Shape,arms04Shape ! legs02Shape,legs03Shape,legs04Shape ! skirt02Shape,pants03Shape,skirt04Shape ! torso02Shape,torso03Shape,torso04Shape !"
29,"CannibalMaleBoss","arms01Shape ! legs01Shape ! pants01Shape ! torso01Shape !"
30,"CannibalMaleProphecy","arms02Shape, arms03Shape ! legs01Shape, legs02Shape, legs03Shape ! pants01Shape, pants03Shape, skirt02Shape ! torso02Shape, torso03Shape ! nohairbelt_meshShape ! mask_meshShape ! mask_mesh1Shape"
31,"CannibalMaleProphecyBoss","arms03Shape ! legs01Shape ! skirt02Shape ! pants01Shape ! torso03Shape ! nohairbelt_meshShape ! mask_meshShape ! mask_mesh1Shape"
32,"LabyrinthLieutenantBull","BullBase0203Shape ! forearm02Shape ! helmet02Shape ! saddle02Shape ! shield02Shape ! shoulderpads02Shape ! skirt04Shape ! straps02Shape"
33,"ProphecyBandit","bandit_legs_0Shape3 ! bandit_head_0Shape1 ! bandit_Rhand_0Shape1 ! bandit_Lhand_0Shape1 ! bandit_upperbody_0Shape5"
34,"FrostfireMageMapBoss","bandit_head0Shape2 ! bandit_legs_0Shape2 ! bandit_Lhand_0Shape2 ! bandit_Rhand_0Shape2 ! bandit_upperbody_0Shape2"
35,"LivingCrystal","mainShape"
36,"BlackguardJaeger","Body1Shape ! helmet1Shape ! cape1Shape ! plate1Shape"
37,"BlackguardJaegerZombie","Body1Shape ! helmet1Shape, * ! cape1Shape, * ! plate1Shape, *"
38,"Kitava1","KitavaPhaseA_modelShape ! KitavaPhaseA_glowShape"
39,"Kitava2","KitavaPhaseB_modelShape ! KitavaPhaseB_glowShape ! KitavaPhaseB_glow1Shape"
40,"Kitava3","KitavaPhaseC_modelShape ! KitavaPhaseC_glow_atShape ! KitavaPhaseC_glowShape"
41,"KitavaFinal","KitavaPhaseC_modelShape ! KitavaPhaseC_glow_atShape ! KitavaPhaseC_glowShape"
42,"InvisibleReligiousTemplar","~polySurface11Shape ! ~polySurfaceShape11 ! ~polySurfaceShape12 ! ~polySurfaceShape7 ! ~capeLOW_polySurface1Shape"
43,"Wraith","baseShape ! capeShape ! hairShape ! skirt_innerShape"
44,"BlackguardClericKitavaShadow","BaseShape ! DoubleSidedShape ! hornsShape ! BookShape"
45,"ArakaaliSegments","back_fleshShape! body_fleshShape! clawsShape! spikeShape! spikesShape ! tendrilsShape ! back_gearsShape ! back_plate_beltsShape ! back_plates_1Shape ! back_plates_Shape2 ! back_plates_Shape3 ! back_plates_Shape4 ! back_plates_Shape5 ! back_plates_Shape6 ! claw_baseShape ! gearShape ! head_gearsShape ! head_plateShape ! head_ringShape ! plate_baseShape ! plate_bodyShape ! plate_front_innerShape ! plate_frontShape"
46,"Lunaris","LunarisShape ! Lunaris_glaiveShape ! Lunaris_glaive_glowShape ! Lunaris_glowShape"
47,"Solaris","SolarisShape ! Solaris_lanceShape ! Solaris_shieldShape ! Solaris1Shape ! Solaris_lance1Shape ! Solaris_shield1Shape"
48,"ChaosGolemNoPebbles","BaseShape ! LLeg1Shape ! LLegShape ! RLeg1Shape ! RLegShape"
49,"Titucius","~swordman_hairShape ! ~swordman_headShape ! ~swordman_neckShape"
50,"CityStalkerNoGlow","CityStalker_Male1Shape ! bodyShape ! helmetShape"
51,"KitavaMinionMelee","weaponShape ! bodyShape ! hairShape ! ArmourShape"
52,"KitavaMinionCaster","staffShape ! glowShape ! staffhornsShape ! bodyShape ! hairShape"
53,"Avatar","armsShape ! bodyShape ! feetShape ! forearmsShape ! handsShape ! headShape ! lower_legsShape ! neckShape ! upper_legsShape"
54,"CrabParasiteBleached","bodyShape ! geo_armsShape ! L_legsShape1 ! L_legsShape2 ! L_legsShape3 ! L_legsShape4 ! LB_legShape ! R_legsShape1 ! R_legsShape2 ! R_legsShape3 ! R_legsShape4 ! RB_legShape"
55,"CandelabrumCultist","CultOfKitava_0Shape2"
56,"SkeletonOssuary","skeleton_completeShape"
57,"LichCrystal","crystalShape1 ! crystalShape10 ! crystalShape11 ! crystalShape12 ! crystalShape13 ! crystalShape14 ! crystalShape3 ! crystalShape4 ! crystalShape5 ! crystalShape6 ! crystalShape7 ! crystalShape8 ! crystalShape9 ! crystal_large2Shape"
58,"LichCrystal2","crystalShape1 ! crystalShape10 ! crystalShape12 ! crystalShape4 ! crystalShape8 ! crystal_large2Shape"
59,"LichCrystal3","crystalShape11 ! crystalShape13 ! crystalShape3 ! crystalShape6 ! crystalShape7 ! crystalShape9"
60,"KitavaMinionCasterFire","staff2Shape ! glowShape ! staffhornsShape ! bodyShape ! hairShape"
