"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","RewardStack","bool","bool","i32","i32","i32","rid","i32"
73,4,1,[6],6386,1,"",0,"",1,"","",1317,0,1,"",0
74,4,2,[6],6399,1,"",0,"",1,"","",1317,0,1,"",0
75,4,3,[0],6386,1,"",0,"",1,"","",1317,0,1,"",0
76,4,4,[4],6386,1,"",0,"",1,"","",1317,0,1,"",0
77,4,5,[4],6388,1,"",0,"",1,"","",1317,0,1,"",0
78,4,6,[3],6388,1,"",0,"",1,"","",1317,0,1,"",0
79,4,7,[5],6388,1,"",0,"",1,"","",1317,0,1,"",0
80,4,8,[5],6399,1,"",0,"",1,"","",1317,0,1,"",0
81,4,9,[2],6386,1,"",0,"",1,"","",1317,0,1,"",0
82,4,10,[2],6388,1,"",0,"",1,"","",1317,0,1,"",0
83,4,11,[2],6399,1,"",0,"",1,"","",1317,0,1,"",0
84,8,0,[1],6033,1,"",0,"",1,"","",1317,0,1,"",0
85,8,1,[1],6091,1,"",0,"",1,"","",1317,0,1,"",0
86,8,2,[1],6299,1,"",0,"",1,"","",1317,0,1,"",0
87,8,3,[1],6326,1,"",0,"",1,"","",1317,0,1,"",0
88,8,4,[1],6094,1,"",0,"",1,"","",1317,0,1,"",0
89,8,5,[1],6465,1,"",0,"",1,"","",1317,0,1,"",0
90,8,6,[1],6322,1,"",0,"",1,"","",1317,0,1,"",0
91,8,7,[1],6728,1,"",0,"",1,"","",1317,0,1,"",0
92,8,8,[6],6024,1,"",0,"",1,"","",1317,0,1,"",0
93,8,9,[6],6033,1,"",0,"",1,"","",1317,0,1,"",0
94,8,10,[6],6160,1,"",0,"",1,"","",1317,0,1,"",0
95,8,11,[6],6094,1,"",0,"",1,"","",1317,0,1,"",0
96,8,12,[6],6509,1,"",0,"",1,"","",1317,0,1,"",0
97,8,13,[0],6025,1,"",0,"",1,"","",1317,0,1,"",0
98,8,14,[0],6160,1,"",0,"",1,"","",1317,0,1,"",0
99,8,15,[0],6024,1,"",0,"",1,"","",1317,0,1,"",0
100,8,16,[0],6509,1,"",0,"",1,"","",1317,0,1,"",0
101,8,17,[0],6730,1,"",0,"",1,"","",1317,0,1,"",0
102,8,18,[4],6025,1,"",0,"",1,"","",1317,0,1,"",0
103,8,19,[4],6024,1,"",0,"",1,"","",1317,0,1,"",0
104,8,20,[4],6160,1,"",0,"",1,"","",1317,0,1,"",0
105,8,21,[4],6027,1,"",0,"",1,"","",1317,0,1,"",0
106,8,22,[4],6324,1,"",0,"",1,"","",1317,0,1,"",0
107,8,23,[4],6509,1,"",0,"",1,"","",1317,0,1,"",0
108,8,24,[3],6025,1,"",0,"",1,"","",1317,0,1,"",0
109,8,25,[3],6027,1,"",0,"",1,"","",1317,0,1,"",0
110,8,26,[3],6030,1,"",0,"",1,"","",1317,0,1,"",0
111,8,27,[3],6160,1,"",0,"",1,"","",1317,0,1,"",0
112,8,28,[3],6299,1,"",0,"",1,"","",1317,0,1,"",0
113,8,29,[3],6423,1,"",0,"",1,"","",1317,0,1,"",0
114,8,30,[3],6723,1,"",0,"",1,"","",1317,0,1,"",0
115,8,31,[5],6025,1,"",0,"",1,"","",1317,0,1,"",0
116,8,32,[5],6030,1,"",0,"",1,"","",1317,0,1,"",0
117,8,33,[5],6033,1,"",0,"",1,"","",1317,0,1,"",0
118,8,34,[5],6027,1,"",0,"",1,"","",1317,0,1,"",0
119,8,35,[5],6299,1,"",0,"",1,"","",1317,0,1,"",0
120,8,36,[5],6169,1,"",0,"",1,"","",1317,0,1,"",0
121,8,37,[2],6025,1,"",0,"",1,"","",1317,0,1,"",0
122,8,38,[2],6030,1,"",0,"",1,"","",1317,0,1,"",0
123,8,39,[2],6033,1,"",0,"",1,"","",1317,0,1,"",0
124,8,40,[2],6024,1,"",0,"",1,"","",1317,0,1,"",0
125,8,41,[2],6160,1,"",0,"",1,"","",1317,0,1,"",0
126,8,42,[2],6027,1,"",0,"",1,"","",1317,0,1,"",0
127,8,43,[2],6326,1,"",0,"",1,"","",1317,0,1,"",0
128,8,44,[2],6509,1,"",0,"",1,"","",1317,0,1,"",0
129,8,45,[0],5512,8,1,0,"",1,"",1,1317,0,2,"",0
130,8,46,[0],5564,8,1,0,"",1,"",1,1317,0,2,"",0
131,8,47,[0],5581,8,1,0,"",1,"",1,1317,0,2,"",0
132,8,48,[4],5512,8,1,0,"",1,"",1,1317,0,2,"",0
133,8,49,[4],5564,8,1,0,"",1,"",1,1317,0,2,"",0
134,8,50,[4],5530,8,1,0,"",1,"",1,1317,0,2,"",0
135,8,51,[3],5530,8,1,0,"",1,"",1,1317,0,2,"",0
136,8,52,[3],5598,8,1,0,"",1,"",1,1317,0,2,"",0
137,8,53,[3],5564,8,1,0,"",1,"",1,1317,0,2,"",0
138,8,54,[5],5530,8,1,0,"",1,"",1,1317,0,2,"",0
139,8,55,[5],5598,8,1,0,"",1,"",1,1317,0,2,"",0
140,8,56,[5],5547,8,1,0,"",1,"",1,1317,0,2,"",0
141,8,57,[1],5547,8,1,0,"",1,"",1,1317,0,2,"",0
142,8,58,[1],5581,8,1,0,"",1,"",1,1317,0,2,"",0
143,8,59,[1],5598,8,1,0,"",1,"",1,1317,0,2,"",0
144,8,60,[6],5512,8,1,0,"",1,"",1,1317,0,2,"",0
145,8,61,[6],5581,8,1,0,"",1,"",1,1317,0,2,"",0
146,8,62,[6],5547,8,1,0,"",1,"",1,1317,0,2,"",0
147,8,63,[2],5512,8,1,0,"",1,"",1,1317,0,2,"",0
148,8,64,[2],5530,8,1,0,"",1,"",1,1317,0,2,"",0
149,8,65,[2],5547,8,1,0,"",1,"",1,1317,0,2,"",0
150,7,0,[1],6120,1,"",0,"",1,"","",1317,0,0,"",0
151,7,1,[1],6082,1,"",0,"",1,"","",1317,0,0,"",0
152,7,2,[1],6081,1,"",0,"",1,"","",1317,0,1,"",0
153,7,3,[1],6270,1,"",0,"",1,"","",1317,0,1,"",0
154,7,4,[1],6296,1,"",0,"",1,"","",1317,0,0,"",0
155,7,5,[1],6335,1,"",0,"",1,"","",1317,0,1,"",0
156,7,6,[6],6270,1,"",0,"",1,"","",1317,0,1,"",0
157,7,7,[6],6120,1,"",0,"",1,"","",1317,0,0,"",0
158,7,8,[6],6110,1,"",0,"",1,"","",1317,0,0,"",0
159,7,9,[6],5997,1,"",0,"",1,"","",1317,0,1,"",0
160,7,10,[0],6004,1,"",0,"",1,"","",1317,0,1,"",0
161,7,11,[0],5997,1,"",0,"",1,"","",1317,0,1,"",0
162,7,12,[0],6110,1,"",0,"",1,"","",1317,0,0,"",0
163,7,13,[0],6005,1,"",0,"",1,"","",1317,0,0,"",0
164,7,14,[0],6478,1,"",0,"",1,"","",1317,0,0,"",0
165,7,15,[4],6256,1,"",0,"",1,"","",1317,0,1,"",0
166,7,16,[4],5997,1,"",0,"",1,"","",1317,0,1,"",0
167,7,17,[4],6011,1,"",0,"",1,"","",1317,0,1,"",0
168,7,18,[4],6400,1,"",0,"",1,"","",1317,0,0,"",0
169,7,19,[4],6110,1,"",0,"",1,"","",1317,0,0,"",0
170,7,20,[4],6005,1,"",0,"",1,"","",1317,0,0,"",0
171,7,21,[4],6478,1,"",0,"",1,"","",1317,0,0,"",0
172,7,22,[3],6011,1,"",0,"",1,"","",1317,0,1,"",0
173,7,23,[3],6256,1,"",0,"",1,"","",1317,0,1,"",0
174,7,24,[3],6172,1,"",0,"",1,"","",1317,0,1,"",0
175,7,25,[3],6400,1,"",0,"",1,"","",1317,0,0,"",0
176,7,26,[3],6255,1,"",0,"",1,"","",1317,0,2,"",0
177,7,27,[5],6120,1,"",0,"",1,"","",1317,0,0,"",0
178,7,28,[5],6400,1,"",0,"",1,"","",1317,0,0,"",0
179,7,29,[5],6270,1,"",0,"",1,"","",1317,0,1,"",0
180,7,30,[5],6011,1,"",0,"",1,"","",1317,0,1,"",0
181,7,31,[5],6172,1,"",0,"",1,"","",1317,0,1,"",0
182,7,32,[5],6409,1,"",0,"",1,"","",1317,0,1,"",0
183,7,33,[5],6017,1,"",0,"",1,"","",1317,0,0,"",0
184,7,34,[5],6347,1,"",0,"",1,"","",1317,0,0,"",0
185,7,35,[2],6270,1,"",0,"",1,"","",1317,0,1,"",0
186,7,36,[2],6256,1,"",0,"",1,"","",1317,0,1,"",0
187,7,37,[2],5997,1,"",0,"",1,"","",1317,0,1,"",0
188,7,38,[2],6409,1,"",0,"",1,"","",1317,0,1,"",0
189,7,39,[2],6110,1,"",0,"",1,"","",1317,0,2,"",0
190,7,40,[2],6400,1,"",0,"",1,"","",1317,0,2,"",0
191,7,41,[2],6120,1,"",0,"",1,"","",1317,0,2,"",0
192,10,0,[1],5996,1,"",0,"",1,"","",1317,0,0,"",0
193,10,1,[1],6486,1,"",0,"",1,"","",1317,0,0,"",0
194,10,2,[1],6107,1,"",0,"",1,"","",1317,0,0,"",0
195,10,3,[1],6200,1,"",0,"",1,"","",1317,0,0,"",0
196,10,4,[1],6298,1,"",0,"",1,"","",1317,0,0,"",0
197,10,5,[1],6313,1,"",0,"",1,"","",1317,0,0,"",0
198,10,6,[1],6016,1,"",0,"",1,"","",1317,0,0,"",0
199,10,7,[1],6020,1,"",0,"",1,"","",1317,0,0,"",0
200,10,8,[1],6519,1,"",0,"",1,"","",1317,0,0,"",0
201,10,9,[6],6022,1,"",0,"",1,"","",1317,0,0,"",0
202,10,10,[6],5996,1,"",0,"",1,"","",1317,0,0,"",0
203,10,11,[6],6486,1,"",0,"",1,"","",1317,0,0,"",0
204,10,12,[6],6189,1,"",0,"",1,"","",1317,0,0,"",0
205,10,13,[6],6162,1,"",0,"",1,"","",1317,0,0,"",0
206,10,14,[6],6313,1,"",0,"",1,"","",1317,0,0,"",0
207,10,15,[6],6367,1,"",0,"",1,"","",1317,0,0,"",0
208,10,16,[6],6332,1,"",0,"",1,"","",1317,0,0,"",0
209,10,17,[6],6481,1,"",0,"",1,"","",1317,0,0,"",0
210,10,18,[6],6516,1,"",0,"",1,"","",1317,0,0,"",0
211,10,19,[6],6519,1,"",0,"",1,"","",1317,0,0,"",0
212,10,20,[0],6058,1,"",0,"",1,"","",1317,0,0,"",0
213,10,21,[0],6022,1,"",0,"",1,"","",1317,0,0,"",0
214,10,22,[0],6000,1,"",0,"",1,"","",1317,0,0,"",0
215,10,23,[0],6304,1,"",0,"",1,"","",1317,0,0,"",0
216,10,24,[0],6395,1,"",0,"",1,"","",1317,0,0,"",0
217,10,25,[0],6482,1,"",0,"",1,"","",1317,0,0,"",0
218,10,26,[0],6704,1,"",0,"",1,"","",1317,0,0,"",0
219,10,27,[4],6007,1,"",0,"",1,"","",1317,0,0,"",0
220,10,28,[4],6000,1,"",0,"",1,"","",1317,0,0,"",0
221,10,29,[4],6089,1,"",0,"",1,"","",1317,0,0,"",0
222,10,30,[4],6370,1,"",0,"",1,"","",1317,0,0,"",0
223,10,31,[4],6482,1,"",0,"",1,"","",1317,0,0,"",0
224,10,32,[3],6360,1,"",0,"",1,"","",1317,0,0,"",0
225,10,33,[3],6089,1,"",0,"",1,"","",1317,0,0,"",0
226,10,34,[3],6106,1,"",0,"",1,"","",1317,0,0,"",0
227,10,35,[3],6166,1,"",0,"",1,"","",1317,0,0,"",0
228,10,36,[3],6101,1,"",0,"",1,"","",1317,0,0,"",0
229,10,37,[3],6284,1,"",0,"",1,"","",1317,0,0,"",0
230,10,38,[3],6008,1,"",0,"",1,"","",1317,0,0,"",0
231,10,39,[3],6530,1,"",0,"",1,"","",1317,0,0,"",0
232,10,40,[5],6166,1,"",0,"",1,"","",1317,0,0,"",0
233,10,41,[5],6511,1,"",0,"",1,"","",1317,0,0,"",0
234,10,42,[5],6131,1,"",0,"",1,"","",1317,0,0,"",0
235,10,43,[5],6171,1,"",0,"",1,"","",1317,0,0,"",0
236,10,44,[5],6135,1,"",0,"",1,"","",1317,0,0,"",0
237,10,45,[5],6286,1,"",0,"",1,"","",1317,0,0,"",0
238,10,46,[5],6298,1,"",0,"",1,"","",1317,0,0,"",0
239,10,47,[5],6016,1,"",0,"",1,"","",1317,0,0,"",0
240,10,48,[5],6420,1,"",0,"",1,"","",1317,0,1,"",0
241,10,49,[2],6022,1,"",0,"",1,"","",1317,0,0,"",0
242,10,50,[2],6089,1,"",0,"",1,"","",1317,0,0,"",0
243,10,51,[2],5996,1,"",0,"",1,"","",1317,0,0,"",0
244,10,52,[2],6286,1,"",0,"",1,"","",1317,0,0,"",0
245,10,53,[2],6313,1,"",0,"",1,"","",1317,0,0,"",0
246,10,54,[2],6332,1,"",0,"",1,"","",1317,0,0,"",0
247,10,55,[2],6503,1,"",0,"",1,"","",1317,0,0,"",0
248,10,56,[2],6513,1,"",0,"",1,"","",1317,0,0,"",0
249,13,0,[1],6245,1,"",0,"",1,"","",1317,0,1,"",0
250,13,1,[1],6247,1,"",0,"",1,"","",1317,0,1,"",0
251,13,2,[1],6246,1,"",0,"",1,"","",1317,0,1,"",0
252,13,3,[1],6199,1,"",0,"",1,"","",1317,0,0,"",0
253,13,4,[1],6140,1,"",0,"",1,"","",1317,0,1,"",0
254,13,5,[1],6013,1,"",0,"",1,"","",1317,0,0,"",0
255,13,6,[1],6468,1,"",0,"",1,"","",1317,0,0,"",0
256,13,7,[1],6702,1,"",0,"",1,"","",1317,0,0,"",0
257,13,8,[6],6249,1,"",0,"",1,"","",1317,0,1,"",0
258,13,9,[6],6247,1,"",0,"",1,"","",1317,0,1,"",0
259,13,10,[6],6245,1,"",0,"",1,"","",1317,0,1,"",0
260,13,11,[6],6246,1,"",0,"",1,"","",1317,0,1,"",0
261,13,12,[6],6373,1,"",0,"",1,"","",1317,0,0,"",0
262,13,13,[6],6379,1,"",0,"",1,"","",1317,0,0,"",0
263,13,14,[6],6468,1,"",0,"",1,"","",1317,0,0,"",0
264,13,15,[0],6074,1,"",0,"",1,"","",1317,0,0,"",0
265,13,16,[0],6245,1,"",0,"",1,"","",1317,0,1,"",0
266,13,17,[0],6247,1,"",0,"",1,"","",1317,0,1,"",0
267,13,18,[0],6246,1,"",0,"",1,"","",1317,0,1,"",0
268,13,19,[0],6479,1,"",0,"",1,"","",1317,0,0,"",0
269,13,20,[0],6268,1,"",0,"",1,"","",1317,0,0,"",0
270,13,21,[0],6504,1,"",0,"",1,"","",1317,0,0,"",0
271,13,22,[4],6250,1,"",0,"",1,"","",1317,0,0,"",0
272,13,23,[4],6074,1,"",0,"",1,"","",1317,0,0,"",0
273,13,24,[4],6245,1,"",0,"",1,"","",1317,0,1,"",0
274,13,25,[4],6246,1,"",0,"",1,"","",1317,0,1,"",0
275,13,26,[4],6012,1,"",0,"",1,"","",1317,0,0,"",0
276,13,27,[4],6247,1,"",0,"",1,"","",1317,0,1,"",0
277,13,28,[4],6401,1,"",0,"",1,"","",1317,0,1,"",0
278,13,29,[4],6035,1,"",0,"",1,"","",1317,0,0,"",0
279,13,30,[4],6479,1,"",0,"",1,"","",1317,0,0,"",0
280,13,31,[4],6268,1,"",0,"",1,"","",1317,0,0,"",0
281,13,32,[4],6504,1,"",0,"",1,"","",1317,0,0,"",0
282,13,33,[4],6510,1,"",0,"",1,"","",1317,0,1,"",0
283,13,34,[3],6250,1,"",0,"",1,"","",1317,0,0,"",0
284,13,35,[3],6248,1,"",0,"",1,"","",1317,0,1,"",0
285,13,36,[3],6246,1,"",0,"",1,"","",1317,0,1,"",0
286,13,37,[3],6247,1,"",0,"",1,"","",1317,0,1,"",0
287,13,38,[3],6245,1,"",0,"",1,"","",1317,0,1,"",0
288,13,39,[3],6012,1,"",0,"",1,"","",1317,0,0,"",0
289,13,40,[3],6140,1,"",0,"",1,"","",1317,0,1,"",0
290,13,41,[3],6035,1,"",0,"",1,"","",1317,0,0,"",0
291,13,42,[3],6425,1,"",0,"",1,"","",1317,0,0,"",0
292,13,43,[5],6078,1,"",0,"",1,"","",1317,0,0,"",0
293,13,44,[5],6248,1,"",0,"",1,"","",1317,0,1,"",0
294,13,45,[5],6247,1,"",0,"",1,"","",1317,0,1,"",0
295,13,46,[5],6245,1,"",0,"",1,"","",1317,0,1,"",0
296,13,47,[5],6246,1,"",0,"",1,"","",1317,0,1,"",0
297,13,48,[5],6470,1,"",0,"",1,"","",1317,0,0,"",0
298,13,49,[5],6140,1,"",0,"",1,"","",1317,0,1,"",0
299,13,50,[5],6013,1,"",0,"",1,"","",1317,0,0,"",0
300,13,51,[5],6417,1,"",0,"",1,"","",1317,0,1,"",0
301,13,52,[5],6035,1,"",0,"",1,"","",1317,0,0,"",0
302,13,53,[5],6468,1,"",0,"",1,"","",1317,0,0,"",0
303,13,54,[2],6245,1,"",0,"",1,"","",1317,0,1,"",0
304,13,55,[2],6246,1,"",0,"",1,"","",1317,0,1,"",0
305,13,56,[2],6247,1,"",0,"",1,"","",1317,0,1,"",0
306,13,57,[2],6012,1,"",0,"",1,"","",1317,0,0,"",0
307,13,58,[2],6140,1,"",0,"",1,"","",1317,0,1,"",0
308,13,59,[2],6504,1,"",0,"",1,"","",1317,0,0,"",0
309,15,0,[1],6070,1,"",0,"",1,"","",1317,0,1,"",0
310,15,1,[1],6095,1,"",0,"",1,"","",1317,0,1,"",0
311,15,2,[1],6090,1,"",0,"",1,"","",1317,0,1,"",0
312,15,3,[1],6300,1,"",0,"",1,"","",1317,0,1,"",0
313,15,4,[1],6310,1,"",0,"",1,"","",1317,0,1,"",0
314,15,5,[1],6412,1,"",0,"",1,"","",1317,0,1,"",0
315,15,6,[1],6498,1,"",0,"",1,"","",1317,0,1,"",0
316,15,7,[1],6508,1,"",0,"",1,"","",1317,0,1,"",0
317,15,8,[1],6544,1,"",0,"",1,"","",1317,0,1,"",0
318,15,9,[1],6729,1,"",0,"",1,"","",1317,0,1,"",0
319,15,10,[6],6070,1,"",0,"",1,"","",1317,0,1,"",0
320,15,11,[6],6090,1,"",0,"",1,"","",1317,0,1,"",0
321,15,12,[6],6097,1,"",0,"",1,"","",1317,0,1,"",0
322,15,13,[6],6067,1,"",0,"",1,"","",1317,0,1,"",0
323,15,14,[6],6300,1,"",0,"",1,"","",1317,0,1,"",0
324,15,15,[6],6310,1,"",0,"",1,"","",1317,0,1,"",0
325,15,16,[6],6398,1,"",0,"",1,"","",1317,0,1,"",0
326,15,17,[6],6508,1,"",0,"",1,"","",1317,0,1,"",0
327,15,18,[0],6067,1,"",0,"",1,"","",1317,0,1,"",0
328,15,19,[0],6097,1,"",0,"",1,"","",1317,0,1,"",0
329,15,20,[0],6398,1,"",0,"",1,"","",1317,0,1,"",0
330,15,21,[0],6397,1,"",0,"",1,"","",1317,0,1,"",0
331,15,22,[0],6406,1,"",0,"",1,"","",1317,0,1,"",0
332,15,23,[0],6508,1,"",0,"",1,"","",1317,0,1,"",0
333,15,24,[0],6739,1,"",0,"",1,"","",1317,0,1,"",0
334,15,25,[4],6067,1,"",0,"",1,"","",1317,0,1,"",0
335,15,26,[4],6097,1,"",0,"",1,"","",1317,0,1,"",0
336,15,27,[4],6195,1,"",0,"",1,"","",1317,0,1,"",0
337,15,28,[4],6397,1,"",0,"",1,"","",1317,0,1,"",0
338,15,29,[4],6406,1,"",0,"",1,"","",1317,0,1,"",0
339,15,30,[4],6508,1,"",0,"",1,"","",1317,0,1,"",0
340,15,31,[4],6737,1,"",0,"",1,"","",1317,0,1,"",0
341,15,32,[3],6195,1,"",0,"",1,"","",1317,0,1,"",0
342,15,33,[3],6097,1,"",0,"",1,"","",1317,0,1,"",0
343,15,34,[3],6397,1,"",0,"",1,"","",1317,0,1,"",0
344,15,35,[3],6498,1,"",0,"",1,"","",1317,0,1,"",0
345,15,36,[5],6070,1,"",0,"",1,"","",1317,0,1,"",0
346,15,37,[5],6067,1,"",0,"",1,"","",1317,0,1,"",0
347,15,38,[5],6278,1,"",0,"",1,"","",1317,0,1,"",0
348,15,39,[5],6310,1,"",0,"",1,"","",1317,0,1,"",0
349,15,40,[5],6319,1,"",0,"",1,"","",1317,0,1,"",0
350,15,41,[5],6414,1,"",0,"",1,"","",1317,0,1,"",0
351,15,42,[5],6498,1,"",0,"",1,"","",1317,0,1,"",0
352,15,43,[2],6067,1,"",0,"",1,"","",1317,0,1,"",0
353,15,44,[2],6097,1,"",0,"",1,"","",1317,0,1,"",0
354,15,45,[2],6070,1,"",0,"",1,"","",1317,0,1,"",0
355,15,46,[2],6090,1,"",0,"",1,"","",1317,0,1,"",0
356,15,47,[2],6195,1,"",0,"",1,"","",1317,0,1,"",0
357,15,48,[2],6319,1,"",0,"",1,"","",1317,0,1,"",0
358,15,49,[2],6508,1,"",0,"",1,"","",1317,0,1,"",0
359,15,50,[2],6737,1,"",0,"",1,"","",1317,0,1,"",0
360,15,51,[],5321,18,1,0,"",1,"","",1317,0,2,"",0
361,15,52,[],5322,18,1,0,"",1,"","",1317,0,2,"",0
362,15,53,[],5323,18,1,0,"",1,"","",1317,0,2,"",0
363,15,54,[],5324,18,1,0,"",1,"","",1317,0,2,"",0
364,14,0,[],5760,15,1,0,"",1,"","",1317,0,1,"",0
365,14,1,[],5775,15,1,0,"",1,"","",1317,0,1,"",0
366,14,2,[],5795,15,1,0,"",1,"","",1317,0,1,"",0
367,14,3,[],5804,15,1,0,"",1,"","",1317,0,1,"",0
368,14,4,[],5322,15,2,0,"",1,"","",1317,0,1,"",0
369,14,5,[],5323,15,2,0,"",1,"","",1317,0,1,"",0
370,14,6,[],5324,15,2,0,"",1,"","",1317,0,1,"",0
371,14,7,[],5321,15,2,0,"",1,"","",1317,0,1,"",0
372,14,8,[],5760,15,0,0,"",1,"","",1317,0,2,"",0
373,14,9,[],5775,15,0,0,"",1,"","",1317,0,2,"",0
374,14,10,[],5804,15,0,0,"",1,"","",1317,0,2,"",0
375,18,0,[1],6153,1,"",0,"",1,"","",1317,0,0,"",0
376,18,1,[1],6155,1,"",0,"",1,"","",1317,0,0,"",0
377,18,2,[1],6154,1,"",0,"",1,"","",1317,0,0,"",0
378,18,3,[1],6073,1,"",0,"",1,"","",1317,0,0,"",0
379,18,4,[1],6080,1,"",0,"",1,"","",1317,0,0,"",0
380,18,5,[1],6077,1,"",0,"",1,"","",1317,0,0,"",0
381,18,6,[1],6072,1,"",0,"",1,"","",1317,0,0,"",0
382,18,7,[1],6111,1,"",0,"",1,"","",1317,0,1,"",0
383,18,8,[1],6109,1,"",0,"",1,"","",1317,0,1,"",0
384,18,9,[1],6204,1,"",0,"",1,"","",1317,0,0,"",0
