"rownum","Id","rid","[f32]","[rid]","[string]"
44,"MicrotransactionDragonHunterSurge",4018,[],[],[]
45,"DesecrateStygianSurge",3987,[],[],[]
46,"GhostflameSurge",2439,[],[],[]
47,"FlameSurgeNew",4249,[],[],[]
48,"CelestialSurge",2440,[],[],[]
49,"HarbingerSurge",2441,[],[],[]
50,"ColdSurgeNew",4250,[],[],[]
51,"LightningSurgeNew",4251,[],[],[]
52,"DetonateBrandsSurge",4330,[],[],[]
53,"SunriseAuraEffect",4413,[],[],[]
54,"NightfallAuraEffect",4414,[],[],[]
55,"VoidSurge",4800,[],[],[]
56,"BladeVortexIllusionist",4840,[],[],[]
57,"AutomatonSurge",4841,[],[],[]
58,"DeathWishSurge",4867,[],[],[]
59,"DarkwoodSurge",4904,[],[],[]
60,"ChaoticEthercraftAura",4924,[],[],[]
61,"EnragedEthercraftAura",4925,[],[],[]
62,"SavageEthercraftAura",4926,[],[],[]
63,"TranquilEthercraftAura",4927,[],[],[]
64,"BlasphemySurge",4954,[],[],[]
65,"SufferingSurge",5060,[],[],[]
66,"MiserySurge",5083,[],[],[]
67,"BlueDragonSurge",5086,[],[],[]
68,"RedDragonSurge",5087,[],[],[]
69,"CombinedDragonSurge",5088,[],[],[]
70,"MicrotransactionFrostVikingSurge",5168,[],[],[]
71,"FirestormCelestialSurge",5214,[],[],[]
72,"MicrotransactionLightbringerSurge",5224,[],[],[]
73,"MicrotransactionDarkshardSurge",5225,[],[],[]
74,"BloodTendrilsSurge",5229,[],[],[]
75,"BloodSurgeSurge",5234,[],[],[]
76,"ArcPurpleSurge",5235,[],[],[]
77,"RadiantSurge",5236,[],[],[]
78,"MicrotransactionMerchantSurge",5252,[],[],[]
79,"CelestialWaveOfConvictionSurge",5276,[],[],[]
80,"StygianWaveOfConvictionSurge",5277,[],[],[]
81,"FrenzyArrowSurgeArcane",5317,[],[],[]
82,"SummonRavenSurge",5335,[],[],[]
83,"SummonBloodRavenSurge",5336,[],[],[]
84,"SummonBeesSurge",5337,[],[],[]
85,"CelestialSummonRagingSpiritSurge",5338,[],[],[]
86,"SummonArcaneEyeSurge",5529,[],[],[]
87,"PainSuppressionSurge",5341,[],[],[]
88,"SunSurge",5353,[],[],[]
89,"BloodreapSurge",5410,[],[],[]
90,"IceShotVaalOrbSurge",132,[],[],[]
91,"RighteousFireLightbringerSurge",5446,[],[],[]
92,"ArrowSurgeStygianPuncture",5513,[],[],[]
93,"AbsolutionBlastSurge",5548,"[1,2,3]","[5548,5548,5548]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5550,[],[],[]
95,"ScavengerSurge",5551,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5602,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5628,[],[],[]
98,"ManaSurgeMultiSpeed",5637,"[1,2,3]","[5637,5637,5637]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5646,[],[],[]
100,"VortexSurgeMyrmidon",5663,[],[],[]
101,"ArrowSurgeFireMystic",5673,[],[],[]
102,"StormCultistLightningSurge",5714,[],[],[]
103,"EyeOfWinterCelestialSurge",5744,[],[],[]
104,"SirenSurge",5991,[],[],[]
105,"DeepwaterSurge",5992,[],[],[]
106,"DirebladeFireballMultiSurge",6063,"[1,2,3]","[6063,6063,6063]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6088,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6089,[],[],[]
109,"CracklingLanceCelestial",6125,[],[],[]
110,"HeritageSurge",6135,[],[],[]
111,"DivergenceSurge",6136,[],[],[]
112,"OblivionFireballSurge",6188,"[1,2,3]","[6188,6188,6188]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6189,"[1,2,3]","[6189,6189,6189]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6250,[],[],[]
115,"BloodTendrilsSurgeMercurial",6297,[],[],[]
116,"XenozakSurge",6379,[],[],[]
117,"FirestormMeteorShowerSurge",6389,[],[],[]
118,"SummonRagingSpiritsDemonicSurge",6390,[],[],[]
119,"ForbiddenRiteCatSurge",6395,[],[],[]
120,"DemonicFireballSurge",6397,"[1,2,3]","[6397,6397,6397]","[""slow"",""medium"",""fast""]"
121,"CelestialNovaSurge",6410,[],[],[]
122,"BloodSurgeHeritageSurge",6420,[],[],[]
123,"LightningArrowDivineSurge",6511,[],[],[]
124,"IceSpearVoidEmperorSurge",6512,[],[],[]
125,"MoltenShellCastMercury",6525,[],[],[]
126,"VaalMoltenShellCastMercury",6526,[],[],[]
127,"GalvanicFieldSurge",6591,[],[],[]
128,"CelestialGalvanicFieldSurge",6632,[],[],[]
129,"AutomatonGalvanicFieldSurge",6640,[],[],[]
130,"RighteousFireTranscendenceSurge",6641,[],[],[]
131,"StarfallReapSurge",6685,[],[],[]
132,"PolymorphPlayerSurgeMTX",6696,[],[],[]
133,"SummonerRingRitual",6738,[],[],[]
134,"SummonerRingStygian",6739,[],[],[]
135,"SummonerRingNecrotic",6740,[],[],[]
136,"SummonerRingDivine",6741,[],[],[]
137,"VaalVenomGyreSurge",6742,[],[],[]
138,"VaalVenomGyreSurgeIllusionist",6743,[],[],[]
139,"EyeOfWinterButterflySurge",6857,[],[],[]
140,"ColdSnapBlightedSurge",6863,[],[],[]
141,"VortexSurgeDeathly",6925,[],[],[]
142,"ColdSnapDelirium",6929,[],[],[]
143,"RollingThunderWaveOfConviction",6934,[],[],[]
144,"WildlifeGraceSurge",6978,[],[],[]
145,"WildlifeDeterminationSurge",6979,[],[],[]
146,"WildlifeDisciplineSurge",6980,[],[],[]
147,"CorruptionCreepingFrostSurge",7019,[],[],[]
148,"VineReapSurge",7030,[],[],[]
149,"CandleClaritySurge",7108,[],[],[]
150,"BloodwormVitalitySurge",7109,[],[],[]
151,"TombstonePrecisionSurge",7110,[],[],[]
