"rownum","Contract_BaseItemTypesKey","Level","Cost","CostHardmode"
148,5018,1,41,114
149,5019,1,42,114
150,5020,1,42,114
151,5021,1,42,114
152,5022,1,42,114
153,5024,1,42,114
154,5025,1,42,114
155,5026,1,43,114
156,5027,1,43,115
157,5028,1,43,115
158,5029,1,43,115
159,5030,1,43,115
160,5032,1,43,115
161,5033,1,44,116
162,5034,1,44,116
163,5035,1,44,116
164,5036,1,44,116
165,5037,1,44,116
166,5038,1,44,116
167,5040,1,38,114
168,5041,1,39,114
169,5042,1,40,114
170,5043,1,41,114
171,5044,1,42,114
172,5045,1,42,114
173,5046,1,42,114
174,5047,1,42,114
175,5049,1,42,114
176,5050,1,42,114
177,5051,1,42,114
178,5052,1,43,115
179,5053,1,43,115
180,5054,1,43,115
181,5055,1,43,115
182,5057,1,43,115
183,5058,1,43,115
184,5059,1,44,116
185,5060,1,44,116
186,5061,1,44,116
187,5062,1,44,116
188,5063,1,44,116
189,5068,1,38,114
190,5069,1,39,114
191,5070,1,40,114
192,5071,1,41,114
193,5072,1,42,114
194,5073,1,42,114
195,5074,1,42,114
196,5075,1,42,114
197,5077,1,42,114
198,5078,1,42,114
199,5079,1,42,114
200,5080,1,43,115
201,5081,1,43,115
202,5082,1,43,115
203,5083,1,43,115
204,5085,1,43,115
205,5086,1,43,115
206,5087,1,44,116
207,5088,1,44,116
208,5089,1,44,116
209,5090,1,44,116
210,5091,1,44,116
211,5096,1,38,114
212,5097,1,39,114
213,5098,1,40,114
214,5099,1,41,114
215,5100,1,42,114
216,5101,1,42,114
217,5102,1,42,114
218,5103,1,42,114
219,5105,1,42,114
220,5106,1,42,114
221,5107,1,42,114
222,5108,1,43,115
223,5109,1,43,115
224,5110,1,43,115
225,5111,1,43,115
226,5113,1,43,115
227,5114,1,43,115
228,5115,1,44,116
229,5116,1,44,116
230,5117,1,44,116
231,5118,1,44,116
232,5119,1,44,116
233,5124,1,38,""
234,5125,1,39,114
235,5126,1,45,114
236,5127,1,41,114
237,5128,1,41,114
238,5129,1,42,114
239,5130,1,42,114
240,5131,1,42,114
241,5133,1,42,114
242,5134,1,42,114
243,5135,1,43,115
244,5136,1,43,115
245,5137,1,43,115
246,5138,1,43,115
247,5140,1,43,115
248,5141,1,46,116
249,5142,1,44,116
250,5143,1,44,116
251,5144,1,44,116
252,5145,1,44,116
253,5153,1,39,114
254,5154,1,45,114
255,5155,1,41,114
256,5156,1,41,114
257,5157,1,42,114
258,5158,1,42,114
259,5159,1,42,114
260,5161,1,42,114
261,5162,1,42,114
262,5163,1,43,115
263,5164,1,43,115
264,5165,1,43,115
265,5166,1,43,115
266,5168,1,43,115
267,5169,1,44,116
268,5170,1,44,116
269,5171,1,44,116
270,5172,1,44,116
271,5173,1,44,116
272,5178,1,38,114
273,5179,1,45,114
274,5180,1,40,114
275,5181,1,41,114
276,5182,1,42,114
277,5183,1,42,114
278,5184,1,42,114
279,5186,1,42,114
280,5187,1,42,114
281,5188,1,43,115
282,5189,1,43,115
283,5190,1,43,115
284,5191,1,43,115
285,5193,1,43,115
286,5194,1,43,115
287,5195,1,44,116
288,5196,1,44,116
289,5197,1,44,116
290,5198,1,44,116
291,5203,1,38,114
292,5204,1,45,114
293,5205,1,40,114
294,5206,1,41,114
295,5207,1,42,114
296,5208,1,42,114
297,5209,1,42,114
298,5211,1,42,114
299,5212,1,42,114
300,5213,1,43,115
301,5214,1,43,115
302,5215,1,43,115
303,5216,1,43,115
304,5218,1,43,115
305,5219,1,43,115
306,5220,1,44,116
307,5221,1,44,116
308,5222,1,44,116
309,5223,1,44,116
310,5228,1,47,""
311,5230,1,48,111
312,5231,1,48,111
313,5232,1,48,111
314,5233,1,48,111
315,5234,1,48,111
316,5235,1,48,111
317,5236,1,48,111
318,5237,1,48,111
319,5238,1,48,111
320,5239,1,48,111
321,5240,1,48,111
322,5241,1,48,111
323,5242,1,48,111
324,5243,1,48,111
325,5244,1,48,111
326,5245,1,48,111
327,5267,1,49,112
328,5268,1,49,112
329,5269,1,49,112
330,5270,1,49,112
331,5271,1,49,112
332,5272,1,49,112
333,5273,1,49,112
334,5274,1,49,112
335,5275,1,49,112
336,5276,1,49,112
337,5278,1,49,112
338,5321,1,50,113
339,5322,1,50,113
340,5323,1,50,113
341,5324,1,50,113
342,5325,1,50,113
343,5326,1,50,113
344,5336,1,38,114
345,5337,1,51,114
346,5338,1,40,114
347,5339,1,41,114
348,5340,1,42,114
349,5341,1,42,114
350,5342,1,42,114
351,5343,1,42,114
352,5344,1,43,115
353,5345,1,43,115
354,5346,1,43,115
355,5347,1,43,115
356,5348,1,43,115
357,5349,1,44,116
358,5350,1,52,116
359,5351,1,52,116
360,5352,1,52,116
361,5356,1,53,114
362,5357,1,54,114
363,5358,1,41,114
364,5359,1,42,114
365,5360,1,42,114
366,5361,1,42,114
367,5362,1,42,114
368,5363,1,42,114
369,5364,1,43,115
370,5365,1,43,115
371,5366,1,43,115
372,5367,1,43,115
373,5368,1,44,116
374,5369,1,52,116
375,5370,1,52,116
376,5371,1,52,116
377,5375,1,53,114
378,5376,1,54,114
379,5377,1,41,114
380,5378,1,42,114
381,5379,1,42,114
382,5380,1,42,114
383,5381,1,42,114
384,5382,1,42,114
385,5383,1,43,115
386,5384,1,43,115
387,5385,1,43,115
388,5386,1,43,115
389,5387,1,43,116
390,5388,1,44,116
391,5389,1,52,116
392,5390,1,52,116
393,5394,1,51,114
394,5395,1,40,114
395,5396,1,42,114
396,5397,1,42,114
397,5398,1,42,114
398,5399,1,42,114
399,5400,1,43,115
400,5401,1,43,115
401,5402,1,43,115
402,5403,1,43,115
403,5404,1,44,116
404,5405,1,52,116
405,5406,1,52,116
406,5407,1,54,114
407,5408,1,41,114
408,5409,1,42,114
409,5410,1,42,114
410,5411,1,42,114
411,5412,1,42,114
412,5413,1,43,115
413,5414,1,43,115
414,5415,1,43,115
415,5416,1,43,115
416,5417,1,44,116
417,5418,1,52,116
418,5419,1,52,116
419,5420,1,51,114
420,5421,1,40,114
421,5422,1,42,114
422,5423,1,42,114
423,5424,1,42,114
424,5425,1,42,114
425,5426,1,43,115
426,5427,1,43,115
427,5428,1,43,115
428,5429,1,43,115
429,5430,1,44,116
430,5431,1,52,116
431,5432,1,52,116
432,5434,1,38,114
433,5435,1,54,114
434,5436,1,41,114
435,5437,1,42,114
436,5438,1,42,114
437,5439,1,42,114
438,5440,1,43,115
439,5441,1,43,115
440,5442,1,44,115
441,5443,1,52,116
442,5444,1,52,116
443,5445,1,38,114
444,5446,1,40,114
445,5447,1,42,114
446,5448,1,42,114
447,5449,1,42,114
448,5450,1,43,115
449,5451,1,43,115
450,5452,1,44,115
451,5453,1,52,116
452,5454,1,52,116
453,5455,1,38,114
454,5456,1,54,114
455,5457,1,41,114
456,5458,1,42,114
457,5459,1,42,114
458,5460,1,42,114
459,5461,1,43,115
460,5462,1,43,115
461,5463,1,43,115
462,5464,1,52,116
463,5465,1,52,116
464,5466,1,51,114
465,5467,1,41,114
466,5468,1,42,114
467,5469,1,42,114
468,5470,1,42,114
469,5471,1,43,115
470,5472,1,43,115
471,5473,1,43,115
472,5474,1,52,116
473,5475,1,52,116
474,5479,1,51,114
475,5480,1,40,114
476,5481,1,42,114
477,5482,1,42,114
478,5483,1,42,114
479,5484,1,43,115
480,5485,1,43,115
481,5486,1,43,115
482,5487,1,52,116
483,5488,1,52,116
484,5492,1,51,114
485,5493,1,40,114
486,5494,1,41,114
487,5495,1,42,114
488,5496,1,42,114
489,5497,1,42,115
490,5498,1,43,115
491,5499,1,43,115
492,5500,1,43,115
493,5501,1,44,116
494,5502,1,52,116
495,5506,1,55,""
496,5507,1,55,""
497,5512,1,38,114
498,5513,1,51,114
499,5514,1,41,114
500,5515,1,42,114
501,5516,1,42,114
502,5517,1,42,114
503,5518,1,42,114
504,5519,1,42,114
505,5520,1,42,114
506,5521,1,43,115
507,5522,1,43,115
508,5523,1,43,115
509,5524,1,43,115
510,5525,1,43,115
511,5526,1,44,116
512,5527,1,52,116
513,5528,1,52,116
514,5530,1,38,114
515,5531,1,54,114
516,5532,1,41,114
517,5533,1,42,114
518,5534,1,42,114
519,5535,1,42,114
520,5536,1,42,114
521,5537,1,42,114
522,5538,1,42,114
523,5539,1,43,115
524,5540,1,43,115
525,5541,1,43,115
526,5542,1,43,115
527,5543,1,43,115
528,5544,1,44,116
529,5545,1,52,116
530,5546,1,52,116
531,5547,1,56,114
532,5548,1,40,114
533,5549,1,41,114
534,5550,1,42,114
535,5551,1,42,114
536,5552,1,42,114
537,5553,1,42,114
538,5554,1,42,114
539,5555,1,42,114
540,5556,1,43,115
541,5557,1,43,115
542,5558,1,43,115
543,5559,1,43,115
544,5560,1,43,115
545,5561,1,44,116
546,5562,1,52,116
547,5563,1,52,116
548,5564,1,51,114
549,5565,1,54,114
550,5566,1,41,114
551,5567,1,42,114
552,5568,1,42,114
553,5569,1,42,114
554,5570,1,42,114
555,5571,1,42,114
556,5572,1,42,114
557,5573,1,43,115
558,5574,1,43,115
559,5575,1,43,115
560,5576,1,43,115
561,5577,1,44,115
562,5578,1,52,116
563,5579,1,52,116
564,5580,1,52,116
565,5581,1,51,114
566,5582,1,54,114
567,5583,1,41,114
568,5584,1,42,114
569,5585,1,42,114
570,5586,1,42,114
571,5587,1,42,114
572,5588,1,42,114
573,5589,1,42,114
574,5590,1,43,115
575,5591,1,43,115
576,5592,1,43,115
577,5593,1,43,115
578,5594,1,44,115
579,5595,1,52,116
580,5596,1,52,116
581,5597,1,52,116
582,5598,1,51,114
583,5599,1,54,114
584,5600,1,41,114
585,5601,1,42,114
586,5602,1,42,114
587,5603,1,42,114
588,5604,1,42,114
589,5605,1,42,114
590,5606,1,43,114
591,5607,1,43,115
592,5608,1,43,115
593,5609,1,43,115
594,5610,1,43,115
595,5611,1,44,115
596,5612,1,52,116
597,5613,1,52,116
598,5614,1,52,116
599,5618,1,38,114
600,5619,1,54,114
601,5620,1,42,114
602,5621,1,42,114
603,5622,1,42,114
604,5623,1,43,115
605,5624,1,43,115
606,5625,1,44,116
607,5626,1,52,116
608,5631,1,38,114
609,5632,1,40,114
610,5633,1,42,114
611,5634,1,42,114
612,5635,1,42,114
613,5636,1,43,115
614,5637,1,43,115
615,5638,1,44,116
616,5639,1,52,116
617,5643,1,38,114
618,5644,1,54,114
619,5645,1,42,114
620,5646,1,42,114
621,5647,1,42,114
622,5648,1,43,115
623,5649,1,43,115
624,5650,1,44,116
625,5651,1,52,116
626,5655,1,51,114
627,5656,1,41,114
628,5657,1,42,114
629,5658,1,42,114
630,5659,1,42,114
631,5660,1,43,115
632,5661,1,43,115
633,5662,1,52,116
634,5663,1,51,114
635,5664,1,41,114
636,5665,1,42,114
637,5666,1,42,114
638,5667,1,42,114
639,5668,1,43,115
640,5669,1,43,115
641,5670,1,52,116
642,5671,1,51,114
643,5672,1,41,114
644,5673,1,42,114
645,5674,1,42,114
646,5675,1,42,114
647,5676,1,43,115
648,5677,1,43,115
649,5678,1,44,116
650,5679,1,52,116
651,5689,1,38,114
652,5690,1,40,114
653,5691,1,42,114
654,5692,1,42,114
655,5693,1,42,114
656,5694,1,43,115
657,5695,1,43,115
658,5696,1,44,116
659,5697,1,57,116
660,5701,1,38,114
661,5702,1,54,114
662,5703,1,42,114
663,5704,1,42,114
664,5705,1,42,114
665,5706,1,43,115
666,5707,1,43,115
667,5708,1,44,116
668,5709,1,52,116
669,5713,1,38,114
670,5714,1,40,114
671,5715,1,42,114
672,5716,1,42,114
673,5717,1,42,114
674,5718,1,43,115
675,5719,1,43,115
676,5720,1,44,116
677,5721,1,52,116
678,5725,1,51,114
679,5726,1,41,114
680,5727,1,42,114
681,5728,1,42,114
682,5729,1,43,114
683,5730,1,43,115
684,5731,1,43,115
685,5732,1,52,116
686,5733,1,54,114
687,5734,1,41,114
688,5735,1,42,114
689,5736,1,42,114
690,5737,1,43,114
691,5738,1,43,115
692,5739,1,43,115
693,5740,1,52,116
694,5741,1,51,114
695,5742,1,41,114
696,5743,1,42,114
697,5744,1,42,114
698,5745,1,43,114
699,5746,1,43,115
700,5747,1,43,115
701,5748,1,44,116
702,5757,1,58,117
703,5758,1,59,117
704,5759,1,59,117
705,5760,1,59,117
706,5761,1,59,117
707,5762,1,59,117
708,5763,1,59,117
709,5764,1,59,117
710,5765,1,59,117
711,5766,1,60,118
712,5767,1,61,118
713,5768,1,61,118
714,5772,1,59,117
715,5773,1,59,117
716,5774,1,59,117
717,5775,1,59,117
718,5776,1,59,117
719,5777,1,59,117
720,5778,1,59,117
721,5779,1,59,117
722,5780,1,59,117
723,5781,1,60,118
724,5782,1,61,118
725,5783,1,61,118
726,5784,1,62,117
727,5785,1,63,117
728,5786,1,64,117
729,5787,1,64,117
730,5788,1,64,117
731,5789,1,61,118
732,5790,1,65,119
733,5791,1,65,119
734,5792,1,65,119
735,5793,1,65,119
736,5794,1,65,119
737,5795,1,65,119
738,5796,1,65,119
739,5797,1,65,119
740,5798,1,65,119
741,5799,1,65,119
742,5800,1,65,119
743,5801,1,65,119
744,5802,1,65,119
745,5803,1,65,119
746,5804,1,65,119
747,5805,1,65,119
748,5806,1,65,119
749,5807,1,65,119
750,5822,1,66,114
751,5823,1,67,114
752,5824,1,67,114
753,5825,1,68,115
754,5826,1,68,115
755,5827,1,68,115
756,5828,1,68,115
757,5829,1,68,115
758,5830,1,68,115
759,5831,1,68,115
760,5832,1,68,115
761,5833,1,68,115
762,5834,1,68,115
763,5994,1,69,120
764,5995,1,70,120
765,5996,1,71,120
766,5997,1,71,120
767,5998,1,69,120
768,5999,1,69,120
769,6000,1,71,120
770,6001,1,71,120
771,6002,1,70,120
772,6003,1,70,120
773,6004,1,71,120
774,6005,1,71,120
775,6006,1,70,120
776,6007,1,71,120
777,6008,1,71,120
778,6009,1,69,120
779,6010,1,70,120
780,6011,1,71,120
781,6012,1,72,120
782,6013,1,72,120
783,6014,1,70,120
784,6015,1,70,120
785,6016,1,71,120
786,6017,1,71,120
787,6019,1,70,120
788,6020,1,71,120
789,6021,1,70,120
790,6022,1,71,120
791,6023,1,70,120
792,6024,1,71,""
793,6025,1,71,""
794,6026,1,73,""
795,6027,1,71,""
796,6028,1,73,""
797,6029,1,69,""
798,6030,1,71,""
799,6031,1,71,""
800,6032,1,73,""
801,6033,1,71,""
802,6723,1,71,""
803,6724,1,70,""
804,6035,1,72,120
805,6038,1,72,120
806,6040,1,69,120
807,6041,1,71,120
808,6042,1,69,""
809,6043,1,71,""
810,6044,1,72,""
811,6045,1,71,""
812,6046,1,69,""
813,6047,1,69,""
814,6048,1,73,""
815,6051,1,71,120
816,6052,1,70,120
817,6053,1,71,""
818,6054,1,71,120
819,6055,1,70,""
820,6056,1,71,""
821,6057,1,69,120
822,6058,1,71,120
823,6059,1,70,120
824,6060,1,70,120
825,6061,1,70,120
826,6062,1,69,120
827,6064,1,70,120
828,6066,1,69,120
829,6067,1,72,""
830,6069,1,69,""
831,6070,1,72,""
832,6071,1,69,120
833,6072,1,72,120
834,6073,1,72,120
835,6074,1,72,120
836,6075,1,72,120
837,6077,1,72,120
838,6078,1,72,120
839,6079,1,70,120
840,6080,1,72,120
841,6081,1,71,120
842,6082,1,71,120
843,6083,1,71,120
844,6084,1,70,120
845,6085,1,72,120
846,6086,1,70,120
847,6087,1,70,120
848,6088,1,69,120
849,6089,1,71,120
850,6090,1,72,""
851,6091,1,71,""
852,6092,1,69,""
853,6093,1,72,""
854,6094,1,71,""
855,6095,1,72,""
856,6096,1,72,""
857,6097,1,72,""
858,6098,1,72,""
859,6099,1,71,""
860,6100,1,69,120
861,6101,1,71,120
862,6102,1,72,120
863,6103,1,70,120
864,6104,1,71,120
865,6105,1,70,120
866,6106,1,71,120
867,6107,1,71,120
868,6108,1,72,120
869,6109,1,72,120
870,6110,1,71,120
871,6111,1,72,120
872,6112,1,72,120
873,6113,1,72,120
874,6114,1,72,120
875,6115,1,72,120
876,6116,1,72,120
877,6117,1,70,120
878,6118,1,70,""
879,6119,1,69,""
880,6120,1,71,120
881,6122,1,72,""
882,6123,1,72,""
883,6124,1,72,""
884,6125,1,72,""
885,6126,1,72,""
886,6127,1,71,""
887,6128,1,71,""
888,6129,1,69,120
889,6130,1,70,120
890,6131,1,71,120
891,6132,1,70,120
892,6133,1,70,120
893,6134,1,71,""
894,6135,1,71,120
895,6136,1,70,120
896,6137,1,70,120
897,6138,1,70,120
898,6140,1,72,120
899,6142,1,70,120
900,6143,1,71,""
901,6144,1,71,""
902,6145,1,69,""
903,6146,1,69,""
904,6147,1,69,""
905,6149,1,73,""
906,6152,1,73,""
907,6151,1,69,""
908,6153,1,72,120
909,6154,1,72,120
910,6155,1,72,120
911,6156,1,71,120
912,6157,1,69,120
913,6158,1,73,""
914,6159,1,73,""
915,6160,1,71,""
916,6161,1,72,""
917,6162,1,71,120
918,6163,1,69,""
919,6164,1,69,""
920,6165,1,73,""
921,6166,1,71,120
922,6167,1,73,""
923,6168,1,73,""
924,6169,1,71,""
925,6170,1,74,""
926,6171,1,71,120
927,6172,1,71,120
928,6173,1,72,""
929,6174,1,69,120
930,6175,1,70,120
931,6176,1,69,""
932,6177,1,69,""
933,6178,1,73,""
934,6179,1,73,""
935,6180,1,73,""
936,6181,1,70,120
937,6182,1,74,""
938,6183,1,72,120
939,6185,1,72,120
940,6187,1,72,120
941,6189,1,71,120
942,6190,1,69,120
943,6191,1,71,120
944,6192,1,69,120
945,6195,1,72,""
946,6196,1,70,120
947,6197,1,71,120
948,6198,1,74,""
949,6199,1,72,120
950,6200,1,71,120
951,6201,1,71,120
952,6202,1,71,120
953,6203,1,69,120
954,6204,1,72,120
955,6229,1,70,120
956,6240,1,69,120
957,6241,1,69,120
958,6243,1,69,""
959,6245,1,72,120
960,6246,1,72,120
961,6247,1,72,120
962,6248,1,72,120
963,6249,1,72,120
964,6250,1,72,120
965,6251,1,70,120
966,6252,1,70,120
967,6255,1,71,120
968,6256,1,71,120
969,6257,1,69,120
970,6259,1,72,""
971,6260,1,69,120
972,6261,1,69,120
973,6262,1,69,120
974,6263,1,69,120
975,6264,1,69,""
976,6265,1,69,120
977,6266,1,72,120
978,6267,1,72,120
979,6268,1,72,120
980,6269,1,71,120
981,6270,1,71,120
982,6271,1,70,120
983,6272,1,70,120
984,6273,1,69,""
985,6274,1,69,""
986,6275,1,69,""
987,6276,1,69,""
988,6277,1,70,120
989,6278,1,72,""
990,6279,1,69,120
991,6280,1,69,120
992,6281,1,70,120
993,6282,1,69,120
994,6283,1,69,120
995,6284,1,71,120
996,6286,1,71,120
997,6287,1,71,120
998,6289,1,70,120
999,6290,1,70,120
1000,6291,1,69,120
1001,6725,1,69,120
1002,6293,1,69,""
1003,6294,1,69,120
1004,6295,1,70,120
1005,6296,1,71,120
1006,6297,1,70,120
1007,6298,1,71,120
1008,6299,1,71,""
1009,6300,1,72,""
1010,6301,1,69,""
1011,6302,1,70,120
1012,6303,1,73,""
1013,6304,1,71,120
1014,6305,1,70,120
1015,6306,1,69,120
1016,6307,1,70,120
1017,6308,1,70,120
1018,6309,1,69,120
1019,6310,1,72,""
1020,6311,1,73,""
1021,6312,1,69,""
1022,6313,1,71,120
1023,6314,1,73,""
1024,6315,1,73,""
1025,6316,1,73,""
1026,6317,1,70,""
1027,6318,1,70,""
1028,6319,1,72,""
1029,6320,1,72,""
1030,6321,1,73,""
1031,6322,1,71,""
1032,6323,1,73,""
1033,6324,1,71,""
1034,6325,1,73,""
1035,6326,1,71,""
1036,6327,1,73,""
1037,6328,1,70,""
1038,6329,1,70,""
1039,6330,1,70,""
1040,6331,1,69,120
1041,6332,1,71,120
1042,6333,1,71,120
1043,6334,1,69,120
1044,6335,1,71,120
1045,6336,1,71,120
1046,6337,1,69,120
1047,6338,1,70,""
1048,6339,1,70,""
1049,6340,1,70,""
1050,6341,1,70,""
1051,6342,1,70,""
1052,6343,1,70,""
1053,6344,1,72,120
1054,6345,1,71,120
1055,6346,1,70,120
1056,6347,1,71,120
1057,6348,1,69,120
1058,6349,1,69,120
1059,6350,1,69,120
1060,6354,1,69,""
1061,6355,1,69,""
1062,6357,1,69,120
1063,6358,1,70,120
1064,6359,1,69,120
1065,6360,1,71,120
1066,6361,1,70,120
1067,6362,1,73,""
1068,6363,1,73,""
1069,6364,1,69,120
1070,6365,1,70,120
1071,6366,1,69,120
1072,6367,1,71,120
1073,6368,1,70,120
1074,6369,1,72,120
1075,6370,1,71,120
1076,6371,1,73,""
1077,6372,1,69,120
1078,6373,1,72,120
1079,6374,1,70,120
1080,6375,1,69,120
1081,6376,1,72,120
1082,6377,1,69,120
1083,6378,1,69,120
1084,6379,1,72,120
1085,6380,1,69,""
1086,6381,1,72,120
1087,6382,1,73,""
1088,6383,1,72,120
1089,6384,1,69,""
1090,6385,1,73,""
1091,6386,1,70,120
1092,6387,1,70,120
1093,6388,1,70,120
1094,6391,1,69,120
1095,6392,1,70,120
1096,6393,1,69,120
1097,6394,1,70,120
1098,6395,1,71,120
1099,6396,1,69,120
1100,6397,1,72,""
1101,6398,1,72,""
1102,6399,1,70,120
1103,6400,1,71,120
1104,6401,1,72,120
1105,6402,1,69,""
1106,6403,1,69,120
1107,6404,1,72,120
1108,6405,1,69,""
1109,6406,1,72,""
1110,6407,1,70,120
1111,6408,1,69,120
1112,6409,1,71,120
1113,6410,1,72,120
1114,6411,1,69,""
1115,6412,1,72,""
1116,6413,1,69,120
1117,6414,1,72,""
1118,6415,1,69,""
1119,6416,1,70,120
1120,6417,1,72,120
1121,6418,1,69,""
1122,6419,1,69,120
1123,6420,1,71,120
1124,6421,1,70,""
1125,6422,1,70,120
1126,6423,1,71,""
1127,6424,1,73,""
1128,6425,1,72,120
1129,6426,1,69,120
1130,6465,1,71,""
1131,6466,1,69,120
1132,6467,1,72,120
1133,6468,1,72,120
1134,6469,1,70,120
1135,6470,1,72,120
1136,6471,1,69,120
1137,6472,1,71,120
1138,6474,1,69,""
1139,6475,1,69,""
1140,6476,1,73,""
1141,6477,1,73,120
1142,6478,1,71,120
1143,6479,1,72,120
1144,6480,1,69,120
1145,6481,1,71,120
1146,6482,1,71,120
1147,6483,1,72,120
1148,6484,1,69,""
1149,6485,1,69,""
1150,6486,1,71,120
1151,6487,1,69,120
1152,6488,1,69,120
1153,6489,1,69,120
1154,6490,1,70,120
1155,6491,1,69,120
1156,6492,1,70,120
1157,6493,1,69,""
1158,6494,1,69,120
1159,6495,1,69,""
1160,6496,1,71,120
1161,6497,1,69,120
1162,6498,1,72,""
1163,6503,1,71,120
1164,6504,1,72,120
1165,6505,1,69,""
1166,6506,1,69,120
1167,6507,1,72,120
1168,6508,1,72,""
1169,6509,1,71,""
1170,6510,1,72,120
1171,6511,1,71,120
1172,6512,1,69,120
1173,6513,1,71,120
1174,6514,1,72,120
1175,6515,1,71,""
1176,6516,1,71,120
1177,6517,1,69,120
1178,6518,1,72,120
1179,6519,1,71,120
1180,6520,1,71,120
1181,6521,1,69,120
1182,6522,1,70,120
1183,6523,1,69,""
1184,6524,1,73,""
1185,6526,1,69,120
1186,6527,1,69,120
1187,6528,1,69,120
1188,6529,1,69,120
1189,6530,1,71,120
1190,6531,1,69,120
1191,6532,1,69,120
1192,6534,1,72,120
1193,6533,1,69,120
1194,6535,1,69,120
1195,6536,1,69,120
1196,6537,1,69,120
1197,6538,1,69,120
1198,6539,1,69,120
1199,6540,1,69,120
1200,6542,1,73,""
1201,6541,1,69,""
1202,6543,1,73,""
1203,6544,1,72,""
1204,6702,1,72,120
1205,6703,1,72,120
1206,6701,1,69,120
1207,6707,1,69,120
1208,6704,1,71,120
1209,6546,1,73,""
1210,6545,1,69,""
1211,6726,1,73,""
1212,6727,1,73,""
1213,6728,1,71,""
1214,6729,1,72,""
1215,6730,1,71,""
1216,6731,1,69,""
1217,6732,1,72,""
1218,6733,1,69,""
1219,6734,1,69,""
1220,6735,1,73,""
1221,6736,1,71,""
1222,6737,1,72,""
1223,6738,1,69,""
1224,6739,1,72,""
1225,6743,1,75,""
1226,6744,1,75,""
1227,6745,1,75,""
1228,6755,1,76,""
1229,6756,1,76,""
1230,6757,1,76,""
1231,6758,1,76,""
1232,6759,1,76,""
1233,6760,1,76,""
1234,6761,1,76,""
1235,6762,1,76,""
1236,6763,1,77,""
1237,6764,1,77,""
1238,6765,1,77,""
1239,6766,1,77,""
1240,6767,1,77,""
1241,6768,1,77,""
1242,6769,1,77,""
1243,6770,1,78,""
1244,6771,1,78,""
1245,6772,1,78,""
1246,6773,1,78,""
