"rownum","Id","Text","XBoxText","XBoxText2","HASH32","PlaystationText","string"
27,"PvPRoundXOfY","Round <valuedefault>{{{0}}} of <valuedefault>{{{1}}}","","",676189538,"",""
28,"PvPFlagTaken","{0} Team's flag has been taken","","",4034670007,"",""
29,"PvPFlagCaptured","{0} Team captured a flag","","",2866411882,"",""
30,"PvPFlagReturned","{0} Team's flag has been returned","","",2925810872,"",""
31,"PositiveNumber","+{0}","","",1108423905,"",""
32,"NegativeNumber","{0}","","",3349626252,"",""
33,"Percentage","{0}%","","",1677860568,"",""
34,"NumberRange","{0}-{1}","","",309782114,"",""
35,"TimeS","{0}","","",2051226451,"",""
36,"TimeMS","{0} and {1}","","",1065249420,"",""
37,"TimeHMS","{0}, {1}, and {2}","","",3983550510,"",""
38,"TimeDHMS","{0}, {1}, {2}, and {3}","","",4158702961,"",""
39,"TimeSeconds1","1 second","","",2807694235,"",""
40,"TimeSecondsN","{0} seconds","","",2890677444,"",""
41,"TimeMinutes1","1 minute","","",665305349,"",""
42,"TimeMinutesN","{0} minutes","","",1365658360,"",""
43,"TimeHours1","1 hour","","",2719451484,"",""
44,"TimeHoursN","{0} hours","","",1661968187,"",""
45,"TimeDays1","1 day","","",3414308354,"",""
46,"TimeDaysN","{0} days","","",1637934387,"",""
47,"Stairs","Stairs","","",2138038182,"",""
48,"MerveilArenaName","Merveil's Lair","","",3397279621,"",""
49,"BrutusArenaName","The Warden's Chambers","","",732914757,"",""
50,"BrutusAreaName","The Warden's Quarters","","",379298330,"",""
51,"OversoulArenaName","Pyramid Apex","","",911990357,"",""
52,"WeaverArenaName","The Weaver's Nest","","",1998328170,"",""
53,"MapWeaverArenaName","The Loom Chamber","","",2731574536,"",""
54,"MapTropicalIslandCave","Cave","","",4133043757,"",""
55,"MapDungeonTransition","Opening","","",214387983,"",""
56,"ChatSuppressionToggled","Chat suppression {0}","","",750697920,"",""
57,"ON","ON","","",40041830,"",""
58,"OFF","OFF","","",792911763,"",""
59,"OK","OK","","",313245910,"",""
60,"ActionFlask","Use flask in slot {0}","","",82985129,"",""
61,"ActionSkill","Use bound skill {0}","","",1743454225,"",""
62,"ActionAttackInPlace","Attack in place","","",1049578971,"",""
63,"ActionWeaponSwap","Weapon swap","","",1185678377,"",""
64,"ActionDetonateMines","Detonate mines","","",786396043,"",""
65,"ActionHighlightStuff","Highlight items and objects","","",3914832784,"",""
66,"ActionToggleHighlighting","Toggle highlighting","","",185284004,"",""
67,"ActionEnableCorpseTargeting","Enable corpse targeting","","",1002389647,"",""
68,"ActionChat","Chat","","",1045948793,"",""
69,"ActionChatCommand","Chat Command","","",4076338038,"",""
70,"ActionToggleOverlayMap","Overlay Map","","",3067509084,"",""
71,"ActionOpenOptionsPanel","Options","Options Menu","",4068914542,"",""
72,"ActionOpenCharacterPanel","Character Screen","Character","",2755982745,"",""
73,"ActionOpenSocialPanel","Social Screen","Social Menu","Social Menu",2352219498,"Social Menu",""
74,"ActionOpenLadderPanel","Ladder Screen","","",1065117290,"",""
75,"ActionOpenInventoryPanel","Inventory","Inventory","",3729488291,"",""
76,"ActionOpenChallengePanel","Challenges/Achievements","","",1921730608,"",""
77,"ActionOpenEventsPanel","Events","","",3269057420,"",""
78,"ActionOpenWorldPanel","World Screen","Quests","",4002122015,"",""
79,"ActionOpenPassivePanel","Passive Skill Tree","Passives","",4032113331,"",""
80,"ActionOpenMtxStash","Microtransaction Stash","","",4032433132,"",""
81,"ActionOpenMarketPanel","Market Panel","<rgb(113,178,95)>{Microtransactions}","",2025880164,"",""
82,"ActionOpenGuidebookPanel","Help Panel","","",3964036413,"",""
83,"ActionCloseAllPanels","Close All User Interface","","",2732454597,"",""
84,"ActionScreenshot","Take a screenshot","","",1873565171,"",""
85,"ActionZoomIn","Zoom the camera in","","",1157312821,"",""
86,"ActionZoomOut","Zoom the camera out","","",417912511,"",""
87,"ActionTogglePerfGraphs","Toggle Performance Metrics","","",2426729589,"",""
88,"ActionEnableKeyPickup","Item pickup key","","",2283312710,"",""
89,"UIOpenPanelDescription","{0} ({1})","","",4266773671,"",""
90,"UIOpenPanelDescriptionNoKey","{0}","","",3397484577,"",""
91,"UIOpenChatDescription","{0} ({1}, SHIFT + {1} for Global chat, CTRL + {1} for Whisper chat)","","",3869157629,"",""
92,"EternalLaboratoryName","Eternal Laboratory","","",1171213618,"",""
93,"WeaponSwapFailed","Set up a second weapon set in your inventory to use weapon swap.","","",3849565009,"",""
94,"CorpseSuffix"," (Corpse)","","",1568335048,"",""
95,"PlayerHighlight","{0} (Level {1})","","",281414939,"",""
96,"ResistsElemental","Resists Elemental Damage","","",2355501115,"",""
97,"ResistsFire","Resists Fire","","",3428830622,"",""
98,"ResistsCold","Resists Cold","","",3865474588,"",""
99,"ResistsLightning","Resists Lightning","","",2005866005,"",""
100,"ResistsChaos","Resists Chaos","","",1964490952,"",""
101,"VulnerableToElemental","Vulnerable to Elemental Damage","","",1048636618,"",""
102,"VulnerableToFire","Vulnerable to Fire","","",379623504,"",""
103,"VulnerableToCold","Vulnerable to Cold","","",223244546,"",""
104,"VulnerableToLightning","Vulnerable to Lightning","","",770197332,"",""
105,"VulnerableToChaos","Vulnerable to Chaos","","",137186857,"",""
106,"PvPFlagDropped","{0} Team's flag has been dropped.","","",3506951400,"",""
107,"Portal","Portal","","",1204384410,"",""
108,"Enter","Enter","","",3180686087,"",""
109,"AtziriArenaName","The Queen's Chamber","","",2709061525,"",""
110,"Arena","Arena","","",2642601211,"",""
111,"Cancel","Cancel","","",4064386533,"",""
112,"Yes","Yes","","",1353070260,"",""
113,"No","No","","",2178273524,"",""
114,"Back","Back","","",4187115617,"",""
115,"ClickToLevelGemText","Click to level up this {0} gem\r\nRight click to dismiss this without levelling the gem","","",1076314027,"",""
116,"ClickToLevelGemLabel","Click to level up","","",2290695098,"",""
117,"CannotLevelGemText","You cannot level up this {0} gem because you don't meet the requirements\r\nRight click to dismiss this","You cannot level up this {0} gem because you don't meet the requirements.","",611863938,"",""
118,"CannotLevelGemLabel","Gem cannot level up","","",2934131460,"",""
119,"OrbLifeValue","Life","","",2482551225,"",""
120,"OrbShieldValue","Shield","","",562278259,"",""
121,"OrbManaValue","Mana","","",4159889721,"",""
122,"OrbReservedLifeValue","Reserved","","",820937648,"",""
123,"OrbReservedManaValue","Reserved","","",2060596384,"",""
124,"HUDPassivePoint","{0} Passive Skill Point available","","",931351525,"",""
125,"HUDPassivePoints","{0} Passive Skill Points available","","",712908930,"",""
126,"HUDPassiveAllocation","{0} unconfirmed Passive Skill change","","",3139237071,"",""
127,"HUDPassiveAllocations","{0} unconfirmed Passive Skill changes","","",1610163065,"",""
128,"HUDPassiveRefund","{0} unconfirmed Passive Skill refund","","",2254250599,"",""
129,"HUDPassiveRefunds","{0} unconfirmed Passive Skill refunds","","",4172341501,"",""
130,"PassiveTreePanelTitle","Passive Skills","Passives","",15793221,"",""
131,"PassiveTreeRefundLeft","{0} Refund Point Left","","",2084859550,"",""
132,"PassiveTreeRefundsLeft","{0} Refund Points Left","","",864457643,"",""
133,"PassiveTreePointLeft","{0} Point Left","","",2620690382,"",""
134,"PassiveTreePointsLeft","Skill Points:","","",3502198058,"",""
135,"PassiveTreeAscendancyPointLeft","{0} Ascendancy Point Left","","",3495526896,"",""
136,"PassiveTreeAscendancyPointsLeft","{0} Ascendancy Points Left","","",160192305,"",""
137,"PassiveTreeApplyPoints","Apply Points","","",416132940,"",""
138,"PassiveTreeApplyRefunds","Apply Refunds","","",76675089,"",""
139,"PassiveTreeRefundMode","Refund Passives","","",634281553,"",""
140,"PassiveTreeResetButton","Reset all Passives","","",851652802,"",""
141,"PassiveTreeResetButtonWarning","This will reset all of your passive skills. We are unable to reset them again later if you make a mistake re-allocating them. Do you want to proceed?","","",1755892621,"",""
142,"PassiveTreeResetMessageTitle","Full Passive Skill Reset","","",3081782401,"",""
143,"PassiveTreeResetMessageDescription","Your character has been granted a one-use full passive skill reset. If you allocate or refund any other passives before using this opportunity then it will be lost.","","",3197120837,"",""
144,"PassiveTreeResetApplyWarning","Allocating or refunding a passive skill will remove your ability to take advantage of the one-off full passive skill reset.","","",2190156233,"",""
145,"PassiveTreeStrengthRequired","{0} more [Strength|Strength] required","","",869053623,"",""
146,"PassiveTreeDexterityRequired","{0} more [Dexterity|Dexterity] required","","",3688262230,"",""
147,"PassiveTreeIntelligenceRequired","{0} more [Intelligence|Intelligence] required","","",3223226935,"",""
148,"PassiveTreeItemRequirements","Item Requirements:","","",1450941909,"",""
149,"PassiveTreeChangeConfirmation","Do you want to apply your passive skill changes?","","",1291024192,"",""
150,"PassiveTreeConfirmation","Do you want to proceed?","","",1737871819,"",""
151,"PassiveNodeAllocate","Click to allocate","<<xbox_button_a>> to allocate","",1690177838,"",""
152,"PassiveNodeUnallocate","Click to unallocate","<<xbox_button_a>> to unallocate","",3694768347,"",""
153,"PassiveNodeRequirementsNotMet","Requirements not met","","",3278363311,"",""
154,"PassiveNodeUnallocated","Unallocated","","",1906264842,"",""
155,"PassiveTreeSaveBuild","Save Plan","","",2108726996,"",""
156,"PassiveTreeSaveAllocated","Save Build","","",3029146167,"",""
157,"PassiveTreeModifyBuild","Modify Plan","","",320097626,"",""
158,"PassiveTreeClearBuild","Clear Plan","","",4168547533,"",""
159,"PassiveTreeErrorWrongClass","This build is intended for {0} characters.","","",1874388753,"",""
160,"PassiveTreeErrorPassiveDoesNotExist","Cannot read from file.\nThe build file may be using an older version of the skill tree or may contain corrupted data.","","",3405446329,"",""
161,"PassiveTreeBuildLoaded","Build Loaded: ","","",2703427451,"",""
162,"PassiveTreeBuildSaved","Build Saved: ","","",1737272639,"",""
163,"Level","Level","","",1564186719,"",""
164,"Experience","Experience","","",1135644432,"",""
165,"StrengthDescription","1 [Strength|Strength] = +2 Life\r\n5 [Strength|Strength] = +1 Strength [SupportGem|Support Gem] Capacity","","",502591132,"",""
166,"DexterityDescription","1 [Dexterity|Dexterity] = +5 [Accuracy|Accuracy]\r\n5 [Dexterity|Dexterity] = +1 Dexterity [SupportGem|Support Gem] Capacity","","",133325521,"",""
167,"IntelligenceDescription","1 [Intelligence] = +2 Mana\r\n5 [Intelligence|Intelligence] = +1 Intelligence [SupportGem|Support Gem] Capacity","","",1789395335,"",""
168,"Strength","[Strength|Strength]","","",1433993798,"",""
169,"Dexterity","[Dexterity|Dexterity]","","",2200457956,"",""
170,"Intelligence","[Intelligence|Intelligence]","","",4289816825,"",""
171,"StrengthShort","[Strength|Str]","Str","",3274737212,"",""
172,"DexterityShort","[Dexterity|Dex]","Dex","",1681666402,"",""
173,"IntelligenceShort","[Intelligence|Int]","Int","",1927062563,"",""
174,"CharacterPanelTitle","Character","","",2446296958,"",""
175,"ExperienceBarPopup1","Level {1} <normal>{{({0}{2}%)}}","","",2986957252,"",""
176,"ExperienceBarPopup2","Current Exp: <normal>{{{0}}} / Next Level: <normal>{{{1}}}","","",135563749,"",""
177,"ExperienceBarPopup3","Exp Per Hour: {0}","","",2450732640,"",""
178,"MapOverlayMonsterLevel","Monster Level: {0}","","",1532933650,"",""
179,"MapOverlayLeague","{0} League","","",4032306906,"",""
180,"MapOverlayRealm","{0} Realm","","",1106390316,"",""
181,"Continue","Continue","","",1508132616,"",""
182,"Goodbye","Goodbye","","",1453395088,"",""
183,"Quality","[Quality]","","",2858785479,"",""
184,"ItemViewSocketsNotShown","[Sockets not shown]","","",527743866,"",""
185,"ItemViewDefencesNotShown","[Defences not shown]","","",1734671844,"",""
186,"ItemViewSocketsAndDefencesNotShown","[Sockets and Defences not shown]","","",3218243493,"",""
187,"ItemViewSkillGemReadyToLevel","This skill gem is ready to level up.","","",2904299305,"",""
188,"ItemLevelPopup","Item Level {0}","","",29425737,"",""
189,"WorldPanelTitle","World","Quests","",4240008071,"",""
190,"WorldPanelAct","Act {0}","","",2813436079,"",""
191,"WorldPanelPart","Part {0}","","",396361781,"",""
192,"MapLegendTitle","Map Legend","","",3725936671,"",""
193,"MapLegendCurrentLocation","Current Location","","",868323728,"",""
194,"MapLegendTown","Town","","",3147658733,"",""
195,"MapLegendUnknownArea","Unknown Area","","",95254404,"",""
196,"MapLegendKnownArea","Visited Area","","",1315035060,"",""
197,"MapLegendKnownAreaWaypoint","Area with Inactive Waypoint","","",3437093427,"",""
198,"MapLegendKnownAreaWaypointEnabled","Area with Active Waypoint","","",645213164,"",""
199,"MapLegendQuestLocation","Quest Location","","",3602297530,"",""
200,"MapLegendConnection","Connection","","",451681003,"",""
201,"MapLegendCannotTravel","Blockage (Hover for Info)","Blockage","",2874284223,"",""
202,"MapLegendHideout","Hideout","","",1680633138,"",""
203,"ChatErrorUnknownRealm","That realm does not exist.","","",140865553,"",""
204,"ChatTimeoutMessage","Timeout while joining {0} chat.","","",1739553442,"",""
205,"ChatTimeoutMessageChannel","Timeout while joining {0} chat channel {1}","","",2127175811,"",""
206,"ChatTimeoutMessageTrade","trade","","",2492596108,"",""
207,"ChatTimeoutMessageGlobal","global","","",4184329022,"",""
208,"ChatBoxChannelNameGlobal","Global","","",2781001569,"",""
209,"ChatBoxChannelNameLocal","Local","","",2225427858,"",""
210,"ChatBoxChannelNameTrade","Trade","","",1912556515,"",""
211,"ChatBoxChannelNameParty","Party","","",516553854,"",""
212,"ChatBoxChannelNameWhisper","Whisper","","",4115475819,"",""
213,"ChatBoxChannelNameGuild","Guild","","",2642488696,"",""
214,"ChatBoxChannelNameServer","Server","","",470669185,"",""
215,"ChatBoxGlobalCheckboxLabel","Global","","",1160490904,"",""
216,"ChatBoxTradeCheckboxLabel","Trade","","",3114937465,"",""
217,"ChatBoxGuildCheckboxLabel","Guild","","",2647941756,"",""
218,"ChatBoxChannelPopupJoining","Joining {0} channel {1}...","","",447716955,"",""
219,"ChatBoxChannelPopupJoiningWithLanguage","Joining {0} channel {2} {1}...","","",2206279395,"",""
220,"ChatBoxChannelPopupNotConnected","Not Connected","","",1357317222,"",""
221,"ChatBoxChannelPopupConnectedTo","Connected to {0} channel {1}","","",992628252,"",""
222,"ChatBoxChannelPopupConnectedToWithLanguage","Connected to {0} channel {2} {1}","","",220747818,"",""
223,"WhisperHelp","Use \""@CharacterName\"" to whisper characters by name.","","",1485310221,"",""
224,"WeaponClassDisplayNameOneHandedSword","One Handed Sword","","",3154203268,"",""
225,"WeaponClassDisplayNameThrustingOneHandedSword","Thrusting One Handed Sword","","",3464036925,"",""
226,"WeaponClassDisplayNameTwoHandedSword","Two Handed Sword","","",3567807745,"",""
227,"WeaponClassDisplayNameOneHandedMace","One Handed Mace","","",850707106,"",""
228,"WeaponClassDisplayNameTwoHandedMace","Two Handed Mace","","",2022499250,"",""
229,"WeaponClassDisplayNameSceptre","Sceptre","","",4176913169,"",""
230,"WeaponClassDisplayNameWand","Wand","","",4062693608,"",""
231,"WeaponClassDisplayNameOneHandedAxe","One Handed Axe","","",251851927,"",""
232,"WeaponClassDisplayNameTwoHandedAxe","Two Handed Axe","","",3727278240,"",""
233,"WeaponClassDisplayNameBow","Bow","","",2179654838,"",""
234,"WeaponClassDisplayNameDagger","Dagger","","",1096774080,"",""
235,"WeaponClassDisplayNameStaff","Staff","","",354333148,"",""
236,"WeaponClassDisplayNameClaw","Claw","","",1775170174,"",""
237,"WeaponClassDisplayNameShield","Shield","","",2907531052,"",""
238,"WeaponClassDisplayNameUnarmed","Unarmed","","",3473440847,"",""
239,"WeaponClassDisplayNameFishingRod","Fishing Rod","","",1855601942,"",""
240,"WeaponClassDisplayNameRuneDagger","Rune Dagger","","",826366632,"",""
241,"WeaponClassDisplayNameWarstaff","Quarterstaff","","",306844186,"",""
242,"WeaponClassDisplayNameNotWeapon","NotWeapon","","",2881487952,"",""
243,"WeaponClassDisplayNameSpear","Spear","","",1267493635,"",""
244,"WeaponClassDisplayNameCrossbow","Crossbow","","",2794767772,"",""
245,"WeaponClassDisplayNameFlail","Flail","","",2035299462,"",""
246,"ItemDisplayMapTier","Waystone Tier","","",1831694152,"",""
247,"ItemDisplayTalismanTier","Talisman Tier: {0}","","",1389049833,"",""
248,"ItemDisplayMapQuantityIncrease","Item Quantity","","",2736935967,"",""
249,"ItemDisplaySkillGemLevel","{0}","","",3819867081,"",""
250,"ItemDisplaySkillGemMaxLevel","{0} (Max)","","",1544082856,"",""
251,"ItemDisplaySkillGemMinusLevelFromItem","-{0} Level from Item","","",1683922793,"",""
252,"ItemDisplaySkillGemMinusLevelsFromItem","-{0} Levels from Item","","",2249206827,"",""
253,"ItemDisplaySkillGemMinusLevelFromSupport","-{0} Level from Support","","",413540045,"",""
254,"ItemDisplaySkillGemMinusLevelsFromSupport","-{0} Levels from Support","","",947408441,"",""
255,"ItemDisplaySkillGemMinusLevelFromGlobalStats","-{0} Level from Global Modifiers","","",703724808,"",""
256,"ItemDisplaySkillGemMinusLevelsFromGlobalStats","-{0} Levels from Global Modifiers","","",1104904762,"",""
257,"ItemDisplaySkillGemMinusLevelFromCorruption","-{0} Level from Corruption","","",3003091477,"",""
258,"ItemDisplaySkillGemMinusLevelsFromCorruption","-{0} Levels from Corruption","","",979455479,"",""
259,"ItemDisplaySkillGemPlusLevelFromItem","+{0} Level from Item","","",1835791182,"",""
260,"ItemDisplaySkillGemPlusLevelsFromItem","+{0} Levels from Item","","",683113201,"",""
261,"ItemDisplaySkillGemPlusLevelFromSupport","+{0} Level from Support","","",411784538,"",""
262,"ItemDisplaySkillGemPlusLevelsFromSupport","+{0} Levels from Support","","",297852432,"",""
263,"ItemDisplaySkillGemPlusLevelFromGlobalStats","+{0} Level from Global Modifiers","","",3550628890,"",""
264,"ItemDisplaySkillGemPlusLevelsFromGlobalStats","+{0} Levels from Global Modifiers","","",1800126194,"",""
265,"ItemDisplaySkillGemPlusLevelFromCorruption","+{0} Level from Corruption","","",1186430562,"",""
266,"ItemDisplaySkillGemPlusLevelsFromCorruption","+{0} Levels from Corruption","","",2995793392,"",""
267,"ItemDisplaySkillGemPlusQualityFromItem","+{0}% Quality from Item","","",1364163031,"",""
268,"ItemDisplaySkillGemPlusQualityFromSupport","+{0}% Quality from Support","","",752704220,"",""
269,"ItemDisplaySkillGemPlusQualityFromGlobalStats","+{0}% Quality from Global Modifiers","","",3377312852,"",""
270,"ItemDisplaySkillGemExperience","{0}/{1}","","",3293884297,"",""
271,"ItemDisplaySkillGemCostAndReservationMultiplier","Cost & Reservation Multiplier","","",2495861402,"",""
272,"ItemDisplaySkillGemCostMultiplier","Cost Multiplier","","",1948848715,"",""
273,"ItemDisplaySkillGemReservationMultiplier","Reservation Multiplier","","",86005823,"",""
274,"ItemDisplaySkillGemManaReserved","Reservation","","",1656068422,"",""
275,"ItemDisplaySkillGemManaCost","Cost","","",2810373328,"",""
276,"ItemDisplaySkillGemCastTime","Cast Time","","",54696662,"",""
277,"ItemDisplaySkillGemCastTimeValue","{0}s","","",2202311824,"",""
278,"ItemDisplaySkillGemCriticalStrikeChance","[Critical|Critical Hit] Chance","","",3969730220,"",""
279,"ItemDisplaySkillGemOffHandCriticalStrikeChanceOverride","[Critical|Critical Hit] Chance","","",3561327074,"",""
280,"ItemDisplaySkillGemCooldownTime","Cooldown Time","","",2843616040,"",""
281,"ItemDisplaySkillGemCooldownValue","{0}s","","",3298749863,"",""
282,"ItemDisplaySkillGemCooldownValueCount","{0}s ({1} uses)","","",821866276,"",""
283,"ItemDisplaySkillGemSoulsPerUse","Souls Per Use","","",3328259576,"",""
284,"ItemDisplaySkillGemPreventSoulGainDuration","Soul Gain Prevention","","",2528404244,"",""
285,"ItemDisplaySkillGemSoulsCanStoreUse","Can Store {0} Use","","",2329472104,"",""
286,"ItemDisplaySkillGemSoulsCanStoreUses","Can Store {0} Uses","","",2531143302,"",""
287,"ItemDisplaySkillGemDamageEffectiveness","Effectiveness of Added Damage","","",706244730,"",""
288,"ItemDisplayFlaskLifeRecovery1Second","Recovers {0} Life over {1} Second","","",1613644445,"",""
289,"ItemDisplayFlaskLifeRecoveryNSeconds","Recovers {0} Life over {1} Seconds","","",3583752128,"",""
290,"ItemDisplayFlaskManaRecovery1Second","Recovers {0} Mana over {1} Second","","",2804614063,"",""
291,"ItemDisplayFlaskManaRecoveryNSeconds","Recovers {0} Mana over {1} Seconds","","",164984628,"",""
292,"ItemDisplayFlaskBuffDuration1Second","Lasts {0} Second","","",554074271,"",""
293,"ItemDisplayFlaskBuffDurationNSeconds","Lasts {0} Seconds","","",3928134898,"",""
294,"ItemDisplayFlaskGuardAmount","Protects you from {0} Damage from Hits","","",648633386,"",""
295,"ItemDisplayChargesConsumptionOnUse1Charge","Consumes {0} of {1} Charge on use","","",1336633687,"",""
296,"ItemDisplayChargesConsumptionOnUseNCharges","Consumes {0} of {1} Charges on use","","",2954246699,"",""
297,"ItemDisplayCharges1Charge","Currently has {0} Charge","","",3833209035,"",""
298,"ItemDisplayChargesNCharges","Currently has {0} Charges","","",239890451,"",""
299,"ItemDisplayWeaponPhysicalDamage","[Physical] Damage","","",3154735336,"",""
300,"ItemDisplayWeaponElementalDamage","[ElementalDamage|Elemental] Damage","","",1854685400,"",""
301,"ItemDisplayWeaponChaosDamage","[Chaos] Damage","","",2439427717,"",""
302,"ItemDisplayWeaponCriticalStrikeChance","[Critical|Critical Hit] Chance","","",4107126245,"",""
303,"ItemDisplayWeaponAttacksPerSecond","Attacks per Second","","",428547462,"",""
304,"ItemDisplayWeaponReloadTime","Reload Time","","",3431760882,"",""
305,"ItemDisplayShieldBlockChance","[Block] chance","","",3241405018,"",""
306,"ItemDisplayArmourArmour","[Armour]","","",3866365471,"",""
307,"ItemDisplayArmourEvasionRating","[Evasion|Evasion Rating]","","",1203224446,"",""
308,"ItemDisplayArmourEnergyShield","[EnergyShield|Energy Shield]","","",2876097818,"",""
309,"ItemDisplayStackSize","Stack Size","","",260910150,"",""
310,"ItemDisplayStackSizeValue","{0}/{1}","","",2387825415,"",""
311,"ItemDisplayStackDescription","Shift click to unstack.","Press and hold <<xbox_button_a>> to unstack.","",1949148880,"",""
312,"ItemDisplayHasEffect","Has {0}","","",1726370554,"",""
313,"ItemDisplayHasReskin","Has {0} Skin. You can reclaim this by shift-clicking this item.","Has {0} Skin. You can reclaim this by pressing <<xbox_button_x>>.","",4116733154,"",""
314,"ItemDisplayImprintImprinted","Imprinted","","",1136296550,"",""
315,"ItemDisplayImprintUnidentified","Unidentified","","",1069912939,"",""
316,"ItemDisplayRequirementFromGem","(gem)","","",3876515338,"",""
317,"ItemDisplayRequirementFromJewel","(jewel)","","",3895762858,"",""
318,"ItemPopupCannotUseItem","You cannot use this item. Its stats will be ignored","","",2432324719,"",""
319,"ItemPopupCannotTradeOrModify","Cannot be traded or modified","","",1915746310,"",""
320,"ItemPopupLockedToAccount","Account-bound","","",2571501980,"",""
321,"ItemPopupStolen","Contraband","","",245848207,"",""
322,"ItemPopupUnidentified","Unidentified","","",1390808194,"",""
323,"ItemPopupMirrored","[Mirrored]","","",563664229,"",""
324,"ItemPopupCorrupted","[Corrupted]","","",2344521231,"",""
325,"ItemPopupDroppedInMaps","Waystone Drop","","",3215051825,"",""
326,"ItemPopupNextLevel","Next Level","","",2866489738,"",""
327,"LoadingScreenMessage","Loading...","","",47644815,"",""
328,"GraphicsOptionsApplySettings","Apply Display Settings","","",4065331089,"",""
329,"GraphicsOptionsApplySettingsPopup","Click to apply your display settings changes","","",104966066,"",""
330,"GraphicsOptionsAdapterLabel","Display","","",3854299529,"",""
331,"GraphicsOptionsDisplayModeLabel","Mode","","",1320337203,"",""
332,"GraphicsOptionsDisplayModeWindowed","Windowed","","",2270610761,"",""
333,"GraphicsOptionsDisplayModeFullscreen","Fullscreen","","",3206072097,"",""
334,"GraphicsOptionsDisplayModeWindowedFullscreen","Windowed Fullscreen","","",2433206602,"",""
335,"GraphicsOptionsResolutionLabel","Window Resolution","","",2710293452,"",""
336,"GraphicsOptionsResolutionCustom","{0} (Custom)","","",291157603,"",""
337,"GraphicsOptionsVSyncLabel","VSync","","",4261734159,"",""
338,"GraphicsOptionsDynamicResolution","Dynamic Resolution","","",160064564,"",""
339,"GraphicsOptionsTargetFps","Target Framerate","","",2944497214,"",""
340,"GraphicsOptionsTargetFpsTooltip","The rendering engine will lower your resolution or remove non-essential particles to maintain this target framerate. It's advised that you set it to the lowest framerate you're comfortable with while playing. Setting it to a value that's too high will cause unnecessary resolution drop.","","",1217300196,"",""
341,"GraphicsOptionsWaterDetail","Water Detail Level","","",2434264703,"",""
342,"GraphicsOptionsWaterDetailDownscaled","Low","","",3281885636,"",""
343,"GraphicsOptionsWaterDetailFullres","High (Default)","","",3494539357,"",""
344,"GraphicsOptionsScreenspaceEffects","Lighting","","",2784476771,"",""
345,"GraphicsOptionsScreenspaceEffectsOff","No Shadows (DirectX9 Only)","","",2920969963,"",""
346,"GraphicsOptionsScreenspaceEffectsSSS","Shadows","","",1254670511,"",""
347,"GraphicsOptionsScreenspaceEffectsGI","Shadows + Global Illumination (Default)","","",4251474334,"",""
348,"GraphicsOptionsSSSTooltip","This setting allows the rendering engine to calculate shadows from light sources using image that's already on your screen.","","",1380291128,"",""
349,"GraphicsOptionsGITooltip","Global Illumination extends Point Light Shadows and allows the rendering engine to treat every bright pixel on your screen as an individual light source to produce advanced lighting effects such as ambient occlusion and indirect lighting. While it can significantly improve the look of the game, it can be demanding on GPU, especially on high screen resolutions. ","","",2639288238,"",""
