"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
42,"PoE2GuildHideoutDecorations","Hideout Decorations","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildEffects",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildEffects"
43,"PoE2GuildFeatures","Guild Features","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildBundles",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildBundles"
44,"TencentHotAndNew","Hot and New",1,"","","","",-16843010,-16843010,""
45,"TencentAccountFunctions","Account Functions",1,"","","","",-16843010,-16843010,""
46,"TencentGuildFunctions","Guild Functions",1,"","","","",-16843010,-16843010,""
47,"TencentCosmetics","Cosmetics",1,"","","","",-16843010,-16843010,""
48,"TencentBackAttachments","Back Attachments",1,"","","","",-16843010,-16843010,""
49,"TencentWeaponEffects","Weapon Effects",1,"","","","",-16843010,-16843010,""
50,"TencentSkillEffects","Skill Effects",1,"","","","",-16843010,-16843010,""
51,"TencentCharacterEffects","Character Effects",1,"","","","",-16843010,-16843010,""
52,"TencentFootprintsEffects","Footprints Effects",1,"","","","",-16843010,-16843010,""
53,"TencentPortalEffects","Portal Effects",1,"","","","",-16843010,-16843010,""
54,"TencentPets","Pets",1,"","","","",-16843010,-16843010,""
55,"TencentHideout","Hideout",1,"","","","",-16843010,-16843010,""
56,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,"","","","",-16843010,-16843010,""
57,"TencentSecondary","Tencent Misc","","","","","",-16843010,-16843010,""
58,"CursorMtx","Cursor Skin","","","","","",-16843010,-16843010,""
59,"HUDMtx","HUD Skin","","","","","",-16843010,-16843010,""
60,"JewelMtx","Passive Jewel Skin","","","","","",-16843010,-16843010,""
61,"FlaskMtx","Flask Skin","","","","","",-16843010,-16843010,""
62,"BeltMtx","Belt Skin","","","","","",-16843010,-16843010,""
63,"AmuletMtx","Amulet Skin","","","","","",-16843010,-16843010,""
64,"WeaponSkin1Mtx","Main-hand Skin","","","","","",-16843010,-16843010,""
65,"WeaponSkin2Mtx","Off-hand Skin","","","","","",-16843010,-16843010,""
66,"WeaponEffect1Mtx","Main-hand Effect","","","","","",-16843010,-16843010,""
67,"WeaponEffect2Mtx","Off-hand Effect","","","","","",-16843010,-16843010,""
68,"WeaponAddedEffect1Mtx","Main-hand Added Effect","","","","","",-16843010,-16843010,""
69,"WeaponAddedEffect2Mtx","Off-hand Added Effect","","","","","",-16843010,-16843010,""
70,"HelmetSkinMtx","Helmet Skin","",4,"","","",-16843010,-16843010,""
71,"HelmetAttachmentMtx","Helmet Attachment","",4,"","","",-16843010,-16843010,""
72,"ArmourSkinMtx","Armour Skin","",4,"","","",-16843010,-16843010,""
73,"ArmourAttachmentMtx","Armour Attachment","",4,"","","",-16843010,-16843010,""
74,"GlovesMtx","Gloves","",4,"","","",-16843010,-16843010,""
75,"BootsMtx","Boots","",4,"","","",-16843010,-16843010,""
76,"FootprintsMtx","Footprints","","","","","",-16843010,-16843010,""
77,"ShieldSkin","Shield Skin","","","","","",-16843010,-16843010,""
78,"ApparitionMtx","Apparition","","","","","",-16843010,-16843010,""
79,"CharacterEffectMtx","Character Effect","","","","","",-16843010,-16843010,""
80,"PetMtx","Pet","","","","","",-16843010,-16843010,""
81,"SocialFrameMtx","Social Frame","","","","","",-16843010,-16843010,""
82,"PortraitMtx","Portrait","","","","","",-16843010,-16843010,""
83,"PortalMtx","Portal","","","","","",-16843010,-16843010,""
84,"RingMtx","Ring Skin","","","","","",-16843010,-16843010,""
85,"HipAttachmentMtx","Hip Attachment","","","","","",-16843010,-16843010,""
86,"SlotlessMtx","[DNT]","","","","","",-16843010,-16843010,""
87,"AlternateCharges","Alternate Charge Skin","",11,"","","",-16843010,-16843010,""
88,"AncestralCallMtx","Ancestral Call","",10,"","","",-16843010,-16843010,""
89,"AncestralWarchiefMtx","Ancestral Warchief","",10,"","","",-16843010,-16843010,""
90,"AngerMtx","Anger","",10,"","","",-16843010,-16843010,""
91,"ArcMtx","Arc","",10,"","","",-16843010,-16843010,""
92,"ArcticArmourMtx","Arctic Armour","",10,"","","",-16843010,-16843010,""
93,"BallLightningMtx","Ball Lightning","",10,"","","",-16843010,-16843010,""
94,"BarrageMtx","Barrage","",10,"","","",-16843010,-16843010,""
95,"BladefallMtx","Bladefall","",10,"","","",-16843010,-16843010,""
96,"BladeflurryMtx","Blade Flurry","",10,"","","",-16843010,-16843010,""
97,"BladeVortexMtx","Blade Vortex","",10,"","","",-16843010,-16843010,""
98,"BlasphemyMtx","Blasphemy","",10,"","","",-16843010,-16843010,""
99,"BlastRainMtx","Blast Rain","",10,"","","",-16843010,-16843010,""
100,"BlinkArrowMtx","Blink Arrow","",10,"","","",-16843010,-16843010,""
101,"BloodRageMtx","Blood Rage","",10,"","","",-16843010,-16843010,""
102,"ClarityMtx","Clarity","",10,"","","",-16843010,-16843010,""
103,"CleaveMtx","Cleave","",10,"","","",-16843010,-16843010,""
104,"ChargedDashMtx","Charged Dash","",10,"","","",-16843010,-16843010,""
105,"ColdSnapMtx","Cold Snap","",10,"","","",-16843010,-16843010,""
106,"ContagionMtx","Contagion","",10,"","","",-16843010,-16843010,""
107,"ConvocationMtx","Convocation","",10,"","","",-16843010,-16843010,""
108,"CremationMtx","Cremation","",10,"","","",-16843010,-16843010,""
109,"CycloneMtx","Cyclone","",10,"","","",-16843010,-16843010,""
110,"DecoyTotemMtx","Decoy Totem","",10,"","","",-16843010,-16843010,""
111,"DesecrateMtx","Desecrate","",10,"","","",-16843010,-16843010,""
112,"DeterminationMtx","Determination","",10,"","","",-16843010,-16843010,""
113,"DevouringTotemMtx","Devouring Totem","",10,"","","",-16843010,-16843010,""
114,"DischargeMtx","Discharged","",10,"","","",-16843010,-16843010,""
115,"DisciplineMtx","Discipline","",10,"","","",-16843010,-16843010,""
116,"DoubleStrikeMtx","Double Strike","",10,"","","",-16843010,-16843010,""
117,"EarthquakeMtx","Earthquake","",10,"","","",-16843010,-16843010,""
118,"ElementalHitMtx","Elemental Hit","",10,"","","",-16843010,-16843010,""
119,"EssenceDrainMtx","Essence Drain","",10,"","","",-16843010,-16843010,""
120,"EtherealKnivesMtx","Ethereal Knives","",10,"","","",-16843010,-16843010,""
121,"FireballMtx","Fireball","",10,"","","",-16843010,-16843010,""
122,"FirestormMtx","Firestorm","",10,"","","",-16843010,-16843010,""
123,"FlameblastMtx","Flameblast","",10,"","","",-16843010,-16843010,""
124,"FlameDashMtx","Flame Dash","",10,"","","",-16843010,-16843010,""
125,"FlameTotemMtx","Holy Flame Totem","",10,"","","",-16843010,-16843010,""
126,"FlickerStrikeMtx","Flicker Strike","",10,"","","",-16843010,-16843010,""
127,"FreezingPulseMtx","Freezing Pulse","",10,"","","",-16843010,-16843010,""
128,"FrostBladesMtx","Frost Blades","",10,"","","",-16843010,-16843010,""
129,"FrostBoltMtx","Frostbolt","",10,"","","",-16843010,-16843010,""
130,"FrostBoltNovaMtx","Vortex","",10,"","","",-16843010,-16843010,""
131,"FrostBombMtx","Frost Bomb","",10,"","","",-16843010,-16843010,""
132,"GlacialCascadeMtx","Glacial Cascade","",10,"","","",-16843010,-16843010,""
133,"GraceMtx","Grace","",10,"","","",-16843010,-16843010,""
134,"GroundSlamMtx","Ground Slam","",10,"","","",-16843010,-16843010,""
135,"HasteMtx","Haste","",10,"","","",-16843010,-16843010,""
136,"HatredMtx","Hatred","",10,"","","",-16843010,-16843010,""
137,"HeraldOfAgonyMtx","Herald of Agony","",10,"","","",-16843010,-16843010,""
138,"HeraldOfAshMtx","Herald of Ash","",10,"","","",-16843010,-16843010,""
139,"HeraldOfIceMtx","Herald of Ice","",10,"","","",-16843010,-16843010,""
140,"HeraldOfLightMtx","Herald of Purity","",10,"","","",-16843010,-16843010,""
141,"HeraldOfThunderMtx","Herald of Thunder","",10,"","","",-16843010,-16843010,""
142,"HexblastMtx","Hexblast","",10,"","","",-16843010,-16843010,""
143,"HolyRelicMtx","Summon Holy Relic","",10,"","","",-16843010,-16843010,""
144,"IceNovaMtx","Ice Nova","",10,"","","",-16843010,-16843010,""
145,"IceSpearMtx","Ice Spear","",10,"","","",-16843010,-16843010,""
146,"IceTrapMtx","Ice Trap","",10,"","","",-16843010,-16843010,""
147,"ImmortalCallMtx","Immortal Call","",10,"","","",-16843010,-16843010,""
148,"IncinerateMtx","Incinerate","",10,"","","",-16843010,-16843010,""
149,"KineticBlastMtx","Kinetic Blast","",10,"","","",-16843010,-16843010,""
150,"LacerateMtx","Lacerate","",10,"","","",-16843010,-16843010,""
151,"LightningSpireMtx","Lightning Spire","",10,"","","",-16843010,-16843010,""
152,"LightningWarpMtx","Lightning Warp","",10,"","","",-16843010,-16843010,""
153,"LeapSlamMtx","Leap Slam","",10,"","","",-16843010,-16843010,""
154,"LightningArrowMtx","Lightning Arrow","",10,"","","",-16843010,-16843010,""
155,"MagmaOrbMtx","Rolling Magma","",10,"","","",-16843010,-16843010,""
156,"MirageArcherMtx","Mirage Archer","",10,"","","",-16843010,-16843010,""
157,"MirrorArrowMtx","Mirror Arrow","",10,"","","",-16843010,-16843010,""
158,"MoltenShellMtx","Molten Shell","",10,"","","",-16843010,-16843010,""
159,"MoltenStrikeMtx","Molten Strike","",10,"","","",-16843010,-16843010,""
160,"OrbOfStormsMtx","Orb of Storms","",10,"","","",-16843010,-16843010,""
161,"PhaseRunMtx","Phase Run","",10,"","","",-16843010,-16843010,""
162,"CausticArrowMtx","Caustic Arrow","",10,"","","",-16843010,-16843010,""
163,"PurityMtx","Purity","",10,"","","",-16843010,-16843010,""
164,"PurityofFireMtx","Purity of Fire","",10,"","","",-16843010,-16843010,""
165,"PurityofIceMtx","Purity of Ice","",10,"","","",-16843010,-16843010,""
166,"PurityofLightningMtx","Purity of Lightning","",10,"","","",-16843010,-16843010,""
167,"RainOfArrowsMtx","Rain of Arrows","",10,"","","",-16843010,-16843010,""
168,"RaiseSpectreMtx","Raise Spectre","",10,"","","",-16843010,-16843010,""
169,"RaiseZombieMtx","Raise Zombie","",10,"","","",-16843010,-16843010,""
170,"ReaveMtx","Reave","",10,"","","",-16843010,-16843010,""
171,"RejuvenationTotemMtx","Rejuvenation Totem","",10,"","","",-16843010,-16843010,""
172,"RighteousFireMtx","Righteous Fire","",10,"","","",-16843010,-16843010,""
173,"ScorchingRayMtx","Scorching Ray","",10,"","","",-16843010,-16843010,""
174,"ScourgeArrowMtx","Scourge Arrow","",10,"","","",-16843010,-16843010,""
175,"SearingBondMtx","Searing Bond","",10,"","","",-16843010,-16843010,""
176,"ShieldChargeMtx","Shield Charge","",10,"","","",-16843010,-16843010,""
177,"ShockNovaMtx","Shock Nova","",10,"","","",-16843010,-16843010,""
178,"ShockwaveTotemMtx","Shockwave Totem","",10,"","","",-16843010,-16843010,""
179,"SiegeBallistaMtx","Siege Ballista","",10,"","","",-16843010,-16843010,""
180,"SparkMtx","Spark","",10,"","","",-16843010,-16843010,""
181,"SpectralShieldThrowMtx","Spectral Shield Throw","",10,"","","",-16843010,-16843010,""
182,"SplitArrowMtx","Split Arrow","",10,"","","",-16843010,-16843010,""
183,"StormCallMtx","Storm Call","",10,"","","",-16843010,-16843010,""
184,"SummonChaosGolemMtx","Summon Chaos Golem","",10,"","","",-16843010,-16843010,""
185,"SummonFlameGolemMtx","Summon Flame Golem","",10,"","","",-16843010,-16843010,""
186,"SummonIceGolemMtx","Summon Ice Golem","",10,"","","",-16843010,-16843010,""
187,"SummonLightningGolemMtx","Summon Lightning Golem","",10,"","","",-16843010,-16843010,""
188,"SummonRagingSpiritMtx","Summon Raging Spirit","",10,"","","",-16843010,-16843010,""
189,"SummonStoneGolemMtx","Summon Stone Golem","",10,"","","",-16843010,-16843010,""
190,"SummonSkeletonsMtx","Summon Skeletons","",10,"","","",-16843010,-16843010,""
191,"SunderMtx","Sunder","",10,"","","",-16843010,-16843010,""
192,"TempestShieldMtx","Tempest Shield","",10,"","","",-16843010,-16843010,""
193,"ThrownWeaponMtx","Spectral Throw","",10,"","","",-16843010,-16843010,""
194,"TornadoShotMtx","Tornado Shot","",10,"","","",-16843010,-16843010,""
195,"ToxicRainMtx","Toxic Rain","",10,"","","",-16843010,-16843010,""
196,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",10,"","","",-16843010,-16843010,""
197,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",10,"","","",-16843010,-16843010,""
198,"VaalArcMtx","Vaal Arc","",10,"","","",-16843010,-16843010,""
199,"VaalArcticArmourMtx","Vaal Arctic Armour","",10,"","","",-16843010,-16843010,""
200,"VaalBladeVortexMtx","Vaal Blade Vortex","",10,"","","",-16843010,-16843010,""
201,"VaalClarityMtx","Vaal Clarity","",10,"","","",-16843010,-16843010,""
202,"VaalColdSnapMtx","Vaal Cold Snap","",10,"","","",-16843010,-16843010,""
203,"VaalCycloneMtx","Vaal Cyclone","",10,"","","",-16843010,-16843010,""
204,"VaalDisciplineMtx","Vaal Discipline","",10,"","","",-16843010,-16843010,""
205,"VaalDominationMtx","Vaal Domination","",10,"","","",-16843010,-16843010,""
206,"VaalDoubleStrikeMtx","Vaal Double Strike","",10,"","","",-16843010,-16843010,""
207,"VaalEarthquakeMtx","Vaal Earthquake","",10,"","","",-16843010,-16843010,""
208,"VaalFireballMtx","Vaal Fireball","",10,"","","",-16843010,-16843010,""
209,"VaalFirestormMtx","Vaal Firestorm","",10,"","","",-16843010,-16843010,""
210,"VaalFlameblastMtx","Vaal Flameblast","",10,"","","",-16843010,-16843010,""
211,"VaalGraceMtx","Vaal Grace","",10,"","","",-16843010,-16843010,""
212,"VaalGroundSlamMtx","Vaal Ground Slam","",10,"","","",-16843010,-16843010,""
213,"VaalHasteMtx","Vaal Haste","",10,"","","",-16843010,-16843010,""
214,"VaalIceNovaMtx","Vaal Ice Nova","",10,"","","",-16843010,-16843010,""
215,"VaalIceShotMtx","Vaal Ice Shot","",10,"","","",-16843010,-16843010,""
216,"VaalImmortalCall","Vaal Immortal Call","",10,"","","",-16843010,-16843010,""
217,"VaalLightningArrowMtx","Vaal Lightning Arrow","",10,"","","",-16843010,-16843010,""
218,"VaalLightningWarpMtx","Vaal Lightning Warp","",10,"","","",-16843010,-16843010,""
219,"VaalMoltenShellMtx","Vaal Molten Shell","",10,"","","",-16843010,-16843010,""
220,"VaalMoltenStrikeMtx","Vaal Molten Strike","",10,"","","",-16843010,-16843010,""
221,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",10,"","","",-16843010,-16843010,""
222,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",10,"","","",-16843010,-16843010,""
223,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",10,"","","",-16843010,-16843010,""
224,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",10,"","","",-16843010,-16843010,""
225,"VaalReapMtx","Vaal Reap","",10,"","","",-16843010,-16843010,""
226,"VaalReaveMtx","Vaal Reave","",10,"","","",-16843010,-16843010,""
227,"VaalRejuvenationTotemMtx","Vaal Rejuvenation Totem","",10,"","","",-16843010,-16843010,""
228,"VaalRighteousFireMtx","Vaal Righteous Fire","",10,"","","",-16843010,-16843010,""
229,"VaalSmiteMtx","Vaal Smite","",10,"","","",-16843010,-16843010,""
230,"VaalSparkMtx","Vaal Spark","",10,"","","",-16843010,-16843010,""
231,"VaalStormCallMtx","Vaal Storm Call","",10,"","","",-16843010,-16843010,""
232,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",10,"","","",-16843010,-16843010,""
233,"VaalThrownWeaponMtx","Vaal Spectral Throw","",10,"","","",-16843010,-16843010,""
234,"VaalPowerSiphonMtx","Vaal Power Siphon","",10,"","","",-16843010,-16843010,""
235,"VaalFlickerStrikeMtx","Vaal Flicker Strike","",10,"","","",-16843010,-16843010,""
236,"VaalVenomGyreMtx","Vaal Venom Gyre","",10,"","","",-16843010,-16843010,""
237,"VaalBladeFlurryMtx","Vaal Blade Flurry","",10,"","","",-16843010,-16843010,""
238,"VaalCleaveMtx","Vaal Cleave","",10,"","","",-16843010,-16843010,""
239,"VaalCausticArrowMtx","Vaal Caustic Arrow","",10,"","","",-16843010,-16843010,""
240,"VitalityMtx","Vitality","",10,"","","",-16843010,-16843010,""
241,"VolatileDeadMtx","Volatile Dead","",10,"","","",-16843010,-16843010,""
242,"WhirlingBladesMtx","Whirling Blades","",10,"","","",-16843010,-16843010,""
243,"WitherMtx","Wither","",10,"","","",-16843010,-16843010,""
244,"WrathMtx","Wrath","",10,"","","",-16843010,-16843010,""
245,"RangedAttackTotemMtx","Ranged Attack Totem","",10,"","","",-16843010,-16843010,""
246,"SpellTotemMtx","SpellTotem","",10,"","","",-16843010,-16843010,""
247,"WarBannerMtx","War Banner","",10,"","","",-16843010,-16843010,""
248,"DreadBannerMtx","Dread Banner","",10,"","","",-16843010,-16843010,""
249,"ZealotryMtx","Zealotry","",10,"","","",-16843010,-16843010,""
250,"MalevolenceMtx","Malevolence","",10,"","","",-16843010,-16843010,""
251,"SoulrendMtx","Soulrend","",10,"","","",-16843010,-16843010,""
252,"DivineIreMtx","Divine Ire","",10,"","","",-16843010,-16843010,""
253,"WinterOrbMtx","Winter Orb","",10,"","","",-16843010,-16843010,""
254,"BaneMtx","Bane","",10,"","","",-16843010,-16843010,""
255,"IceDashMtx","Ice Dash","",10,"","","",-16843010,-16843010,""
256,"QuickDodgeMtx","Dash","",10,"","","",-16843010,-16843010,""
257,"PrecisionMtx","Precision","",10,"","","",-16843010,-16843010,""
258,"PrideMtx","Pride","",10,"","","",-16843010,-16843010,""
259,"LightningTrapMtx","Lightning Trap","",10,"","","",-16843010,-16843010,""
260,"VaalLightningTrapMtx","Vaal Lightning Trap","",10,"","","",-16843010,-16843010,""
261,"BladestormMtx","Bladestorm","",10,"","","",-16843010,-16843010,""
262,"BloodAndSandMtx","Blood and Sand","",10,"","","",-16843010,-16843010,""
263,"FleshAndStoneMtx","Flesh and Stone","",10,"","","",-16843010,-16843010,""
264,"StormBrandMtx","Storm Brand","",10,"","","",-16843010,-16843010,""
265,"BlightMtx","Blight","",10,"","","",-16843010,-16843010,""
266,"VaalBlightMtx","Vaal Blight","",10,"","","",-16843010,-16843010,""
267,"PyroclastMineMtx","Pyroclast Mine","",10,"","","",-16843010,-16843010,""
268,"HailstormMineMtx","Icicle Mine","",10,"","","",-16843010,-16843010,""
269,"StormblastMineMtx","Stormblast Mine","",10,"","","",-16843010,-16843010,""
270,"BlastChainMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
271,"HighImpactMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
272,"LocusMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
273,"SummonSkitterbotsMtx","Summon Skitterbots","",10,"","","",-16843010,-16843010,""
274,"ArtilleryBallistaMtx","Artillery Ballista","",10,"","","",-16843010,-16843010,""
275,"ShrapnelBallistaMtx","Shrapnel Ballista","",10,"","","",-16843010,-16843010,""
276,"ExplosiveArrowMtx","Explosive Arrow","",10,"","","",-16843010,-16843010,""
277,"BlasphemyPlusMtx","Awakened Blasphemy","",10,"","","",-16843010,-16843010,""
278,"SummonCarrionGolemMtx","Summon Carrion Golem","",10,"","","",-16843010,-16843010,""
279,"BladeBlastMtx","Blade Blast","",10,"","","",-16843010,-16843010,""
280,"AnimateWeaponMtx","Animated Weapon","",10,"","","",-16843010,-16843010,""
281,"KineticBoltMtx","Kinetic Bolt","",10,"","","",-16843010,-16843010,""
282,"PowerSiphonMtx","Power Siphon","",10,"","","",-16843010,-16843010,""
283,"StormbindMtx","Stormbind","",10,"","","",-16843010,-16843010,""
284,"DominatingBlowMtx","Dominating Blow","",10,"","","",-16843010,-16843010,""
285,"EnduringCryMtx","Enduring Cry","",10,"","","",-16843010,-16843010,""
286,"RallyingCryMtx","Rallying Cry","",10,"","","",-16843010,-16843010,""
287,"AbyssalCryMtx","Abyssal Cry","",10,"","","",-16843010,-16843010,""
288,"IntimidatingCryMtx","Intimidating Cry","",10,"","","",-16843010,-16843010,""
289,"GeneralsCryMtx","General's Cry","",10,"","","",-16843010,-16843010,""
290,"AncestralCryMtx","Ancestral Cry","",10,"","","",-16843010,-16843010,""
291,"SeismicCryMtx","Seismic Cry","",10,"","","",-16843010,-16843010,""
292,"TectonicSlamMtx","Tectonic Slam","",10,"","","",-16843010,-16843010,""
293,"FistOfWarMtx","Fist of War","",10,"","","",-16843010,-16843010,""
294,"IceCrashMtx","Ice Crash","",10,"","","",-16843010,-16843010,""
295,"LancingSteelMtx","Lancing Steel","",10,"","","",-16843010,-16843010,""
296,"ShatteringSteelMtx","Shattering Steel","",10,"","","",-16843010,-16843010,""
297,"DetonateDeadMtx","Detonate Dead","",10,"","","",-16843010,-16843010,""
298,"VaalDetonateDeadMtx","Vaal Detonate Dead","",10,"","","",-16843010,-16843010,""
299,"VoidSphereMtx","Void Sphere","",10,"","","",-16843010,-16843010,""
300,"SmiteMtx","Smite","",10,"","","",-16843010,-16843010,""
301,"EarthshatterMtx","Earthshatter","",10,"","","",-16843010,-16843010,""
302,"ConsecratedPathMtx","Consecrated Path","",10,"","","",-16843010,-16843010,""
303,"CracklingLanceMtx","Crackling Lance","",10,"","","",-16843010,-16843010,""
304,"BodyswapMtx","Bodyswap","",10,"","","",-16843010,-16843010,""
305,"FlameWallMtx","Flame Wall","",10,"","","",-16843010,-16843010,""
306,"EnsnaringArrowMtx","Ensnaring Arrow","",10,"","","",-16843010,-16843010,""
307,"SigilOfPowerMtx","Sigil of Power","",10,"","","",-16843010,-16843010,""
308,"SteelskinMtx","Steelskin","",10,"","","",-16843010,-16843010,""
309,"PunctureMtx","Puncture","",10,"","","",-16843010,-16843010,""
310,"WaveOfConvictionMtx","Wave of Conviction","",10,"","","",-16843010,-16843010,""
311,"BoneOfferingMtx","Bone Offering","",10,"","","",-16843010,-16843010,""
312,"SpiritOfferingMtx","Spirit Offering","",10,"","","",-16843010,-16843010,""
313,"FleshOfferingMtx","Flesh Offering","",10,"","","",-16843010,-16843010,""
314,"FrenzyMtx","Frenzy","",10,"","","",-16843010,-16843010,""
315,"WitheringStepMtx","Withering Step","",10,"","","",-16843010,-16843010,""
316,"IceShotMtx","Ice Shot","",10,"","","",-16843010,-16843010,""
317,"DefianceBannerMtx","Defiance Banner","",10,"","","",-16843010,-16843010,""
