"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
41,"ProxyKey65",558,[4890],[2158]
42,"ProxyKey68",559,[4890],[2158]
43,"ProxyKey70",560,[4890],[2158]
44,"ProxyKey71",561,[4890],[2158]
45,"ProxyKey72",562,[4890],[2158]
46,"ProxyKey73",563,[4890],[2158]
47,"ProxyKey74",564,[4890],[2158]
48,"ProxyKey75",565,[4890],[2158]
49,"ProxyKey76",566,[4890],[2158]
50,"ProxyKey77",567,[4890],[2158]
51,"ProxyKey78",568,[4890],[2158]
52,"ProxyKey79",630,"[4871,4870,4873]",[1274]
53,"ProxyKey80",631,"[4871,4870,4873]",[1274]
54,"ProxyKey81",632,"[4871,4870,4873]",[1274]
55,"ProxyKey82",633,"[4871,4870,4873]",[1274]
56,"ProxyKey83",634,"[4871,4870,4873]",[1274]
57,"ProxyKey84",635,"[4871,4870,4873]",[1274]
58,"ProxyKey45",636,"[4871,4870,4873]",[1274]
59,"ProxyKey46",637,"[4871,4870,4873]",[1274]
60,"ProxyKey47",638,"[4871,4870,4873]",[1274]
61,"ProxyKey48",639,"[4871,4870,4873]",[1274]
62,"ProxyKey49",640,"[4871,4870,4873]",[1274]
63,"ProxyKey50",630,[4890],[2158]
64,"ProxyKey85",631,[4890],[2158]
65,"ProxyKey86",632,[4890],[2158]
66,"ProxyKey87",633,[4890],[2158]
67,"ProxyKey88",634,[4890],[2158]
68,"ProxyKey89",635,[4890],[2158]
69,"ProxyKey90",636,[4890],[2158]
70,"ProxyKey91",637,[4890],[2158]
71,"ProxyKey92",638,[4890],[2158]
72,"ProxyKey93",639,[4890],[2158]
73,"ProxyKey94",640,[4890],[2158]
74,"ProxyKey95",702,"[4871,4870,4873]",[1274]
75,"ProxyKey96",703,"[4871,4870,4873]",[1274]
76,"ProxyKey97",704,"[4871,4870,4873]",[1274]
77,"ProxyKey98",705,"[4871,4870,4873]",[1274]
78,"ProxyKey99",706,"[4871,4870,4873]",[1274]
79,"ProxyKey100",707,"[4871,4870,4873]",[1274]
80,"ProxyKey101",708,"[4871,4870,4873]",[1274]
81,"ProxyKey102",709,"[4871,4870,4873]",[1274]
82,"ProxyKey103",710,"[4871,4870,4873]",[1274]
83,"ProxyKey104",711,"[4871,4870,4873]",[1274]
84,"ProxyKey105",712,"[4871,4870,4873]",[1274]
85,"ProxyKey106",702,[4890],[2158]
86,"ProxyKey107",703,[4890],[2158]
87,"ProxyKey108",704,[4890],[2158]
88,"ProxyKey109",705,[4890],[2158]
89,"ProxyKey110",706,[4890],[2158]
90,"ProxyKey111",707,[4890],[2158]
91,"ProxyKey112",708,[4890],[2158]
92,"ProxyKey113",709,[4890],[2158]
93,"ProxyKey114",710,[4890],[2158]
94,"ProxyKey115",711,[4890],[2158]
95,"ProxyKey116",712,[4890],[2158]
96,"ProxyKey40",519,"[4871,4870,4873]",[1274]
97,"ProxyKey5",520,"[4871,4870,4873]",[1274]
98,"ProxyKey6",521,"[4871,4870,4873]",[1274]
99,"ProxyKey9",522,"[4871,4870,4873]",[1274]
100,"ProxyKey10",523,"[4871,4870,4873]",[1274]
101,"ProxyKey14",524,"[4871,4870,4873]",[1274]
102,"ProxyKey117",525,"[4871,4870,4873]",[1274]
103,"ProxyKey118",526,"[4871,4870,4873]",[1274]
104,"ProxyKey119",527,"[4871,4870,4873]",[1274]
105,"ProxyKey120",528,"[4871,4870,4873]",[1274]
106,"ProxyKey121",529,"[4871,4870,4873]",[1274]
107,"ProxyKey62",519,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
108,"ProxyKey63",520,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
109,"ProxyKey64",521,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
110,"ProxyKey66",522,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
111,"ProxyKey67",523,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
112,"ProxyKey69",524,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
113,"ProxyKey42",525,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
114,"ProxyKey122",526,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
115,"ProxyKey123",527,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
116,"ProxyKey124",528,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
117,"ProxyKey125",529,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
118,"ProxyKey38",519,[4890],[2158]
119,"ProxyKey24",520,[4890],[2158]
120,"ProxyKey25",521,[4890],[2158]
121,"ProxyKey27",522,[4890],[2158]
122,"ProxyKey28",523,[4890],[2158]
123,"ProxyKey30",524,[4890],[2158]
124,"ProxyKey41",525,[4890],[2158]
125,"ProxyKey126",526,[4890],[2158]
126,"ProxyKey127",527,[4890],[2158]
127,"ProxyKey128",528,[4890],[2158]
128,"ProxyKey129",529,[4890],[2158]
129,"ProxyKey130",591,"[4871,4870,4873]",[1274]
130,"ProxyKey131",592,"[4871,4870,4873]",[1274]
131,"ProxyKey132",593,"[4871,4870,4873]",[1274]
132,"ProxyKey133",594,"[4871,4870,4873]",[1274]
133,"ProxyKey134",595,"[4871,4870,4873]",[1274]
134,"ProxyKey135",596,"[4871,4870,4873]",[1274]
135,"ProxyKey136",597,"[4871,4870,4873]",[1274]
136,"ProxyKey137",598,"[4871,4870,4873]",[1274]
137,"ProxyKey138",599,"[4871,4870,4873]",[1274]
138,"ProxyKey139",600,"[4871,4870,4873]",[1274]
139,"ProxyKey140",601,"[4871,4870,4873]",[1274]
140,"ProxyKey141",591,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
141,"ProxyKey142",592,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
142,"ProxyKey143",593,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
143,"ProxyKey144",594,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
144,"ProxyKey145",595,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
145,"ProxyKey146",596,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
146,"ProxyKey147",597,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
147,"ProxyKey148",598,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
148,"ProxyKey149",599,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
149,"ProxyKey150",600,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
150,"ProxyKey151",601,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
151,"ProxyKey152",591,[4890],[2158]
152,"ProxyKey153",592,[4890],[2158]
153,"ProxyKey154",593,[4890],[2158]
154,"ProxyKey155",594,[4890],[2158]
155,"ProxyKey156",595,[4890],[2158]
156,"ProxyKey157",596,[4890],[2158]
157,"ProxyKey158",597,[4890],[2158]
158,"ProxyKey159",598,[4890],[2158]
159,"ProxyKey160",599,[4890],[2158]
160,"ProxyKey161",600,[4890],[2158]
161,"ProxyKey162",601,[4890],[2158]
162,"ProxyKey163",663,"[4871,4870,4873]",[1274]
163,"ProxyKey164",664,"[4871,4870,4873]",[1274]
164,"ProxyKey165",665,"[4871,4870,4873]",[1274]
165,"ProxyKey166",666,"[4871,4870,4873]",[1274]
166,"ProxyKey167",667,"[4871,4870,4873]",[1274]
167,"ProxyKey168",668,"[4871,4870,4873]",[1274]
168,"ProxyKey169",669,"[4871,4870,4873]",[1274]
169,"ProxyKey170",670,"[4871,4870,4873]",[1274]
170,"ProxyKey171",671,"[4871,4870,4873]",[1274]
171,"ProxyKey172",672,"[4871,4870,4873]",[1274]
172,"ProxyKey173",673,"[4871,4870,4873]",[1274]
173,"ProxyKey174",663,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
174,"ProxyKey175",664,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
175,"ProxyKey176",665,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
176,"ProxyKey177",666,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
177,"ProxyKey178",667,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
178,"ProxyKey179",668,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
179,"ProxyKey180",669,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
180,"ProxyKey181",670,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
181,"ProxyKey182",671,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
182,"ProxyKey183",672,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
183,"ProxyKey184",673,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
184,"ProxyKey185",663,[4890],[2158]
185,"ProxyKey186",664,[4890],[2158]
186,"ProxyKey187",665,[4890],[2158]
187,"ProxyKey188",666,[4890],[2158]
188,"ProxyKey189",667,[4890],[2158]
189,"ProxyKey190",668,[4890],[2158]
190,"ProxyKey191",669,[4890],[2158]
191,"ProxyKey192",670,[4890],[2158]
192,"ProxyKey193",671,[4890],[2158]
193,"ProxyKey194",672,[4890],[2158]
194,"ProxyKey195",673,[4890],[2158]
195,"ProxyKey196",735,"[4871,4870,4873]",[1274]
196,"ProxyKey197",736,"[4871,4870,4873]",[1274]
197,"ProxyKey198",737,"[4871,4870,4873]",[1274]
198,"ProxyKey199",738,"[4871,4870,4873]",[1274]
199,"ProxyKey200",739,"[4871,4870,4873]",[1274]
200,"ProxyKey201",740,"[4871,4870,4873]",[1274]
201,"ProxyKey202",741,"[4871,4870,4873]",[1274]
202,"ProxyKey203",742,"[4871,4870,4873]",[1274]
203,"ProxyKey204",743,"[4871,4870,4873]",[1274]
204,"ProxyKey205",744,"[4871,4870,4873]",[1274]
205,"ProxyKey206",745,"[4871,4870,4873]",[1274]
206,"ProxyKey207",735,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
207,"ProxyKey208",736,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
208,"ProxyKey209",737,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
209,"ProxyKey210",738,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
210,"ProxyKey211",739,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
211,"ProxyKey212",740,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
212,"ProxyKey213",741,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
213,"ProxyKey214",742,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
214,"ProxyKey215",743,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
215,"ProxyKey216",744,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
216,"ProxyKey217",745,"[4866,4867,4868,4869,4874,4875]","[7942,0]"
217,"ProxyKey218",735,[4890],[2158]
218,"ProxyKey219",736,[4890],[2158]
219,"ProxyKey220",737,[4890],[2158]
220,"ProxyKey221",738,[4890],[2158]
221,"ProxyKey222",739,[4890],[2158]
222,"ProxyKey223",740,[4890],[2158]
223,"ProxyKey224",741,[4890],[2158]
224,"ProxyKey225",742,[4890],[2158]
225,"ProxyKey226",743,[4890],[2158]
226,"ProxyKey227",744,[4890],[2158]
227,"ProxyKey228",745,[4890],[2158]
228,"ProxyKey230",134,"[1567,1561,1564]","[18924,0]"
229,"ProxyKey231",134,"[1576,1575,1574]","[19088,0]"
230,"ProxyKey232",124,"[1128,4002,1126]",[2158]
231,"ProxyKey233",124,"[2017,2019,722,724,4933]","[7942,0]"
232,"ProxyKey234",133,[1966],[984]
233,"ProxyKey236",117,"[303,5588,4377,851]",[19478]
234,"ProxyKey4",215,"[955,1474,1983,1997,4323]","[7942,0]"
235,"ProxyKey235",215,"[4002,1930]",[2158]
236,"ProxyKey252",268,"[955,1474,1983,1997,4323]","[7942,0]"
237,"ProxyKey253",268,"[4002,1930]",[2158]
238,"ProxyKey237",134,"[2814,2815,2816,1501,1483,1484,1317,1342,1378,1316]",[19088]
239,"ProxyKey238",134,"[5502,5503,5504,1381,1333,1338,1308,1313,1925,1929]",[18924]
240,"ProxyKey239",136,"[1941,3990]",[20336]
241,"ProxyKey240",140,"[1547,1532]","[20446,0,20482]"
242,"ProxyKey241",140,"[6019,6015,6022]",[20628]
243,"ProxyKey243",148,"[3794,1944,1946,3796]",[20752]
244,"ProxyKey244",148,"[1629,1630,1018,5590]",[20878]
245,"ProxyKey245",148,"[6096,1470,2072,2074]",[21008]
246,"ProxyKey242",148,"[4276,4271,4281,4576,605,607,768,770]",[21204]
247,"ProxyKey246",38,"[125,189,959,142,2753,4055]",[21360]
248,"ProxyKey247",38,"[649,622,669,801,827,790,303,438,1640,1646]",[21588]
249,"ProxyKey248",53,"[1368,1367,1373,1304,1359]",[21730]
250,"ProxyKey249",53,"[1367,1442,1456,1460,1463]",[21882]
251,"ProxyKey250",1532,"[1128,4002,1126]",[2158]
252,"ProxyKey251",1532,"[2017,2019,722,724,4933]","[7942,0]"
