"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
59,431,5,"Tercel Rhoa",16,"","","","",6,"","","",1323,1
60,432,5,"Murk Runner",16,"","","","",6,"","","",1323,1
61,439,5,"Bone Rhoa",16,"","","","",6,"","","",1323,1
62,444,5,"Corrupted Rhoa",16,"","","","",6,"","","",1323,1
63,447,5,"Bone Scavenger",16,"","","","",6,"","",1,1323,""
64,450,5,"Zombie Rhoa",16,"","","","",6,"","",1,1323,""
65,453,5,"Infested Rhoa",16,"","","","",6,"","","",1323,1
66,454,5,"Infested Rhoa",16,"","","","",6,"",65,"",1323,1
67,455,10,"Gravel Eater",31,"","","","",7,"","","",1323,1
68,461,10,"Scrabbling Spitter",31,"","","","",7,"","",1,1323,""
69,463,10,"Granite Eater",31,"","","","",7,"","","",1323,1
70,464,10,"Rock Spitter",31,"","","","",7,"","","",1323,1
71,465,10,"Crustacean Sniper",31,"","","","",7,"","","",1323,1
72,466,10,"Crustacean Pelter",31,"","","","",7,"","",1,1323,""
73,467,10,"Crustacean Pelter",31,"","","","",7,"",72,1,1323,""
74,468,10,"Crustacean Sniper",31,"","","",465,7,"",71,"",1323,1
75,469,10,"Infested Sniper",31,"","","","",7,"","",1,1323,""
76,470,10,"Obsidian Eater",31,"","","","",7,"","",1,1323,""
77,472,10,"Obsidian Eater",31,"","","","",7,"",76,"",1323,1
78,475,10,"Crustacean Sniper",31,"","","","",7,"",71,1,1323,""
79,476,10,"Crustacean Sniper",31,"","","","",7,"",71,"",1323,1
80,483,10,"Gravel Eater",31,"","","",455,7,"",67,"",1323,1
81,486,9,"Merveil's Favoured",29,"","","","",8,"","",1,1323,""
82,487,9,"Merveil's Favoured",29,"","","","",8,"",81,"",1323,1
83,492,9,"Merveil's Daughter",29,"","","","",8,"","","",1323,1
84,493,9,"Merveil's Attendant",29,"","","","",8,"","","",1323,1
85,494,9,"Merveil's Chosen",29,"","","","",8,"","","",1323,1
86,495,9,"Merveil's Retainer",29,"","","","",8,"","","",1323,1
87,499,9,"Singing Siren",29,"","","","",8,"","","",1323,1
88,500,9,"Merveil's Blessed",29,"","","","",8,"","","",1323,1
89,502,9,"Singing Siren",29,"","","","",8,"",87,"",1323,1
90,504,10,"Scrabbling Menace",32,"","","","",9,"","",1,1323,1
91,505,10,"Cave Crustacean",32,"","","","",9,"","",1,1323,1
92,506,10,"Invading Crustacean",32,"","","","",9,"","",1,1323,1
93,507,10,"Infested Crustacean",32,"","","","",9,"","",1,1323,1
94,508,10,"Deep Crustacean",32,"","","","",9,"","",1,1323,""
95,509,10,"Deep Crustacean",32,"","","","",9,"",94,"",1323,1
96,511,10,"Shield Crab",32,"","","","",9,"","",1,1323,1
97,512,10,"Bleached Crustacean",32,"","","","",9,"","",1,1323,""
98,881,6,"Night Adder",18,"","","","",10,"","","",1323,1
99,882,6,"Host Adder",18,"","","","",10,"","","",1323,1
100,883,6,"Host Adder",18,"","","","",10,"",99,"",1323,1
101,891,6,"Bramble Cobra",18,"","","","",10,"","","",1323,1
102,893,6,"Elder-Blessed Cobra",18,"","","","",10,"","",1,1323,""
103,895,6,"Host Cobra",18,"","","","",10,"","","",1323,1
104,896,6,"Host Cobra",18,"","","","",10,"",103,"",1323,1
105,898,6,"Acid Slitherer",18,"","","","",10,"","","",1323,1
106,900,6,"Glade Mamba",18,"","","","",10,"","","",1323,1
107,904,9,"Cursed Spawn",29,"","","","",11,"","","",1323,1
108,905,9,"Fathom Screamer",29,"","","","",11,"","",1,1323,""
109,907,9,"Siren's Spawn",29,"","","","",11,"","",1,1323,""
110,908,9,"Slimy Bloodsucker",29,"","","","",11,"","",1,1323,""
111,924,9,"Slimy Bloodsucker",29,"","","",908,11,"",110,1,1323,""
112,928,9,"Unstable Larva",29,"","","","",11,"","",1,1323,""
113,931,9,"Slimy Nemesis",29,"","","","",11,"","","",1323,1
114,932,9,"Venomous Spawn",29,"","","","",11,"","","",1323,1
115,941,8,"Lurking Venom",26,"","","",944,12,"","","",1323,1
116,950,8,"Vaal Recluse",26,"","","","",12,"","","",1323,1
117,951,8,"Noxious Tarantula",26,"","","","",12,"","","",1323,1
118,952,8,"Deadly Tarantula",26,"","","","",12,"","",1,1323,""
119,955,8,"Leaping Spider",26,"","","","",12,"","","",1323,1
120,956,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1323,1
121,957,8,"Arakaali's Daughter",26,"","","","",12,"","","",1323,1
122,958,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1323,1
123,959,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1323,1
124,960,8,"Webbed Spider",26,"","","","",12,"","","",1323,1
125,961,8,"Virulent Spider",26,"","","","",12,"","","",1323,1
126,964,8,"Ink Spinner",26,"","","","",12,"",396,"",1323,1
127,966,8,"Corrupted Arach",26,"","","","",12,"","","",1323,1
128,968,8,"Crypt Weaver",26,"","","","",12,"","","",1323,1
129,969,8,"Mutant Arach",26,"","","","",12,"","","",1323,1
130,970,8,"Crypt Ambusher",26,"","","","",12,"","","",1323,1
131,971,8,"Corrupted Spitter",26,"","","","",12,"","","",1323,1
132,972,8,"Cave Skitterer",26,"","","","",12,"","","",1323,1
133,973,8,"Spindle Spider",26,"","","","",12,"","","",1323,1
134,975,8,"Hatchling",26,"","","","",12,"","",1,1323,""
135,977,8,"Hatchling",26,"","","","",12,"",134,"",1323,1
136,986,8,"Brooding Tarantula",26,"","","","",12,"","",1,1323,""
137,987,8,"Brooding Tarantula",26,"","","","",12,"",136,"",1323,1
138,988,8,"Buried Tarantula",26,"","","","",12,"","",1,1323,""
139,989,8,"Maligaro's Inspiration",26,"","","","",12,"","",1,1323,""
140,990,8,"Enraptured Arachnid",26,"","","","",12,"","","",1323,1
141,991,8,"Enraptured Arachnid",26,"","","","",12,"",140,"",1323,1
142,1476,11,"Fetid Maw",35,"","","","",13,"","","",1323,1
143,1478,11,"Filth Maw",35,"","","","",13,"","","",1323,1
144,1484,11,"Infested Maw",35,"","","","",13,"","","",1323,1
145,1485,11,"Infested Maw",35,"","","","",13,"",144,"",1323,1
146,1489,6,"Plumed Chimeral",20,"","","","",14,"","","",1323,1
147,1490,6,"Plumed Chimeral",20,"","","","",14,"",146,"",1323,1
148,1492,6,"Feral Chimeral",20,"","","","",14,"","","",1323,1
149,1493,6,"Chrome-touched Chimeral",20,"","","","",14,"","","",1323,1
150,1494,6,"Chrome-infused Chimeral",20,"","","","",14,"","","",1323,1
151,1504,11,"Chimeric Croaker",36,"","","","",40,"","","",1323,1
152,1506,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1323,1
153,1507,11,"Vaulting Croaker",36,"","","","",40,"","","",1323,1
154,1508,11,"Chrome-touched Croaker",36,"","","","",40,"","","",1323,1
155,1510,11,"Chrome-infused Croaker",36,"","","","",40,"","","",1323,1
156,1511,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1323,1
157,1543,7,"Carrion Queen",21,"","","","",15,"","","",1323,1
158,1550,7,"Carrion Minion",21,"","","","",16,"","",1,1323,1
159,1552,7,"Carrion Swarmer",21,"","","","",16,"","","",1323,1
160,1553,7,"Carrion Swarmer",21,"","","","",16,"",159,"",1323,1
161,1554,7,"Carrion Burrower",21,"","","","",16,"","","",1323,1
162,1557,7,"Scum Crawler",21,"","","","",16,"","","",1323,1
163,1558,7,"Scum Crawler",21,"","","","",16,"",162,"",1323,1
164,1565,5,"Avian Retch",14,"","","","",17,"","","",1323,1
165,1567,5,"Elder-Blessed Retch",14,"","","","",17,"","",1,1323,""
166,1570,5,"Gluttonous Gull",14,"","","","",17,"","","",1323,1
167,1626,10,"Sewage Crawler",31,"","","","",7,"",168,1,1323,""
168,1627,10,"Sewage Crawler",31,"","","","",7,"","","",1323,1
169,1628,10,"Toxic Crawler",31,"","","","",7,"","","",1323,1
170,1649,6,"Spine Serpent",19,"","","","",10,"","","",1323,1
171,1651,6,"Infested Serpent",19,"","","","",10,"","","",1323,1
172,1652,6,"Barb Serpent",19,"","","","",10,"","","",1323,1
173,1653,6,"Sand Serpent",19,"","","","",10,"","","",1323,1
174,1655,4,"Porcupine Goliath",13,"","","","",18,"","","",1323,1
175,1657,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1323,1
176,1661,4,"Chrome-touched Goliath",13,"","","","",18,"","","",1323,1
177,1665,4,"Chrome-infused Goliath",13,"","","","",18,"","","",1323,1
178,1667,4,"Chrome-infused Goliath",13,"","","","",18,"",177,"",1323,1
179,1669,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1323,1
180,2687,8,"Devourer",23,"","","","",19,"","","",1323,1
181,2692,8,"Devourer",23,"","","","",19,"",180,"",1323,1
182,2693,8,"Devourer",23,"","","",2687,19,"",180,"",1323,1
183,2696,8,"Devourer",23,"","","",2687,19,"",180,"",1323,1
184,2700,8,"Devourer",23,"","","",2692,19,"",180,"",1323,1
185,3097,9,"Soulless Watcher",30,"","","","",20,"","","",1323,1
186,3098,9,"Drifting Eye",30,"","","","",20,"","",1,1323,""
187,3099,9,"Cavern Drifter",30,"","","","",20,"","","",1323,1
188,3100,9,"Sewer Drifter",30,"","","","",20,"","","",1323,1
189,3149,3,"Plummeting Ursa",11,"","","",3151,21,"","","",1323,1
190,3151,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1323,1
191,3154,3,"Tunnelfiend",11,"","","",3156,21,"","","",1323,1
192,3156,3,"Tunnelfiend",11,"","","","",21,"",191,"",1323,1
193,3157,3,"Infested Tunnelfiend",11,"","","",3161,21,"","","",1323,1
194,3159,3,"Infested Tunnelfiend",11,"","","",3166,21,"",193,"",1323,1
195,3161,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1323,1
196,3166,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1323,1
197,3167,3,"Woods Ursa",11,"","","",3169,21,"","","",1323,1
198,3169,3,"Woods Ursa",11,"","","","",21,"",197,"",1323,1
199,3170,3,"Infested Ursa",11,"","","",3174,21,"","","",1323,1
200,3172,3,"Infested Ursa",11,"","","",3176,21,"",199,"",1323,1
201,3174,3,"Infested Ursa",11,"","","","",21,"",199,"",1323,1
202,3176,3,"Infested Ursa",11,"","","","",21,"",199,"",1323,1
203,3179,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1323,1
204,3183,3,"Plummeting Ursa",11,"","","",3179,21,"",189,"",1323,1
205,3847,5,"Mindless Scavenger",15,"","","","",22,"","","",1323,1
206,3848,5,"Scavenging Vulture",15,"","","","",22,"","","",1323,1
207,3849,5,"Rotting Vulture",15,"","","","",22,"","","",1323,1
208,3850,5,"Mindless Scavenger",15,"","","","",22,"",205,"",1323,1
209,3851,5,"Infested Vulture",15,"","","","",22,"","","",1323,1
210,3940,7,"Dust Scrabbler",22,"","","","",23,"","","",1323,1
211,3941,7,"Dust Scrabbler",22,"","","","",23,"",210,"",1323,1
212,3946,7,"Dirt Scrabbler",22,"","","","",23,"","","",1323,1
213,3947,7,"Infested Skitterer",22,"","","","",23,"","","",1323,1
214,3948,7,"Lowlands Hopper",22,"","","","",23,"","","",1323,1
215,3949,7,"Sand Skitterer",22,"","","","",23,"","","",1323,1
216,3950,7,"Sand Leaper",22,"","","","",23,"","","",1323,1
217,4066,2,"Fury Hound",8,"","","","",24,"","","",1323,1
218,4067,2,"War Hound",8,"","","","",24,"","","",1323,1
219,4105,2,"Pitbull Demon",9,"","","","",25,"","","",1323,1
220,4107,2,"Vicious Hound",9,"","","","",25,"","","",1323,1
221,4117,5,"Rooster Fiend",42,"","","","",26,"","","",1323,1
222,4119,5,"Rooster Demon",42,"","","","",26,"","",1,1323,""
223,4120,5,"Talon Archer",42,"","","","",26,"","","",1323,1
224,4131,5,"Feral Fowl",42,"","","","",26,"","","",1323,1
225,4148,4,"Fighting Bull",12,"","","","",27,"","","",1323,1
226,4149,4,"Avalanche Rider",12,"","","","",27,"","","",1323,1
227,4150,4,"Grazing Taurus",12,"","","","",27,"","","",1323,1
228,4314,10,"Savage Crab",33,"","","","",30,"",230,"",1323,1
229,4317,10,"Infested Crawler",33,"","","","",30,"",233,"",1323,1
230,4319,10,"Savage Crab",33,"","","","",30,"","","",1323,1
231,4321,10,"Infested Crab",33,"","","","",30,"","","",1323,1
232,4322,10,"Enraptured Crab",33,"","","","",30,"","","",1323,1
233,4324,10,"Infested Crawler",33,"","","","",30,"","","",1323,1
234,4326,10,"Savage Crab",33,"","","","",30,"",230,"",1323,1
235,4327,10,"Infested Crab",33,"","","","",30,"",231,"",1323,1
236,4328,10,"Enraptured Crab",33,"","","","",30,"",232,"",1323,1
237,4330,10,"Infested Crawler",33,"","","","",30,"",233,"",1323,1
238,4331,10,"Savage Crab",33,"","","","",30,"",230,"",1323,1
239,4334,10,"Bleached Crawler",33,"","","","",30,"",240,"",1323,1
240,4335,10,"Bleached Crawler",33,"","","","",30,"","","",1323,1
241,4336,10,"Bleached Crawler",33,"","","","",30,"",240,"",1323,1
242,6116,10,"Spider Crab",33,"","","","",30,"","",1,1323,""
243,4881,7,"Parasite",41,"","","","",29,"","","",1323,1
244,4882,7,"Ravenous Parasite",41,"","","","",29,"","","",1323,1
245,4883,7,"Ravenous Parasite",41,"","","","",29,"",244,"",1323,1
246,4889,7,"Poisonous Parasite",41,"","","","",29,"","",1,1323,""
247,4892,7,"Plated Parasite",41,"","","","",29,"","","",1323,1
248,4896,7,"Spitting Parasite",41,"","","","",29,"","","",1323,1
249,4900,7,"Vicious Parasite",41,"","","","",29,"","","",1323,1
250,4949,2,"Purge Hound",43,"","","","",31,"","","",1323,1
251,4950,2,"Purge Hound",43,"","","",4949,31,"",250,1,1323,""
252,5448,8,"Plagued Arachnid",24,"","","","",12,"","","",1323,1
253,5449,8,"Diseased Arachnid",24,"","","","",12,"","",1,1323,""
254,5451,8,"Plagued Arachnid",24,"","","","",12,"",252,"",1323,1
255,5452,8,"Maligaro's Muse",24,"","","","",12,"","",1,1323,""
256,5458,8,"Hybrid Arachnid",25,"","","","",33,"","","",1323,1
257,5459,8,"Scalding Arachnid",25,"","","","",33,"","","",1323,1
258,5725,10,"Waste Lurcher",34,"","","","",32,"","","",1323,1
259,5256,10,"Sulphurspawn",34,"","","","",32,"","","",1323,1
260,5810,5,"Wild Rhex",17,"","","","",34,"","","",1323,1
261,5812,5,"Maternal Rhex",17,"","","","",34,"","","",1323,1
262,5813,5,"Adolescent Rhex",17,"","","","",34,"","","",1323,1
263,5814,5,"Escaped Rhex",17,"","","","",34,"","","",1323,1
264,5851,8,"Black Scorpion",27,"","","","",35,"","","",1323,1
265,5854,8,"Sulphuric Scorpion",27,"","","","",35,"","","",1323,1
266,5855,8,"Sand Scorpion",27,"","","","",35,"","","",1323,1
267,5858,8,"Predatory Scorpion",27,"","","","",35,"","","",1323,1
268,4903,9,"Brine Vassal",28,"","","","",39,"","","",1323,1
269,4904,9,"Swarthy Mollusc",28,"","","","",39,"","","",1323,1
270,5949,0,"Mountain Lynx",3,"","","","",36,"","","",1323,1
271,6180,5,"Saqawine Rhoa",16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1323,""
272,6220,0,"Farric Tiger Alpha",0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1323,""
273,6208,0,"Farric Flame Hellion Alpha",1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1323,""
274,6210,0,"Farric Frost Hellion Alpha",2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1323,""
275,6215,0,"Farric Lynx Alpha",3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1323,""
276,6289,1,"Farric Chieftain",4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1323,""
277,6292,1,"Farric Ape",5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1323,""
278,6295,1,"Farric Goatman",6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1323,""
279,6226,2,"Farric Wolf Alpha",7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1323,""
280,6299,2,"Farric Magma Hound",8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1323,""
281,6302,2,"Farric Pit Hound",9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1323,""
282,6308,3,"Farric Gargantuan",10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1323,""
283,6311,3,"Farric Ursa",11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1323,""
284,6269,4,"Farric Taurus",12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1323,""
285,6264,4,"Farric Goliath",13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1323,""
286,6186,5,"Saqawine Retch",14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1323,""
287,6183,5,"Saqawine Vulture",15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1323,""
288,6173,5,"Saqawine Rhex",17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1323,""
289,6192,6,"Saqawine Cobra",18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1323,""
290,6199,6,"Saqawine Blood Viper",19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1323,""
291,6202,6,"Saqawine Chimeral",20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1323,""
292,6233,7,"Fenumal Queen",21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1323,""
293,6236,7,"Fenumal Scrabbler",22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1323,""
294,6240,8,"Fenumal Devourer",23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1323,""
295,6249,8,"Fenumal Plagued Arachnid",24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1323,""
296,6254,8,"Fenumal Hybrid Arachnid",25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1323,""
297,6261,8,"Fenumal Widow",26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1323,""
298,6245,8,"Fenumal Scorpion",27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1323,""
299,6333,9,"Craicic Vassal",28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1323,""
300,6337,9,"Craicic Squid",29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1323,""
301,6341,9,"Craicic Watcher",30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1323,""
302,6314,10,"Craicic Sand Spitter",31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1323,""
303,6317,10,"Craicic Shield Crab",32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1323,""
304,6320,10,"Craicic Savage Crab",33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1323,""
305,6323,10,"Craicic Spider Crab",34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1323,""
306,6326,11,"Craicic Maw",35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1323,""
