"rownum","BaseItem","MonsterVariety","MonsterAbilities","MonsterCategory"
35,10748,9533,"Vomits Blood\r\nApplies Corrupting Blood\r\nAbsorbs Corrupting Blood, exploding it and dealing Physical Damage based on the damage of the Corrupting Blood\r\nCasts Pride",1
36,10749,9537,"Attacks with Dualstrike\r\nPeriodically enrages",1
37,10750,9538,"Attacks with Dualstrike\r\nPeriodically enrages\r\nAffected by Owner's Rage",1
38,10751,9539,"Attacks with Dualstrike\r\nPeriodically enrages\r\nAffected by Owner's Rage\r\nOwner gains 5% of Physical Damage as Extra Fire Damage",1
39,10752,9603,"",5
40,10753,9604,"",5
41,10754,9605,"",5
42,10755,9606,"Throws Poisonous Concoction",5
43,10756,9607,"Throws Poisonous Concoction\r\n200% increased effect of flasks",5
44,10757,9608,"Throws Poisonous Concoction\r\n200% increased effect of flasks\r\nOwner gains 1 life flask charge every 3 seconds",5
45,10758,9557,"",2
46,10759,9558,"",2
47,10760,9559,"",2
48,10761,9615,"Creates moving Cursed Ground",3
49,10762,9616,"Creates moving Cursed Ground\r\nUses Smite",3
50,10763,9617,"Creates moving Cursed Ground\r\nUses Smite\r\nHexes can affect Hexproof Enemies",3
51,10764,9569,"Summons skeletons\r\nFires mortars\r\nCreates Chaos Offering\r\nCreates Fire Offering",3
52,10765,9570,"Summons skeletons\r\nFires mortars\r\nCreates Chaos Offering\r\nCreates Fire Offering\r\nAlly skeletons deal additional fire and chaos damage with attacks",3
53,10766,9571,"Summons skeletons\r\nFires mortars\r\nCreates Chaos Offering\r\nCreates Fire Offering\r\nAlly skeletons deal additional fire and chaos damage with attacks\r\nCasts Discipline",3
54,10767,9584,"Casts Dash of Destruction\r\nCasts Screech of Splendor",4
55,10768,9585,"Casts Dash of Destruction\r\nCasts Screech of Splendor\r\nScreech of Splendor inflicts Lightning Exposure",4
56,10769,9586,"Casts Dash of Destruction\r\nCasts Screech of Splendor\r\nScreech of Splendor inflicts Lightning Exposure\r\nCasts Grace",4
57,10770,9563,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp",2
58,10771,9564,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp\r\nCasts Wrath",2
59,10772,9565,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp\r\nCasts Wrath\r\nLightning Damage of nearby allies is Lucky",2
60,10773,9528,"Casts Lightning Burst",0
61,10774,9529,"Casts Lightning Burst\r\nCasts Clarity",0
62,10775,9530,"Casts Lightning Burst inflicting Sap on Hit\r\nCasts Clarity",0
63,10776,9575,"20% increased Physical Weapon Damage per 10 Strength",3
64,10777,9576,"20% increased Physical Weapon Damage per 10 Strength\r\nCrushes on Hit",3
65,10778,9577,"20% increased Physical Weapon Damage per 10 Strength\r\nCrushes on Hit\r\nOwner gains 5% More Physical Attack Damage",3
66,10779,9612,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call",5
67,10780,9613,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality",5
68,10781,9614,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality\r\nShares Endurance Charges with allies",5
69,10782,9572,"Causes Bleeding",3
70,10783,9573,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate",3
71,10784,9574,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate\r\nCan inflict Bleeding on an Enemy up to 16 times\r\nBleeding does not deal extra Damage while the enemy is moving",3
72,10785,9566,"Summons constructs\r\n5% increased Attack Damage per 450 Armour",2
73,10786,9567,"Summons constructs\r\n5% increased Attack Damage per 450 Armour\r\nBuffs nearby constructs with 100% increased Damage and 30% Attack and Cast Speed",2
74,10787,9568,"Summons constructs\r\n5% increased Attack Damage per 450 Armour\r\nBuffs nearby constructs with 100% increased Damage and 30% Attack and Cast Speed\r\nNearby allies gain 20% of Physical Damage as Extra Lightning Damage",2
75,10788,9543,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life",1
76,10789,9544,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent",1
77,10790,9545,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent\r\nWhile on Low Life nearby allies gain spell damage",1
78,10791,9546,"",1
79,10792,9547,"",1
80,10793,9548,"",1
81,10794,9587,"Summons Spiders\r\n",4
82,10795,9588,"Summons Spiders\r\nAlly spiders deal additional chaos damage with attacks",4
83,10796,9589,"Summons Spiders\r\nAlly spiders deal additional chaos damage with attacks\r\nOwner gains 20% increased Effect of Withered",4
84,10797,9560,"Must be linked to be powered",2
85,10798,9561,"Must be Linked to be powered\r\n100% effects of Links on this",2
86,10799,9562,"Must be linked to be powered\r\n100% effects of Links on this\r\nOwner gains 20% increased Skill Effect Duration",2
87,10800,9581,"High Life",3
88,10801,9582,"Higher Life\r\nReleases a caustic cloud when hit",3
89,10802,9583,"Highest Life\r\nReleases a caustic cloud when hit\r\nOwner's minions have 40% increased maximum Life",3
90,10803,9525,"Casts channelled Lightning Beam\r\nCannot inflict Shock",0
91,10804,9526,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion",0
92,10805,9527,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion\r\nCasts Purity of Lightning",0
93,10806,9590,"5% increased Attack Damage per 450 Evasion Rating",4
94,10807,9591,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit",4
95,10808,9592,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit\r\nCasts Haste",4
96,10809,9593,"Buffs Owner with Rongokurai's Boon",4
97,10810,9594,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 5% Physical Damage Reduction",4
98,10811,9595,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 5% Physical Damage Reduction\r\nCasts Determination",4
99,10812,9554,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams",2
100,10813,9555,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite",2
101,10814,9556,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite\r\nLightning Beam has 20% Maximum Effect of Shock",2
102,10815,9596,"Cyclones\r\nUses Molten Fissure",5
103,10816,9597,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike",5
104,10817,9598,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike\r\nNearby allies have Onslaught",5
