"rownum","Id","StatsKey","bool_24","StatMin","StatMax","bool_33"
56,"HasQuality",5067,1,20,20,""
57,"IsDeliriumMap",11467,1,1,1,""
58,"IsMaximumDelirium",11467,1,100,100,""
59,"AwakeningLevel8",10668,1,8,8,""
60,"ContainsElderGuardian",6547,1,1,1,""
61,"IsBlightedMap",10305,1,1,1,""
62,"IsUberBlightedMap",14711,1,1,1,""
63,"IsT10PlusHellscapeMap",15017,1,10,10,""
64,"HasIncreasedAreaOfEffect",3242,1,1,1,""
65,"HasMinusMaxResistances",1007,"",-1,-1,1
66,"HasAdditionalProjectiles",994,1,1,1,""
67,"HasAttackSpeed",990,1,1,1,""
68,"HasCastSpeed",991,1,1,1,""
69,"HasMovementSpeed",989,1,1,1,""
70,"Has4SextantMods",5826,1,4,4,""
71,"HasTangleInfluence",10560,"",1,1,""
72,"HasCleansingFireInfluence",10560,"",2,2,""
73,"HasHeightOfHubrisAffectingArea",16231,1,1,1,""
74,"Has70PercentBossAoE",3252,1,70,70,""
75,"IsTier14Plus",9976,1,14,14,""
76,"Expedition5Remnants",14605,1,5,5,""
77,"Expedition15Remnants",14605,1,15,15,""
78,"IsLastMapOfAMemoryLine",16805,1,1,1,""
79,"IsFirstMapOfMemoryLineTier14Plus",16806,1,14,14,""
80,"IsAnyMemoryLine",16807,1,1,1,""
81,"IsAbyssMemoryLine",16807,"",1,1,""
82,"IsAmbushMemoryLine",16807,"",2,2,""
83,"IsAnarchyMemoryLine",16807,"",3,3,""
84,"IsBestiaryMemoryLine",16807,"",4,4,""
85,"IsBetrayalMemoryLine",16807,"",5,5,""
86,"IsBlightMemoryLine",16807,"",6,6,""
87,"IsBreachMemoryLine",16807,"",7,7,""
88,"IsDeliriumMemoryLine",16807,"",8,8,""
89,"IsDominationMemoryLine",16807,"",9,9,""
90,"IsEssenceMemoryLine",16807,"",10,10,""
91,"IsExpeditionMemoryLine",16807,"",11,11,""
92,"IsHarvestMemoryLine",16807,"",12,12,""
93,"IsHeistMemoryLine",16807,"",13,13,""
94,"IsIncursionMemoryLine",16807,"",14,14,""
95,"IsLegionMemoryLine",16807,"",15,15,""
96,"IsMetamorphMemoryLine",16807,"",16,16,""
97,"IsRitualMemoryLine",16807,"",17,17,""
98,"IsTormentMemoryLine",16807,"",18,18,""
99,"IsHarbingerMemoryLine",16807,"",19,19,""
100,"AtLeast250Quantity",1036,1,250,250,""
101,"AtLeast100Quantity",1036,1,100,100,""
102,"AtLeast80Quantity",1036,1,80,80,""
103,"AtLeast70Quantity",1036,1,70,70,""
104,"SextantMinimumRarity",5134,1,2,2,""
105,"SextantEnragedStrongbox",5097,1,25,25,""
106,"SextantBossHarbinger",9316,1,1,1,""
107,"SextantBossBodyguards",5111,1,1,1,""
108,"SextantHealingPacks",5077,1,4,4,""
109,"SextantConvertPacks",5081,1,4,4,""
110,"SextantHereticGhost",9365,1,1,1,""
111,"SextantBetrayerGhost",9364,1,1,1,""
112,"SextantGraverobberGhost",9363,1,1,1,""
113,"SextantGloomShrine",9820,1,1,1,""
114,"SextantResonatingShrine",9819,1,1,1,""
115,"IsAlvaMemoryLine",18407,"",3,3,""
116,"IsNikoMemoryLine",18407,"",5,5,""
117,"IsEinharMemoryLine",18407,"",2,2,""
118,"IsKiracMemoryLine",18407,"",7,7,""
119,"SextantMapBossUnique",4920,1,1,1,""
120,"SextantVaalPacks",9335,1,6,6,""
121,"SextantMirroredRares",5076,1,4,4,""
122,"SextantExtraFire",5026,1,12,12,""
123,"SextantExtraCold",5030,1,12,12,""
124,"SextantExtraLightning",5029,1,12,12,""
125,"SextantExtraChaos",5027,1,12,12,""
126,"SextantMagicPacksize",5089,1,25,25,""
127,"SextantUnidpacksize",5158,1,20,20,""
128,"SextantBeyondPacksize",16790,1,25,25,""
129,"AtLeast50Quantity",1036,1,50,50,""
130,"DivinationScarab1",19623,1,1,1,""
131,"DivinationScarab2",19624,1,1,1,""
132,"DivinationScarab3",8728,1,150,150,""
133,"IsTier16Plus",9976,1,16,16,""
134,"MapScarabs",18394,1,1,1,""
135,"Packsize50",1021,1,50,50,""
136,"AtLeast3BestiaryScarabs",20187,1,3,3,""
137,"AtLeast3InfluenceScarabs",20199,1,3,3,""
138,"AtLeast3HarbingerScarabs",20194,1,3,3,""
139,"AtLeast3AbyssScarabs",20198,1,3,3,""
140,"AtLeast3EssenceScarabs",20209,1,3,3,""
141,"AtLeast3DominationScarabs",20206,1,3,3,""
142,"AtLeast3IncursionScarabs",20211,1,3,3,""
143,"AtLeast3BetrayalScarabs",20207,1,3,3,""
144,"AtLeast3BlightScarabs",20197,1,3,3,""
145,"AtLeast3BreachScarabs",20188,1,3,3,""
146,"AtLeast3LegionScarabs",20195,1,3,3,""
147,"AtLeast3MapScarabs",20189,1,3,3,""
148,"AtLeast3BeyondScarabs",20203,1,3,3,""
149,"AtLeast3AmbushScarabs",20193,1,3,3,""
150,"AtLeast3UltimatumScarabs",20208,1,3,3,""
151,"AtLeast3ExpeditionScarabs",20210,1,3,3,""
152,"AtLeast3DeliriumScarabs",20202,1,3,3,""
153,"AtLeast3MiscScarabs",20201,1,3,3,""
154,"AtLeast1HornedScarab",20212,1,1,1,""
155,"AtLeast1DivinationScarab",20191,1,1,1,""
156,"AtLeast4Scarabs",18726,1,4,4,""
