"rownum","rid_0","i32_16"
228,1460,1
229,4783,1
230,1461,1
231,1459,1
232,1481,1
233,1486,1
234,895,1
235,896,1
236,894,1
237,4755,1
238,450,1
239,451,1
240,449,1
241,448,1
242,738,1
243,4731,1
244,1794,1
245,1787,1
246,4803,1
247,1788,1
248,1786,1
249,1795,1
250,900,1
251,901,1
252,899,1
253,4754,1
254,914,1
255,343,1
256,835,1
257,344,1
258,342,1
259,1266,1
260,4769,1
261,1267,1
262,1265,1
263,1276,1
264,1275,1
265,1780,1
266,1774,1
267,1773,1
268,4801,1
269,1772,1
270,1781,1
271,1601,1
272,1597,1
273,1594,1
274,1593,1
275,1591,1
276,4798,1
277,234,1
278,235,1
279,236,1
280,731,1
281,732,1
282,730,1
283,623,1
284,627,1
285,585,1
286,582,1
287,583,1
288,581,1
289,586,1
290,421,1
291,417,1
292,418,1
293,416,1
294,420,1
295,4746,1
296,472,1
297,406,1
298,1251,1
299,4768,1
300,1252,1
301,1250,1
302,1261,1
303,1260,1
304,4737,1
305,550,1
306,544,1
307,551,1
308,549,1
309,713,1
310,714,1
311,712,1
312,1376,1
313,1382,1
314,1377,1
315,1375,1
316,1383,1
317,4773,1
318,4747,1
319,4738,1
320,4717,1
321,5745,0
322,607,0
323,579,0
324,589,0
325,603,0
326,5785,0
327,5784,0
328,1401,0
329,1400,0
330,5786,0
331,511,0
332,5643,0
333,606,0
334,5639,0
335,1490,0
336,1487,0
337,4786,0
338,5749,0
339,512,0
340,4797,0
341,5756,0
342,5833,0
343,1614,0
344,1604,0
345,5788,0
346,5790,0
347,4744,0
348,604,0
349,1491,0
350,1488,0
351,4785,0
352,5761,0
353,830,0
354,4749,0
355,5759,0
356,915,0
357,5757,0
358,737,0
359,707,0
360,1789,0
361,6197,0
362,1796,0
363,1785,0
364,4804,0
365,6199,0
366,6198,0
367,5760,0
368,831,0
369,4750,0
370,5758,0
371,916,0
372,5767,0
373,1274,0
374,1269,0
375,4766,0
376,5766,0
377,5787,0
378,5789,0
379,4743,0
380,5746,0
381,4734,0
382,1775,0
383,6194,0
384,1782,0
385,1771,0
386,4801,0
387,6196,0
388,6195,0
389,5834,0
390,5830,0
391,5831,0
392,1599,0
393,5832,0
394,1590,0
395,4800,0
396,4739,0
397,5762,0
398,5763,0
399,5792,0
400,5791,0
401,5835,0
402,710,0
403,580,0
404,5765,0
405,1259,0
406,4765,0
407,5764,0
408,1254,0
409,5634,0
410,513,0
411,609,0
412,722,0
413,5776,0
414,5777,0
415,1386,0
416,1385,0
417,5778,0
418,4774,0
419,5755,0
420,5753,0
421,5211,0
