"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32_48","i32_52","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
87,140,8950,7,4,0,0,0,1,1,"","",""
88,141,8951,8,8,0,0,0,1,1,"","",""
89,142,8952,5,1,0,0,0,1,1,"","",""
90,144,8954,9,10,0,0,0,1,1,"","",""
91,145,8955,14,20,0,0,0,1,1,"","",""
92,146,8956,15,10,0,0,0,1,1,"","",""
93,148,8958,15,12,0,0,0,1,1,"","",""
94,149,8959,15,14,0,0,0,1,1,"","",""
95,150,8960,9,12,0,0,0,1,1,"","",""
96,152,8962,3,0,0,0,0,1,1,"","",""
97,154,8963,17,16,0,0,0,1,1,"","",""
98,153,8963,17,0,0,0,0,"","",97,"",""
99,155,8964,15,16,0,0,0,1,1,"","",""
100,156,8965,10,0,0,0,0,1,1,"","",""
101,157,8966,16,26,0,0,0,1,1,"","",""
102,158,8967,17,18,0,0,0,1,1,"","",""
103,159,8968,8,10,0,2,3,1,1,"","",""
104,160,8969,15,18,0,0,0,1,1,"","",""
105,161,8970,15,20,0,0,0,1,1,"","",""
106,162,8971,3,2,0,0,0,1,1,"","",""
107,163,8972,6,12,0,2,4,1,1,"","",""
108,164,8973,17,20,0,0,0,"","","","",""
109,165,9467,7,6,0,0,0,1,1,"","",""
110,166,9468,9,14,0,0,0,1,1,"","",""
111,167,9469,16,28,0,0,0,"","","","",""
112,168,9555,17,22,0,0,0,1,1,"","",""
113,169,9556,4,3,0,0,0,1,1,"","",""
114,172,9559,15,22,0,0,0,1,1,"","",""
115,173,9560,2,5,0,0,0,1,1,"","",""
116,174,9576,17,24,0,0,0,1,1,"","",""
117,176,9588,8,12,0,2,3,1,1,"","",""
118,178,9621,16,30,0,0,0,1,1,"","",""
119,179,9622,3,4,0,0,0,1,1,"","",""
120,180,9623,8,14,0,0,0,1,1,"","",""
121,181,9624,16,32,0,0,0,1,1,"","",""
122,183,9626,17,26,0,0,0,1,1,"","",""
123,184,9627,15,24,0,0,0,1,1,"","",""
124,185,9628,15,26,0,0,0,1,1,"","",""
125,186,9629,14,22,0,0,0,1,1,"","",""
126,187,9630,15,28,0,0,0,1,1,"","",""
127,188,9631,14,24,0,0,0,1,1,"","",""
128,189,9632,10,2,0,0,0,1,1,"","",""
129,190,9633,15,30,0,0,0,1,1,"","",""
130,191,9634,15,32,0,0,0,1,1,"","",""
131,193,9637,13,20,0,0,0,1,1,"","",""
132,194,9638,13,22,0,0,0,1,1,"","",""
133,262,9641,13,24,0,0,0,1,1,"","",""
134,198,9642,13,26,0,0,0,1,1,"","",""
135,200,9644,16,34,0,0,0,1,1,"","",""
136,203,9647,16,36,0,0,0,1,1,"","",""
137,205,9651,6,14,0,1,4,1,1,"","",""
138,206,9652,2,6,0,0,0,1,1,"","",""
139,209,9655,16,38,0,0,0,1,1,"","",""
140,210,9656,3,6,0,0,0,1,1,"","",""
141,213,9659,3,8,0,0,0,1,1,"","",""
142,215,9661,1,9,0,0,0,1,1,"","",""
143,217,9663,2,7,0,0,0,1,1,"","",""
144,218,9664,16,40,0,0,0,1,1,"","",""
145,220,9665,15,34,0,0,0,1,1,"","",""
146,221,9666,15,36,0,0,0,1,1,"","",""
147,222,9667,5,2,0,0,0,1,1,"","",""
148,223,9668,6,16,0,2,3,1,1,"","",""
149,233,9673,2,8,0,0,0,1,1,"","",""
150,234,9674,18,0,0,0,0,1,1,"","",""
151,235,9679,7,8,0,2,3,1,1,"","",""
152,237,9734,18,1,0,0,0,1,1,"","",""
153,239,9736,1,10,0,0,0,1,1,"","",""
154,240,9737,1,11,0,0,0,1,1,"","",""
155,241,9738,1,12,0,0,0,1,1,"","",""
156,242,9739,2,9,0,0,0,1,1,"","",""
157,243,9740,2,10,0,0,0,1,1,"","",""
158,244,9741,2,11,0,0,0,1,1,"","",""
159,245,9742,12,8,0,0,0,1,1,"","",""
160,247,9744,14,26,0,0,0,1,1,"","",""
161,248,9745,8,16,0,0,0,1,1,"","",""
162,250,9747,6,18,0,2,3,1,1,"","",""
163,251,9748,1,13,0,0,0,1,1,"","",""
164,252,9749,8,18,0,2,3,1,1,"","",""
165,253,9750,2,12,0,0,0,1,1,"","",""
166,254,9751,2,13,0,0,0,1,1,"","",""
167,255,9752,0,0,0,0,0,1,1,"","",""
168,257,9753,16,42,0,0,0,1,1,"","",""
169,256,9754,15,38,0,0,0,1,1,"","",""
170,258,7676,14,28,0,0,0,"","","","",""
171,259,9755,9,16,0,0,0,1,1,"","",""
172,261,9767,15,40,0,0,0,1,1,"","",""
173,279,9783,7,10,0,0,0,1,1,"","",""
174,264,9768,15,42,0,0,0,1,1,"","",""
175,266,9769,16,44,0,0,0,1,1,"","",""
176,265,9771,16,46,0,0,0,1,1,"","",""
177,268,9772,14,30,0,0,0,1,1,"","",""
178,269,9773,14,32,0,0,0,1,1,"","",""
179,271,9775,7,12,0,0,0,1,1,"","",""
180,272,9776,8,20,0,0,0,1,1,"","",""
181,281,9786,9,18,0,0,0,1,1,"","",""
182,282,9787,0,1,0,0,0,1,1,"","",""
183,283,9793,1,14,0,0,0,1,1,"","",""
184,285,9803,15,44,0,0,0,1,1,"","",""
185,286,9807,6,20,0,0,0,1,1,"","",""
186,288,9809,3,10,0,0,0,1,1,"","",""
187,289,9810,6,22,0,2,3,1,1,"","",""
188,290,9811,15,46,0,0,0,1,1,"","",""
189,292,9826,2,14,0,0,0,1,1,"","",""
190,293,9827,15,48,0,0,0,1,1,"","",""
191,294,9828,2,15,0,0,0,1,1,"","",""
192,295,9831,7,14,0,2,3,1,1,"","",""
193,296,9829,12,10,0,0,0,1,1,"","",""
194,297,9830,14,34,0,0,0,1,1,"","",""
195,298,9832,2,16,0,0,0,1,1,"","",""
196,299,9833,2,17,0,0,0,1,1,"","",""
197,300,9834,2,18,0,0,0,1,1,"","",""
198,301,9835,2,19,0,0,0,1,1,"","",""
199,302,9840,0,2,0,0,0,1,1,"","",""
200,303,9841,0,3,0,0,0,1,1,"","",""
201,305,9843,16,48,0,0,0,1,1,"","",""
202,306,9836,12,12,0,0,0,1,1,"","",""
203,309,9838,12,14,0,0,0,1,1,"","",""
204,308,9839,15,50,0,0,0,1,1,"","",""
205,321,9866,5,3,0,0,0,1,1,"","",""
206,320,9867,8,22,0,2,3,1,1,"","",""
207,322,9879,13,28,0,0,0,"","","","",""
208,324,9888,18,2,0,0,0,1,1,"","",""
209,326,9892,15,52,0,0,0,1,1,"","",""
210,327,9893,17,28,0,0,0,1,1,"","",""
211,329,9895,17,30,0,0,0,1,1,"","",""
212,333,9899,7,16,0,2,3,1,1,"","",""
213,337,9903,10,4,0,0,0,1,1,"","",""
214,339,9905,4,4,0,0,0,1,1,"","",""
215,340,9906,16,50,0,0,0,1,1,"","",""
216,342,9805,8,24,0,1,4,"","","","",""
217,343,10023,16,52,0,0,0,1,1,"","",""
218,344,9920,13,30,0,0,0,1,1,"","",""
219,345,9922,8,26,0,2,3,1,1,"","",""
220,346,9924,10,6,0,0,0,1,1,"","",""
221,347,9925,13,32,0,0,0,1,1,"","",""
222,348,9926,14,36,0,0,0,1,1,"","",""
223,350,9928,16,54,0,0,0,1,1,"","",""
224,351,9930,2,20,0,0,0,1,1,"","",""
225,353,9932,13,34,0,0,0,1,1,"","",""
226,354,9933,11,2,0,0,0,1,1,"","",""
227,355,9934,11,4,0,0,0,1,1,"","",""
228,356,9938,10,8,0,0,0,1,1,"","",""
229,357,9939,14,38,0,0,0,1,1,"","",""
230,358,9940,12,16,0,0,0,1,1,"","",""
231,359,9941,0,4,0,0,0,1,1,"","",""
232,360,9942,13,36,0,0,0,1,1,"","",""
233,362,10017,15,54,0,0,0,1,1,"","",""
234,363,10018,16,56,0,0,0,1,1,"","",""
235,364,10019,7,18,0,0,0,1,1,"","",""
236,365,10021,15,56,0,0,0,1,1,"","",""
237,366,10022,8,28,0,2,3,1,1,"","",""
238,65,7908,11,6,0,0,0,1,1,"","",""
239,367,10024,5,4,0,0,0,1,1,"","",""
240,368,7495,12,18,0,0,0,"","","","",""
241,370,10036,11,8,0,0,0,1,1,"","",""
242,371,10037,15,58,0,0,0,1,1,"","",""
243,372,10043,11,10,0,0,0,1,1,"","",""
244,373,10046,9,20,0,0,0,1,1,"","",""
245,374,10047,6,24,0,2,3,1,1,"","",""
246,378,10048,14,40,0,0,0,1,1,"","",""
247,379,10050,6,26,0,1,3,1,1,"","",""
248,380,10051,11,12,0,0,0,1,1,"","",""
249,382,10053,0,5,0,0,0,1,1,"","",""
250,383,10054,10,10,0,0,0,1,1,"","",""
251,386,10055,18,3,0,0,0,1,1,"","",""
252,387,10057,17,32,0,0,0,1,1,"","",""
253,388,10056,17,34,0,0,0,1,1,"","",""
254,390,10094,2,21,0,0,0,1,1,"","",""
255,391,10095,4,5,0,0,0,1,1,"","",""
256,392,10151,0,6,0,0,0,1,1,"","",""
257,394,10153,6,28,0,2,3,1,1,"","",""
258,396,10292,14,42,0,0,0,1,1,"","",""
259,397,10293,14,44,0,0,0,1,1,"","",""
260,398,10294,15,60,0,0,0,1,1,"","",""
261,399,10295,5,5,0,0,0,1,1,"","",""
262,400,9891,7,20,0,2,3,1,1,"","",""
263,401,10297,13,38,0,0,0,1,1,"","",""
264,402,10298,13,40,0,0,0,1,1,"","",""
265,403,10299,13,42,0,0,0,1,1,"","",""
266,404,10300,7,22,0,0,0,1,1,"","",""
267,406,10302,6,30,0,0,0,1,1,"","",""
268,407,10303,8,30,0,2,3,1,1,"","",""
269,408,10805,11,14,0,0,0,1,1,"","",""
270,410,10835,2,22,0,0,0,1,1,"","",""
271,412,10808,17,36,0,0,0,1,1,"","",""
272,413,10809,6,32,0,0,0,1,1,"","",""
273,414,10810,17,38,0,0,0,1,1,"","",""
274,418,7459,2,23,0,0,0,"","","","",""
275,420,10812,10,12,0,0,0,1,1,"","",""
276,421,7480,1,15,0,0,0,"","","","",""
277,422,10823,10,14,0,0,0,1,1,"","",""
278,424,10813,10,16,0,0,0,1,1,"","",""
279,425,10825,12,20,0,0,0,1,1,"","",""
280,427,10827,12,22,0,0,0,1,1,"","",""
281,429,10829,2,24,0,0,0,1,1,"","",""
282,430,10830,5,6,0,0,0,1,1,"","",""
283,431,10831,1,16,0,0,0,1,1,"","",""
284,432,10832,17,40,0,0,0,1,1,"","",""
285,433,10833,12,24,0,0,0,1,1,"","",""
286,434,10834,16,58,0,0,0,1,1,"","",""
287,435,10837,11,16,0,0,0,1,1,"","",""
288,436,11368,13,44,0,0,0,1,1,"","",""
289,437,11373,12,26,0,0,0,1,1,"","",""
290,438,11374,2,25,0,0,0,1,1,"","",""
291,439,11375,2,26,0,0,0,"","","","",""
292,440,11376,9,22,0,0,0,1,1,"","",""
293,441,11377,1,17,0,0,0,1,1,"","",""
294,442,11378,2,27,0,0,0,1,1,"","",""
295,443,11379,2,28,0,0,0,1,1,"","",""
296,445,11381,2,29,0,0,0,1,1,"","",""
297,446,11382,15,62,0,0,0,1,1,"","",""
298,447,11383,16,60,0,0,0,1,1,"","",""
299,448,11384,8,32,0,2,3,1,1,"","",""
300,449,11385,0,7,0,0,0,1,1,"","",""
301,450,11396,15,64,0,0,0,1,1,"","",""
302,451,11402,1,18,0,0,0,1,1,"","",""
303,452,11409,16,62,0,0,0,1,1,"","",""
304,453,11410,16,64,0,0,0,1,1,"","",""
305,454,10814,10,18,0,0,0,1,1,"","",""
306,455,11416,13,46,0,0,0,1,1,"","",""
307,464,11423,2,30,0,0,0,1,1,"","",""
308,465,11424,2,31,0,0,0,1,1,"","",""
309,466,11425,12,28,0,0,0,1,1,"","",""
310,467,11426,10,20,0,0,0,1,1,"","",""
311,469,11427,15,66,0,0,0,1,1,"","",""
312,470,11428,4,6,0,0,0,1,1,"","",""
313,471,7944,1,19,0,0,0,1,1,"","",""
314,472,11429,10,22,0,0,0,1,1,"","",""
315,473,11435,7,24,0,2,3,1,1,"","",""
316,474,11430,8,34,0,2,3,1,1,"","",""
317,475,11511,13,48,0,0,0,1,1,"","",""
318,476,11431,8,36,0,2,3,1,1,"","",""
319,477,11432,8,38,0,2,3,1,1,"","",""
320,478,11433,6,34,0,2,3,"","","","",""
321,479,11436,6,36,0,1,3,1,1,"","",""
322,480,11437,13,50,0,0,0,1,1,"","",""
323,481,11438,15,68,0,0,0,1,1,"","",""
324,483,11440,0,8,0,0,0,1,1,"","",""
325,484,11441,3,12,0,0,0,1,1,"","",""
326,485,11442,10,24,0,0,0,1,1,"","",""
327,486,11443,1,20,0,0,0,1,1,"","",""
328,487,11444,1,21,0,0,0,1,1,"","",""
329,488,11445,15,70,0,0,0,1,1,"","",""
330,489,11446,13,52,0,0,0,1,1,"","",""
331,171,9558,18,4,0,0,0,1,1,"","",""
332,177,9620,18,5,0,0,0,1,1,"","",""
333,207,9653,18,6,0,0,0,1,1,"","",""
334,230,9670,18,7,0,0,0,1,1,"","",""
335,409,10806,18,8,0,0,0,1,1,"","",""
336,490,11509,5,7,0,0,0,1,1,"","",""
337,492,11519,7,26,0,0,0,1,1,"","",""
338,936,11520,19,0,0,0,0,1,1,"","",""
339,493,11520,19,0,0,0,0,"","",338,"",""
340,495,11521,19,1,0,0,0,"",1,"","",""
341,496,11522,19,2,0,0,0,1,1,"","",""
342,497,11523,19,3,0,0,0,"","","","",""
343,498,11524,19,4,0,0,0,1,1,"","",""
344,499,11525,19,5,0,0,0,1,1,"","",""
345,502,11527,19,6,0,0,0,"","","","",""
346,501,11528,19,7,0,0,0,"","","","",""
347,503,11529,19,8,0,0,0,"","","","",""
348,504,11530,19,9,0,0,0,1,1,"","",""
349,505,11531,19,10,0,0,0,1,1,"","",""
350,507,11533,19,11,0,0,0,"","","","",""
351,508,11534,19,12,0,0,0,"","","","",""
352,509,11535,19,13,0,0,0,"","","","",""
353,510,11536,19,14,0,0,0,"","","","",""
354,512,11538,19,15,0,0,0,"","","","",""
355,514,11540,19,16,0,0,0,"","","","",""
356,515,11541,19,17,0,0,0,"","","","",""
357,516,11542,19,18,0,0,0,1,1,"","",""
358,518,11543,19,19,0,0,0,"","","","",""
359,520,11545,19,20,0,0,0,1,1,"","",""
360,521,11546,19,21,0,0,0,1,1,"","",""
361,522,11547,19,22,0,0,0,"","","","",""
362,523,11548,19,23,0,0,0,"","","","",""
363,524,11549,19,24,0,0,0,"","","","",""
364,527,11552,19,25,0,0,0,1,1,"","",""
365,528,11553,19,26,0,0,0,1,1,"","",""
366,530,11554,19,27,0,0,0,1,1,"","",""
367,529,11555,19,28,0,0,0,1,1,"","",""
368,531,11556,19,29,0,0,0,"","","","",""
369,532,11557,19,30,0,0,0,1,1,"","",""
370,533,11558,19,31,0,0,0,"","","","",""
371,534,11559,19,32,0,0,0,"","","","",""
372,535,11560,19,33,0,0,0,"","","","",""
373,536,11561,19,34,0,0,0,"","","","",""
374,537,11562,19,35,0,0,0,"","","","",""
375,539,11564,19,36,0,0,0,"","","","",""
376,540,11565,19,37,0,0,0,"","","","",""
377,542,11566,19,38,0,0,0,1,1,"","",""
378,541,11567,19,39,0,0,0,"","","","",""
379,543,11568,19,40,0,0,0,"","","","",""
380,544,11569,19,41,0,0,0,"","","","",""
381,546,11571,19,42,0,0,0,"","","","",""
382,547,11572,19,43,0,0,0,1,1,"","",""
383,548,11573,19,44,0,0,0,"","","","",""
384,550,11575,19,45,0,0,0,"","","","",""
385,551,11576,19,46,0,0,0,1,1,"","",""
386,552,11577,19,47,0,0,0,1,1,"","",""
387,553,11578,19,48,0,0,0,1,1,"","",""
388,554,11579,2,32,0,0,0,1,1,"","",""
389,555,11580,19,49,0,0,0,"","","","",""
390,556,11581,19,50,0,0,0,"","","","",""
391,557,11582,19,51,0,0,0,"","","","",""
392,558,11583,19,52,0,0,0,1,1,"","",""
393,559,11584,19,53,0,0,0,1,1,"","",""
394,560,11585,19,54,0,0,0,"","","","",""
395,561,11586,19,55,0,0,0,"","","","",""
396,562,11587,19,56,0,0,0,1,1,"","",""
397,563,11590,19,57,0,0,0,"","","","",""
398,564,11591,15,72,0,0,0,1,1,"","",""
399,565,11592,4,7,0,0,0,1,1,"","",""
400,566,11593,4,8,0,0,0,1,1,"","",""
401,568,11595,5,8,0,0,0,1,1,"","",""
402,569,11596,10,26,0,0,0,1,1,"","",""
403,570,11597,3,14,0,0,0,1,1,"","",""
404,571,11598,17,42,0,0,0,1,1,"","",""
405,572,11599,7,28,0,2,3,1,1,"","",""
406,573,11600,7,30,0,2,3,1,1,"","",""
407,574,11601,6,38,0,1,3,1,1,"","",""
408,575,11602,6,40,0,2,3,1,1,"","",""
409,576,11603,8,40,0,2,3,1,1,"","",""
410,577,11604,8,42,0,2,3,1,1,"","",""
411,578,11605,8,44,0,2,3,1,1,"","",""
412,579,11606,10,28,0,0,0,1,1,"","",""
413,580,11642,2,33,0,0,0,1,1,"","",""
414,581,11643,2,34,0,0,0,1,1,"","",""
415,582,11644,2,35,0,0,0,1,1,"","",""
416,583,11645,17,44,0,0,0,1,1,"","",""
417,584,11646,17,46,0,0,0,1,1,"","",""
418,585,11647,17,48,0,0,0,1,1,"","",""
419,586,11501,17,50,0,2,3,"","","","",""
420,587,12051,14,46,0,0,0,1,1,"","",""
421,588,12052,14,48,0,0,0,1,1,"","",""
422,589,12053,14,50,0,0,0,1,1,"","",""
423,590,12054,17,52,0,0,0,1,1,"","",""
424,591,12055,8,46,0,0,0,1,1,"","",""
425,592,12056,16,66,0,0,0,1,1,"","",""
426,593,12057,16,68,0,0,0,1,1,"","",""
427,594,12058,2,36,0,0,0,1,1,"","",""
428,597,12063,3,16,0,0,0,1,1,"","",""
429,599,12072,14,52,0,0,0,1,1,"","",""
430,600,12073,17,54,0,0,0,1,1,"","",""
431,601,12074,2,37,0,0,0,1,1,"","",""
432,602,12075,0,9,0,0,0,1,1,"","",""
433,603,12076,1,22,0,0,0,1,1,"","",""
434,604,12077,19,58,0,0,0,"","","","",""
435,605,12078,19,59,0,0,0,"","","","",""
436,606,12079,19,60,0,0,0,"","","","",""
437,607,12080,19,61,0,0,0,"","","","",""
438,608,12081,19,62,0,0,0,"","","","",""
439,609,10815,10,30,0,0,0,1,1,"","",""
440,610,10807,18,9,0,0,0,1,1,"","",""
441,611,12105,12,30,0,0,0,1,1,"","",""
442,612,12106,12,32,0,0,0,1,1,"","",""
443,613,12107,12,34,0,0,0,1,1,"","",""
444,614,12108,1,23,0,0,0,1,1,"","",""
445,615,12115,7,32,0,0,0,1,1,"","",""
446,616,12116,0,10,0,0,0,1,1,"","",""
447,617,12117,17,56,0,0,0,1,1,"","",""
448,618,12118,14,54,0,0,0,1,1,"","",""
449,619,12119,19,63,0,0,0,1,1,"","",""
450,621,12121,9,24,0,0,0,1,1,"","",""
451,622,12122,13,54,0,0,0,1,1,"","",""
452,623,12123,0,11,0,0,0,1,1,"","",""
453,624,12124,19,64,0,0,0,"","","","",""
454,625,12125,19,65,0,0,0,"","","","",""
455,626,12126,19,66,0,0,0,"","","","",""
456,627,12127,19,67,0,0,0,"","","","",""
457,628,12128,10,32,0,0,0,1,1,"","",""
458,634,12129,5,9,0,0,0,1,1,"","",""
459,635,12130,13,56,0,0,0,1,1,"","",""
460,636,12131,8,48,0,2,3,"","","","",""
461,637,12132,19,68,0,0,0,"","","","",""
462,638,12136,6,42,0,1,4,"","","","",""
463,639,12137,3,18,0,0,0,"","","","",""
464,640,12138,1,24,0,0,0,1,1,"","",""
465,641,12139,6,44,0,2,4,1,1,"","",""
466,642,12141,19,69,0,0,0,1,1,"","",""
467,643,12142,19,70,0,0,0,"","","","",""
468,644,12143,19,71,0,0,0,"","","","",""
469,645,12144,19,72,0,0,0,"","","","",""
470,646,12160,9,26,0,0,0,1,1,"","",""
471,648,12145,5,10,0,0,0,1,1,"","",""
472,649,12146,5,11,0,0,0,1,1,"","",""
473,651,12148,8,50,0,2,3,1,1,"","",""
474,652,12149,8,52,0,2,3,1,1,"","",""
475,654,12151,12,36,0,0,0,1,1,"","",""
476,655,12162,1,25,0,0,0,1,1,"","",""
477,656,12165,2,38,0,0,0,1,1,"","",""
478,657,12167,1,26,0,0,0,1,1,"","",""
479,658,12169,1,27,0,0,0,1,1,"","",""
480,659,12170,1,28,0,0,0,1,1,"","",""
481,660,12171,1,29,0,0,0,1,1,"","",""
482,661,12172,1,30,0,0,0,1,1,"","",""
483,662,12173,2,39,0,0,0,1,1,"","",""
484,663,12174,7,34,0,2,3,1,1,"","",""
485,664,12175,6,46,0,2,3,1,1,"","",""
486,665,12176,11,18,0,0,0,1,1,"","",""
487,666,12177,18,10,0,0,0,1,1,"","",""
488,669,11588,15,74,0,0,0,"","","","",""
489,670,12204,0,12,0,0,0,1,1,"","",""
490,672,12205,7,36,0,0,0,1,1,"","",""
491,671,12206,17,58,0,0,0,1,1,"","",""
492,675,12152,12,38,0,0,0,1,1,"","",""
493,667,12179,1,31,0,0,0,1,1,"","",""
494,677,12191,3,20,0,0,0,1,1,"","",""
495,679,12193,10,34,0,0,0,1,1,"","",""
496,686,12207,8,54,0,0,0,1,1,"","",""
497,688,12209,4,9,0,0,0,1,1,"","",""
498,689,12210,8,56,0,2,3,1,1,"","",""
499,690,12211,8,58,0,2,3,1,1,"","",""
500,692,12213,6,48,0,2,3,1,1,"","",""
501,694,12215,6,50,0,1,4,1,1,"","",""
502,695,12216,5,12,0,0,0,1,1,"","",""
503,696,12217,8,60,0,1,4,"","","","",""
504,697,12218,0,13,0,0,0,1,1,"","",""
505,699,12220,15,76,0,0,0,1,1,"","",""
506,700,12221,8,62,0,2,3,1,1,"","",""
507,701,12222,6,52,0,2,3,1,1,"","",""
508,702,12223,15,78,0,0,0,"","","","",""
509,703,12224,14,56,0,0,0,1,1,"","",""
510,704,12225,15,80,0,0,0,1,1,"","",""
511,705,12226,0,14,0,0,0,1,1,"","",""
512,707,12230,3,22,0,0,0,1,1,"","",""
513,708,12231,19,73,0,0,0,"","","","",""
514,710,12233,17,60,0,0,0,"","","","",""
515,711,12234,19,74,0,0,0,"","","","",""
516,712,12235,9,28,0,0,0,1,1,"","",""
517,713,12236,19,75,0,0,0,"","","","",""
518,714,12237,19,76,0,0,0,"","","","",""
519,716,12239,16,70,0,0,0,1,1,"","",""
520,717,12240,19,77,0,0,0,1,1,"","",""
521,718,12241,19,78,0,0,0,1,1,"","",""
522,719,12242,19,79,0,0,0,1,1,"","",""
523,720,12243,19,80,0,0,0,1,1,"","",""
524,721,12244,17,62,0,0,0,1,1,"","",""
525,723,12246,18,11,0,0,0,"","","","",""
526,724,12247,6,54,0,2,3,1,1,"","",""
527,728,12377,14,58,0,0,0,1,1,"","",""
528,731,12380,15,82,0,0,0,1,1,"","",""
529,732,12381,19,81,0,0,0,1,1,"","",""
530,732,12382,19,82,0,0,0,1,1,"","",""
531,732,12383,19,83,0,0,0,1,1,"","",""
532,733,12384,12,40,0,0,0,1,1,"","",""
533,734,12385,16,72,0,0,0,1,1,"","",""
534,735,12386,1,32,0,0,0,1,1,"","",""
