"rownum","InfluenceMod","UpgradedMod","bool"
358,21087,21088,""
359,21088,25155,1
360,21089,21090,""
361,21090,25156,1
362,21091,21092,""
363,21092,25157,1
364,21093,21094,""
365,21094,25158,1
366,21311,25159,1
367,14767,25160,1
368,14768,25161,1
369,14769,25162,1
370,14770,25163,1
371,14771,25164,1
372,14772,25165,1
373,14773,25166,1
374,14774,14775,""
375,14775,14776,""
376,14776,25167,1
377,14777,14778,""
378,14778,14779,""
379,14779,25168,1
380,14780,14781,""
381,14781,14782,""
382,14782,25169,1
383,14783,14784,""
384,14784,14785,""
385,14785,25170,1
386,14786,14787,""
387,14787,25171,1
388,14788,14789,""
389,14789,25172,1
390,14790,14791,""
391,14791,14792,""
392,14792,25173,1
393,14793,14794,""
394,14794,14795,""
395,14795,25174,1
396,14796,14797,""
397,14797,14798,""
398,14798,25175,1
399,14799,14800,""
400,14800,14801,""
401,14801,25176,1
402,14802,25177,1
403,14803,25178,1
404,14804,25179,1
405,20953,25180,1
406,20954,25181,1
407,20955,20956,""
408,20956,25182,1
409,20959,20960,""
410,20960,25184,1
411,20961,20962,""
412,20962,25185,1
413,20963,20964,""
414,20964,20965,""
415,20965,25186,1
416,20966,20967,""
417,20967,20968,""
418,20968,25187,1
419,20969,20970,""
420,20970,20971,""
421,20971,25188,1
422,20972,20973,""
423,20973,25189,1
424,20974,25190,1
425,20975,25191,1
426,20976,25192,1
427,20977,20978,""
428,20978,25193,1
429,20982,20983,""
430,20983,25194,1
431,20984,20985,""
432,20985,25195,1
433,20986,20987,""
434,20987,25196,1
435,20990,25197,1
436,20991,25198,1
437,20992,25199,1
438,20993,20994,""
439,20994,25200,1
440,20995,20996,""
441,20996,25201,1
442,20997,25202,1
443,20998,20999,""
444,20999,21000,""
445,21000,25203,1
446,21001,21002,""
447,21002,21003,""
448,21003,25204,1
449,21004,21005,""
450,21005,25205,1
451,21006,21007,""
452,21007,25206,1
453,21008,25207,1
454,21009,25208,1
455,21010,21011,""
456,21011,25209,1
457,21012,21013,""
458,21013,25210,1
459,21014,21015,""
460,21015,21016,""
461,21016,25211,1
462,21017,25212,1
463,21018,21019,""
464,21019,25213,1
465,21020,21021,""
466,21021,25214,1
467,21022,21023,""
468,21023,25215,1
469,21179,21180,""
470,21180,24997,1
471,14825,25103,1
472,24974,24974,1
473,24975,24975,1
474,24976,24976,1
475,24977,24977,1
476,24978,24978,1
477,24979,24979,1
478,24980,24980,1
479,24981,24981,1
480,24982,24982,1
481,24983,24983,1
482,24984,24984,1
483,24985,24985,1
484,24986,24986,1
485,24987,24987,1
486,24988,24988,1
487,24989,24989,1
488,24990,24990,1
489,24991,24991,1
490,24992,24992,1
491,24993,24993,1
492,24994,24994,1
493,24995,24995,1
494,24998,24998,1
495,24999,24999,1
496,25000,25000,1
497,25001,25001,1
498,25002,25002,1
499,25003,25003,1
500,25004,25004,1
501,25005,25005,1
502,25006,25006,1
503,25007,25007,1
504,25008,25008,1
505,25009,25009,1
506,25010,25010,1
507,25011,25011,1
508,25012,25012,1
509,25013,25013,1
510,25014,25014,1
511,25015,25015,1
512,25016,25016,1
513,25017,25017,1
514,25018,25018,1
515,25019,25019,1
516,25020,25020,1
517,25021,25021,1
518,25022,25022,1
519,25024,25024,1
520,25025,25025,1
521,25026,25026,1
522,25027,25027,1
523,25028,25028,1
524,25029,25029,1
525,25030,25030,1
526,25031,25031,1
527,25032,25032,1
528,25033,25033,1
529,25035,25035,1
530,25036,25036,1
531,25037,25037,1
532,25038,25038,1
533,25039,25039,1
534,25040,25040,1
535,25041,25041,1
536,25042,25042,1
537,25043,25043,1
538,25044,25044,1
539,25045,25045,1
540,25046,25046,1
541,25047,25047,1
542,25048,25048,1
543,25049,25049,1
544,25050,25050,1
545,25051,25051,1
546,25052,25052,1
547,25053,25053,1
548,25054,25054,1
549,25055,25055,1
550,25056,25056,1
551,25058,25058,1
552,25059,25059,1
553,25060,25060,1
554,25061,25061,1
555,25062,25062,1
556,25063,25063,1
557,25064,25064,1
558,25065,25065,1
559,25066,25066,1
560,25067,25067,1
561,25068,25068,1
562,25069,25069,1
563,25070,25070,1
564,25071,25071,1
565,25072,25072,1
566,25073,25073,1
567,25074,25074,1
568,25075,25075,1
569,25076,25076,1
570,25077,25077,1
571,25078,25078,1
572,25079,25079,1
573,25081,25081,1
574,25082,25082,1
575,25083,25083,1
576,25084,25084,1
577,25085,25085,1
578,25086,25086,1
579,25087,25087,1
580,25088,25088,1
581,25089,25089,1
582,25090,25090,1
583,25091,25091,1
584,25092,25092,1
585,25093,25093,1
586,25094,25094,1
587,25095,25095,1
588,25096,25096,1
589,25097,25097,1
590,25098,25098,1
591,25099,25099,1
592,25100,25100,1
593,25101,25101,1
594,25102,25102,1
595,25105,25105,1
596,25106,25106,1
597,25107,25107,1
598,25108,25108,1
599,25109,25109,1
600,25110,25110,1
601,25111,25111,1
602,25112,25112,1
603,25113,25113,1
604,25114,25114,1
605,25115,25115,1
606,25116,25116,1
607,25117,25117,1
608,25118,25118,1
609,25119,25119,1
610,25120,25120,1
611,25121,25121,1
612,25122,25122,1
613,25123,25123,1
614,25125,25125,1
615,25126,25126,1
616,25127,25127,1
617,25128,25128,1
618,25129,25129,1
619,25130,25130,1
620,25131,25131,1
621,25132,25132,1
622,25133,25133,1
623,25134,25134,1
624,25135,25135,1
625,25136,25136,1
626,25137,25137,1
627,25138,25138,1
628,25139,25139,1
629,25140,25140,1
630,25141,25141,1
631,25142,25142,1
632,25143,25143,1
633,25144,25144,1
634,25145,25145,1
635,25146,25146,1
636,25147,25147,1
637,25148,25148,1
638,25149,25149,1
639,25150,25150,1
640,25151,25151,1
641,25152,25152,1
642,25153,25153,1
643,25154,25154,1
644,25155,25155,1
645,25156,25156,1
646,25157,25157,1
647,25158,25158,1
648,25159,25159,1
649,25160,25160,1
650,25161,25161,1
651,25162,25162,1
652,25163,25163,1
653,25164,25164,1
654,25165,25165,1
655,25166,25166,1
656,25167,25167,1
657,25168,25168,1
658,25169,25169,1
659,25170,25170,1
660,25171,25171,1
661,25172,25172,1
662,25173,25173,1
663,25174,25174,1
664,25175,25175,1
665,25176,25176,1
666,25177,25177,1
667,25178,25178,1
668,25179,25179,1
669,25180,25180,1
670,25181,25181,1
671,25182,25182,1
672,25184,25184,1
673,25185,25185,1
674,25186,25186,1
675,25187,25187,1
676,25188,25188,1
677,25189,25189,1
678,25190,25190,1
679,25191,25191,1
680,25192,25192,1
681,25193,25193,1
682,25194,25194,1
683,25195,25195,1
684,25196,25196,1
685,25197,25197,1
686,25198,25198,1
687,25199,25199,1
688,25200,25200,1
689,25201,25201,1
690,25202,25202,1
691,25203,25203,1
692,25204,25204,1
693,25205,25205,1
694,25206,25206,1
695,25207,25207,1
696,25208,25208,1
697,25209,25209,1
698,25210,25210,1
699,25211,25211,1
700,25212,25212,1
701,25213,25213,1
702,25214,25214,1
703,25215,25215,1
704,24997,24997,1
705,25103,25103,1
706,21143,21145,""
707,21145,25080,1
708,20957,20958,""
709,20958,25183,1
710,21026,21027,""
711,21027,25124,1
712,21097,21098,""
713,21098,25057,1
