"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
143,10561,[],[319],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,10562,[],[636],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,10563,[],[324],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,10564,[],[633],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,10565,[],[313],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,10566,[],[320],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,10567,[],[323],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,10568,[],[311],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,10569,[],[27],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,10570,[],[309],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,10571,[],[318],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,10572,[],[317],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,10573,[],[632],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,10574,[],[640],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,10575,[],[625],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,10576,[],[310],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,10577,[],[312],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,10578,[],[34],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,10579,[],[321],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,10580,[],[634],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,10581,[],[319],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,10582,[],[636],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,10583,[],[324],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,10584,[],[633],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,10585,[],[313],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,10586,[],[320],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,10587,[],[323],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,10588,[],[311],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,10589,[],[316],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,10590,[],[309],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,10591,[],[318],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,10592,[],[317],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,10593,[],[632],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,10594,[],[640],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,10595,[],[625],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,10596,[],[310],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,10597,[],[312],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,10598,[],[34],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,10599,[],[321],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,10600,[],[634],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,10601,[],[319],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,10602,[],[636],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,10603,[],[324],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,10604,[],[633],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,10605,[],[313],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,10606,[],[320],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,10607,[],[323],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,10608,[],[311],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,10609,[],[316],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,10610,[],[27],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,10611,[],[318],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,10612,[],[317],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,10613,[],[632],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,10614,[],[640],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,10615,[],[625],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,10616,[],[310],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,10617,[],[312],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,10618,[],[34],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,10619,[],[321],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,10620,[],[634],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,10621,[],[319],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,10622,[],[636],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,10623,[],[324],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,10624,[],[633],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,10625,[],[313],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,10626,[],[320],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,10627,[],[323],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,10628,[],[311],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,10629,[],[316],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,10630,[],[27],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,10631,[],[309],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,10632,[],[317],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,10633,[],[632],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,10634,[],[640],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,10635,[],[625],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,10636,[],[310],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,10637,[],[312],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0]
220,10638,[],[34],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,69]","[59,19,25]","","",[1000],[0]
221,10639,[],[321],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,70]","[60,78]","","",[1000],[0]
222,10640,[],[634],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0]
223,10641,[],[319],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
