"rownum","Id","i32","Stats","StatsValues","CraftingItemType","i32","CorpsesNotConsumed","CraftingItemTypes","Achievements","MatchingMonsters"
68,"RarerResistanceModWeighting1",69,[19970],[100],"",0,"",[],"[10323,10337]",0
69,"RarerResistanceModWeighting2",70,[19970],[300],"",0,"",[],"[10323,10337]",0
70,"RarerGemModWeighting1",71,[19971],[100],"",0,"",[],"[10323,10337]",0
71,"RarerGemModWeighting2",72,[19971],[300],"",0,"",[],"[10323,10337]",0
72,"RequiresStr",73,[19844],[1],"",0,"",[],[],0
73,"DoesntRequireStr",74,[19845],[1],"",0,"",[],[],0
74,"RequiresDex",75,[19846],[1],"",0,"",[],[],0
75,"DoesntRequireDex",76,[19847],[1],"",0,"",[],[],0
76,"RequiresInt",77,[19848],[1],"",0,"",[],[],0
77,"DoesntRequireInt",78,[19849],[1],"",0,"",[],[],0
78,"PhysicalModCondensing1",79,[19941],[50],"",0,"",[],"[10322,10336]",0
79,"PhysicalModCondensing2",80,[19941],[100],"",0,"",[],"[10322,10336]",0
80,"FireModCondensing1",81,[19942],[50],"",0,"",[],"[10322,10336]",0
81,"FireModCondensing2",82,[19942],[100],"",0,"",[],"[10322,10336]",0
82,"ColdModCondensing1",83,[19943],[50],"",0,"",[],"[10322,10336]",0
83,"ColdModCondensing2",84,[19943],[100],"",0,"",[],"[10322,10336]",0
84,"LightningModCondensing1",85,[19944],[50],"",0,"",[],"[10322,10336]",0
85,"LightningModCondensing2",86,[19944],[100],"",0,"",[],"[10322,10336]",0
86,"ChaosModCondensing1",87,[19945],[50],"",0,"",[],"[10322,10336]",0
87,"ChaosModCondensing2",88,[19945],[100],"",0,"",[],"[10322,10336]",0
88,"LifeModCondensing1",89,[19904],[50],"",0,"",[],"[10322,10336]",0
89,"LifeModCondensing2",90,[19904],[100],"",0,"",[],"[10322,10336]",0
90,"ManaModCondensing1",91,[19946],[50],"",0,"",[],"[10322,10336]",0
91,"ManaModCondensing2",92,[19946],[100],"",0,"",[],"[10322,10336]",0
92,"AttackModCondensing1",93,[19947],[25],"",0,"",[],"[10322,10336]",0
93,"AttackModCondensing2",94,[19947],[50],"",0,"",[],"[10322,10336]",0
94,"CasterModCondensing1",95,[19948],[25],"",0,"",[],"[10322,10336]",0
95,"CasterModCondensing2",96,[19948],[50],"",0,"",[],"[10322,10336]",0
96,"ElementalModCondensing1",97,[19903],[25],"",0,"",[],"[10322,10336]",0
97,"ElementalModCondensing2",98,[19903],[50],"",0,"",[],"[10322,10336]",0
98,"DefencesModCondensing1",99,[19949],[50],"",0,"",[],"[10322,10336]",0
99,"DefencesModCondensing2",100,[19949],[100],"",0,"",[],"[10322,10336]",0
100,"CriticalModCondensing1",101,[19950],[50],"",0,"",[],"[10322,10336]",0
101,"CriticalModCondensing2",102,[19950],[100],"",0,"",[],"[10322,10336]",0
102,"SpeedModCondensing1",103,[19951],[50],"",0,"",[],"[10322,10336]",0
103,"SpeedModCondensing2",104,[19951],[100],"",0,"",[],"[10322,10336]",0
104,"AttributeModCondensing1",105,[19952],[50],"",0,"",[],"[10322,10336]",0
105,"AttributeModCondensing2",106,[19952],[100],"",0,"",[],"[10322,10336]",0
106,"ResistanceModCondensing1",107,[19953],[50],"",0,"",[],"[10322,10336]",0
107,"ResistanceModCondensing2",108,[19953],[100],"",0,"",[],"[10322,10336]",0
108,"GemModCondensing1",109,[19954],[50],"",0,"",[],"[10322,10336]",0
109,"GemModCondensing2",110,[19954],[100],"",0,"",[],"[10322,10336]",0
110,"MinionModCondensing1",111,[19955],[50],"",0,"",[],"[10322,10336]",0
111,"MinionModCondensing2",112,[19955],[100],"",0,"",[],"[10322,10336]",0
112,"ReplaceWithRandomMod",113,[19887],[1],"",0,"",[],[],0
113,"Perandus1",114,[19914],[1],0,2,"",[],[],0
114,"Perandus2",115,[19915],[1],0,2,"",[],[],0
115,"Perandus3",116,[19916],[1],0,2,"",[],[],0
116,"Perandus4",117,[19917],[1],0,2,"",[],[],0
117,"AdditionalItemChance",118,[19932],[20],"",0,"",[],[],0
118,"RerollExplicitValuesKeepBest1",119,[19985],[3],"",0,"",[],"[10325,10339]",0
119,"RerollExplicitValuesKeepBest2",120,[19985],[6],"",0,"",[],"[10325,10339]",0
120,"RowEffect",121,[20011],[25],"",1,"",[],"[10320,10334]",0
121,"ColumnEffect",122,[20012],[25],"",1,"",[],"[10320,10334]",0
122,"Veruso1",123,[20045],[1],2,2,"",[],[],0
123,"Veruso2",124,[20046],[1],2,2,"",[],[],0
124,"Veruso3",125,[20047],[1],2,2,"",[],[],0
125,"Veruso4",126,[20048],[1],2,2,"",[],[],0
126,"Phrecia1",127,[20087],[1],1,2,"",[],[],0
127,"Phrecia2",128,[20088],[1],1,2,"",[],[],0
128,"Phrecia3",129,[20089],[1],1,2,"",[],[],0
129,"Phrecia4",130,[20090],[1],1,2,"",[],[],0
130,"Nevalius1",131,[20091],[1],3,2,"",[],[],0
131,"Nevalius2",132,[20092],[1],3,2,"",[],[],0
132,"Nevalius3",133,[20093],[1],3,2,"",[],[],0
133,"Nevalius4",134,[20094],[1],3,2,"",[],[],0
134,"Grattus1",135,[20095],[1],4,2,"",[],[],0
135,"Grattus2",136,[20096],[1],4,2,"",[],[],0
136,"Grattus3",137,[20097],[1],4,2,"",[],[],0
137,"Grattus4",138,[20098],[1],4,2,"",[],[],0
138,"MorePrefixWeighting1",139,[20052],[100],"",0,"",[],"[10318,10332]",0
139,"MorePrefixWeighting2",140,[20052],[300],"",0,"",[],"[10318,10332]",0
140,"MoreSuffixWeighting1",141,[20053],[100],"",0,"",[],"[10318,10332]",0
141,"MoreSuffixWeighting2",142,[20053],[300],"",0,"",[],"[10318,10332]",0
142,"ItemLevelPlus",143,[20054],[1],"",0,"",[],[],0
143,"BreachRing",144,[20067],[1],720,0,"",[],"[10316,10330]",0
144,"StygianVise",145,[20068],[1],721,0,"",[],"[10316,10330]",0
145,"RerollSockets1",146,[20069],[30],"",0,"",[],"[10324,10338]",0
146,"RerollSockets2",147,[20069],[200],"",0,"",[],"[10324,10338]",0
147,"RerollLinks1",148,[20070],[20],"",0,"",[],"[10324,10338]",0
148,"RerollLinks2",149,[20070],[200],"",0,"",[],"[10324,10338]",0
149,"RerollBaseDefences1",150,[20071],[3],"",0,"",[],[],0
150,"RerollBaseDefences2",151,[20071],[6],"",0,"",[],[],0
151,"RerollImplicits1",152,[20072],[3],"",0,"",[],"[10325,10339]",0
152,"RerollImplicits2",153,[20072],[6],"",0,"",[],"[10325,10339]",0
153,"ExclusiveMods1",154,"[20077,20076]","[1,50]","",0,"",[],"[10312,10326,10319,10333]",0
154,"ExclusiveMods2",155,"[20077,20076]","[1,150]","",0,"",[],"[10312,10326,10319,10333]",0
155,"RuthlessRing",156,[20084],[1],"",0,"",[7],[],0
156,"RuthlessAmulet",157,[20085],[1],"",0,"",[6],[],0
157,"RuthlessBelt",158,[20086],[1],"",0,"",[5],[],0
158,"RollBaseTypeHigherLevel",159,[20099],[5],"",0,"",[],[],0
159,"BeastCorpseEffect",160,[20129],[40],"",1,"",[],"[10320,10334]",0
160,"UndeadCorpseEffect",161,[20130],[40],"",1,"",[],"[10320,10334]",0
161,"HumanoidCorpseEffect",162,[20131],[40],"",1,"",[],"[10320,10334]",0
162,"ConstructCorpseEffect",163,[20132],[40],"",1,"",[],"[10320,10334]",0
163,"DemonCorpseEffect",164,[20133],[40],"",1,"",[],"[10320,10334]",0
164,"BeastCorpsesNotConsumed",165,[20134],[5],"",1,1,[],"[10313,10327]",0
165,"UndeadCorpsesNotConsumed",166,[20135],[5],"",1,1,[],"[10313,10327]",0
166,"HumanoidCorpsesNotConsumed",167,[20136],[5],"",1,1,[],"[10313,10327]",0
167,"ConstructCorpsesNotConsumed",168,[20137],[5],"",1,1,[],"[10313,10327]",0
168,"DemonCorpsesNotConsumed",169,[20138],[5],"",1,1,[],"[10313,10327]",0
169,"ReplaceWithRandomModAOE",170,[20139],[1],"",1,"",[],[],0
170,"Split",171,[20163],[25],"",0,"",[],"[10314,10328]",0
171,"CorruptWithImplicitOutcomeChance",172,"[20165,20164]","[1,50]","",0,"",[],"[10319,10333,10321,10335]",0
172,"Mirror",173,[20166],[25],"",0,"",[],"[10314,10328]",0
173,"Talisman",174,[20270],[1],722,0,"",[],"[10316,10330]",0
174,"BoneRing",175,[20271],[1],714,0,"",[],"[10316,10330]",0
175,"MinionWand",176,[],[],"",0,"",[],"[10316,10330]",0
176,"RitualArmour",177,[20273],[1],"",0,"","[0,2,3]","[10316,10330]",0
177,"WardArmour",178,[20274],[1],"",0,"","[0,2,3]","[10316,10330]",0
178,"HeistWeapon",179,[20275],[1],"",0,"","[22,8,9,21,15,17,12,13,10,19,20,16,18,14]","[10316,10330]",0
179,"ShaperElderInfluence",180,"[20278,20280]","[1,200]","",0,"",[],"[10317,10331,10319,10333]",0
180,"ConquerorInfluence",181,"[20279,20280]","[1,200]","",0,"",[],"[10317,10331,10319,10333]",0
181,"VermillionRingIfMatchingMonster",182,"[20290,20291]","[1,1]",715,0,"",[],"[10316,10330]",1
182,"SellPriceImplicitIf2MatchingMonsters",183,"[20292,20291]","[1,2]","",0,"",[],[],2
183,"MinSocketsUpTo4",184,[20294],[1],"",0,"",[],[],0
184,"MinSocketsUpTo5",185,[20295],[1],"",0,"",[],[],0
185,"MinSocketsUpTo6",186,[20296],[1],"",0,"",[],[],0
186,"SteelRingIfMatchingMonster",187,"[20308,20291]","[1,1]",716,0,"",[],"[10316,10330]",1
187,"OpalRingIfMatchingMonster",188,"[20309,20291]","[1,1]",717,0,"",[],"[10316,10330]",1
188,"IoliteRingIfMatchingMonster",189,"[20310,20291]","[1,1]",718,0,"",[],"[10316,10330]",1
189,"CeruleanRingIfMatchingMonster",190,"[20311,20291]","[1,1]",719,0,"",[],"[10316,10330]",1
190,"ModCondensing",191,[20348],[50],"",0,"",[],"[10322,10336]",0
191,"GraspingMail",192,[20352],[1],788,0,"",[],"[10316,10330]",0
192,"SacrificialGarb",193,[20351],[1],789,0,"",[],"[10316,10330]",0
