"rownum","Id","Text","SoundFile","ParrotSoundFile","i32","i32"
17,"Marauder18","Ancestors, forgive me. I have opened the 'Way' to Kitava, Father of Corruption.","Audio/Dialogue/Character/Str/Event/Ma_18.ogg","",10000,0
18,"Marauder19","I give this warrior of Kitava to you, Tukohama, my Father of War.","Audio/Dialogue/Character/Str/Event/Ma_19.ogg","",10000,0
19,"Marauder20","Your death had more honour than your life, Kraityn.","Audio/Dialogue/Character/Str/Event/Ma_20.ogg","",10000,0
20,"Marauder21","There's no blacker magic than death, witch.","Audio/Dialogue/Character/Str/Event/Ma_21.ogg","",10000,0
21,"Marauder22","Your reign is over, bandit king.","Audio/Dialogue/Character/Str/Event/Ma_22.ogg","",10000,0
22,"Marauder23","It is good to feel your warmth again, Ramako, Father of Light.","Audio/Dialogue/Character/Str/Event/Ma_23.ogg","",10000,0
23,"Marauder24","You are a welcome sight, daughter of Ngamakanui.","Audio/Dialogue/Character/Str/Event/Ma_24.ogg","",10000,0
24,"Marauder25","Karui slaves were once bought and sold like pigs here.","Audio/Dialogue/Character/Str/Event/Ma_25.ogg","",10000,0
25,"Marauder26","To live too long is to live in pain.","Audio/Dialogue/Character/Str/Event/Ma_26.ogg","",10000,0
26,"Marauder27","This is the Eternal Way, pretty and lifeless.","Audio/Dialogue/Character/Str/Event/Ma_27.ogg","",10000,0
27,"Marauder28","Piety, you are truly Kitava's slave, a daughter of corruption. ","Audio/Dialogue/Character/Str/Event/Ma_28.ogg","",10000,0
28,"Marauder29","I will take everything Dominus loves, as he took it from me. ","Audio/Dialogue/Character/Str/Event/Ma_29.ogg","",10000,0
29,"Marauder30","The Karui do not hide in towers built of fear.","Audio/Dialogue/Character/Str/Event/Ma_30.ogg","",10000,0
30,"Marauder31","The Empire dies with you, Dominus. The Karui will never again be slaves.","Audio/Dialogue/Character/Str/Event/Ma_31.ogg","",10000,0
31,"Marauder32","I am honoured to serve you, my Ancestor.","Audio/Dialogue/Character/Str/Event/Ma_32.ogg","",10000,0
32,"Marauder33","\""Follow a dead river to the foot of Kitava's kingdom.\"" Just how the elders at home told it.","Audio/Dialogue/Character/Str/Event/Ma_36.ogg","",10000,0
33,"Marauder34","The Eternals had no respect for their land.","Audio/Dialogue/Character/Str/Event/Ma_37.ogg","",10000,0
34,"Marauder35","Your Empire is dead, Voll. Join it.","Audio/Dialogue/Character/Str/Event/Ma_38.ogg","",10000,0
35,"Marauder36","I hear you Kitava. I walk in your kingdom, and I am coming for you.","Audio/Dialogue/Character/Str/Event/Ma_39.ogg","",10000,0
36,"Marauder37","Kitava's belly rumbles. He is hungry for me.","Audio/Dialogue/Character/Str/Event/Ma_40.ogg","",10000,0
37,"Marauder38","Karui and Maraketh once fought together. I honour that friendship.","Audio/Dialogue/Character/Str/Event/Ma_41.ogg","",10000,0
38,"Marauder39","You will feast no longer, Kitava! The Ancestors demand it!","Audio/Dialogue/Character/Str/Event/Ma_42.ogg","",10000,0
39,"Marauder40","Oriathans. How they love to sing about themselves.","Audio/Dialogue/Character/Str/Event/Ma_43.ogg","",10000,0
40,"Marauder41","Tukohama did not call you, Kaom. Kitava did.","Audio/Dialogue/Character/Str/Event/Ma_44.ogg","",10000,0
41,"Marauder42","They followed you, Kaom. They trusted you.","Audio/Dialogue/Character/Str/Event/Ma_45.ogg","",10000,0
42,"Marauder43","It is not the Karui Way to question our king. The Way needs to change.","Audio/Dialogue/Character/Str/Event/Ma_46.ogg","",10000,0
43,"Marauder44","I reject your honour, Kaom.","Audio/Dialogue/Character/Str/Event/Ma_47.ogg","",10000,0
44,"Marauder45","The Ancestors would weep to see what Kaom has created here.","Audio/Dialogue/Character/Str/Event/Ma_48.ogg","",10000,0
45,"Marauder46","I honour you with a warrior's death, Kaom. It is more than you deserved. ","Audio/Dialogue/Character/Str/Event/Ma_49.ogg","",10000,0
46,"Marauder47","The way to a god's heart is through his guts.","Audio/Dialogue/Character/Str/Event/Ma_50.ogg","",10000,0
47,"Marauder48","Piety. Betray me and I will have your head.","Audio/Dialogue/Character/Str/Event/Ma_51.ogg","",10000,0
48,"Marauder49","Your sickness is ended.","Audio/Dialogue/Character/Str/Event/Ma_52.ogg","",10000,0
49,"Marauder50","The Ancestors demand it.","Audio/Dialogue/Character/Str/Event/Ma_53.ogg","",10000,0
50,"Marauder51","You are free now, slave.\r\n","Audio/Dialogue/Character/Str/Event/Ma_54.ogg","",10000,0
51,"Marauder52","May your Ancestors forgive you, Piety.","Audio/Dialogue/Character/Str/Event/Ma_55.ogg","",10000,0
52,"Marauder53","Do you hear me, Kitava?! Your slaves are dead and your kingdom dies with them! You are the Father of Corruption no more! ","Audio/Dialogue/Character/Str/Event/Ma_56.ogg","",10000,0
53,"Marauder54","I cannot do this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33a.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33a_Parrot.ogg",1225,0
54,"Marauder55","My mana is gone.","Audio/Dialogue/Character/Str/Gameplay/Ma_33b.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33b_Parrot.ogg",1550,0
55,"Marauder56","I cannot carry this.","Audio/Dialogue/Character/Str/Gameplay/Ma_33c_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33c_01_Parrot.ogg",1450,0
56,"Marauder57","I cannot carry this.","Audio/Dialogue/Character/Str/Gameplay/Ma_33c_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33c_01_Parrot.ogg",1420,0
57,"Marauder58","Ahhhh... better.","Audio/Dialogue/Character/Str/Gameplay/Ma_33d.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33d_Parrot.ogg",1780,0
58,"Marauder59","I am not strong enough to use this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33e.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33e_Parrot.ogg",2200,0
59,"Marauder60","I do not know how to use this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33f_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33f_01_Parrot.ogg",1850,0
60,"Marauder61","I do not know how to use this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33f_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33f_01_Parrot.ogg",2000,0
61,"Marauder62","I am not swift enough to use this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33g_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33g_01_Parrot.ogg",2220,0
62,"Marauder63","I am not swift enough to use this yet.","Audio/Dialogue/Character/Str/Gameplay/Ma_33g_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33g_01_Parrot.ogg",2200,0
63,"Marauder64","My instincts tell me not to destroy this.","Audio/Dialogue/Character/Str/Gameplay/Ma_33h_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33h_01_Parrot.ogg",2500,0
64,"Marauder65","My instincts tell me not to destroy this.","Audio/Dialogue/Character/Str/Gameplay/Ma_33h_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33h_01_Parrot.ogg",2500,0
65,"Marauder66","It would be wrong to do that here.","Audio/Dialogue/Character/Str/Gameplay/Ma_33i_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33i_01_Parrot.ogg",1800,0
66,"Marauder67","It would be wrong to do that here.","Audio/Dialogue/Character/Str/Gameplay/Ma_33i_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_33i_01_Parrot.ogg",1680,0
67,"Marauder68","For Tukohama!","Audio/Dialogue/Character/Str/Gameplay/Ma_34a_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34a_01_Parrot.ogg",1150,0
68,"Marauder69","For Tukohama!","Audio/Dialogue/Character/Str/Gameplay/Ma_34a_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34a_01_Parrot.ogg",1300,0
69,"Marauder70","Go to Hinekora!","Audio/Dialogue/Character/Str/Gameplay/Ma_34b_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34b_01_Parrot.ogg",1550,0
70,"Marauder71","Go to Hinekora!","Audio/Dialogue/Character/Str/Gameplay/Ma_34b_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34b_01_Parrot.ogg",1380,0
71,"Marauder72","Return to the dirt!","Audio/Dialogue/Character/Str/Gameplay/Ma_34c_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34c_01_Parrot.ogg",1600,0
72,"Marauder73","Return to the dirt!","Audio/Dialogue/Character/Str/Gameplay/Ma_34c_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34c_01_Parrot.ogg",1280,0
73,"Marauder74","I give you to my Ancestors!","Audio/Dialogue/Character/Str/Gameplay/Ma_34d_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34d_01_Parrot.ogg",1860,0
74,"Marauder75","I give you to my Ancestors!","Audio/Dialogue/Character/Str/Gameplay/Ma_34d_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34d_01_Parrot.ogg",2250,0
75,"Marauder76","Return to Kitava!","Audio/Dialogue/Character/Str/Gameplay/Ma_34e_01.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34e_01_Parrot.ogg",1500,0
76,"Marauder77","Return to Kitava!","Audio/Dialogue/Character/Str/Gameplay/Ma_34e_02.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_34e_01_Parrot.ogg",1600,0
77,"Marauder78","I live to see another dawn.","Audio/Dialogue/Character/Str/Gameplay/Ma_35a.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35a_Parrot.ogg",2100,0
78,"Marauder79","Dominus wanted me to die here. I will disappoint him.","Audio/Dialogue/Character/Str/Gameplay/Ma_35b.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35b_Parrot.ogg",3900,0
79,"Marauder80","To kill is to live in Wraeclast.","Audio/Dialogue/Character/Str/Gameplay/Ma_35c.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35c_Parrot.ogg",2950,0
80,"Marauder81","Every death brings me life.","Audio/Dialogue/Character/Str/Gameplay/Ma_35d.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35d_Parrot.ogg",1960,0
81,"Marauder82","The Ancestors watch over me.","Audio/Dialogue/Character/Str/Gameplay/Ma_35e.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35e_Parrot.ogg",2000,0
82,"Marauder83","Thank you, my Ancestors. I will repay your gift.","Audio/Dialogue/Character/Str/Gameplay/Ma_35f.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35f_Parrot.ogg",3700,0
83,"Marauder84","This land has forgotten Karui strength. I will remind it.","Audio/Dialogue/Character/Str/Gameplay/Ma_35g.ogg","Audio/Dialogue/NPC/ParrotStr/Ma_35g_Parrot.ogg",4900,0
84,"Ranger1","I've not seen a wilderness like this before. There'll be some dark days ahead.","Audio/Dialogue/Character/Dex/Event/R_02_GetUp.ogg","",10000,0
85,"Ranger2","There's no justice in a place like this. Only misery.","Audio/Dialogue/Character/Dex/Event/R_03_EnterPrison.ogg","",10000,0
86,"Ranger3","I've done for you what I would do for any wounded animal, Brutus.","Audio/Dialogue/Character/Dex/Event/R_04_KillBrutus.ogg","",10000,0
87,"Ranger4","Life and death live side by side. This is a strange land.","Audio/Dialogue/Character/Dex/Event/R_05_EnterShipGraveyard.ogg","",10000,0
88,"Ranger5","You were a good man in a bad situation, Fairgraves. ","Audio/Dialogue/Character/Dex/Event/R_06_KillFairgraves.ogg","",10000,0
89,"Ranger6","Your love for a man... that's what did this to you, Merveil.","Audio/Dialogue/Character/Dex/Event/R_07_KillMerveil.ogg","",10000,0
90,"Ranger7","Do some good for once in your sorry life, bandit. Feed the worms.","Audio/Dialogue/Character/Dex/Event/R_08_KillOak.ogg","",10000,0
91,"Ranger8","The king of rats? A feast for rats now.","Audio/Dialogue/Character/Dex/Event/R_09_Killkraityn.ogg","",10000,0
92,"Ranger9","I hate to pluck a pretty flower. Even a poisonous one like you.\r\n","Audio/Dialogue/Character/Dex/Event/R_10_KillAlira.ogg","",10000,0
93,"Ranger10","Luxury and cruelty go hand in hand. ","Audio/Dialogue/Character/Dex/Event/R_11_EnterCOS.ogg","",10000,0
94,"Ranger11","This shouldn't be happening. Not in the world I know.","Audio/Dialogue/Character/Dex/Event/R_12_ReleaseVaalShadow.ogg","",10000,0
95,"Ranger12","Spread the word amongst your kind, nightmare. You're not welcome in my world.","Audio/Dialogue/Character/Dex/Event/R_12b_KillOversoul.ogg","",10000,0
96,"Ranger13","Life is nothing without death. That simple truth's been forgotten from time to time.","Audio/Dialogue/Character/Dex/Event/R_13_EnterWarehouse.ogg","",10000,0
97,"Ranger14","I've never felt further from what I know and love.","Audio/Dialogue/Character/Dex/Event/R_14_EnterSolaris.ogg","",10000,0
98,"Ranger15","Piety... you've so much to answer for.","Audio/Dialogue/Character/Dex/Event/R_15_EnterLunaris.ogg","",10000,0
99,"Ranger16","Without men like you, Gravicius, this land might just start healing itself.\r\n","Audio/Dialogue/Character/Dex/Event/R_16_KillGravicius.ogg","",10000,0
100,"Ranger17","Your death doesn't fix anything, Piety. But at least it won't get any worse.","Audio/Dialogue/Character/Dex/Event/R_17_KillPiety.ogg","",10000,0
101,"Ranger18","Why do we insist on building mountains? Why not just go and climb them?","Audio/Dialogue/Character/Dex/Event/R_17b_EnterSceptre.ogg","",10000,0
102,"Ranger19","Some of us live to regret our mistakes. Some of us don't. Try not to take it personally.","Audio/Dialogue/Character/Dex/Event/R_18_KillDominus.ogg","",10000,0
103,"Ranger20","Cities are a blight upon nature, and Sarn was the foulest of them all.","Audio/Dialogue/Character/Dex/Event/R_21_EnterAqueduct.ogg","",10000,0
104,"Ranger21","A lake drained, a million creatures lost, just so Sarn could keep its privies flowing.","Audio/Dialogue/Character/Dex/Event/R_22_EnterDriedLake.ogg","",10000,0
105,"Ranger22","This land won't miss your kind, Voll.","Audio/Dialogue/Character/Dex/Event/R_23_KillVoll.ogg","",10000,0
106,"Ranger23","That's no natural earthquake.","Audio/Dialogue/Character/Dex/Event/R_24_EnterMines_01.ogg","",10000,0
107,"Ranger24","Feels like something stirring in its sleep.","Audio/Dialogue/Character/Dex/Event/R_25_EnterMines_02.ogg","",10000,0
108,"Ranger25","My gift, from one fighting woman to another, Deshret.","Audio/Dialogue/Character/Dex/Event/R_26_FreeDeshret.ogg","",10000,0
109,"Ranger26","This is one deeply troubled mountain.","Audio/Dialogue/Character/Dex/Event/R_27_EnterMines_03.ogg","",10000,0
110,"Ranger27","The only love you had, Daresso, was for yourself.","Audio/Dialogue/Character/Dex/Event/R_28_KillDaresso.ogg","",10000,0
111,"Ranger28","This isn't the Karui that I know.","Audio/Dialogue/Character/Dex/Event/R_29_EnterKaom.ogg","",10000,0
112,"Ranger29","One less little, angry boy for the world to deal with. ","Audio/Dialogue/Character/Dex/Event/R_30_KillKaom.ogg","",10000,0
113,"Ranger30","So this is what life inside of a nightmare looks like.","Audio/Dialogue/Character/Dex/Event/R_31_EnterBelly.ogg","",10000,0
114,"Ranger31","Every crime against nature imaginable.","Audio/Dialogue/Character/Dex/Event/R_32_EnterHarvest.ogg","",10000,0
115,"Ranger32","Your kind leave nothing but scars, Maligaro.","Audio/Dialogue/Character/Dex/Event/R_33_KillMaligaro.ogg","",10000,0
116,"Ranger33","We destroy so much beauty in our pursuit of 'prettiness'.","Audio/Dialogue/Character/Dex/Event/R_34_KillShavronne.ogg","",10000,0
117,"Ranger34","You were your own worst enemy, Doedre.","Audio/Dialogue/Character/Dex/Event/R_35_KillDoedre.ogg","",10000,0
118,"Ranger35","Piety, you never should have resisted Death. Nature wills it, like all else.","Audio/Dialogue/Character/Dex/Event/R_36_AfterPietyDies.ogg","",10000,0
119,"Ranger36","You were going to put to death the world that I love. Do you really think I would let you and your Beast do that, Malachai? ","Audio/Dialogue/Character/Dex/Event/R_37_KillMalachai.ogg","",10000,0
120,"Ranger37","I'm not up to that just yet.","Audio/Dialogue/Character/Dex/Gameplay/R_19a_Cooldown_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19a_Cooldown_01_Parrot.ogg",1400,0
121,"Ranger38","I'm not up to that just yet.","Audio/Dialogue/Character/Dex/Gameplay/R_19a_Cooldown_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19a_Cooldown_01_Parrot.ogg",1400,0
122,"Ranger39","My Mana is gone.","Audio/Dialogue/Character/Dex/Gameplay/R_19b_Mana_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19b_Mana_01_Parrot.ogg",950,0
123,"Ranger40","My Mana is gone.","Audio/Dialogue/Character/Dex/Gameplay/R_19b_Mana_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19b_Mana_01_Parrot.ogg",1000,0
124,"Ranger41","That would only slow me down.","Audio/Dialogue/Character/Dex/Gameplay/R_19c_Inventory_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19c_Inventory_01_Parrot.ogg",1380,0
125,"Ranger42","That would only slow me down.","Audio/Dialogue/Character/Dex/Gameplay/R_19c_Inventory_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19c_Inventory_01_Parrot.ogg",1380,0
126,"Ranger43","Ahhhh..that feels better.","Audio/Dialogue/Character/Dex/Gameplay/R_19d_Flask_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19d_Flask_01_Parrot.ogg",1800,0
127,"Ranger44","Ahhhh..that feels better.","Audio/Dialogue/Character/Dex/Gameplay/R_19d_Flask_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19d_Flask_01_Parrot.ogg",1360,0
128,"Ranger45","I'll need to toughen up for that one.","Audio/Dialogue/Character/Dex/Gameplay/R_19e_StrLow_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19e_StrLow_01_Parrot.ogg",1520,0
129,"Ranger46","I'll need to toughen up for that one.","Audio/Dialogue/Character/Dex/Gameplay/R_19e_StrLow_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19e_StrLow_01_Parrot.ogg",1500,0
130,"Ranger47","I'm no fool, but this one's got me beat.","Audio/Dialogue/Character/Dex/Gameplay/R_19f_IntLow_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19f_IntLow_01_Parrot.ogg",1970,0
131,"Ranger48","I'm no fool, but this one's got me beat.","Audio/Dialogue/Character/Dex/Gameplay/R_19f_IntLow_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19f_IntLow_01_Parrot.ogg",1900,0
132,"Ranger49","I need to sharpen the reflexes before I use that.","Audio/Dialogue/Character/Dex/Gameplay/R_19g_DexLow_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19g_DexLow_01_Parrot.ogg",2400,0
133,"Ranger50","I need to sharpen the reflexes before I use that.","Audio/Dialogue/Character/Dex/Gameplay/R_19g_DexLow_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19g_DexLow_01_Parrot.ogg",2300,0
134,"Ranger51","I have a hunch I'll be needing this.","Audio/Dialogue/Character/Dex/Gameplay/R_19h_QuestItem_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19h_QuestItem_01_Parrot.ogg",1700,0
135,"Ranger52","I have a hunch I'll be needing this.","Audio/Dialogue/Character/Dex/Gameplay/R_19h_QuestItem_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19h_QuestItem_01_Parrot.ogg",1700,0
136,"Ranger53","Can't see why I'd want to do that here.","Audio/Dialogue/Character/Dex/Gameplay/R_19I_SkillsTown_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19I_SkillsTown_01_Parrot.ogg",1630,0
137,"Ranger54","Can't see why I'd want to do that here.","Audio/Dialogue/Character/Dex/Gameplay/R_19I_SkillsTown_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19I_SkillsTown_01_Parrot.ogg",1630,0
138,"Ranger55","Beauty will grow from your remains.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_01_Parrot.ogg",1770,0
139,"Ranger56","Beauty will grow from your remains.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_01_Parrot.ogg",1700,0
140,"Ranger57","Poor, corrupted creature.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_03.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_03_Parrot.ogg",1350,0
141,"Ranger58","Poor, corrupted creature.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_04.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_03_Parrot.ogg",1450,0
142,"Ranger59","Pruning a branch can save a tree.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_05.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_05_Parrot.ogg",1680,0
143,"Ranger60","Pruning a branch can save a tree.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_06.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_05_Parrot.ogg",1690,0
144,"Ranger61","I give you to the earth.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_07.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_07_Parrot.ogg",1400,0
145,"Ranger62","I give you to the earth.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_08.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_07_Parrot.ogg",1200,0
146,"Ranger63","I put you out of your misery.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_09.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_09_Parrot.ogg",1520,0
147,"Ranger64","I put you out of your misery.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_10.ogg","Audio/Dialogue/NPC/ParrotDex/R_19J_RareKill_09_Parrot.ogg",1375,0
148,"Ranger65","I live and learn.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_01.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_01_Parrot.ogg",1250,0
149,"Ranger66","I'm still breathing. That's a good sign.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_02.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_02_Parrot.ogg",1820,0
150,"Ranger67","The worms'll have to wait a bit longer for this meal.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_03.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_03_Parrot.ogg",2150,0
151,"Ranger68","Pain brings strength. That's nature for you.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_04.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_04_Parrot.ogg",2800,0
152,"Ranger69","As the prey grows more fierce, so must the Huntress.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_05.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_05_Parrot.ogg",3200,0
153,"Ranger70","One rung closer to the top of the food chain.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_06.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_06_Parrot.ogg",2450,0
154,"Ranger71","Looks like this land and I are coming to an understanding.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_07.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_07_Parrot.ogg",2650,0
155,"Ranger72","You've given me so much. What can I do for you, Wraeclast? ","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_08.ogg","Audio/Dialogue/NPC/ParrotDex/R_20_LevelUp_08_Parrot.ogg",3500,0
156,"Witch1","The very sand shivers with malice. There's a power here that welcomes me.","Audio/Dialogue/Character/Int/Event/Witch_01.ogg","",10000,0
157,"Witch2","I'd rather burn than call such a place home.","Audio/Dialogue/Character/Int/Event/Witch_02.ogg","",10000,0
158,"Witch3","The sirens appear to be dining well.","Audio/Dialogue/Character/Int/Event/Witch_03.ogg","",10000,0
159,"Witch4","The air stinks of thaumaturgy. I could learn a thing or two here.","Audio/Dialogue/Character/Int/Event/Witch_04.ogg","",10000,0
160,"Witch5","Sad creatures in dark corners... seems they've been sad for a very long time.","Audio/Dialogue/Character/Int/Event/Witch_05.ogg","",10000,0
161,"Witch6","I'd love to see the insides of this spell. I can't abide housework.","Audio/Dialogue/Character/Int/Event/Witch_06.ogg","",10000,0
162,"Witch7","The dead will soon rise for me, not against me.","Audio/Dialogue/Character/Int/Event/Witch_08.ogg","",10000,0
163,"Witch8","Had you been my creation, brute, you'd not have fallen so easily.","Audio/Dialogue/Character/Int/Event/Witch_09.ogg","",10000,0
164,"Witch9","And that's how you die properly, sailor boy. No half-measures, thank you.","Audio/Dialogue/Character/Int/Event/Witch_10.ogg","",10000,0
165,"Witch10","Poor fishwife! 'Twas love that did this to you.","Audio/Dialogue/Character/Int/Event/Witch_11.ogg","",10000,0
166,"Witch11","This land has no time for avaricious little despots like you, Oak.","Audio/Dialogue/Character/Int/Event/W_09_KillOak.ogg","",10000,0
167,"Witch12","It's kind of disappointing, really. I usually like rats.","Audio/Dialogue/Character/Int/Event/Witch_13.ogg","",10000,0
