"rownum","rid","i32"
488,2144,551
489,2145,1004
490,2146,1362
491,2147,1878
492,2148,25
493,2149,145
494,2150,258
495,2151,409
496,2152,551
497,2153,1004
498,2154,1362
499,2155,1878
500,2156,25
501,2157,145
502,2158,258
503,2159,388
504,2160,551
505,2161,1004
506,2162,1362
507,2163,1878
508,2164,25
509,2165,145
510,2166,258
511,2167,431
512,2168,551
513,2169,1004
514,2170,1362
515,2171,1878
516,2172,65
517,2173,258
518,2174,551
519,2175,1004
520,2176,1362
521,2177,1878
522,2178,56
523,2179,258
524,2180,551
525,2181,1004
526,2182,1362
527,2183,1878
528,2184,56
529,2185,258
530,2186,551
531,2187,1004
532,2188,1362
533,2189,1878
534,2190,30
535,2191,78
536,2192,195
537,2193,310
538,2194,417
539,2195,517
540,2196,661
541,2197,794
542,2198,1205
543,2199,1303
544,2200,1635
545,2201,1890
546,2202,2253
547,2203,30
548,2204,118
549,2205,310
550,2206,491
551,2207,661
552,2208,904
553,2209,1205
554,2210,1518
555,2211,1635
556,2212,1759
557,2213,2253
558,2214,30
559,2215,98
560,2216,310
561,2217,517
562,2218,661
563,2219,829
564,2220,1205
565,2221,1462
566,2222,1635
567,2223,1759
568,2224,2253
569,2225,30
570,2226,67
571,2227,174
572,2228,310
573,2229,394
574,2230,517
575,2231,661
576,2232,829
577,2233,1205
578,2234,1462
579,2235,1635
580,2236,1823
581,2237,2253
582,2238,30
583,2239,78
584,2240,153
585,2241,310
586,2242,372
587,2243,466
588,2244,661
589,2245,794
590,2246,1205
591,2247,1462
592,2248,1635
593,2249,1823
594,2250,2253
595,2251,250
596,2252,250
597,2253,250
598,2254,250
599,2255,250
600,2256,250
601,2257,250
602,2258,250
603,2259,250
604,2260,250
605,2261,250
606,2262,1500
607,2263,1500
608,2264,1500
609,2265,1500
610,2266,1500
611,2267,1500
612,2268,1500
613,2269,1500
614,2270,1500
615,2271,1500
616,2272,1000
617,2273,1000
618,2274,1000
619,2275,1000
620,2276,1000
621,2277,1000
622,2278,1000
623,2279,1000
624,2280,1000
625,2281,1000
626,2282,1000
627,2283,800
628,2284,800
629,2285,800
630,2286,800
631,2287,800
632,2288,800
633,2289,800
634,2290,800
635,2291,800
636,2292,800
637,2293,800
638,2294,30
639,2295,50
640,2296,80
641,2297,120
642,2298,200
643,2299,350
644,2300,700
645,2301,1400
646,2302,2500
647,2303,30
648,2304,50
649,2305,80
650,2306,120
651,2307,200
652,2308,350
653,2309,700
654,2310,1400
655,2311,2500
656,2312,750
657,2313,750
658,2314,750
659,2315,750
660,2316,750
661,2317,600
662,2318,750
663,2319,600
664,2320,600
665,2321,600
666,2322,900
667,2323,900
668,495,1000
669,496,1000
670,497,1000
671,498,1000
672,499,5000
673,500,5000
674,501,5000
675,502,5000
676,2334,5000
677,2335,2500
678,2336,2000
679,2337,2000
680,2324,1000
681,2325,1000
682,2326,1000
683,2327,1000
684,2328,1000
685,2329,1500
686,2330,1500
687,2331,1500
688,2332,1500
689,2333,3000
690,2338,3000
691,2339,3000
692,2340,3000
693,2341,3000
694,2342,3000
695,2343,3000
696,2344,1000
697,2345,300
698,2346,360
699,2347,300
700,2348,360
701,2349,300
702,2350,360
703,2351,300
704,2352,300
705,2353,300
706,2354,360
707,2355,300
708,2356,300
709,2357,360
710,2358,300
711,2359,360
712,2360,300
713,2361,350
714,2362,350
715,2363,350
716,2364,350
717,2365,350
718,2366,350
719,2367,350
720,2368,300
721,2369,300
722,2370,300
723,2371,300
724,2372,300
725,2373,300
726,2374,250
727,2375,250
728,2376,250
729,2377,250
730,2378,250
731,2379,250
732,2380,250
733,2381,250
734,2382,250
735,2383,250
736,2384,250
737,2385,250
738,2386,300
739,2387,300
740,2388,300
741,2389,300
742,2390,300
743,2391,500
744,2392,1500
745,2393,1000
746,2394,800
747,2786,228
748,2788,228
749,3126,228
750,2395,1300
751,2396,1429
752,2397,1565
753,2398,1760
754,2399,1970
755,2400,2138
756,2401,1891
757,2402,2078
758,2403,2277
759,2404,2560
760,2405,2865
761,2406,3110
762,2407,1891
763,2408,2078
764,2409,2277
765,2410,2560
766,2411,2865
767,2412,3110
768,2413,1300
769,2414,1429
770,2415,1565
771,2416,1760
772,2417,1970
773,2418,2138
774,2419,1891
775,2420,2078
776,2421,2277
777,2422,2560
778,2423,2865
779,2424,3110
780,2425,1300
781,2426,1429
782,2427,1565
783,2428,1760
784,2429,1970
785,2430,2138
786,2431,1969
787,2432,2165
788,2433,2372
789,2434,2667
790,2435,2985
791,2436,3239
792,2437,1969
793,2438,2165
794,2439,2372
795,2440,2667
796,2441,2985
797,2442,3239
798,2443,1969
799,2444,2165
800,2445,2372
801,2446,2667
802,2447,2985
803,2448,3239
804,2449,1969
805,2450,2165
806,2451,2372
807,2452,2667
808,2453,2985
809,2454,3239
810,2455,1969
811,2456,2165
812,2457,2372
813,2458,2667
814,2459,2985
815,2460,3239
816,2461,1969
817,2462,2165
818,2463,2372
819,2464,2667
820,2465,2985
821,2466,3239
822,2467,1182
823,2468,1299
824,2469,1423
825,2470,1600
826,2471,1791
827,2472,1182
828,2473,1299
829,2474,1423
830,2475,1600
831,2476,1791
832,2477,1182
833,2478,1299
834,2479,1466
835,2480,1600
836,2481,1791
837,2482,1182
838,2483,1299
839,2484,1423
840,2485,1600
841,2486,1791
842,2487,1182
843,2488,1299
844,2489,1423
845,2490,1600
846,2491,1791
847,2492,1182
848,2493,1299
849,2494,1423
850,2495,1600
851,2496,1791
852,2497,985
853,2498,1186
854,2499,1333
855,2500,1492
856,2501,985
857,2502,1186
858,2503,1333
859,2504,1492
860,2505,985
861,2506,1186
862,2507,1333
863,2508,1492
864,2509,985
865,2510,1186
866,2511,1492
867,2512,985
868,2513,1186
869,2514,1492
870,2515,985
871,2516,1186
872,2517,1492
873,2518,985
874,2519,1186
875,2520,1333
876,2521,1492
877,2522,985
878,2523,1186
879,2524,1333
880,2525,1492
881,2526,985
882,2527,1186
883,2528,1333
884,2529,1492
885,2530,985
886,2531,1186
887,2532,1492
888,2533,985
889,2534,1186
890,2535,1492
891,2536,985
892,2537,1186
893,2538,1492
894,2539,1182
895,2540,1299
896,2541,1423
897,2542,1600
898,2543,1791
899,2544,1892
900,2545,1182
901,2546,1299
902,2547,1423
903,2548,1600
904,2549,1791
905,2550,1944
906,2551,1182
907,2552,1299
908,2553,1423
909,2554,1600
910,2555,1791
911,2556,1944
912,2557,1182
913,2558,1299
914,2559,1423
915,2560,1600
916,2561,1791
917,2562,1892
918,2563,1182
919,2564,1299
920,2565,1423
921,2566,1600
922,2567,1791
923,2568,1892
924,2569,3509
925,2570,3992
926,2571,4522
927,2572,3509
928,2573,3992
929,2574,4522
930,2575,3509
931,2576,3992
932,2577,4522
933,2578,3509
934,2579,3992
935,2580,3992
936,2581,3992
937,2582,4522
938,2583,3509
939,2584,3992
940,2585,4522
941,2586,3509
942,2587,3992
943,2588,4522
944,2589,2105
945,2590,2395
946,2591,2713
947,2592,2105
948,2593,2395
949,2594,2713
950,2595,2105
951,2596,2395
952,2597,2713
953,2598,2105
954,2599,2395
955,2600,2713
956,2601,2105
957,2602,2395
958,2603,2713
959,2604,2105
960,2605,2395
961,2606,2713
962,2607,1754
963,2608,1996
964,2609,2261
965,2610,1754
966,2611,1996
967,2612,2261
968,2613,1754
969,2614,1996
970,2615,2261
971,2616,1754
972,2617,1996
973,2618,2261
974,2619,1754
975,2620,1996
976,2621,2261
977,2622,1754
978,2623,1996
979,2624,2261
980,2625,1754
981,2626,1996
982,2627,2261
983,2628,1754
984,2629,1996
985,2630,2261
986,2631,1754
987,2632,1996
988,2633,2261
989,2634,1754
990,2635,1996
991,2636,2261
992,2637,1754
993,2638,1996
994,2639,2261
995,2640,1754
996,2641,1996
997,2642,2261
998,2643,2105
999,2644,2395
1000,2645,2713
1001,2646,2105
1002,2647,2395
1003,2648,2713
1004,2649,2105
1005,2650,2395
1006,2651,2713
1007,2652,2105
1008,2653,2395
1009,2654,2713
1010,2655,2105
1011,2656,2395
1012,2657,2713
1013,2658,2448
1014,2659,2780
1015,2660,3144
1016,2661,3221
1017,2662,3299
1018,2663,3144
1019,2664,3561
1020,2665,4044
1021,2666,4573
1022,2667,4684
1023,2668,4798
1024,2669,4573
1025,2670,3561
1026,2671,4044
1027,2672,4573
1028,2673,4684
1029,2674,4798
1030,2675,4573
1031,2676,2448
1032,2677,2780
1033,2678,3144
1034,2679,3221
1035,2680,3299
1036,2681,3144
1037,2682,3561
1038,2683,4044
1039,2684,4573
1040,2685,4684
1041,2686,4798
1042,2687,4573
1043,2688,2448
1044,2689,2780
1045,2690,3144
1046,2691,3221
1047,2692,3299
1048,2693,3144
1049,2760,4546
1050,2761,9092
1051,2762,13638
1052,2763,4546
1053,2764,9092
1054,2765,13638
1055,576,5000
1056,577,6000
1057,578,7000
1058,579,8000
1059,580,9000
1060,581,10000
1061,582,11000
1062,583,12000
1063,584,13000
1064,585,14000
1065,586,15000
1066,587,16000
1067,588,17000
1068,589,18000
1069,590,19000
1070,591,20000
1071,3107,20000
1072,3108,20000
1073,3109,20000
1074,645,20000
1075,681,20000
1076,686,20000
1077,3236,970
1078,3237,970
1079,3238,970
1080,3239,970
1081,3240,970
1082,3241,970
1083,3242,970
1084,3243,970
1085,3244,970
1086,3245,970
1087,3246,970
1088,3247,970
1089,3248,970
1090,3249,970
1091,3250,970
1092,3251,970
1093,3252,970
1094,3253,970
1095,3254,970
1096,3255,970
1097,3256,970
1098,1709,570
1099,1710,768
1100,1711,1200
1101,1712,570
1102,1713,1200
1103,1714,768
1104,1715,1200
1105,1728,2500
1106,3110,2500
1107,3112,10000
1108,3113,10000
1109,3114,10000
1110,884,273
1111,885,273
1112,886,273
1113,887,273
1114,888,273
1115,889,273
1116,890,273
1117,891,273
1118,892,273
1119,893,273
1120,699,20000
1121,700,20000
1122,701,20000
1123,702,20000
1124,703,20000
1125,704,20000
1126,705,20000
1127,706,20000
1128,707,20000
1129,708,20000
1130,709,20000
1131,710,20000
1132,711,20000
1133,57,273
1134,58,273
1135,59,273
1136,60,273
1137,61,273
1138,62,273
1139,63,273
1140,64,273
1141,65,273
1142,66,273
1143,67,273
1144,68,273
1145,69,567
1146,70,567
1147,71,567
1148,72,567
1149,73,567
1150,74,567
1151,75,567
1152,76,567
1153,77,567
1154,78,567
1155,79,567
1156,80,567
1157,81,945
1158,82,945
1159,83,945
1160,84,945
