"rownum","Mod","Name","Visual","TextStyles","bool","bool","bool"
100,4025,"Periodic Invulnerability Aura",72,[],"","",""
101,4026,"Periodic Invulnerability Aura",72,[],"","",""
102,4027,"Empowered Periodic Invulnerability Aura",72,[],"","",""
103,4028,"Empowered Periodic Invulnerability Aura",72,[],"","",""
104,4029,"Increased Life","",[],"","",""
105,4030,"Siphons Mana and Deals Lightning Damage",68,[],"","",""
106,4031,"Siphons Mana and Deals Lightning Damage",68,[],"","",""
107,4032,"Siphons Mana and Deals Lightning Damage",68,[],"","",""
108,4033,"Siphons Mana and Deals Lightning Damage",68,[],"","",""
109,4034,"Heals Allies and Suppresses Foe Recovery",79,[],"","",""
110,4035,"Heals Allies and Suppresses Foe Recovery",79,[],"","",""
111,4036,"Siphons Flask Charges",80,[],"","",""
112,4037,"Siphons Flask Charges",80,[],"","",""
113,4038,"Reviving Minions",81,[],"","",""
114,4039,"Reviving Minions",81,[],"","",""
115,4040,"Empowered Reviving Minions",81,[],"","",""
116,4041,"Empowered Reviving Minions",81,[],"","",""
117,4044,"Damage Taken From Minions First",82,[],"","",""
118,4045,"Damage Taken From Minions First",82,[],"","",""
119,4046,"",83,[],"","",1
120,4047,"Shroud Walker",84,[],"","",1
121,4048,"Shroud Walker",84,[],"","",1
122,4049,"Shroud Walker",84,[],"","",1
123,4050,"Shroud Walker",84,[],"","",1
124,4051,"Periodically Enrages",27,[],"","",""
125,4052,"Periodically Enrages",27,[],"","",""
126,4053,"Enraged",28,[],"","",""
127,4054,"Enraged",28,[],"","",""
128,4055,"Enraged",27,[],"","",""
129,4056,"Explodes Nearby Corpses",85,[],"","",""
130,4057,"Explodes Nearby Corpses",85,[],"","",""
131,4058,"Lightning Mirage When Hit","",[],"","",""
132,4059,"Lightning Mirage When Hit","",[],"","",""
133,4060,"Lightning Mirages When Hit","",[],"","",""
134,4061,"Lightning Mirages When Hit","",[],"","",""
135,4062,"Magma Barrier",86,[],"","",""
136,4063,"Magma Barrier",86,[],"","",""
137,4064,"Conjures Ice Prisons",88,[],"","",""
138,4065,"Conjures Ice Prisons",88,[],"","",""
139,4066,"Conjures Flamewalls",89,[],"","",""
140,4067,"Conjures Flamewalls",89,[],"","",""
141,4068,"Conjures Lightning Storms",90,[],"","",""
142,4069,"Conjures Lightning Storms",90,[],"","",""
143,4072,"Volatile Crystals",91,[],"","",""
144,4073,"Volatile Crystals",91,[],"","",""
145,4074,"Volatile Plants",92,[],"","",""
146,4075,"Volatile Plants",92,[],"","",""
147,4076,"Empowering Volatile Plants",92,[],"","",""
148,4077,"Empowering Volatile Plants",92,[],"","",""
149,4078,"Volatile Crag","",[],"","",""
150,4079,"Volatile Crag","",[],"","",""
151,4080,"Empowering Volatile Crag","",[],"","",""
152,4081,"Empowering Volatile Crag","",[],"","",""
153,4082,"Proximal Tangibility","",[],"","",1
154,4083,"Proximal Tangibility","",[],"","",1
155,4084,"Bombardier","",[],"","",""
156,4085,"Bombardier","",[],"","",""
157,4086,"Soul Eater","",[],"","",""
158,4087,"Soul Eater","",[],"","",""
159,4070,"Conjures Elemental Hazards",93,[],"","",1
160,4071,"Conjures Elemental Hazards",93,[],"","",1
