"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
91,882,[10814],[],14,1,"","","","",""
92,883,[10815],[],14,1,"","","","",""
93,671,"[11169,11174]",[],15,"","","",1,"",""
94,672,"[11170,11175]",[],16,"","","",1,"",""
95,673,"[11171,11176]",[],17,"","","",1,"",""
96,674,"[11172,11177]",[],18,"","","",1,"",""
97,675,"[11173,11178]",[],19,"","","",1,"",""
98,676,"[11179,11184]",[],15,"","","",1,"",""
99,677,"[11180,11185]",[],16,"","","",1,"",""
100,678,"[11181,11186]",[],17,"","","",1,"",""
101,679,"[11182,11187]",[],18,"","","",1,"",""
102,680,"[11183,11188]",[],19,"","","",1,"",""
103,681,[7280],[],20,"","","",1,"",""
104,712,[12430],[7608],20,1,"","","",1,""
105,699,[13276],[],20,"","","",1,"",""
106,700,[13277],[],20,"","","",1,"",""
107,701,[13278],[],20,"","","",1,"",""
108,702,[13279],[],20,"","","",1,"",""
109,703,[13280],[],20,"","","",1,"",""
110,704,[13281],[],20,"","","",1,"",""
111,705,[13282],[],20,"","","",1,"",""
112,706,[13283],[],20,"","","",1,"",""
113,707,[13284],[],20,"","","",1,"",""
114,708,[13285],[],20,"","","",1,"",""
115,709,[13286],[],20,"","","",1,"",""
116,710,[13287],[],20,"","","",1,"",""
117,711,[13288],[],20,"","","",1,"",""
