"rownum","Id","BaseItem","UniqueCraft","bool_40","i32_41","CraftItemType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","CraftTag","bool_85"
65,"Metadata/Items/Armours/BodyArmours/BodyStrDex10",1104,"","",4,1,"","","","","","","","","","","",""
66,"Metadata/Items/Armours/BodyArmours/BodyStrDex11",1105,"","",4,1,"","","","","","","","","","","",""
67,"Metadata/Items/Armours/BodyArmours/BodyStrDex12",1106,"","",4,1,"","","","","","","","","","","",""
68,"Metadata/Items/Armours/BodyArmours/BodyStrDex13",1107,"","",4,1,"","","","","","","","","","","",""
69,"Metadata/Items/Armours/BodyArmours/BodyStrDex14",1108,"","",4,1,"","","","","","","","","","","",""
70,"Metadata/Items/Armours/BodyArmours/BodyStrDex15",1109,"","",4,1,"","","","","","","","","","","",""
71,"Metadata/Items/Armours/BodyArmours/BodyStrDex16",1110,"","",4,1,"","","","","","","","","","","",""
72,"Metadata/Items/Armours/BodyArmours/BodyStrDex17",1111,"","",4,1,"","","","","","","","","","","",""
73,"Metadata/Items/Armours/BodyArmours/BodyStrInt1",1115,"","",6,1,"","","","","","","","","","","",""
74,"Metadata/Items/Armours/BodyArmours/BodyStrInt2",1116,"","",6,1,"","","","","","","","","","","",""
75,"Metadata/Items/Armours/BodyArmours/BodyStrInt3",1117,"","",6,1,"","","","","","","","","","","",""
76,"Metadata/Items/Armours/BodyArmours/BodyStrInt4",1118,"","",6,1,"","","","","","","","","","","",""
77,"Metadata/Items/Armours/BodyArmours/BodyStrInt5",1119,"","",6,1,"","","","","","","","","","","",""
78,"Metadata/Items/Armours/BodyArmours/BodyStrInt6",1120,"","",6,1,"","","","","","","","","","","",""
79,"Metadata/Items/Armours/BodyArmours/BodyStrInt7",1121,"","",6,1,"","","","","","","","","","","",""
80,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",1122,"","",6,1,"","","","","","","","","","","",""
81,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",1123,"","",6,1,"","","","","","","","","","","",""
82,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",1124,"","",6,1,"","","","","","","","","","","",""
83,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",1125,"","",6,1,"","","","","","","","","","","",""
84,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",1126,"","",6,1,"","","","","","","","","","","",""
85,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",1127,"","",6,1,"","","","","","","","","","","",""
86,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",1128,"","",6,1,"","","","","","","","","","","",""
87,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",1129,"","",6,1,"","","","","","","","","","","",""
88,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",1130,"","",6,1,"","","","","","","","","","","",""
89,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",1131,"","",6,1,"","","","","","","","","","","",""
90,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",1135,"","",5,1,"","","","","","","","","","","",""
91,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",1136,"","",5,1,"","","","","","","","","","","",""
92,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",1137,"","",5,1,"","","","","","","","","","","",""
93,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",1138,"","",5,1,"","","","","","","","","","","",""
94,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",1139,"","",5,1,"","","","","","","","","","","",""
95,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",1140,"","",5,1,"","","","","","","","","","","",""
96,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",1141,"","",5,1,"","","","","","","","","","","",""
97,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",1142,"","",5,1,"","","","","","","","","","","",""
98,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",1143,"","",5,1,"","","","","","","","","","","",""
99,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",1144,"","",5,1,"","","","","","","","","","","",""
100,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",1145,"","",5,1,"","","","","","","","","","","",""
101,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",1146,"","",5,1,"","","","","","","","","","","",""
102,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",1147,"","",5,1,"","","","","","","","","","","",""
103,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",1148,"","",5,1,"","","","","","","","","","","",""
104,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",1149,"","",5,1,"","","","","","","","","","","",""
105,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",1150,"","",5,1,"","","","","","","","","","","",""
106,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",1151,"","",5,1,"","","","","","","","","","","",""
107,"Metadata/Items/Armours/Shields/ShieldStr1",840,"","",1,4,"","","","","","","","","","","",""
108,"Metadata/Items/Armours/Shields/ShieldStr2",841,"","",1,4,"","","","","","","","","","","",""
109,"Metadata/Items/Armours/Shields/ShieldStr3",842,"","",1,4,"","","","","","","","","","","",""
110,"Metadata/Items/Armours/Shields/ShieldStr4",843,"","",1,4,"","","","","","","","","","","",""
111,"Metadata/Items/Armours/Shields/ShieldStr5",844,"","",1,4,"","","","","","","","","","","",""
112,"Metadata/Items/Armours/Shields/ShieldStr6",845,"","",1,4,"","","","","","","","","","","",""
113,"Metadata/Items/Armours/Shields/ShieldStr7",846,"","",1,4,"","","","","","","","","","","",""
114,"Metadata/Items/Armours/Shields/ShieldStr8",847,"","",1,4,"","","","","","","","","","","",""
115,"Metadata/Items/Armours/Shields/ShieldStr9",848,"","",1,4,"","","","","","","","","","","",""
116,"Metadata/Items/Armours/Shields/ShieldStr10",849,"","",1,4,"","","","","","","","","","","",""
117,"Metadata/Items/Armours/Shields/ShieldStr11",850,"","",1,4,"","","","","","","","","","","",""
118,"Metadata/Items/Armours/Shields/ShieldStr12",851,"","",1,4,"","","","","","","","","","","",""
119,"Metadata/Items/Armours/Shields/ShieldStr13",852,"","",1,4,"","","","","","","","","","","",""
120,"Metadata/Items/Armours/Shields/ShieldStr14",853,"","",1,4,"","","","","","","","","","","",""
121,"Metadata/Items/Armours/Shields/ShieldStr15",854,"","",1,4,"","","","","","","","","","","",""
122,"Metadata/Items/Armours/Shields/ShieldStr16",855,"","",1,4,"","","","","","","","","","","",""
123,"Metadata/Items/Armours/Shields/ShieldStr17",856,"","",1,4,"","","","","","","","","","","",""
124,"Metadata/Items/Armours/Shields/ShieldDex1",860,"","",2,4,"","","","","","","","","","","",""
125,"Metadata/Items/Armours/Shields/ShieldDex2",861,"","",2,4,"","","","","","","","","","","",""
126,"Metadata/Items/Armours/Shields/ShieldDex3",862,"","",2,4,"","","","","","","","","","","",""
127,"Metadata/Items/Armours/Shields/ShieldDex4",863,"","",2,4,"","","","","","","","","","","",""
128,"Metadata/Items/Armours/Shields/ShieldDex5",864,"","",2,4,"","","","","","","","","","","",""
129,"Metadata/Items/Armours/Shields/ShieldDex6",865,"","",2,4,"","","","","","","","","","","",""
130,"Metadata/Items/Armours/Shields/ShieldDex7",866,"","",2,4,"","","","","","","","","","","",""
131,"Metadata/Items/Armours/Shields/ShieldDex8",867,"","",2,4,"","","","","","","","","","","",""
132,"Metadata/Items/Armours/Shields/ShieldDex9",868,"","",2,4,"","","","","","","","","","","",""
133,"Metadata/Items/Armours/Shields/ShieldDex10",869,"","",2,4,"","","","","","","","","","","",""
134,"Metadata/Items/Armours/Shields/ShieldDex11",870,"","",2,4,"","","","","","","","","","","",""
135,"Metadata/Items/Armours/Shields/ShieldDex12",871,"","",2,4,"","","","","","","","","","","",""
136,"Metadata/Items/Armours/Shields/ShieldDex13",872,"","",2,4,"","","","","","","","","","","",""
137,"Metadata/Items/Armours/Shields/ShieldDex14",873,"","",2,4,"","","","","","","","","","","",""
138,"Metadata/Items/Armours/Shields/ShieldDex15",874,"","",2,4,"","","","","","","","","","","",""
139,"Metadata/Items/Armours/Shields/ShieldDex16",875,"","",2,4,"","","","","","","","","","","",""
140,"Metadata/Items/Armours/Shields/ShieldInt1",879,"","",3,4,"","","","","","","","","","","",""
141,"Metadata/Items/Armours/Shields/ShieldInt2",880,"","",3,4,"","","","","","","","","","","",""
142,"Metadata/Items/Armours/Shields/ShieldInt3",881,"","",3,4,"","","","","","","","","","","",""
143,"Metadata/Items/Armours/Shields/ShieldInt4",882,"","",3,4,"","","","","","","","","","","",""
144,"Metadata/Items/Armours/Shields/ShieldInt5",883,"","",3,4,"","","","","","","","","","","",""
145,"Metadata/Items/Armours/Shields/ShieldInt6",884,"","",3,4,"","","","","","","","","","","",""
146,"Metadata/Items/Armours/Shields/ShieldInt7",885,"","",3,4,"","","","","","","","","","","",""
147,"Metadata/Items/Armours/Shields/ShieldInt8",886,"","",3,4,"","","","","","","","","","","",""
148,"Metadata/Items/Armours/Shields/ShieldInt9",887,"","",3,4,"","","","","","","","","","","",""
149,"Metadata/Items/Armours/Shields/ShieldInt10",888,"","",3,4,"","","","","","","","","","","",""
150,"Metadata/Items/Armours/Shields/ShieldInt11",889,"","",3,4,"","","","","","","","","","","",""
151,"Metadata/Items/Armours/Shields/ShieldInt12",890,"","",3,4,"","","","","","","","","","","",""
152,"Metadata/Items/Armours/Shields/ShieldInt13",891,"","",3,4,"","","","","","","","","","","",""
153,"Metadata/Items/Armours/Shields/ShieldInt14",892,"","",3,4,"","","","","","","","","","","",""
154,"Metadata/Items/Armours/Shields/ShieldInt15",893,"","",3,4,"","","","","","","","","","","",""
155,"Metadata/Items/Armours/Shields/ShieldInt16",894,"","",3,4,"","","","","","","","","","","",""
156,"Metadata/Items/Armours/Shields/ShieldStrDex1",898,"","",4,4,"","","","","","","","","","","",""
157,"Metadata/Items/Armours/Shields/ShieldStrDex2",899,"","",4,4,"","","","","","","","","","","",""
158,"Metadata/Items/Armours/Shields/ShieldStrDex3",900,"","",4,4,"","","","","","","","","","","",""
159,"Metadata/Items/Armours/Shields/ShieldStrDex4",901,"","",4,4,"","","","","","","","","","","",""
160,"Metadata/Items/Armours/Shields/ShieldStrDex5",902,"","",4,4,"","","","","","","","","","","",""
161,"Metadata/Items/Armours/Shields/ShieldStrDex6",903,"","",4,4,"","","","","","","","","","","",""
162,"Metadata/Items/Armours/Shields/ShieldStrDex7",904,"","",4,4,"","","","","","","","","","","",""
163,"Metadata/Items/Armours/Shields/ShieldStrDex8",905,"","",4,4,"","","","","","","","","","","",""
164,"Metadata/Items/Armours/Shields/ShieldStrDex9",906,"","",4,4,"","","","","","","","","","","",""
165,"Metadata/Items/Armours/Shields/ShieldStrDex10",907,"","",4,4,"","","","","","","","","","","",""
166,"Metadata/Items/Armours/Shields/ShieldStrDex11",908,"","",4,4,"","","","","","","","","","","",""
167,"Metadata/Items/Armours/Shields/ShieldStrDex12",909,"","",4,4,"","","","","","","","","","","",""
168,"Metadata/Items/Armours/Shields/ShieldStrDex13",910,"","",4,4,"","","","","","","","","","","",""
169,"Metadata/Items/Armours/Shields/ShieldStrInt1",911,"","",6,4,"","","","","","","","","","","",""
170,"Metadata/Items/Armours/Shields/ShieldStrInt2",912,"","",6,4,"","","","","","","","","","","",""
171,"Metadata/Items/Armours/Shields/ShieldStrInt3",913,"","",6,4,"","","","","","","","","","","",""
172,"Metadata/Items/Armours/Shields/ShieldStrInt4",914,"","",6,4,"","","","","","","","","","","",""
173,"Metadata/Items/Armours/Shields/ShieldStrInt5",915,"","",6,4,"","","","","","","","","","","",""
174,"Metadata/Items/Armours/Shields/ShieldStrInt6",916,"","",6,4,"","","","","","","","","","","",""
175,"Metadata/Items/Armours/Shields/ShieldStrInt7",917,"","",6,4,"","","","","","","","","","","",""
176,"Metadata/Items/Armours/Shields/ShieldStrInt8",918,"","",6,4,"","","","","","","","","","","",""
177,"Metadata/Items/Armours/Shields/ShieldStrInt9",919,"","",6,4,"","","","","","","","","","","",""
178,"Metadata/Items/Armours/Shields/ShieldStrInt10",920,"","",6,4,"","","","","","","","","","","",""
179,"Metadata/Items/Armours/Shields/ShieldStrInt11",921,"","",6,4,"","","","","","","","","","","",""
180,"Metadata/Items/Armours/Shields/ShieldStrInt12",922,"","",6,4,"","","","","","","","","","","",""
181,"Metadata/Items/Armours/Shields/ShieldStrInt13",923,"","",6,4,"","","","","","","","","","","",""
182,"Metadata/Items/Armours/Shields/ShieldDexInt1",924,"","",5,4,"","","","","","","","","","","",""
183,"Metadata/Items/Armours/Shields/ShieldDexInt2",925,"","",5,4,"","","","","","","","","","","",""
184,"Metadata/Items/Armours/Shields/ShieldDexInt3",926,"","",5,4,"","","","","","","","","","","",""
185,"Metadata/Items/Armours/Shields/ShieldDexInt4",927,"","",5,4,"","","","","","","","","","","",""
186,"Metadata/Items/Armours/Shields/ShieldDexInt5",928,"","",5,4,"","","","","","","","","","","",""
187,"Metadata/Items/Armours/Shields/ShieldDexInt6",929,"","",5,4,"","","","","","","","","","","",""
188,"Metadata/Items/Armours/Shields/ShieldDexInt7",930,"","",5,4,"","","","","","","","","","","",""
189,"Metadata/Items/Armours/Shields/ShieldDexInt8",931,"","",5,4,"","","","","","","","","","","",""
190,"Metadata/Items/Armours/Shields/ShieldDexInt9",932,"","",5,4,"","","","","","","","","","","",""
191,"Metadata/Items/Armours/Shields/ShieldDexInt10",933,"","",5,4,"","","","","","","","","","","",""
192,"Metadata/Items/Armours/Shields/ShieldDexInt11",934,"","",5,4,"","","","","","","","","","","",""
193,"Metadata/Items/Armours/Shields/ShieldDexInt12",935,"","",5,4,"","","","","","","","","","","",""
194,"Metadata/Items/Armours/Shields/ShieldDexInt13",936,"","",5,4,"","","","","","","","","","","",""
195,"Metadata/Items/Armours/Helmets/HelmetStr1",938,"","",1,0,"","","","","","","","","","","",""
196,"Metadata/Items/Armours/Helmets/HelmetStr2",939,"","",1,0,"","","","","","","","","","","",""
197,"Metadata/Items/Armours/Helmets/HelmetStr3",940,"","",1,0,"","","","","","","","","","","",""
198,"Metadata/Items/Armours/Helmets/HelmetStr4",941,"","",1,0,"","","","","","","","","","","",""
199,"Metadata/Items/Armours/Helmets/HelmetStr5",942,"","",1,0,"","","","","","","","","","","",""
200,"Metadata/Items/Armours/Helmets/HelmetStr6",943,"","",1,0,"","","","","","","","","","","",""
201,"Metadata/Items/Armours/Helmets/HelmetStr7",944,"","",1,0,"","","","","","","","","","","",""
202,"Metadata/Items/Armours/Helmets/HelmetStr8",945,"","",1,0,"","","","","","","","","","","",""
203,"Metadata/Items/Armours/Helmets/HelmetStr9",946,"","",1,0,"","","","","","","","","","","",""
204,"Metadata/Items/Armours/Helmets/HelmetStr10",947,"","",1,0,"","","","","","","","","","","",""
205,"Metadata/Items/Armours/Helmets/HelmetStr11",948,"","",1,0,"","","","","","","","","","","",""
206,"Metadata/Items/Armours/Helmets/HelmetDex1",952,"","",2,0,"","","","","","","","","","","",""
207,"Metadata/Items/Armours/Helmets/HelmetDex2",953,"","",2,0,"","","","","","","","","","","",""
208,"Metadata/Items/Armours/Helmets/HelmetDex3",954,"","",2,0,"","","","","","","","","","","",""
209,"Metadata/Items/Armours/Helmets/HelmetDex4",955,"","",2,0,"","","","","","","","","","","",""
210,"Metadata/Items/Armours/Helmets/HelmetDex5",956,"","",2,0,"","","","","","","","","","","",""
211,"Metadata/Items/Armours/Helmets/HelmetDex6",957,"","",2,0,"","","","","","","","","","","",""
212,"Metadata/Items/Armours/Helmets/HelmetDex7",958,"","",2,0,"","","","","","","","","","","",""
213,"Metadata/Items/Armours/Helmets/HelmetDex8",959,"","",2,0,"","","","","","","","","","","",""
214,"Metadata/Items/Armours/Helmets/HelmetDex9",960,"","",2,0,"","","","","","","","","","","",""
215,"Metadata/Items/Armours/Helmets/HelmetDex10",961,"","",2,0,"","","","","","","","","","","",""
216,"Metadata/Items/Armours/Helmets/HelmetInt1",965,"","",3,0,"","","","","","","","","","","",""
217,"Metadata/Items/Armours/Helmets/HelmetInt2",966,"","",3,0,"","","","","","","","","","","",""
218,"Metadata/Items/Armours/Helmets/HelmetInt3",967,"","",3,0,"","","","","","","","","","","",""
219,"Metadata/Items/Armours/Helmets/HelmetInt4",968,"","",3,0,"","","","","","","","","","","",""
220,"Metadata/Items/Armours/Helmets/HelmetInt5",969,"","",3,0,"","","","","","","","","","","",""
221,"Metadata/Items/Armours/Helmets/HelmetInt6",970,"","",3,0,"","","","","","","","","","","",""
222,"Metadata/Items/Armours/Helmets/HelmetInt7",971,"","",3,0,"","","","","","","","","","","",""
223,"Metadata/Items/Armours/Helmets/HelmetInt8",972,"","",3,0,"","","","","","","","","","","",""
224,"Metadata/Items/Armours/Helmets/HelmetInt9",973,"","",3,0,"","","","","","","","","","","",""
225,"Metadata/Items/Armours/Helmets/HelmetInt10",974,"","",3,0,"","","","","","","","","","","",""
226,"Metadata/Items/Armours/Helmets/HelmetInt11",975,"","",3,0,"","","","","","","","","","","",""
227,"Metadata/Items/Armours/Helmets/HelmetStrDex1",979,"","",4,0,"","","","","","","","","","","",""
228,"Metadata/Items/Armours/Helmets/HelmetStrDex2",980,"","",4,0,"","","","","","","","","","","",""
229,"Metadata/Items/Armours/Helmets/HelmetStrDex3",981,"","",4,0,"","","","","","","","","","","",""
230,"Metadata/Items/Armours/Helmets/HelmetStrDex4",982,"","",4,0,"","","","","","","","","","","",""
231,"Metadata/Items/Armours/Helmets/HelmetStrDex5",983,"","",4,0,"","","","","","","","","","","",""
232,"Metadata/Items/Armours/Helmets/HelmetStrDex6",984,"","",4,0,"","","","","","","","","","","",""
233,"Metadata/Items/Armours/Helmets/HelmetStrDex7",985,"","",4,0,"","","","","","","","","","","",""
234,"Metadata/Items/Armours/Helmets/HelmetStrDex8",986,"","",4,0,"","","","","","","","","","","",""
235,"Metadata/Items/Armours/Helmets/HelmetStrDex9",987,"","",4,0,"","","","","","","","","","","",""
236,"Metadata/Items/Armours/Helmets/HelmetStrDex10",988,"","",4,0,"","","","","","","","","","","",""
237,"Metadata/Items/Armours/Helmets/HelmetStrInt1",995,"","",6,0,"","","","","","","","","","","",""
238,"Metadata/Items/Armours/Helmets/HelmetStrInt2",996,"","",6,0,"","","","","","","","","","","",""
239,"Metadata/Items/Armours/Helmets/HelmetStrInt3",997,"","",6,0,"","","","","","","","","","","",""
240,"Metadata/Items/Armours/Helmets/HelmetStrInt4",998,"","",6,0,"","","","","","","","","","","",""
241,"Metadata/Items/Armours/Helmets/HelmetStrInt5",999,"","",6,0,"","","","","","","","","","","",""
242,"Metadata/Items/Armours/Helmets/HelmetStrInt6",1000,"","",6,0,"","","","","","","","","","","",""
243,"Metadata/Items/Armours/Helmets/HelmetStrInt7",1001,"","",6,0,"","","","","","","","","","","",""
244,"Metadata/Items/Armours/Helmets/HelmetStrInt8",1002,"","",6,0,"","","","","","","","","","","",""
245,"Metadata/Items/Armours/Helmets/HelmetStrInt9",1003,"","",6,0,"","","","","","","","","","","",""
246,"Metadata/Items/Armours/Helmets/HelmetStrInt10",1004,"","",6,0,"","","","","","","","","","","",""
247,"Metadata/Items/Armours/Helmets/HelmetDexInt1",1011,"","",5,0,"","","","","","","","","","","",""
248,"Metadata/Items/Armours/Helmets/HelmetDexInt2",1012,"","",5,0,"","","","","","","","","","","",""
249,"Metadata/Items/Armours/Helmets/HelmetDexInt3",1013,"","",5,0,"","","","","","","","","","","",""
250,"Metadata/Items/Armours/Helmets/HelmetDexInt4",1014,"","",5,0,"","","","","","","","","","","",""
251,"Metadata/Items/Armours/Helmets/HelmetDexInt5",1015,"","",5,0,"","","","","","","","","","","",""
252,"Metadata/Items/Armours/Helmets/HelmetDexInt6",1016,"","",5,0,"","","","","","","","","","","",""
253,"Metadata/Items/Armours/Helmets/HelmetDexInt7",1017,"","",5,0,"","","","","","","","","","","",""
254,"Metadata/Items/Armours/Helmets/HelmetDexInt8",1018,"","",5,0,"","","","","","","","","","","",""
255,"Metadata/Items/Armours/Helmets/HelmetDexInt9",1019,"","",5,0,"","","","","","","","","","","",""
256,"Metadata/Items/Armours/Helmets/HelmetDexInt10",1020,"","",5,0,"","","","","","","","","","","",""
257,"Metadata/Items/Armours/Helmets/HelmetDexInt11",1021,"","",5,0,"","","","","","","","","","","",""
258,"Metadata/Items/Armours/Gloves/GlovesStr1",1241,"","",1,2,"","","","","","","","","","","",""
259,"Metadata/Items/Armours/Gloves/GlovesStr2",1242,"","",1,2,"","","","","","","","","","","",""
260,"Metadata/Items/Armours/Gloves/GlovesStr3",1243,"","",1,2,"","","","","","","","","","","",""
261,"Metadata/Items/Armours/Gloves/GlovesStr4",1244,"","",1,2,"","","","","","","","","","","",""
262,"Metadata/Items/Armours/Gloves/GlovesStr5",1245,"","",1,2,"","","","","","","","","","","",""
