"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32_64"
23,"BlackguardClericBossFireball",[498],"[659,18295]","[-50,9]",1.1889,0,1025597925
24,"VaalSideAreaBossHolyFireball","[498,854,1776]","[659,860,862,173,175,18295]","[-50,20000,80,6,-30,9]",1.1889,0,1025597925
25,"PhoenixMinionFireball",[498],"[175,659,18295]","[-35,-50,9]",4.6444,0,1025597925
26,"IzaroDaemonFireball",[498],"[659,18295]","[-50,9]",1.1889,0,1025597925
27,"MonsterFireballSideArea","[854,498]","[860,862,18295]","[20000,80,9]",1.1889,0,1025597925
28,"ProphecyFireballBurst",[498],"[216,214,18295]","[100,3,9]",1.5222,0,1026134796
29,"EssenceFireballBurst",[498],"[216,18295]","[100,9]",1.5222,0,1026134796
30,"ProphecyMultiFireball",[498],"[173,18295]","[4,9]",1.1889,0,1025597925
31,"MonsterFireballStrMissionBoss",[498],"[175,1788,18295]","[-60,30,9]",0.5889,0,1025597925
32,"MonsterFireballKaomsChest",[498],[18295],[9],1.5222,0,1026134796
33,"MonsterMultiFireball",[498],"[659,173,18295]","[-50,2,9]",0.7778,0,1025597925
34,"MonsterMultiFireballSpectre",[498],"[659,173,18295]","[-50,2,9]",0.7778,0,1025597925
35,"MonsterSplitFireball","[1113,498]","[659,18295]","[-50,9]",0.9556,0,1025597925
36,"MonsterSplitFireballSpectre","[1113,498]","[659,18295]","[-50,9]",0.9556,0,1025597925
37,"MonsterLesserMultiFireball",[498],"[659,173,18295]","[-50,1,9]",0.8889,0,1025597925
38,"MonsterLesserMultiFireballSpectre",[498],"[659,173,18295]","[-50,1,9]",0.8889,0,1025597925
39,"MonsterFireballGoatmanBoss","[498,7080,4577,5824]","[1788,18295]","[30,9]",1.0222,0,1024121530
40,"MonsterFireballVaalSummonedSkeleton",[498],"[659,18295]","[-50,9]",0.9749,0,1027772252
41,"PyroFireball",[498],"[659,18295]","[-50,9]",1.1889,0,1025597925
42,"PyroFireballInvasion",[],"[659,18295]","[-50,9]",1.1889,0,1025597925
43,"BloodlinesYellowElementalPyroFireball",[498],"[659,2118,2119,2120,2468,18295]","[-50,8,800,30,-15,9]",0.4467,0,1024148374
44,"PyroFireballBossSideArea",[498],"[659,216,18295]","[-50,120,9]",1.0222,0,1025597925
45,"PyroChaosFireball",[498],"[659,18295]","[-50,9]",1.3556,0,1021933781
46,"WbAnimatedItemChaosFireball","[498,2469,12386]","[1485,2118,2119,2120,1210,18295]","[35,3,700,20,-60,9]",1.3556,0,1021933781
47,"GladiatorBossFireball",[498],"[659,173,18295]","[-50,2,9]",0.9444,0,1027906470
48,"ExileFireball",[498],"[659,18295]","[-50,9]",0.9444,0,1027906470
49,"GemlingFireball",[498],"[659,610,173,18295]","[-50,100,2,9]",0.7778,0,1025758986
50,"ProphecyDragonFireball",[498],"[659,175,173,5750,18295]","[-50,-50,2,75,9]",1.7778,0,1026134796
51,"FrostfireMageDragonFireball",[498],"[659,175,173,5750,18295]","[-50,-50,2,75,9]",1.7778,0,1026134796
52,"WestFireball","[498,4577,7080,5824]","[173,1210,175,18295]","[2,150,-70,9]",3,0,1026134796
53,"KitavaClericFireball",[498],"[659,175,610,5750,18295]","[-50,20,25,50,9]",1.7778,0,1026027422
54,"MonsterFireballRepeat",[498],"[659,18295]","[-50,9]",1.1889,0,1025597925
55,"ReliquaryMonsterFireball","[498,195]","[2118,2119,2120,2468,1788,209,5750,18295]","[3,65,30,-15,80,167,-40,9]",3.8889,0,1025758986
56,"FireballIncusionFire",[498],"[659,18295]","[-40,9]",0.9722,0,1028443341
57,"FireballIncusionLightning",[498],"[659,18295]","[-40,9]",1.0938,0,1028443341
58,"FireballIncursionChaos",[498],"[659,18295]","[-40,9]",2,0,1020054733
59,"FireballIncursionChaosAtlasUber",[498],"[659,18295,175]","[-40,9,-50]",2,0,1020054733
60,"FireballTaowuDash","[498,4577,195]","[7801,5750,18295]","[150,300,9]",6.2,0,1025758986
61,"FireballTaowuCombo","[498,4577]",[18295],[9],2.33,0,1025222115
62,"IceNovaMercenary",[617],[18295],[26],2.26,0,1026725354
63,"IceNovaProjectedMercenary","[617,10669]",[18295],[20],2.26,0,1026725354
64,"IceNova",[617],[18295],[26],2.26,0,1026725354
65,"IceNovaAltX",[617],"[18295,8395,19060]","[18,2,50]",1.35,0,1026725354
66,"IceNovaAltY",[617],"[454,18295]","[50,28]",1.469,0,1026725354
67,"IceNovaTriggered",[617],"[18295,17822]","[26,100]",2.47,0,1026725354
68,"IceNovaRoyale",[617],"[18295,8395,8468]","[26,2,-20]",1.76,0,1024792619
69,"BloodNovaStrIntBoss",[617],"[18295,2693,5750]","[26,-25,15]",1.7727,0,1026295857
70,"IceNovaOnDamageTakenInvasion","[617,6535]","[18295,1841,1842,2693]","[26,100,35,-25]",1.7727,0,1026295857
71,"IceNovaOnHitCannibalMaleMapBoss",[617],"[18295,2388,5750]","[26,100,73]",1.7727,0,1026295857
72,"IceNovaOnDeathWaterElemental","[617,1826,1945,9844]","[18295,1780,2693,5750]","[26,100,-25,15]",1.7727,0,1026295857
73,"IceNovaOnDeathStrMission","[617,1826,1945]","[18295,1780,2693,5750]","[26,100,-25,15]",2.7273,0,1022739087
74,"DarkSeawitchIceNova",[617],"[18295,2693,5750]","[26,-25,246]",1.7727,0,1026295857
75,"ProphecyBloodNova",[617],"[18295,2693,5750]","[26,-25,27]",1.95,0,1026295857
76,"VaalIceNova","[617,9497,20454]","[18295,2122,2123]","[26,5,-20]",1.7987,0,1024792619
77,"TormentSpiritVaalIceNova","[617,9844]","[18295,2122,2123,2693,5750]","[26,5,-20,-25,15]",1.5,0,1026295857
78,"StrMissionIceNovaTotem","[617,1927,9844]","[18295,214,216,2693,5750]","[26,4,100,-25,73]",1.2727,0,1027235381
79,"WbIceNova","[617,9844]","[18295,2693,5750]","[26,-25,73]",1.2727,0,1027235381
80,"NecropolisIceNova","[617,9844]",[18295],[24],1,0,0
81,"GhostIceNova",[617],"[18295,216,2693,5750]","[26,-40,-25,56]",2.7273,0,1024416809
82,"EssenceDaemonIceNovaRepeat",[617],"[18295,2693,5750]","[26,-25,73]",1.2727,0,1027235381
83,"ProphecyIceNovaTotems","[617,1784,854]","[18295,860,862,1220]","[26,8000,50,5]",0.9727,0,1023960469
84,"TotemMapBossIceNovaTotems","[617,1784,854]","[18295,860,862,2223]","[26,8000,50,6]",0.9727,0,1023960469
85,"IceNovaTrapSideAreaBoss","[1782,617,329,7928,5849,2556]","[18295,867,1210,1178,2693]","[26,6000,-40,9,-25]",1.8182,0,1024148374
86,"IceNovaWaterElementalMap",[617],"[18295,2693,8395,5750]","[26,-25,1,15]",1.0873,0,1024148374
87,"IceNovaWaterElemental","[12512,617]","[18295,2693,5750]","[26,-25,15]",0.8364,0,1022953836
88,"IceNovaWaterElementalHellscape","[12512,617]",[5750],[15],0.8364,0,1022953836
89,"IceNovaWaterElementalInvasion",[617],"[18295,2693,5750]","[26,-25,15]",0.8364,0,1022953836
90,"MonsterTotemIceNova","[9844,617]","[18295,2693,5750]","[26,-25,15]",0.9727,0,1023960469
91,"PopUpTotemIceNova","[9844,617]","[18295,2693,216,5750]","[26,-25,30,15]",1.4545,0,1028980212
92,"WbIceNovaSupport",[617],"[18295,2693,5750]","[26,-25,15]",0.9727,0,1023960469
93,"WbIceNovaSupport2","[617,1844]","[18295,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
94,"TotemBossTeamAAtollIceNovaChilledGround","[617,1844]","[18295,356,2693,4804,8395,5750]","[26,4000,-25,100,1,62]",2.9455,0,1031127695
95,"IzaroDaemonIceNova",[617],"[18295,2693,5750]","[26,-25,15]",1.3636,0,1024416809
96,"TempestDaemonIceNova",[617],"[18295,2693,5750]","[26,-25,15]",4.5,0,1031127695
97,"ShrineIceNova","[617,1844,9844]","[18295,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
98,"ShrineIceNovaPlayer","[617,1844,9844]","[18295,356,2693,5750]","[26,4000,-25,15]",0.9727,0,1023960469
99,"EssenceDaemonIceNova","[617,1844,854,1784]","[18295,356,2693,860,881,5750]","[26,4000,-25,10000,20,15]",0.9727,0,1023960469
100,"WestIceNovaDaemon","[617,1325,1927]","[18295,356,5750]","[26,1500,15]",1.5,0,1025222115
101,"WestIceNovaAttachedDaemon","[617,1325,1927]","[18295,356,5750]","[26,1500,50]",2.5,0,1025758986
102,"WestIceNovaTriggered","[617,1927,110]","[18295,593,5750]","[26,10,125]",0.9313,0,1028443341
103,"ChestIceNova","[617,1844]","[18295,356,2693]","[26,6000,-25]",3.1818,0,1031664566
104,"VaalIncursionIceNova",[617],"[18295,5750]","[26,73]",3.1818,0,1031664566
105,"AncestralFieldItemIceNova","[617,198]","[18295,201,5750,199]","[26,500,80,500]",2,0,1028443341
106,"LeapSlamMercenary","[617,3575,9829]","[8552,18295]","[550,15]",1,0,0
107,"LeapSlamMercenaryAlt","[617,3575,9829]",[18295],[20],1,0,0
108,"LeapSlam","[617,3575,9829]","[8552,18295]","[550,15]",0,0,0
109,"LeapSlamAltX","[617,3575,9829]",[18295],[25],0,0,0
110,"LeapSlamAltY","[617,3575,9829]","[8552,18295]","[550,15]",0,0,0
111,"LeapSlamHardMode","[617,3575,9829]","[8552,18295]","[550,15]",0,0,0
112,"LeapSlamRoyale","[617,3575,9829]","[8552,18295]","[1200,15]",0,0,0
113,"DarkExileLeapSlam","[617,1112]","[478,26,18295]","[24,68,15]",0,0,0
114,"KaomLeapSlam","[617,1112]","[633,610,1099,1919,5750,18295]","[50,100,100,-53,40,15]",0,0,0
115,"SweepMercenary","[617,110]",[],[],1,0,0
116,"Sweep","[617,9578,110]",[],[],1,0,0
117,"SweepAltX","[617,9578,110]",[],[],1,0,0
118,"SweepAltY","[617,9578,110]",[],[],1,0,0
119,"SweepRoyale","[617,9578,110]",[],[],0.67,0,1018980991
120,"VaalSweep","[110,617,1112,20454]","[220,2292,1919]","[10,60,50]",0,0,0
121,"ExileSweep","[617,1112]",[],[],0,0,0
122,"WbLightningEliteSweep","[617,1112]","[478,26,70,1101,5750]","[100,24,40,50,25]",0,0,0
123,"BanditSweep","[617,1112]","[2693,5750]","[-20,-16]",0,0,0
124,"AzmeriOakSweep","[617,1112]","[108,340]","[30,100]",0,0,0
125,"SkeletonBossCrossroadsSweep","[617,1112]","[2693,1100,5750]","[-20,40,-16]",0,0,0
126,"ExileVaalGroundSlam","[197,110,617]","[26,633,401,1300]","[29,50,100,-1]",0,0,0
127,"GladiatorBossEliteVaalGroundSlam","[110,617,2658]","[26,633,401,1300,5750]","[-15,-20,200,-1,40]",0,0,0
128,"WbVaalGroundSlam","[197,110,617]","[633,401,1300]","[50,100,-1]",0,0,0
129,"DarkExileVaalGroundSlam","[197,110,617]","[26,633,401,1300,214,70]","[29,20,50,-1,1,80]",0,0,0
130,"BullBossVaalGroundSlam","[197,110,617]","[633,401,1919,340]","[36,300,-25,150]",0,0,0
131,"RockGolemSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
132,"RockGolemMonsterSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
133,"RockGolemSlamTriggered1",[617],"[1919,3407,5750]","[-20,33,60]",0,0,0
134,"RockGolemSlamTriggered2",[617],"[1919,3407,5750]","[-20,33,90]",0,0,0
135,"RockGolemSlamTriggered3",[617],"[1919,3407,5750]","[-20,33,120]",0,0,0
136,"RockGolemSlamTriggered4",[617],"[1919,3407,5750]","[-20,33,150]",0,0,0
137,"RockGolemSlamTriggered5",[617],"[1919,3407,5750]","[-20,33,180]",0,0,0
138,"RockGolemSlamTriggered6",[617],"[1919,3407,5750]","[-20,33,210]",0,0,0
139,"ScorpionBurrowSlam",[617],[633],[-80],0,0,0
140,"GoatmanMonsterSlam",[617],"[1919,5750]","[-20,200]",0,0,0
141,"RockGolemSlamMinotaur",[617],"[1919,5750]","[-20,200]",0,0,0
142,"CoralGolemSlam",[617],"[1919,5750]","[-20,200]",0,0,0
143,"DemonModularSlam",[617],"[1919,5750]","[-20,100]",0,0,0
144,"BestiaryBeastMonsterSlam",[617],"[1919,3407,5750]","[-20,33,200]",0,0,0
145,"SentinelHolySlam",[617],"[1919,5750]","[-33,100]",0,0,0
146,"SentinelHolySlamBloodGuard",[617],"[1919,5750]","[-33,100]",0,0,0
147,"SentinelHolySlamFaithGuard",[617],"[1919,5750]","[-33,100]",0,0,0
148,"SentinelHolySlamCelestial",[617],"[1919,5750]","[-33,100]",0,0,0
149,"SentinelHolySlamCelestialDominating",[617],"[1919,5750]","[-33,100]",0,0,0
150,"SentinelHolySlamDemonic",[617],"[1919,5750]","[-33,100]",0,0,0
151,"SentinelHolySlamEmpyrean",[617],"[1919,5750]","[-33,100]",0,0,0
152,"SentinelHolySlamPolarisWhite",[617],"[1919,5750]","[-33,100]",0,0,0
153,"SentinelHolySlamDragonHunter",[617],"[1919,5750]","[-33,100]",0,0,0
154,"BetrayalSentinelUnholySlam",[617],"[1919,5750]","[-33,80]",0,0,0
155,"DjinnSlam",[617],[5750],[200],0,0,0
156,"GroundSlamBrute","[197,617]","[70,633,2693]","[-33,80,-30]",0,0,0
157,"GroundSlamStatue",[617],"[108,633]","[35,50]",0,0,0
158,"GroundSlamStatueInvasion",[617],"[108,633]","[35,50]",0,0,0
159,"BloodlinesMudElementalGroundSlam",[617],"[633,1919,5750]","[20,-55,200]",0,0,0
160,"BloodlinesBloodElementalBloodGroundSlam","[617,2358]","[633,1919]","[-30,-55]",0,0,0
161,"ProphecyBloodGroundSlam",[617],"[633,1919]","[-30,-55]",0,0,0
162,"ExileGroundSlam",[],"[108,633,1250,1237,5750]","[15,-20,4,150,40]",0,0,0
163,"AxisBossGroundSlam",[617],[],[],0,0,0
164,"DropBearSummonedGroundSlam",[617],[],[],0,0,0
165,"ShieldCrabGroundSlam",[617],"[108,5750]","[15,-30]",0,0,0
166,"WbGroundSlam",[],"[108,633,5750]","[15,-20,40]",0,0,0
167,"WbGroundSlamFireElite",[],"[108,633,1250,1237,5750]","[15,-20,4,150,40]",0,0,0
168,"ProphecyZombieGroundSlam",[617],"[108,633,5750]","[15,-20,40]",0,0,0
169,"KaruiSpiritGroundSlam",[617],"[108,633,5750]","[15,-20,40]",0,0,0
170,"TalismanGroundSlam",[617],"[1919,5750]","[-55,150]",0,0,0
171,"DarkExileGroundSlam",[],"[108,633,1250,1237,5750]","[15,-20,4,100,20]",0,0,0
172,"BestiaryKiwethGroundSlam","[617,617]","[108,633]","[35,50]",0,0,0
173,"KaomWarriorGroundSlam",[617],"[108,633]","[10,20]",0,0,0
174,"KaomWarriorGroundSlamSynthesis",[617],"[108,633,1919]","[10,20,-35]",0,0,0
175,"HellionGreustGroundSlam","[617,195]","[3435,1099,1919,5750]","[-50,50,-35,20]",0,0,0
176,"GroundSlamBeast","[617,12512]","[108,7711,5750]","[25,20,10]",0,0,0
177,"GroundSlamFormosanBeastiary",[617],"[108,633,1919]","[10,15,-23]",0,0,0
178,"AbyssBoneHuskSpellNova",[617],[5750],[-50],2,0,1022739087
179,"AbyssUndyingSpellNova",[617],[5750],[-50],1.5,0,1023879938
180,"BestiaryChimeraSpiritSpellNova",[617],[5750],[-50],1.5,0,1023879938
181,"AbyssLichBoss2SpellNova",[617],"[2693,5750]","[-30,-20]",1.25,0,1025758986
182,"CleaveMercenary","[617,1116,9578]",[1903],[-40],1,0,0
183,"CleaveMercenaryEncounter","[617,1116,9578]",[1903],[-40],1,0,0
184,"Cleave","[617,1116,9578]",[1903],[-40],1,0,0
185,"CleaveAltX","[617,1116,9578]","[1903,9317,20537]","[-40,5,2]",1,0,0
186,"CleaveAltY","[617,1116,9578]",[1903],[-40],1,0,0
187,"CleaveRoyale","[617,1116,9578]",[1903],[-20],0.67,0,1019142052
188,"MonsterCleave","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
189,"MonsterCleaveWithEffect","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
190,"VaalSideAreaBossVendigoCleave","[617,1116]","[1903,26,2693]","[-40,31,-20]",0,0,0
191,"TaniwhaCleave",[617],[],[],0,0,0
192,"BreachBossCleavePhysical",[617],[],[],0,0,0
193,"WbCleave","[617,1116]",[1903],[-40],0,0,0
194,"WbChaosLeaderCleave","[617,1116]","[1903,1300]","[-40,1]",0,0,0
195,"BeastCleave","[617,1116]","[1903,26,70]","[-40,31,-30]",0,0,0
196,"ExileCleave","[617,1116]","[1903,1300]","[-40,1]",0,0,0
197,"ExileCleaveStun","[617,1116]","[1903,108]","[-40,30]",0,0,0
198,"KitavaDemonCleave","[617,1116]","[3625,6034,1919]","[100,-44,-25]",0,0,0
199,"VultureBossCleave","[617,1116,692,2644]","[1919,633,659,5750]","[-44,80,-35,120]",0,0,0
200,"BanditBearCleave","[617,1116]","[1903,26,2693]","[-40,35,-20]",0,0,0
201,"ArakaaliCleave",[],"[2693,5750]","[-25,100]",0,0,0
202,"UnholyTrioCleave","[617,2644]","[1919,659,2693,5750]","[-30,20,-30,20]",1,0,0
203,"AbyssLichCleave","[617,2644]","[1919,659,2693]","[-38,200,-50]",1,0,0
204,"BestiaryLynxCleave","[617,1116]","[1903,26,2693]","[-40,35,-20]",0,0,0
205,"HeraldOfAgonyMinionCleave","[617,12386]",[5750],[30],1,0,0
206,"LegionEternalEmpireMeleeCleave","[617,3811]",[1919],[-44],1,0,0
207,"ShieldChargeMercenary","[1846,617,9837,9846]","[4097,471]","[75,100]",2.05,0,1019839984
208,"ShieldCharge","[1846,617,9837,9846]","[4097,471]","[75,100]",2.05,0,1019839984
209,"ShieldChargeAltX","[1846,617,9837,9846]","[4097,471]","[75,100]",2.05,0,1019839984
210,"ShieldChargeAltY","[1846,617,9837,9846]","[4097,471]","[75,100]",2.05,0,1019839984
211,"ShieldChargeHardMode","[1846,617,9837,9846]","[4097,471]","[75,100]",1.78,0,1015920827
212,"ShieldChargeRoyale","[1846,617,9837,9846]","[4097,471,5349,5350]","[75,100,5,7]",2,0,1016189262
213,"ShieldChargeOld","[1846,1994]","[469,633]","[200,-50]",0,0,0
214,"RhoaShieldCharge","[1846,692]","[469,462,463]","[50,30,41]",0,0,0
215,"RhoaTableChargeTaunt","[1846,692]","[469,471]","[50,50]",0,0,0
216,"RhoaShieldChargeTaunt","[1846,692]","[469,471,462,463]","[50,50,30,41]",0,0,0
217,"RhoaShieldChargeTauntHarvest","[1846,692]","[469,462,463]","[50,20,41]",0,0,0
218,"RhoaShieldChargeTauntUnique","[1846,692]","[469,471,462,463]","[100,100,20,62]",0,0,0
219,"HarvestBearBossChargeNear","[1846,2968,624,2643]","[177,471,462]","[30,50,50]",0,0,0
220,"HarvestBearBossChargeMediumNear","[1846,2968,624,2643]","[177,471,462]","[30,50,25]",0,0,0
221,"HarvestBearBossChargeFar","[1846,2968,624,2643]","[177,471]","[30,50]",0,0,0
222,"HarvestBeastCharge","[1846,2968,624,2643]","[177,471,462,401]","[215,50,20,50]",0,0,0
223,"BestiaryRhoaShieldCharge","[1846,692]","[469,471,462,463]","[90,70,30,41]",0,0,0
224,"SpectralSkullShieldCharge",[1846],"[469,177,471,633]","[200,500,300,-50]",0,0,0
225,"RhoaMapBossShieldCharge",[1846],"[469,471,462,463]","[90,30,30,41]",0,0,0
226,"AxisShieldCharge","[1846,692]","[177,4097,462,1229]","[120,50,-10,-10]",0,0,0
227,"DominatingBlowMinionCharge","[1846,692]","[4097,177,471,5750]","[25,400,30,-40]",0,0,0
228,"BetrayalElreonMinionCharge","[1846,692]","[4097,177,471,5750]","[25,400,30,-40]",0,0,0
229,"RhoaShieldChargeInvasion",[1846],"[469,471,462,463]","[90,70,30,41]",0,0,0
230,"RhoaShieldChargeUntainted","[1846,624]","[469,471,462,463]","[90,70,90,62]",0,0,0
231,"GuardianShieldCharge","[1182,1846]","[177,471,462]","[70,35,30]",0,0,0
232,"AnimatedBustShieldCharge",[1846],"[4097,177,471,70,462]","[50,100,20,10,10]",0,0,0
233,"ExileShieldCharge",[1846],"[4097,177,462]","[50,50,10]",0,0,0
234,"ExileShieldChargeWeak",[1846],"[177,471,70,462]","[50,25,10,10]",0,0,0
235,"ExileShieldChargeKitava",[1846],"[4097,177,471,70,446,462]","[50,50,65,20,15,10]",0,0,0
236,"VaganShieldCharge",[1846],"[4097,177,462]","[50,50,10]",0,0,0
237,"ProphecyRhoaShieldCharge",[1846],"[4097,177,448,462]","[50,100,15,41]",0,0,0
238,"SummonedRhoaShieldCharge",[1846],"[4097,177,471,70,448]","[50,100,10,20,15]",0,0,0
239,"BoarBanditShieldCharge",[1846],"[4097,177,462]","[50,100,10]",0,0,0
240,"AnimalPackShieldCharge",[1846],"[4097,177,471,70,462]","[50,100,50,25,15]",0,0,0
241,"TemplarShieldCharge",[1846],"[4097,177,471,70,462,2757]","[50,50,20,15,15,100]",0,0,0
242,"TemplarCultistShieldCharge",[1846],"[4097,177,471,70,462,5411]","[50,50,20,15,15,50]",0,0,0
243,"AnimatedShieldShieldCharge",[1846],"[4097,177,471,70,462]","[100,75,20,15,10]",0,0,0
244,"InvisibleDaemonShieldCharge","[1182,624]","[177,462,463]","[50,50,50]",0,0,0
245,"HeistMilitaryEliteShieldCharge","[1846,692]","[177,469,462]","[62,50,15]",0,0,0
246,"HeistMilitaryMinibossShieldCharge","[1846,692]","[177,469,462]","[-50,50,30]",0,0,0
247,"SanctumMilitaryShieldCharge","[1846,692]","[177,469,462,16933]","[-50,50,30,30]",1,0,0
248,"HeistRoboDogCharge","[1846,692]","[177,469,462]","[104,50,20]",0,0,0
249,"SpikerBullCharge","[1846,692,110,617]","[177,469,471,462,401,10627,633]","[87,50,50,100,500,300,-50]",0,0,0
250,"SpikerBullChargePast","[1846,692,110,617,624]","[177,469,471,462,401,10627,633]","[87,50,50,100,500,300,-50]",0,0,0
251,"ReaperWraithCharge","[1846,2968]",[177],[366],0,0,0
252,"AncestralKuniCharge","[1846,692,14399]","[469,177,462]","[50,77,-10]",1,0,0
253,"AncestralKuniTableCharge","[1846,617,7294,7295,7296,110,12512]","[177,5411]","[77,50]",1,0,0
254,"UtulaTableCharge","[1846,617,7294,7295,7296,110,12512]",[177],[21],1,0,0
255,"BoarStampedeTableCharge","[1846,617,7294,7295,7296,110,12512,13460]","[177,401]","[77,100]",1,0,0
256,"TCAncestralLeagueKaruiHulk","[1846,617,110,12512,683]","[401,10627]","[100,100]",1,0,0
257,"TCAzmeriHulk","[1846,617,110,12512]","[401,10627]","[100,100]",1,0,0
258,"TCAzmeriFallenStag","[1846,617,12512,110]","[401,10627]","[100,100]",1,0,0
259,"EnduringCryMercenary","[1706,1704,1705]","[12258,356,450]","[3,1000,600]",0,0,0
260,"EnduringCry","[1706,1704,1705,9497,12065]","[315,20647]","[5,120]",0,0,0
261,"EnduringCryRoyale","[1706,1704,1705,9497,12065]","[315,142,445,356]","[5,2,2,2000]",0,0,0
262,"ExileEnduringCry",[],"[12258,356,450]","[2,1000,600]",0,0,0
263,"MonsterEnduringCry",[],"[12258,356,450]","[2,1000,600]",0,0,0
264,"GemlingEnduringCry",[],"[12258,356,450]","[6,1000,1200]",0,0,0
265,"AzmeriOakEnduringCry",[],"[12258,356,450]","[3,1000,2400]",0,0,0
266,"EnduringCryBanditMapBoss",[],"[315,356,125,214]","[300,1000,1000000,20]",0,0,0
267,"MonsterEnduringCryInvasion",[],"[12258,356,450]","[2,1000,600]",0,0,0
268,"WbEnduringCry",[],"[12258,356,450]","[2,1000,600]",0,0,0
269,"ProphecyEnduringCry",[],"[12258,356,450]","[2,1000,600]",0,0,0
270,"BeastEnduringCry",[],"[12258,356,450]","[2,1000,600]",0,0,0
271,"WestEnduringCry",[],"[12258,356,450,5750]","[2,1000,600,200]",0,0,0
272,"DoubleStrike",[],"[1114,3625]","[1,25]",1,0,0
273,"DoubleStrikeAltX",[],"[1114,8411,19154]","[1,40,100]",1,0,0
274,"DoubleStrikeAltY",[],"[1114,19092]","[1,10]",1,0,0
275,"MonsterDoubleStrike",[],[1114],[1],0,0,0
276,"AxisDoubleStrike",[],[633],[-40],0,0,0
277,"AxisDoubleStrikeTrigger",[],[1114],[1],0,0,0
278,"MonsterDoubleStrikeKitavaCleric",[],[1114],[1],0,0,0
279,"WbDoubleStrike",[],"[26,1114]","[-15,1]",0,0,0
280,"AbyssLich2DoubleStrike",[],"[1114,1919]","[1,-48]",0,0,0
281,"BestiaryTigerSpiritBossDoubleStrike",[],"[1114,1919]","[1,-75]",1,0,0
282,"ElementalHit","[7918,7990,20166,19526]","[7917,18295]","[10,10]",3.24,0,1024685244
283,"ElementalHitAltX","[7990,19526,7225,848,849]","[7917,18295]","[10,15]",0.98,0,1023799407
284,"ElementalHitAltY","[7918,7990,20166,19526]","[7917,18295]","[10,10]",3.24,0,1024685244
285,"ElementalHitRoyale","[848,849,7918,7990,20166]","[18295,7917]","[13,10]",3.5624,0,1023450441
286,"ElementalHitSkeletonKnight","[848,849,12512,4577,7080,617]","[1871,18295]","[50,10]",1.1667,0,1026510606
287,"ElementalHitSkeletonKnightIncursion","[848,849,12512,4577,7080,617]","[1871,18295]","[25,10]",1,0,0
288,"ElementalHitSkeletonKnightInvasion","[848,849,12512,4577,7080,617]","[1871,18295]","[25,10]",1.1667,0,1026510606
289,"ExileElementalHit",[848],[18295],[10],0.9333,0,1026510606
290,"ExileElementalHitLightning","[617,848,849,7911,7910]","[173,1871,18295]","[2,25,10]",0.9333,0,1026510606
