"rownum","Id","Mod","PassiveSkill"
296,"InverseWeighting226","",697
297,"InverseWeighting229","",67
298,"InverseWeighting232","",2512
299,"InverseWeighting234","",1876
300,"InverseWeighting240","",1022
301,"InverseWeighting240_2","",2155
302,"InverseWeighting241","",1055
303,"InverseWeighting242","",1015
304,"InverseWeighting242_2","",2178
305,"InverseWeighting244","",1047
306,"InverseWeighting245","",0
307,"InverseWeighting246","",1715
308,"InverseWeighting246_2","",1906
309,"InverseWeighting247","",1850
310,"InverseWeighting248","",1957
311,"InverseWeighting249","",966
312,"InverseWeighting249_2","",2137
313,"InverseWeighting250","",2171
314,"InverseWeighting251","",360
315,"InverseWeighting251_2","",126
316,"InverseWeighting252","",2270
317,"InverseWeighting253","",1711
318,"InverseWeighting253_2","",2026
319,"InverseWeighting254","",118
320,"InverseWeighting254_2","",902
321,"InverseWeighting255","",1785
322,"InverseWeighting255_2","",2405
323,"InverseWeighting256","",1335
324,"InverseWeighting256_2","",2391
325,"InverseWeighting258","",2410
326,"InverseWeighting258_2","",934
327,"InverseWeighting258_3","",620
328,"InverseWeighting259","",149
329,"InverseWeighting260","",748
330,"InverseWeighting261","",768
331,"InverseWeighting261_2","",652
332,"InverseWeighting261_3","",1065
333,"InverseWeighting262","",388
334,"InverseWeighting262_2","",1147
335,"InverseWeighting263","",1111
336,"InverseWeighting263_2","",2351
337,"InverseWeighting264","",282
338,"InverseWeighting266","",2448
339,"InverseWeighting266_2","",1077
340,"InverseWeighting266_3","",684
341,"InverseWeighting267","",730
342,"InverseWeighting269","",2307
343,"InverseWeighting269_2","",732
344,"InverseWeighting271","",414
345,"InverseWeighting271_2","",1209
346,"InverseWeighting271_3","",1855
347,"InverseWeighting274","",1041
348,"InverseWeighting274_2","",195
349,"InverseWeighting276","",2518
350,"InverseWeighting279","",1112
351,"InverseWeighting280","",59
352,"InverseWeighting280_2","",2466
353,"InverseWeighting282","",1292
354,"InverseWeighting284","",1043
355,"InverseWeighting285","",998
356,"InverseWeighting287","",73
357,"InverseWeighting287_2","",50
358,"InverseWeighting289","",302
359,"InverseWeighting292","",1107
360,"InverseWeighting293","",2519
361,"InverseWeighting297","",1038
362,"InverseWeighting300","",147
363,"InverseWeighting301","",1772
364,"InverseWeighting302","",467
365,"InverseWeighting304","",1347
366,"InverseWeighting305","",173
367,"InverseWeighting306","",2339
368,"InverseWeighting309","",288
369,"InverseWeighting310","",2359
370,"InverseWeighting314","",337
371,"InverseWeighting320","",1331
372,"InverseWeighting322","",761
373,"InverseWeighting323","",1945
374,"InverseWeighting324","",58
375,"InverseWeighting325","",738
376,"InverseWeighting327","",2247
377,"InverseWeighting329","",2411
378,"InverseWeighting332","",667
379,"InverseWeighting332_2","",1998
380,"InverseWeighting337","",676
381,"InverseWeighting340","",1982
382,"InverseWeighting340_2","",57
383,"InverseWeighting345","",2147
384,"InverseWeighting360","",1208
385,"InverseWeighting361","",1942
386,"InverseWeighting362","",2103
387,"InverseWeighting363","",284
388,"InverseWeighting364","",298
389,"InverseWeighting364_2","",1074
390,"InverseWeighting365","",478
391,"InverseWeighting366","",411
392,"InverseWeighting367","",1796
393,"InverseWeighting368","",2211
394,"InverseWeighting369","",1042
395,"InverseWeighting369_2","",1113
396,"InverseWeighting372","",65
397,"InverseWeighting371","",2412
398,"InverseWeighting374","",283
399,"InverseWeighting377","",1081
400,"InverseWeighting380","",1035
401,"InverseWeighting382","",729
402,"InverseWeighting385","",1990
403,"InverseWeighting400","",412
404,"InverseWeighting403","",182
405,"InverseWeighting403_2","",2002
406,"InverseWeighting420","",990
407,"InverseWeighting424","",1302
408,"InverseWeighting425","",1861
409,"InverseWeighting427","",1886
410,"InverseWeighting429","",2167
411,"InverseWeighting429_2","",2445
412,"InverseWeighting432","",1036
413,"InverseWeighting437","",2184
414,"InverseWeighting440","",754
415,"InverseWeighting443","",785
416,"InverseWeighting445","",472
417,"InverseWeighting463","",851
418,"InverseWeighting480","",1020
419,"InverseWeighting483","",1180
420,"InverseWeighting487","",806
421,"InverseWeighting488","",1994
422,"InverseWeighting490","",2219
423,"InverseWeighting490_2","",2288
424,"InverseWeighting492","",765
425,"InverseWeighting495","",673
426,"InverseWeighting500","",2439
427,"InverseWeighting503","",692
428,"InverseWeighting508","",1356
429,"InverseWeighting526","",2442
430,"InverseWeighting540","",936
431,"InverseWeighting543","",2832
432,"InverseWeighting566","",2484
433,"InverseWeighting603","",1853
434,"InverseWeighting606","",935
435,"InverseWeighting666","",2053
436,"InverseWeighting729","",747
437,"RingInverseWeighting2",20971,""
438,"RingInverseWeighting3",20976,""
439,"RingInverseWeighting4",20980,""
440,"RingInverseWeighting5",21036,""
441,"RingInverseWeighting6",21041,""
442,"RingInverseWeighting7",21045,""
443,"RingInverseWeighting8",21023,""
444,"RingInverseWeighting8_2",21028,""
445,"RingInverseWeighting10",21032,""
446,"RingInverseWeighting10_2",20984,""
447,"RingInverseWeighting11",20989,""
448,"RingInverseWeighting12",20993,""
449,"RingInverseWeighting13",21010,""
450,"RingInverseWeighting15",21015,""
451,"RingInverseWeighting15_2",21019,""
452,"RingInverseWeighting16",20997,""
453,"RingInverseWeighting18",21002,""
454,"RingInverseWeighting18_2",21006,""
455,"RingInverseWeighting20",20972,""
456,"RingInverseWeighting23",20977,""
457,"RingInverseWeighting23_2",20981,""
458,"RingInverseWeighting24",21037,""
459,"RingInverseWeighting26",21042,""
460,"RingInverseWeighting28",21046,""
461,"RingInverseWeighting28_2",21024,""
462,"RingInverseWeighting31",21029,""
463,"RingInverseWeighting36",21033,""
464,"RingInverseWeighting41",20985,""
465,"RingInverseWeighting42",20990,""
466,"RingInverseWeighting44",20994,""
467,"RingInverseWeighting44_2",20973,""
468,"RingInverseWeighting46",20978,""
469,"RingInverseWeighting49",20982,""
470,"RingInverseWeighting54",21038,""
471,"RingInverseWeighting62",21043,""
472,"RingInverseWeighting80",21047,""
473,"RingInverseWeighting81",21011,""
474,"RingInverseWeighting82",21016,""
475,"RingInverseWeighting84",21020,""
476,"RingInverseWeighting86",20998,""
477,"RingInverseWeighting89",21003,""
478,"RingInverseWeighting94",21007,""
479,"RingInverseWeighting102",20974,""
480,"RingInverseWeighting120",20979,""
481,"RingInverseWeighting121",20983,""
482,"RingInverseWeighting122",21039,""
483,"RingInverseWeighting124",21044,""
484,"RingInverseWeighting126",21048,""
485,"RingInverseWeighting129",21025,""
486,"RingInverseWeighting134",21030,""
487,"RingInverseWeighting142",21034,""
488,"RingInverseWeighting160",20986,""
489,"RingInverseWeighting160_2",20991,""
490,"RingInverseWeighting181",20995,""
491,"RingInverseWeighting182",21012,""
492,"RingInverseWeighting184",21017,""
493,"RingInverseWeighting186",21021,""
494,"RingInverseWeighting189",21026,""
495,"RingInverseWeighting194",21062,""
496,"RingInverseWeighting200",21035,""
497,"RingInverseWeighting202",20999,""
498,"RingInverseWeighting220",21004,""
499,"RingInverseWeighting240",21008,""
500,"RingInverseWeighting244",20987,""
501,"RingInverseWeighting245",20992,""
502,"RingInverseWeighting247",20996,""
503,"RingInverseWeighting249",21013,""
504,"RingInverseWeighting252",21018,""
505,"RingInverseWeighting257",21022,""
506,"RingInverseWeighting260",21000,""
507,"RingInverseWeighting265",21005,""
508,"RingInverseWeighting283",21009,""
509,"RingInverseWeighting300",20975,""
510,"RingInverseWeighting323",20988,""
511,"RingInverseWeighting360",21027,""
512,"RingInverseWeighting363",21040,""
513,"RingInverseWeighting423",21014,""
514,"RingInverseWeighting486",21001,""
515,"RingInverseWeighting501",21054,""
516,"RingInverseWeighting502",21059,""
517,"RingInverseWeighting503",21052,""
518,"RingInverseWeighting504",21049,""
519,"RingInverseWeighting505",21055,""
520,"RingInverseWeighting506",21053,""
521,"RingInverseWeighting507",21058,""
522,"RingInverseWeighting508",21060,""
523,"RingInverseWeighting509",21056,""
524,"RingInverseWeighting510",21057,""
525,"RingInverseWeighting511",21050,""
526,"RingInverseWeighting512",21051,""
527,"RingInverseWeighting513",21061,""
528,"BlightedMapMod1",21063,""
529,"BlightedMapMod2",21064,""
530,"BlightedMapMod3",21065,""
531,"BlightedMapMod4",21066,""
532,"BlightedMapMod5",21067,""
533,"BlightedMapMod6",21069,""
534,"BlightedMapMod6b",21070,""
535,"BlightedMapMod7",21071,""
536,"BlightedMapMod8",21073,""
537,"BlightedMapMod9",21074,""
538,"BlightedMapMod10",21076,""
539,"BlightedMapMod11",21077,""
540,"BlightedMapMod12",21078,""
541,"OffTreeAnoint1","",2840
542,"OffTreeAnoint2","",2841
543,"OffTreeAnoint3","",2842
544,"OffTreeAnoint4","",2843
545,"OffTreeAnoint5","",2844
546,"OffTreeAnoint6","",2845
547,"OffTreeAnoint7","",2846
548,"OffTreeAnoint8","",2847
549,"OffTreeAnoint9","",2848
550,"OffTreeAnoint10","",2849
551,"OffTreeAnoint11","",2850
552,"OffTreeAnoint12","",2851
553,"OffTreeAnoint13","",2852
554,"OffTreeAnoint14","",2853
555,"OffTreeAnoint15","",2854
556,"OffTreeAnoint16","",2855
557,"OffTreeAnoint17","",2856
558,"OffTreeAnoint18","",2857
559,"OffTreeAnoint19","",2837
560,"OffTreeAnoint20","",2831
561,"OffTreeAnoint21","",2830
562,"OffTreeAnoint22","",2838
563,"OffTreeAnoint23","",2836
564,"OffTreeAnoint24","",2827
565,"OffTreeAnoint25","",2829
566,"OffTreeAnoint26","",2828
567,"OffTreeAnoint27","",2834
568,"OffTreeAnoint28","",2839
569,"OffTreeAnoint29","",2833
570,"OffTreeAnoint30","",2835
571,"OffTreeAnoint31","",2858
