"rownum","Id","Act","Name","Icon_DDSFile","QuestId","bool","Type","[i32]","i32","TrackerGroup","bool","bool","[rid]","[rid]"
27,"SearchForTheVaalRepositoryEndgame",10,"Legacy of the Vaal","Art/2DArt/QuestIcons/Four/LegacyoftheVaal.dds",0,"",0,[],51,"","","",[],[15]
28,"JungleDepthsLandmark",3,"","Art/2DArt/QuestIcons/base.dds",0,"",1,[],51,"","","",[],[]
29,"CleanseTheSnakePit",3,"The Slithering Dead","Art/2DArt/QuestIcons/Four/DenofSnakes.dds",0,"",1,[],51,"","","",[5],[5]
30,"RaidTheTreasureVault",3,"Treasures of Utzaal","Art/2DArt/QuestIcons/Four/TreasureVault.dds",0,"",1,[],51,"","","","[2,0]","[2,0]"
31,"KillTheBogWitch",3,"Tribal Vengeance","Art/2DArt/QuestIcons/Four/TribalVengeance.dds",0,"",1,[],51,"","","","[9,20]","[9,21]"
32,"FindTheSpearPieces",4,"Setting Sail","Art/2DArt/QuestIcons/Four/SettingSail.dds",0,"",0,[],51,"","","",[],[]
33,"sanctum_timer_arena",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
34,"sanctum_portal_arena",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
35,"sanctum_explore",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
36,"sanctum_kill_monsters",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
37,"sanctum_rare_lair",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
38,"sanctum_puzzle",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
39,"sanctum_boss",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
40,"sanctum_floor_boss",0,"The Trial of the Sekhemas","",0,"",3,[30],51,"","","",[],[]
41,"ultimatum_encounter",0,"Trialmaster's Challenge","",0,"",3,[38],51,"","","",[],[]
42,"Ultimatum",3,"The Trials of Chaos","Art/2DArt/QuestIcons/Four/UltimatumIntro.dds",0,"",6,[],51,"","","",[],[]
43,"EndgameQuestline",10,"Cataclysm's Wake","Art/2DArt/QuestIcons/Four/CataclysmsWake.dds",0,"",0,[],51,"","","",[17],[17]
44,"EndgameQuestInvestigateTower",10,"The Pinnacle of Flame","Art/2DArt/QuestIcons/Four/PinnacleOfFlame.dds",0,"",0,[],51,"","","",[],[]
45,"EndgameQuestObtainKey1",10,"Ezomyte Infiltration","Art/2DArt/QuestIcons/Four/EzomyteInfiltration.dds",0,"",0,[],51,"","","",[],[]
46,"EndgameQuestObtainKey2",10,"Faridun Foray","Art/2DArt/QuestIcons/Four/FaridunForay.dds",0,"",0,[],51,"","","",[],[]
47,"EndgameQuestObtainKey3",10,"Vaal Incursion","Art/2DArt/QuestIcons/Four/VaalIncursion.dds",0,"",0,[],51,"","","",[],[]
48,"SacredFlameInspectOrb",10,"Power Awaits You","Art/2DArt/QuestIcons/Four/PinnacleOfFlame.dds",0,"",0,[],51,"","","",[],[]
