"rownum","Id","Tier","Mod","[i32]_28","[rid]_44","Icon","Type","Achievements"
50,"AddedPhysicalLowChaosConvert",1,32972,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
51,"AddedPhysicalLowChaosConvert",2,32973,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
52,"AddedPhysicalLowChaosConvert",3,32974,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
53,"AddedPhysicalLowChaosConvert",4,32975,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
54,"AddedPhysicalLowChaosConvert",5,32976,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
55,"AddedPhysical2hLowChaosConvert",1,32977,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
56,"AddedPhysical2hLowChaosConvert",2,32978,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
57,"AddedPhysical2hLowChaosConvert",3,32979,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
58,"AddedPhysical2hLowChaosConvert",4,32980,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
59,"AddedPhysical2hLowChaosConvert",5,32981,[1],"[2,4]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
60,"AddedPhysicalLowRandomElementConvert",1,32982,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
61,"AddedPhysicalLowRandomElementConvert",2,32983,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
62,"AddedPhysicalLowRandomElementConvert",3,32984,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
63,"AddedPhysicalLowRandomElementConvert",4,32985,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
64,"AddedPhysicalLowRandomElementConvert",5,32986,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
65,"AddedPhysical2hLowRandomElementConvert",1,32987,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
66,"AddedPhysical2hLowRandomElementConvert",2,32988,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
67,"AddedPhysical2hLowRandomElementConvert",3,32989,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
68,"AddedPhysical2hLowRandomElementConvert",4,32990,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
69,"AddedPhysical2hLowRandomElementConvert",5,32991,[1],"[2,0,1,3]","Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
70,"AddedPhysicalLowBleedChance",1,32992,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
71,"AddedPhysicalLowBleedChance",2,32993,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
72,"AddedPhysicalLowBleedChance",3,32994,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
73,"AddedPhysicalLowBleedChance",4,32995,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
74,"AddedPhysicalLowBleedChance",5,32996,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
75,"AddedPhysical2hLowBleedChance",1,32997,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
76,"AddedPhysical2hLowBleedChance",2,32998,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
77,"AddedPhysical2hLowBleedChance",3,32999,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
78,"AddedPhysical2hLowBleedChance",4,33000,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
79,"AddedPhysical2hLowBleedChance",5,33001,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
80,"AddedPhysicalLowImpaleChance",1,33002,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
81,"AddedPhysicalLowImpaleChance",2,33003,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
82,"AddedPhysicalLowImpaleChance",3,33004,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
83,"AddedPhysicalLowImpaleChance",4,33005,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
84,"AddedPhysicalLowImpaleChance",5,33006,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
85,"AddedPhysical2hLowImpaleChance",1,33007,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
86,"AddedPhysical2hLowImpaleChance",2,33008,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
87,"AddedPhysical2hLowImpaleChance",3,33009,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
88,"AddedPhysical2hLowImpaleChance",4,33010,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
89,"AddedPhysical2hLowImpaleChance",5,33011,[1],[2],"Art/2DArt/SkillIcons/passives/ByTheBlade.dds",0,[]
90,"AddedFireHighReducedAttackSpeed",1,33012,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
91,"AddedFireHighReducedAttackSpeed",2,33013,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
92,"AddedFireHighReducedAttackSpeed",3,33014,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
93,"AddedFireHighReducedAttackSpeed",4,33015,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
94,"AddedFireHighReducedAttackSpeed",5,33016,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
95,"AddedFire2hHighReducedAttackSpeed",1,33017,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
96,"AddedFire2hHighReducedAttackSpeed",2,33018,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
97,"AddedFire2hHighReducedAttackSpeed",3,33019,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
98,"AddedFire2hHighReducedAttackSpeed",4,33020,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
99,"AddedFire2hHighReducedAttackSpeed",5,33021,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
100,"AddedFire",1,33022,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
101,"AddedFire",2,33023,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
102,"AddedFire",3,33024,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
103,"AddedFire",4,33025,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
104,"AddedFire",5,33026,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
105,"AddedFire2h",1,33027,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
106,"AddedFire2h",2,33028,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
107,"AddedFire2h",3,33029,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
108,"AddedFire2h",4,33030,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
109,"AddedFire2h",5,33031,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
110,"AddedFireLowIgniteChance",1,33032,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
111,"AddedFireLowIgniteChance",2,33033,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
112,"AddedFireLowIgniteChance",3,33034,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
113,"AddedFireLowIgniteChance",4,33035,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
114,"AddedFireLowIgniteChance",5,33036,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
115,"AddedFire2hLowIgniteChance",1,33037,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
116,"AddedFire2hLowIgniteChance",2,33038,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
117,"AddedFire2hLowIgniteChance",3,33039,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
118,"AddedFire2hLowIgniteChance",4,33040,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
119,"AddedFire2hLowIgniteChance",5,33041,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
120,"AddedFireLowImplicitEffect",1,33042,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
121,"AddedFireLowImplicitEffect",2,33043,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
122,"AddedFireLowImplicitEffect",3,33044,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
123,"AddedFireLowImplicitEffect",4,33045,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
124,"AddedFireLowImplicitEffect",5,33046,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
125,"AddedFire2hLowImplicitEffect",1,33047,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
126,"AddedFire2hLowImplicitEffect",2,33048,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
127,"AddedFire2hLowImplicitEffect",3,33049,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
128,"AddedFire2hLowImplicitEffect",4,33050,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
129,"AddedFire2hLowImplicitEffect",5,33051,[1],[0],"Art/2DArt/SkillIcons/passives/lavalash.dds",0,[]
130,"AddedColdHighCannotChill",1,33052,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
131,"AddedColdHighCannotChill",2,33053,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
132,"AddedColdHighCannotChill",3,33054,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
133,"AddedColdHighCannotChill",4,33055,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
134,"AddedColdHighCannotChill",5,33056,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
135,"AddedCold2hHighCannotChill",1,33057,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
136,"AddedCold2hHighCannotChill",2,33058,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
137,"AddedCold2hHighCannotChill",3,33059,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
138,"AddedCold2hHighCannotChill",4,33060,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
139,"AddedCold2hHighCannotChill",5,33061,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
140,"AddedCold",1,33062,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
141,"AddedCold",2,33063,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
142,"AddedCold",3,33064,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
143,"AddedCold",4,33065,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
144,"AddedCold",5,33066,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
145,"AddedCold2h",1,33067,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
146,"AddedCold2h",2,33068,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
147,"AddedCold2h",3,33069,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
148,"AddedCold2h",4,33070,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
149,"AddedCold2h",5,33071,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
150,"AddedColdLowFreezeChance",1,33072,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
151,"AddedColdLowFreezeChance",2,33073,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
152,"AddedColdLowFreezeChance",3,33074,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
153,"AddedColdLowFreezeChance",4,33075,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
154,"AddedColdLowFreezeChance",5,33076,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
155,"AddedCold2hLowFreezeChance",1,33077,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
156,"AddedCold2hLowFreezeChance",2,33078,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
157,"AddedCold2hLowFreezeChance",3,33079,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
158,"AddedCold2hLowFreezeChance",4,33080,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
159,"AddedCold2hLowFreezeChance",5,33081,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
160,"AddedColdLowAttackSpeed",1,33082,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
161,"AddedColdLowAttackSpeed",2,33083,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
162,"AddedColdLowAttackSpeed",3,33084,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
163,"AddedColdLowAttackSpeed",4,33085,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
164,"AddedColdLowAttackSpeed",5,33086,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
165,"AddedCold2hLowAttackSpeed",1,33087,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
166,"AddedCold2hLowAttackSpeed",2,33088,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
167,"AddedCold2hLowAttackSpeed",3,33089,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
168,"AddedCold2hLowAttackSpeed",4,33090,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
169,"AddedCold2hLowAttackSpeed",5,33091,[1],[1],"Art/2DArt/SkillIcons/passives/ColdWeaponDmg.dds",0,[]
170,"AddedLightningHighIncreasedDamageTaken",1,33092,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
171,"AddedLightningHighIncreasedDamageTaken",2,33093,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
172,"AddedLightningHighIncreasedDamageTaken",3,33094,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
173,"AddedLightningHighIncreasedDamageTaken",4,33095,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
174,"AddedLightningHighIncreasedDamageTaken",5,33096,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
175,"AddedLightning2hHighIncreasedDamageTaken",1,33097,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
176,"AddedLightning2hHighIncreasedDamageTaken",2,33098,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
177,"AddedLightning2hHighIncreasedDamageTaken",3,33099,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
178,"AddedLightning2hHighIncreasedDamageTaken",4,33100,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
179,"AddedLightning2hHighIncreasedDamageTaken",5,33101,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
180,"AddedLightning",1,33102,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
181,"AddedLightning",2,33103,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
182,"AddedLightning",3,33104,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
183,"AddedLightning",4,33105,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
184,"AddedLightning",5,33106,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
185,"AddedLightning2h",1,33107,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
186,"AddedLightning2h",2,33108,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
187,"AddedLightning2h",3,33109,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
188,"AddedLightning2h",4,33110,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
189,"AddedLightning2h",5,33111,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
190,"AddedLightningLowShockChance",1,33112,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
191,"AddedLightningLowShockChance",2,33113,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
192,"AddedLightningLowShockChance",3,33114,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
193,"AddedLightningLowShockChance",4,33115,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
194,"AddedLightningLowShockChance",5,33116,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
195,"AddedLightning2hLowShockChance",1,33117,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
196,"AddedLightning2hLowShockChance",2,33118,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
197,"AddedLightning2hLowShockChance",3,33119,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
198,"AddedLightning2hLowShockChance",4,33120,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
199,"AddedLightning2hLowShockChance",5,33121,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
200,"AddedLightningLowCriticalStrikeChance",1,33122,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
201,"AddedLightningLowCriticalStrikeChance",2,33123,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
202,"AddedLightningLowCriticalStrikeChance",3,33124,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
203,"AddedLightningLowCriticalStrikeChance",4,33125,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
204,"AddedLightningLowCriticalStrikeChance",5,33126,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
205,"AddedLightning2hLowCriticalStrikeChance",1,33127,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
206,"AddedLightning2hLowCriticalStrikeChance",2,33128,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
207,"AddedLightning2hLowCriticalStrikeChance",3,33129,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
208,"AddedLightning2hLowCriticalStrikeChance",4,33130,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
209,"AddedLightning2hLowCriticalStrikeChance",5,33131,[1],[3],"Art/2DArt/SkillIcons/passives/sparkingattacks.dds",0,[]
210,"AddedChaosHighReducedLife",1,33132,[1],[4],"Art/2DArt/SkillIcons/passives/AttackPoisonNotable.dds",0,[]
211,"AddedChaosHighReducedLife",2,33133,[1],[4],"Art/2DArt/SkillIcons/passives/AttackPoisonNotable.dds",0,[]
