"rownum","Id","rid_8","[rid]_24","Gem","BK2File"
38,"ProxyKey40",7,[6],1647,"Art/Videos/ChinaSkillVideos/Necromancer_SummonSkeletons.BK2"
39,"ProxyKey41",10,[6],1768,"Art/Videos/ChinaSkillVideos/Necromancer_SpiritOffering.BK2"
40,"ProxyKey42",0,[5],1865,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge.BK2"
41,"ProxyKey43",3,[5],1863,"Art/Videos/ChinaSkillVideos/Occultist_Contagion.BK2"
42,"ProxyKey44",8,[5],1867,"Art/Videos/ChinaSkillVideos/Occultist_Contagion+Voidmanip.BK2"
43,"ProxyKey45",7,[5],1864,"Art/Videos/ChinaSkillVideos/Occultist_Wither(+blight).BK2"
44,"ProxyKey46",10,[5],1866,"Art/Videos/ChinaSkillVideos/Occultist_EssenseDrain.BK2"
45,"ProxyKey47",2,"[4,5]",1906,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge+Barrier.BK2"
46,"ProxyKey89",2,[6],1886,"Art/Videos/ChinaSkillVideos/Necromancer_Zombie+Surge+LesserPoison.BK2"
47,"ProxyKey48",0,[4],1819,"Art/Videos/ChinaSkillVideos/Elementalist_Surge+Tendrils.BK2"
48,"ProxyKey49",3,[4],1858,"Art/Videos/ChinaSkillVideos/Elementalist_OrbofStorms.BK2"
49,"ProxyKey50",8,[4],1598,"Art/Videos/ChinaSkillVideos/Elementalist_OrbStorms+LightningDamage.BK2"
50,"ProxyKey51",7,[4],1646,"Art/Videos/ChinaSkillVideos/Elementalist_LightningWarp.BK2"
51,"ProxyKey52",10,[4],1675,"Art/Videos/ChinaSkillVideos/Elementalist_arc.BK2"
52,"ProxyKey53",0,[18],1839,"Art/Videos/ChinaSkillVideos/Assassin_FrostBlades+LessPoison.BK2"
53,"ProxyKey54",3,[18],1649,"Art/Videos/ChinaSkillVideos/Assassin_Riposte.BK2"
54,"ProxyKey55",8,[18],1595,"Art/Videos/ChinaSkillVideos/Assassin_Ripose+ColdDamage.BK2"
55,"ProxyKey56",7,[18],1577,"Art/Videos/ChinaSkillVideos/Assassin_WhirlingBlades.BK2"
56,"ProxyKey57",10,[18],1734,"Art/Videos/ChinaSkillVideos/Assassin_Reave.BK2"
57,"ProxyKey58",2,[18],1897,"Art/Videos/ChinaSkillVideos/Assassin_Frostblades+LessPoison+Onslaught.BK2"
58,"ProxyKey59",0,[17],1703,"Art/Videos/ChinaSkillVideos/Saboteur_FireTrap+LessPoison.BK2"
59,"ProxyKey60",3,[17],1701,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap.BK2"
60,"ProxyKey61",8,[17],1737,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap+Multitrap.BK2"
61,"ProxyKey62",7,[17],1838,"Art/Videos/ChinaSkillVideos/Saboteur_FlameDash.BK2"
62,"ProxyKey63",10,[17],1739,"Art/Videos/ChinaSkillVideos/Saboteur_LightningTrap.BK2"
63,"ProxyKey64",2,[17],1686,"Art/Videos/ChinaSkillVideos/Saboteur_Firetrap+LessPoison+EleProlif.BK2"
64,"ProxyKey65",0,[16],1706,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison.BK2"
65,"ProxyKey66",3,[16],1863,"Art/Videos/ChinaSkillVideos/Trickster_Contagion.BK2"
66,"ProxyKey67",8,[16],1867,"Art/Videos/ChinaSkillVideos/Trickster_Contagion+Voidmanip.BK2"
67,"ProxyKey68",7,[16],1864,"Art/Videos/ChinaSkillVideos/Trickster_Wither.BK2"
68,"ProxyKey69",10,[16],1866,"Art/Videos/ChinaSkillVideos/Trickster_EssenceDrain.BK2"
69,"ProxyKey70",2,[16],1620,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison+Pierce.BK2"
70,"ProxyKey71",0,[9],1588,"Art/Videos/ChinaSkillVideos/Deadeye_Splitarrow+Pierce.BK2"
71,"ProxyKey72",3,[9],1852,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista.BK2"
72,"ProxyKey73",10,[9],1674,"Art/Videos/ChinaSkillVideos/Deadeye_LA.BK2"
73,"ProxyKey74",2,[9],1907,"Art/Videos/ChinaSkillVideos/Deadeye_Split+Pierce+Volley.BK2"
74,"ProxyKey75",7,"[8,9]",1824,"Art/Videos/ChinaSkillVideos/PathfinderDeadeye_BlinkArrow.BK2"
75,"ProxyKey76",0,[8],1586,"Art/Videos/ChinaSkillVideos/Pathfinder_IceShot+Pierce.BK2"
76,"ProxyKey77",8,[8],1592,"Art/Videos/ChinaSkillVideos/Pathfinder_Puncture+LMP.BK2"
77,"ProxyKey78",10,[8],1657,"Art/Videos/ChinaSkillVideos/Pathfinder_RoA.BK2"
78,"ProxyKey79",2,[8],1911,"Art/Videos/ChinaSkillVideos/Pathfinder_Iceshot+Pierce+SpiritArcher.BK2"
79,"ProxyKey80",8,[9],1595,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista+ColdDamage.BK2"
80,"ProxyKey90",8,[7],1595,"Art/Videos/ChinaSkillVideos/Raider_Puncture+AddedCold.BK2"
81,"ProxyKey81",3,[7],1673,"Art/Videos/ChinaSkillVideos/Raider_puncture(melee).BK2"
82,"ProxyKey88",3,[8],1673,"Art/Videos/ChinaSkillVideos/Pathfinder_puncture(ranged).BK2"
83,"ProxyKey82",0,[7],1839,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce.BK2"
84,"ProxyKey83",7,[7],1577,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
85,"ProxyKey84",10,[7],1669,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
86,"ProxyKey85",2,[7],1897,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
87,"ProxyKey91",0,[19],1873,""
88,"ProxyKey92",7,[19],1838,""
89,"ProxyKey93",10,[19],1562,""
90,"ProxyKey94",8,[19],1598,""
91,"ProxyKey95",3,[19],1857,""
92,"ProxyKey96",0,[20],1845,""
93,"ProxyKey97",7,[20],1838,""
94,"ProxyKey98",8,[20],1894,""
95,"ProxyKey99",10,[20],1881,""
96,"ProxyKey100",3,[20],1858,""
97,"ProxyKey101",0,[21],1914,""
98,"ProxyKey102",7,[21],1838,""
99,"ProxyKey103",8,[21],1598,""
100,"ProxyKey104",10,[21],1739,""
101,"ProxyKey105",3,[21],1701,""
102,"ProxyKey106",0,[22],1942,""
103,"ProxyKey107",8,[22],1598,""
104,"ProxyKey108",7,[22],1838,""
105,"ProxyKey109",3,[22],1929,""
106,"ProxyKey110",4,[22],1967,""
107,"497",2,[22],1898,""
108,"496",10,[22],2084,""
109,"495",13,[22],1817,""
110,"494",15,[22],1632,""
111,"493",23,[22],1656,""
112,"508",29,[22],1726,""
113,"507",30,[22],1976,""
114,"ProxyKey111",0,[23],1584,""
115,"ProxyKey112",2,[23],1911,""
116,"ProxyKey113",3,[23],1852,""
117,"ProxyKey114",8,[23],1592,""
118,"ProxyKey115",10,[23],1928,""
119,"ProxyKey116",0,[24],1798,""
120,"ProxyKey117",2,[24],1909,""
121,"ProxyKey119",8,[24],1592,""
122,"ProxyKey120",15,[24],1632,""
123,"ProxyKey121",0,[25],1626,""
124,"ProxyKey122",7,[25],1838,""
125,"ProxyKey123",10,[25],1585,""
126,"ProxyKey124",8,[25],1894,""
127,"ProxyKey125",3,[25],1857,""
128,"ProxyKey126",0,[26],1819,""
129,"ProxyKey127",7,[26],1838,""
130,"ProxyKey128",10,[26],1935,""
131,"ProxyKey129",8,[26],1598,""
132,"ProxyKey130",3,[26],1710,""
133,"ProxyKey131",0,[27],2058,""
134,"ProxyKey132",8,[27],2077,""
135,"ProxyKey133",7,[27],1563,""
136,"ProxyKey135",4,[27],1956,""
137,"505",2,[27],1897,""
138,"504",10,[27],1938,""
139,"503",13,[27],1600,""
140,"502",15,[27],1763,""
141,"501",18,[27],1818,""
142,"500",24,[27],1970,""
143,"ProxyKey136",0,[31],1865,""
144,"ProxyKey137",2,[31],1906,""
145,"ProxyKey138",8,[31],1867,""
146,"ProxyKey139",7,[31],1838,""
147,"ProxyKey140",10,[31],1866,""
148,"ProxyKey141",13,[31],1921,""
149,"ProxyKey142",15,[31],1635,""
150,"ProxyKey143",18,[31],1944,""
151,"ProxyKey144",23,[31],1943,""
152,"ProxyKey145",24,[31],1890,""
153,"ProxyKey146",30,[31],1831,""
154,"ProxyKey147",29,[31],1591,""
155,"ProxyKey148",0,[32],1584,""
156,"ProxyKey149",2,[32],1911,""
157,"ProxyKey150",8,[32],1867,""
158,"ProxyKey151",7,[32],1824,""
159,"ProxyKey152",10,[32],1928,""
160,"ProxyKey153",13,[32],1816,""
161,"ProxyKey154",15,[32],1694,""
162,"ProxyKey155",18,[32],1590,""
163,"ProxyKey157",24,[32],1861,""
164,"ProxyKey158",30,[32],1859,""
165,"ProxyKey159",29,[32],1930,""
166,"ProxyKey190",0,[33],1569,""
167,"ProxyKey156",1,[33],1896,""
168,"ProxyKey161",7,[33],1563,""
169,"ProxyKey162",13,[33],1813,""
170,"ProxyKey163",15,[33],1590,""
171,"ProxyKey164",18,[33],1728,""
172,"ProxyKey166",24,[33],1687,""
173,"ProxyKey167",30,[33],1859,""
174,"ProxyKey168",0,[34],1798,""
175,"ProxyKey169",1,[34],1909,""
176,"ProxyKey171",8,[34],1589,""
177,"ProxyKey172",13,[34],1571,""
178,"ProxyKey173",15,[34],1590,""
179,"ProxyKey174",18,[34],1632,""
180,"ProxyKey176",24,[34],1687,""
181,"ProxyKey177",30,[34],1859,""
182,"ProxyKey178",29,[34],1905,""
183,"ProxyKey179",0,[35],1942,""
184,"ProxyKey180",1,[35],1898,""
185,"ProxyKey181",3,[35],1710,""
186,"ProxyKey182",8,[35],1589,""
187,"ProxyKey183",8,[35],1662,""
188,"ProxyKey184",7,[35],1838,""
189,"ProxyKey185",13,[35],1813,""
190,"ProxyKey186",13,[35],1947,""
191,"ProxyKey187",15,[35],1868,""
192,"ProxyKey188",18,[35],1949,""
193,"ProxyKey189",23,[35],1946,""
194,"ProxyKey191",30,[35],1831,""
195,"ProxyKey192",29,[35],1733,""
196,"ProxyKey193",0,[36],1845,""
197,"ProxyKey194",1,[36],1907,""
198,"ProxyKey195",3,[36],1710,""
199,"ProxyKey196",8,[36],1589,""
200,"ProxyKey197",10,[36],1765,""
201,"ProxyKey198",15,[36],1635,""
202,"ProxyKey199",18,[36],1682,""
203,"ProxyKey200",23,[36],1940,""
204,"ProxyKey201",30,[36],1830,""
205,"ProxyKey202",29,[36],1727,""
206,"ProxyKey203",0,[37],1568,""
207,"ProxyKey204",7,[37],1563,""
208,"ProxyKey205",10,[37],1963,""
209,"ProxyKey206",8,[37],1589,""
210,"ProxyKey207",3,[37],1671,""
211,"ProxyKey208",0,[38],1962,""
212,"ProxyKey209",7,[38],1563,""
213,"ProxyKey210",10,[38],1573,""
214,"ProxyKey211",8,[38],1589,""
215,"ProxyKey212",3,[38],1960,""
216,"ProxyKey213",0,[39],1819,""
217,"ProxyKey214",7,[39],1838,""
218,"ProxyKey215",10,[39],1739,""
219,"ProxyKey216",8,[39],1598,""
220,"ProxyKey217",3,[39],1858,""
221,"ProxyKey218",0,[40],1984,""
222,"ProxyKey219",7,[40],1838,""
223,"ProxyKey220",10,[40],1699,""
224,"ProxyKey221",8,[40],1595,""
225,"ProxyKey222",3,[40],1701,""
226,"ProxyKey223",0,[41],1580,""
227,"ProxyKey224",7,[41],1647,""
228,"ProxyKey225",10,[41],1768,""
229,"ProxyKey226",8,[41],1659,""
230,"ProxyKey227",3,[41],1863,""
231,"ProxyKey228",0,[42],1975,""
232,"ProxyKey229",7,[42],1977,""
233,"ProxyKey230",10,[42],1988,""
234,"ProxyKey231",8,[42],1592,""
235,"ProxyKey232",3,[42],1701,""
236,"ProxyKey233",0,[45],1588,""
237,"ProxyKey234",7,[45],1824,""
238,"ProxyKey235",10,[45],1852,""
239,"ProxyKey236",8,[45],1595,""
240,"ProxyKey237",3,[45],1990,""
241,"ProxyKey238",0,[44],1798,""
242,"ProxyKey239",7,[44],1834,""
243,"ProxyKey240",8,[44],1589,""
244,"ProxyKey241",3,[44],1954,""
245,"ProxyKey242",0,[43],1984,""
246,"ProxyKey243",7,[43],1838,""
247,"ProxyKey244",10,[43],1699,""
248,"ProxyKey245",8,[43],1598,""
249,"ProxyKey246",3,[43],1858,""
250,"ProxyKey247",15,[43],1846,""
251,"ProxyKey248",1,[43],1989,""
252,"ProxyKey249",18,[43],1723,""
253,"ProxyKey250",13,[43],1985,""
254,"ProxyKey251",13,[45],1665,""
255,"ProxyKey252",23,[45],1994,""
256,"ProxyKey253",15,[44],1665,""
257,"ProxyKey254",0,[48],1568,""
258,"ProxyKey255",7,[48],1571,""
259,"ProxyKey256",10,[48],1872,""
260,"ProxyKey257",8,[48],1589,""
261,"ProxyKey259",15,[48],1632,""
262,"ProxyKey260",13,[48],1813,""
263,"ProxyKey261",18,[48],1835,""
264,"ProxyKey262",23,[48],1905,""
265,"ProxyKey263",24,[48],1841,""
266,"ProxyKey264",0,[47],1626,""
267,"ProxyKey265",7,[47],1838,""
268,"ProxyKey266",8,[47],1598,""
269,"ProxyKey267",3,[47],1857,""
270,"ProxyKey268",15,[47],1868,""
271,"ProxyKey269",18,[47],1951,""
272,"ProxyKey270",24,[47],1890,""
273,"ProxyKey271",29,[47],1931,""
274,"ProxyKey272",0,[46],1798,""
275,"ProxyKey273",7,[46],1571,""
276,"ProxyKey274",10,[46],2050,""
277,"ProxyKey275",8,[46],1589,""
278,"ProxyKey277",15,[46],1632,""
279,"ProxyKey278",13,[46],2047,""
280,"ProxyKey279",24,[46],1970,""
281,"ProxyKey280",30,[46],1859,""
282,"ProxyKey281",10,[47],2049,""
283,"ProxyKey282",29,[48],2044,""
284,"ProxyKey283",29,[46],2044,""
285,"ProxyKey284",18,[46],1972,""
286,"ProxyKey285",8,[49],1892,""
287,"ProxyKey286",7,[49],1563,""
288,"ProxyKey287",10,[49],1938,""
289,"ProxyKey288",3,[49],1936,""
290,"ProxyKey289",15,[49],1763,""
291,"ProxyKey290",13,[49],1969,""
292,"ProxyKey291",18,[49],1972,""
293,"ProxyKey292",24,[49],1970,""
294,"ProxyKey293",29,[49],1717,""
295,"ProxyKey294",0,[50],1865,""
296,"ProxyKey295",7,[50],1688,""
297,"ProxyKey296",10,[50],1866,""
298,"ProxyKey297",8,[50],1867,""
299,"ProxyKey298",3,[50],1863,""
300,"ProxyKey299",15,[50],1868,""
301,"ProxyKey300",13,[50],2036,""
302,"ProxyKey301",18,[50],1645,""
303,"ProxyKey302",7,[51],1838,""
304,"ProxyKey303",15,[51],1878,""
305,"ProxyKey304",13,[51],1813,""
306,"ProxyKey305",23,[50],2062,""
307,"ProxyKey306",24,[50],2061,""
308,"ProxyKey307",0,[49],2058,""
309,"ProxyKey308",0,[51],1845,""
310,"ProxyKey309",10,[51],2054,""
311,"ProxyKey310",2,[51],1908,""
312,"ProxyKey311",3,[51],2060,""
313,"ProxyKey312",24,[51],1952,""
314,"ProxyKey313",0,[52],1975,""
315,"ProxyKey314",8,[52],1592,""
316,"ProxyKey315",10,[52],1988,""
317,"ProxyKey316",7,[52],1577,""
318,"ProxyKey317",3,[52],1701,""
319,"ProxyKey318",4,[52],1956,""
320,"ProxyKey319",15,[52],1887,""
321,"ProxyKey320",18,[52],1645,""
322,"ProxyKey321",30,[52],1829,""
323,"ProxyKey322",29,[52],1591,""
324,"ProxyKey323",0,[53],1819,""
325,"ProxyKey324",8,[53],1598,""
326,"ProxyKey325",10,[53],1900,""
327,"ProxyKey326",7,[53],1838,""
328,"ProxyKey327",3,[53],1858,""
329,"ProxyKey328",4,[53],1967,""
330,"ProxyKey329",15,[53],1868,""
331,"ProxyKey330",13,[53],2036,""
332,"ProxyKey331",18,[53],1723,""
333,"ProxyKey332",24,[53],1715,""
334,"ProxyKey333",30,[53],2065,""
335,"ProxyKey334",29,[53],1597,""
336,"ProxyKey335",0,[54],1839,""
337,"ProxyKey336",8,[54],1595,""
338,"ProxyKey337",10,[54],1574,""
339,"ProxyKey338",7,[54],1577,""
340,"ProxyKey339",3,[54],1701,""
341,"ProxyKey340",4,[54],1956,""
342,"ProxyKey341",15,[54],2066,""
343,"ProxyKey342",13,[54],1600,""
344,"ProxyKey343",29,[54],1680,""
345,"ProxyKey344",24,[54],1841,""
346,"ProxyKey345",30,[54],1829,""
347,"ProxyKey346",29,[54],1726,""
348,"ProxyKey347",0,[55],1819,""
349,"ProxyKey348",8,[55],1898,""
350,"ProxyKey349",10,[55],2071,""
351,"ProxyKey350",7,[55],1838,""
352,"ProxyKey351",3,[55],1704,""
353,"ProxyKey352",4,[55],1956,""
354,"ProxyKey353",1,[55],2077,""
355,"ProxyKey354",18,[55],1645,""
356,"ProxyKey355",30,[55],1859,""
357,"ProxyKey356",29,[55],1591,""
358,"ProxyKey357",13,[55],2072,""
359,"ProxyKey358",15,[55],2076,""
360,"ProxyKey359",0,[56],1568,""
361,"ProxyKey360",8,[56],1589,""
362,"ProxyKey361",7,[56],1563,""
363,"ProxyKey363",4,[56],1954,""
364,"ProxyKey364",1,[56],1885,""
365,"ProxyKey365",15,[56],1632,""
366,"ProxyKey366",18,[56],1972,""
367,"ProxyKey367",30,[56],1859,""
368,"ProxyKey368",29,[56],1895,""
369,"ProxyKey369",13,[56],1836,""
370,"369",0,[57],2058,""
371,"370",8,[57],1892,""
372,"371",7,[57],1571,""
373,"373",4,[57],1956,""
374,"374",10,[57],1573,""
375,"375",15,[57],2076,""
376,"376",18,[57],1972,""
377,"377",24,[57],1973,""
378,"378",29,[57],1726,""
379,"381",0,[58],1626,""
380,"382",8,[58],1598,""
381,"383",7,[58],1688,""
382,"384",3,[58],1857,""
383,"385",4,[58],1967,""
384,"386",10,[58],1585,""
385,"387",13,[58],1814,""
386,"388",18,[58],1722,""
387,"389",23,[58],2097,""
388,"390",24,[58],2063,""
389,"391",29,[58],1931,""
390,"392",30,[58],1828,""
391,"393",0,[59],1588,""
392,"394",8,[59],1595,""
393,"395",7,[59],1824,""
394,"396",3,[59],1990,""
395,"397",4,[59],1956,""
396,"398",10,[59],1674,""
397,"399",15,[59],1665,""
398,"400",13,[59],1815,""
399,"401",18,[59],1643,""
400,"402",23,[59],2089,""
401,"403",24,[59],2091,""
402,"404",29,[59],1591,""
403,"405",30,[59],1831,""
404,"406",0,[60],1975,""
405,"407",8,[60],1598,""
406,"408",7,[60],1968,""
407,"409",3,[60],1858,""
408,"410",4,[60],1956,""
409,"411",10,[60],1734,""
410,"412",15,[60],1590,""
411,"413",18,[60],1723,""
412,"414",24,[60],1715,""
413,"415",0,[61],1584,""
414,"416",8,[61],1592,""
415,"417",7,[61],1968,""
416,"418",3,[61],1990,""
417,"419",4,[61],1956,""
418,"420",10,[61],2098,""
419,"421",13,[61],1816,""
420,"422",18,[61],1680,""
421,"423",24,[61],2043,""
422,"424",29,[61],1727,""
423,"425",0,[62],1819,""
424,"426",8,[62],1598,""
425,"427",7,[62],1838,""
426,"428",3,[62],1857,""
427,"429",4,[62],1967,""
428,"430",2,[62],1898,""
429,"431",10,[62],1900,""
430,"432",13,[62],1815,""
431,"433",15,[62],1635,""
432,"434",18,[62],1723,""
433,"435",24,[62],1715,""
434,"436",29,[62],1727,""
435,"437",0,[63],1845,""
436,"438",8,[63],1598,""
437,"439",7,[63],1838,""
438,"440",3,[63],1858,""
439,"441",4,[63],1967,""
440,"443",10,[63],1675,""
441,"444",13,[63],1815,""
442,"445",15,[63],1868,""
443,"446",18,[63],1723,""
444,"447",30,[63],1828,""
445,"448",29,[63],1727,""
446,"449",0,[64],1845,""
447,"450",8,[64],1598,""
448,"451",7,[64],1838,""
449,"452",3,[64],2060,""
450,"453",4,[64],1967,""
451,"454",2,[64],1898,""
452,"455",10,[64],1730,""
453,"456",13,[64],1813,""
454,"457",15,[64],1878,""
455,"458",18,[64],1721,""
456,"459",24,[64],1952,""
457,"460",23,[64],1668,""
458,"461",29,[64],2045,""
459,"462",0,[65],1586,""
460,"463",8,[65],1592,""
461,"464",7,[65],1824,""
462,"465",3,[65],1990,""
463,"468",10,[65],1574,""
464,"469",13,[65],1814,""
465,"470",15,[65],1665,""
466,"471",18,[65],1644,""
467,"472",24,[65],1843,""
468,"473",30,[65],1829,""
469,"474",29,[65],1591,""
470,"475",0,[66],1914,""
471,"476",8,[66],1595,""
472,"477",7,[66],1838,""
473,"478",3,[66],1701,""
474,"486",4,[66],1967,""
475,"487",2,[66],1989,""
476,"479",10,[66],1739,""
477,"480",13,[66],1985,""
478,"481",15,[66],1846,""
479,"482",18,[66],1722,""
480,"483",24,[66],1714,""
481,"484",30,[66],2057,""
482,"485",29,[66],1597,""
483,"498",0,[68],1568,""
484,"499",8,[68],2077,""
485,"506",7,[68],1563,""
486,"511",2,[68],1885,""
487,"512",10,[68],1872,""
488,"513",13,[68],1813,""
489,"514",15,[68],1632,""
490,"515",18,[68],1835,""
491,"517",24,[68],1973,""
492,"518",29,[68],2044,""
493,"519",0,[67],1580,""
494,"520",8,[67],2033,""
495,"521",7,[67],1647,""
496,"522",3,[67],1764,""
497,"524",2,[67],1910,""
498,"525",10,[67],1768,""
499,"526",13,[67],1767,""
500,"527",15,[67],1663,""
501,"528",18,[67],1645,""
502,"529",23,[67],1622,""
503,"530",24,[67],1983,""
504,"531",29,[67],1726,""
505,"532",30,[67],1976,""
506,"533",0,[69],1984,""
507,"534",8,[69],1598,""
508,"535",7,[69],1838,""
509,"536",3,[69],1858,""
510,"537",4,[69],1967,""
511,"538",2,[69],1897,""
512,"539",10,[69],2079,""
513,"540",13,[69],1815,""
514,"541",15,[69],1878,""
515,"542",18,[69],1643,""
516,"543",24,[69],1715,""
517,"544",29,[69],1597,""
518,"545",0,[70],1873,""
519,"546",8,[70],2077,""
520,"547",7,[70],1563,""
521,"549",4,[70],1967,""
522,"550",2,[70],1897,""
523,"551",10,[70],1587,""
524,"552",13,[70],1814,""
525,"553",15,[70],1665,""
526,"554",18,[70],1722,""
527,"555",23,[70],1833,""
528,"556",24,[70],1841,""
529,"557",29,[70],2044,""
530,"558",30,[70],2275,""
531,"559",0,[71],1798,""
532,"560",8,[71],2077,""
533,"561",7,[71],1563,""
534,"564",2,[71],1897,""
535,"565",10,[71],2272,""
536,"566",13,[71],1813,""
537,"567",15,[71],1665,""
538,"568",18,[71],1681,""
539,"569",29,[71],1939,""
540,"570",30,[71],1961,""
541,"571",0,[72],1626,""
542,"572",8,[72],1890,""
543,"573",7,[72],1688,""
544,"574",3,[72],1857,""
545,"576",2,[72],1910,""
546,"577",10,[72],1585,""
547,"578",13,[72],1579,""
548,"579",15,[72],1868,""
549,"580",18,[72],1722,""
550,"581",24,[72],1869,""
551,"582",29,[72],1931,""
552,"575",0,[73],1626,""
553,"583",8,[73],1595,""
554,"584",7,[73],1838,""
555,"585",3,[73],1858,""
556,"586",4,[73],1967,""
557,"587",2,[73],1686,""
558,"588",10,[73],2079,""
