"rownum","RewardOffer","i32_16","Characters","Reward","RewardLevel","rid_56","i32_72","string_76","[rid]_84","RewardStack","bool_104","bool_105","[rid]_106","i32_122","i32_126","[rid]_130","i32_146","rid_150","i32_166","[rid]_170"
111,8,30,[3],2291,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
112,8,31,[5],1590,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
113,8,32,[5],1595,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
114,8,33,[5],1598,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
115,8,34,[5],1592,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
116,8,35,[5],1867,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
117,8,36,[5],1737,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
118,8,37,[2],1590,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
119,8,38,[2],1595,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
120,8,39,[2],1598,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
121,8,40,[2],1589,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
122,8,41,[2],1728,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
123,8,42,[2],1592,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
124,8,43,[2],1894,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
125,8,44,[2],2077,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
126,8,45,[0],1034,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
127,8,46,[0],1095,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
128,8,47,[0],1115,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
129,8,48,[4],1034,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
130,8,49,[4],1095,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
131,8,50,[4],1055,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
132,8,51,[3],1055,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
133,8,52,[3],1135,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
134,8,53,[3],1095,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
135,8,54,[5],1055,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
136,8,55,[5],1135,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
137,8,56,[5],1075,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
138,8,57,[1],1075,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
139,8,58,[1],1115,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
140,8,59,[1],1135,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
141,8,60,[6],1034,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
142,8,61,[6],1115,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
143,8,62,[6],1075,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
144,8,63,[2],1034,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
145,8,64,[2],1055,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
146,8,65,[2],1075,8,1,0,"",[],1,"",1,[],1586,0,[],2,"",0,[]
147,7,0,[1],1688,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
148,7,1,[1],1647,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
149,7,2,[1],1646,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
150,7,3,[1],1838,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
151,7,4,[1],1864,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
152,7,5,[1],1903,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
153,7,6,[6],1838,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
154,7,7,[6],1688,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
155,7,8,[6],1678,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
156,7,9,[6],1563,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
157,7,10,[0],1563,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
158,7,11,[0],1678,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
159,7,12,[0],1571,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
160,7,13,[0],2046,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
161,7,14,[4],1824,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
162,7,15,[4],1563,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
163,7,16,[4],1577,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
164,7,17,[4],1968,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
165,7,18,[4],1678,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
166,7,19,[4],1571,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
167,7,20,[4],2046,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
168,7,21,[3],1577,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
169,7,22,[3],1824,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
170,7,23,[3],1740,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
171,7,24,[3],1968,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
172,7,25,[3],1823,1,"",0,"",[],1,"","",[],1586,0,[],2,"",0,[]
173,7,26,[5],1688,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
174,7,27,[5],1968,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
175,7,28,[5],1838,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
176,7,29,[5],1577,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
177,7,30,[5],1740,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
178,7,31,[5],1977,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
179,7,32,[5],1583,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
180,7,33,[5],1915,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
181,7,34,[2],1838,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
182,7,35,[2],1824,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
183,7,36,[2],1563,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
184,7,37,[2],1977,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
185,7,38,[2],1678,1,"",0,"",[],1,"","",[],1586,0,[],2,"",0,[]
186,7,39,[2],1968,1,"",0,"",[],1,"","",[],1586,0,[],2,"",0,[]
187,7,40,[2],1688,1,"",0,"",[],1,"","",[],1586,0,[],2,"",0,[]
188,10,0,[1],1562,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
189,10,1,[1],2054,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
190,10,2,[1],1675,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
191,10,3,[1],1768,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
192,10,4,[1],1866,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
193,10,5,[1],1881,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
194,10,6,[1],1582,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
195,10,7,[1],1585,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
196,10,8,[1],2087,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
197,10,9,[6],1587,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
198,10,10,[6],1562,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
199,10,11,[6],2054,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
200,10,12,[6],1757,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
201,10,13,[6],1730,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
202,10,14,[6],1881,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
203,10,15,[6],1935,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
204,10,16,[6],1900,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
205,10,17,[6],2049,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
206,10,18,[6],2084,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
207,10,19,[6],2087,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
208,10,20,[0],1623,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
209,10,21,[0],1587,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
210,10,22,[0],1566,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
211,10,23,[0],1872,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
212,10,24,[0],1963,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
213,10,25,[0],2050,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
214,10,26,[0],2272,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
215,10,27,[4],1573,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
216,10,28,[4],1566,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
217,10,29,[4],1657,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
218,10,30,[4],1938,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
219,10,31,[4],2050,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
220,10,32,[3],1928,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
221,10,33,[3],1657,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
222,10,34,[3],1674,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
223,10,35,[3],1734,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
224,10,36,[3],1669,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
225,10,37,[3],1852,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
226,10,38,[3],1574,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
227,10,39,[3],2098,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
228,10,40,[5],1734,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
229,10,41,[5],2079,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
230,10,42,[5],1699,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
231,10,43,[5],1739,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
232,10,44,[5],1703,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
233,10,45,[5],1854,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
234,10,46,[5],1866,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
235,10,47,[5],1582,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
236,10,48,[5],1988,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
237,10,49,[2],1587,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
238,10,50,[2],1657,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
239,10,51,[2],1562,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
240,10,52,[2],1854,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
241,10,53,[2],1881,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
242,10,54,[2],1900,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
243,10,55,[2],2071,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
244,10,56,[2],2081,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
245,13,0,[1],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
246,13,1,[1],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
247,13,2,[1],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
248,13,3,[1],1767,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
249,13,4,[1],1708,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
250,13,5,[1],1579,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
251,13,6,[1],2036,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
252,13,7,[1],2270,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
253,13,8,[6],1817,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
254,13,9,[6],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
255,13,10,[6],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
256,13,11,[6],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
257,13,12,[6],1941,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
258,13,13,[6],1947,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
259,13,14,[6],2036,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
260,13,15,[6],1653,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
261,13,16,[0],1639,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
262,13,17,[0],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
263,13,18,[0],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
264,13,19,[0],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
265,13,20,[0],2047,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
266,13,21,[0],1836,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
267,13,22,[0],2072,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
268,13,23,[0],1671,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
269,13,24,[0],1652,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
270,13,25,[4],1818,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
271,13,26,[4],1639,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
272,13,27,[4],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
273,13,28,[4],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
274,13,29,[4],1578,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
275,13,30,[4],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
276,13,31,[4],1969,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
277,13,32,[4],1600,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
278,13,33,[4],2047,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
279,13,34,[4],1836,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
280,13,35,[4],2072,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
281,13,36,[4],2078,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
282,13,37,[4],1652,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
283,13,38,[4],1651,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
284,13,39,[4],1649,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
285,13,40,[3],1818,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
286,13,41,[3],1816,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
287,13,42,[3],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
288,13,43,[3],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
289,13,44,[3],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
290,13,45,[3],1578,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
291,13,46,[3],1708,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
292,13,47,[3],1600,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
293,13,48,[3],1993,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
294,13,49,[5],1643,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
295,13,50,[5],1816,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
296,13,51,[5],1815,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
297,13,52,[5],1813,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
298,13,53,[5],1814,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
299,13,54,[5],2038,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
300,13,55,[5],1708,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
301,13,56,[5],1579,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
302,13,57,[5],1985,1,"",0,"",[],1,"","",[],1586,0,[],1,"",0,[]
303,13,58,[5],1600,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
304,13,59,[5],2036,1,"",0,"",[],1,"","",[],1586,0,[],0,"",0,[]
